Gene	SUN.A.6.7.1.D2	SUN.A.6.8.1.D3	SUN.A.6.9.1.D4	SUN.A.7.13.1.F3	SUN.A.7.14.1.F4	Min	Max	Median	Mean	Std
KCNE4	44	28	33	38	28	28	44	33	34.2	6.87022561492707
KCNG1	3	4	1	4	0	0	4	3	2.4	1.8165902124585
KCNG3	0	0	0	0	0	0	0	0	0	0
KCNH1	0	0	0	0	0	0	0	0	0	0
KCNH6	0	2	1	0	2	0	2	1	1	1
KCNH7	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KCNH8	0	0	0	0	0	0	0	0	0	0
KCNIP1	0	0	0	0	0	0	0	0	0	0
KCNIP2	0	2	0	0	0	0	2	0	0.4	0.894427190999916
KCNIP2-AS1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
KCNIP3	0	0	0	0	1	0	1	0	0.2	0.447213595499958
KCNIP4	1	0	1	2	1	0	2	1	1	0.707106781186548
KCNIP4-IT1	1	0	1	1	0	0	1	1	0.6	0.547722557505166
KCNJ1	0	0	0	0	0	0	0	0	0	0
KCNJ10	0	0	0	0	0	0	0	0	0	0
KCNJ11	4	5	3	9	6	3	9	5	5.4	2.30217288664427
KCNJ12	0	0	0	0	0	0	0	0	0	0
KCNJ13	0	0	0	0	2	0	2	0	0.4	0.894427190999916
KCNJ14	0	1	3	0	1	0	3	1	1	1.22474487139159
KCNJ15	0	0	0	0	0	0	0	0	0	0
KCNJ16	0	0	0	0	0	0	0	0	0	0
KCNJ2	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KCNJ2-AS1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KCNJ3	2	1	0	0	3	0	3	1	1.2	1.30384048104053
KCNJ5	8	4	9	6	9	4	9	8	7.2	2.16794833886788
KCNJ6	0	0	0	0	0	0	0	0	0	0
KCNJ8	0	0	1	0	0	0	1	0	0.2	0.447213595499958
KCNK1	2	2	1	0	0	0	2	1	1	1
KCNK10	0	0	0	1	1	0	1	0	0.4	0.547722557505166
KCNK12	0	0	0	0	0	0	0	0	0	0
KCNK13	0	0	0	0	0	0	0	0	0	0
KCNK15	5	12	4	3	3	3	12	4	5.4	3.78153408023781
KCNK2	2	1	0	5	1	0	5	1	1.8	1.92353840616713
KCNK3	1	0	1	1	0	0	1	1	0.6	0.547722557505166
KCNK6	7	1	6	5	4	1	7	5	4.6	2.30217288664427
KCNMA1	29	28	19	25	26	19	29	26	25.4	3.91152144312159
KCNMB1	1	1	1	1	1	1	1	1	1	0
KCNMB2	0	0	1	2	0	0	2	0	0.6	0.894427190999916
KCNMB2-IT1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KCNMB3	5	8	3	5	10	3	10	5	6.2	2.77488738510232
KCNMB4	19	14	13	15	9	9	19	14	14	3.60555127546399
KCNN1	0	0	0	0	0	0	0	0	0	0
KCNN2	0	0	0	0	0	0	0	0	0	0
KCNN3	23	6	8	11	17	6	23	11	13	6.96419413859206
KCNN4	1	2	1	0	0	0	2	1	0.8	0.836660026534076
KCNQ1OT1	283	158	231	228	241	158	283	231	228.2	45.0077771057403
KCNQ3	0	0	0	0	0	0	0	0	0	0
KCNQ4	0	0	0	0	0	0	0	0	0	0
KCNQ5	1	2	1	2	3	1	3	2	1.8	0.836660026534076
KCNQ5-AS1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
KCNRG	2	1	1	1	1	1	2	1	1.2	0.447213595499958
KCNS1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
KCNS2	0	0	0	0	0	0	0	0	0	0
KCNS3	2	1	2	1	2	1	2	2	1.6	0.547722557505166
KCNT2	1	4	5	6	3	1	6	4	3.8	1.92353840616713
KCNU1	0	0	0	0	0	0	0	0	0	0
KCNV2	0	0	0	0	0	0	0	0	0	0
KCP	0	1	2	0	0	0	2	0	0.6	0.894427190999916
KCTD1	10	7	10	6	5	5	10	7	7.6	2.30217288664427
KCTD10	54	46	54	34	41	34	54	46	45.8	8.61394218694321
KCTD11	4	5	8	7	7	4	8	7	6.2	1.6431676725155
KCTD12	25	23	30	31	16	16	31	25	25	6.04152298679729
KCTD13	2	1	3	1	4	1	4	2	2.2	1.30384048104053
KCTD15	9	13	12	8	4	4	13	9	9.2	3.56370593624109
KCTD16	13	4	8	8	4	4	13	8	7.4	3.71483512420134
KCTD17	1	1	3	2	1	1	3	1	1.6	0.894427190999916
KCTD18	13	10	10	10	6	6	13	10	9.8	2.48997991959775
KCTD2	9	2	8	3	6	2	9	6	5.6	3.04959013639538
KCTD20	21	26	19	26	27	19	27	26	23.8	3.56370593624109
KCTD21	12	9	8	13	10	8	13	10	10.4	2.07364413533277
KCTD21-AS1	1	1	2	0	1	0	2	1	1	0.707106781186548
KCTD3	19	15	7	12	13	7	19	13	13.2	4.38178046004133
KCTD4	5	1	2	2	5	1	5	2	3	1.87082869338697
KCTD5	12	6	5	11	6	5	12	6	8	3.24037034920393
KCTD6	14	12	8	8	16	8	16	12	11.6	3.57770876399966
KCTD7	9	10	7	4	2	2	10	7	6.4	3.36154726279432
KCTD8	1	3	0	1	2	0	3	1	1.4	1.14017542509914
KCTD9	20	18	14	21	13	13	21	18	17.2	3.56370593624109
KDELC1	20	15	18	15	18	15	20	18	17.2	2.16794833886788
KDELC2	44	26	29	20	25	20	44	26	28.8	9.09395403551173
KDELR1	56	55	46	49	47	46	56	49	50.6	4.61519230368573
KDELR2	333	209	188	158	150	150	333	188	207.6	73.9749957755997
KDELR3	232	161	157	102	99	99	232	157	150.2	54.3111406619305
KDM1A	28	22	19	20	31	19	31	22	24	5.24404424085076
KDM1B	5	2	0	2	0	0	5	2	1.8	2.04939015319192
KDM2A	22	13	20	12	14	12	22	14	16.2	4.49444101084885
KDM2B	11	7	5	3	6	3	11	6	6.4	2.96647939483827
KDM3A	21	20	22	20	26	20	26	21	21.8	2.48997991959775
KDM3B	22	6	14	16	18	6	22	16	15.2	5.93295878967653
KDM4A	17	10	16	10	17	10	17	16	14	3.67423461417477
KDM4A-AS1	7	4	5	3	2	2	7	4	4.2	1.92353840616713
KDM4B	12	5	6	8	9	5	12	8	8	2.73861278752583
KDM4C	15	12	11	7	12	7	15	12	11.4	2.88097205817759
KDM4D	5	2	1	2	4	1	5	2	2.8	1.6431676725155
KDM5A	58	26	42	48	47	26	58	47	44.2	11.7132403714771
KDM5B	95	48	65	61	56	48	95	61	65	17.9304210770411
KDM5C	15	6	9	11	10	6	15	10	10.2	3.27108544675922
KDM5D	12	5	3	16	8	3	16	8	8.8	5.26307894677631
KDM6A	6	4	9	4	2	2	9	4	5	2.64575131106459
KDM6B	12	3	1	7	2	1	12	3	5	4.52769256906871
KDM8	2	1	1	0	0	0	2	1	0.8	0.836660026534076
KDR	0	0	0	1	1	0	1	0	0.4	0.547722557505166
KDSR	86	37	29	46	40	29	86	40	47.6	22.3226342531521
KEAP1	12	5	15	12	6	5	15	12	10	4.30116263352131
KEL	0	0	0	0	0	0	0	0	0	0
KERA	1	0	0	1	0	0	1	0	0.4	0.547722557505166
KGFLP1	5	2	1	7	1	1	7	2	3.2	2.68328157299975
KGFLP2	6	11	4	7	3	3	11	6	6.2	3.11448230047949
KHDC1	8	6	5	2	4	2	8	5	5	2.23606797749979
KHDC1L	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KHDRBS1	55	36	48	37	38	36	55	38	42.8	8.34865258589672
KHDRBS3	9	7	6	4	4	4	9	6	6	2.12132034355964
KHK	0	1	0	0	0	0	1	0	0.2	0.447213595499958
KHNYN	12	5	8	9	9	5	12	9	8.6	2.50998007960223
KHSRP	8	16	8	5	5	5	16	8	8.4	4.50555213042752
KIAA0020	165	137	128	93	115	93	165	128	127.6	26.6608326951729
KIAA0040	11	6	2	7	8	2	11	7	6.8	3.27108544675922
KIAA0087	6	1	4	6	4	1	6	4	4.2	2.04939015319192
KIAA0100	47	17	51	31	29	17	51	31	35	13.9283882771841
KIAA0101	12	11	11	16	13	11	16	12	12.6	2.07364413533277
KIAA0141	44	26	23	19	35	19	44	26	29.4	10.0647901120689
KIAA0195	1	1	0	2	3	0	3	1	1.4	1.14017542509914
KIAA0196	22	19	21	18	19	18	22	19	19.8	1.6431676725155
KIAA0226	16	11	8	20	6	6	20	11	12.2	5.76194411635517
KIAA0226L	0	1	0	0	0	0	1	0	0.2	0.447213595499958
KIAA0232	35	27	28	36	33	27	36	33	31.8	4.08656334834051
KIAA0247	28	19	27	19	33	19	33	27	25.2	6.09918027279076
KIAA0319	1	1	0	0	0	0	1	0	0.4	0.547722557505166
KIAA0319L	22	17	12	19	23	12	23	19	18.6	4.39317652729776
KIAA0355	36	17	24	27	35	17	36	27	27.8	7.91833315793166
KIAA0368	88	52	43	46	44	43	88	46	54.6	18.994736112934
KIAA0391	36	24	22	21	37	21	37	24	28	7.84219357067906
KIAA0408	8	2	3	0	4	0	8	3	3.4	2.96647939483826
KIAA0430	32	21	29	30	38	21	38	30	30	6.12372435695795
KIAA0513	10	4	4	10	9	4	10	9	7.4	3.13049516849971
KIAA0556	4	2	6	7	7	2	7	6	5.2	2.16794833886788
KIAA0586	17	19	20	17	12	12	20	17	17	3.08220700148449
KIAA0753	9	16	8	4	4	4	16	8	8.2	4.91934955049954
KIAA0754	10	8	9	7	11	7	11	9	9	1.58113883008419
KIAA0825	22	18	21	17	15	15	22	18	18.6	2.88097205817759
KIAA0895	1	0	3	2	0	0	3	1	1.2	1.30384048104053
KIAA0895L	4	0	2	3	1	0	4	2	2	1.58113883008419
KIAA0907	6	7	5	6	6	5	7	6	6	0.707106781186548
KIAA0922	6	2	1	0	2	0	6	2	2.2	2.28035085019828
KIAA0930	18	9	12	13	19	9	19	13	14.2	4.20713679359253
KIAA0947	35	27	23	21	16	16	35	23	24.4	7.12741187248218
KIAA1009	23	11	20	8	8	8	23	11	14	7.03562363973514
KIAA1024	1	0	0	1	1	0	1	1	0.6	0.547722557505166
KIAA1033	78	55	42	46	51	42	78	51	54.4	14.0819032804518
KIAA1045	0	0	0	1	0	0	1	0	0.2	0.447213595499958
KIAA1107	7	4	5	6	5	4	7	5	5.4	1.14017542509914
KIAA1109	40	23	29	28	35	23	40	29	31	6.59545297913646
KIAA1143	105	71	70	72	68	68	105	71	77.2	15.6108936323325
KIAA1147	12	8	3	1	6	1	12	6	6	4.30116263352131
KIAA1161	1	0	1	0	0	0	1	0	0.4	0.547722557505166
KIAA1191	311	219	227	176	216	176	311	219	229.8	49.5045452458661
KIAA1199	527	347	363	306	381	306	527	363	384.8	84.1855094419461
KIAA1210	4	3	5	6	3	3	6	4	4.2	1.30384048104053
KIAA1211	11	9	7	12	18	7	18	11	11.4	4.15932686861708
KIAA1211L	0	0	0	0	0	0	0	0	0	0
KIAA1217	6	2	6	2	6	2	6	6	4.4	2.19089023002066
KIAA1244	5	2	3	3	5	2	5	3	3.6	1.34164078649987
KIAA1279	37	28	22	16	25	16	37	25	25.6	7.76530746332687
KIAA1324	54	26	47	40	42	26	54	42	41.8	10.3537432844358
KIAA1324L	16	12	19	9	10	9	19	12	13.2	4.20713679359253
KIAA1328	5	4	6	2	6	2	6	5	4.6	1.67332005306815
KIAA1377	24	9	26	17	17	9	26	17	18.6	6.73052746818554
KIAA1407	14	9	10	9	7	7	14	9	9.8	2.58843582110896
KIAA1429	45	32	53	30	35	30	53	35	39	9.72111104761179
KIAA1430	62	54	60	46	37	37	62	54	51.8	10.3537432844358
KIAA1432	17	6	18	10	12	6	18	12	12.6	4.97995983919549
KIAA1456	9	8	10	10	14	8	14	10	10.2	2.28035085019828
KIAA1462	10	7	5	10	17	5	17	10	9.8	4.54972526643093
KIAA1467	9	7	7	3	8	3	9	7	6.8	2.28035085019828
KIAA1468	12	6	13	10	2	2	13	10	8.6	4.56070170039655
KIAA1522	9	5	0	3	6	0	9	5	4.6	3.36154726279432
KIAA1524	7	4	5	3	1	1	7	4	4	2.23606797749979
KIAA1549	3	4	3	4	4	3	4	4	3.6	0.547722557505166
KIAA1549L	2	1	4	2	0	0	4	2	1.8	1.48323969741913
KIAA1551	20	18	21	15	19	15	21	19	18.6	2.30217288664427
KIAA1586	45	36	31	42	36	31	45	36	38	5.52268050859363
KIAA1598	14	11	18	8	17	8	18	14	13.6	4.15932686861708
KIAA1614	4	1	5	6	8	1	8	5	4.8	2.58843582110896
KIAA1644	10	9	8	8	5	5	10	8	8	1.87082869338697
KIAA1656	11	8	7	15	9	7	15	9	10	3.16227766016838
KIAA1671	16	9	6	7	11	6	16	9	9.8	3.96232255123179
KIAA1683	0	0	0	0	0	0	0	0	0	0
KIAA1704	10	6	9	13	15	6	15	10	10.6	3.50713558335004
KIAA1715	53	50	40	42	39	39	53	42	44.8	6.30079360080935
KIAA1731	59	21	42	28	20	20	59	28	34	16.5075740192192
KIAA1737	16	20	29	11	17	11	29	17	18.6	6.65582451691749
KIAA1751	1	3	1	4	2	1	4	2	2.2	1.30384048104053
KIAA1755	0	0	0	0	2	0	2	0	0.4	0.894427190999916
KIAA1804	0	0	0	0	1	0	1	0	0.2	0.447213595499958
KIAA1841	6	13	11	14	19	6	19	13	12.6	4.72228758124704
KIAA1875	8	3	4	4	7	3	8	4	5.2	2.16794833886788
KIAA1919	21	15	26	13	26	13	26	21	20.2	6.05805249234438
KIAA1958	0	0	0	0	0	0	0	0	0	0
KIAA1967	16	18	7	6	13	6	18	13	12	5.33853912601566
KIAA1984	1	1	0	0	0	0	1	0	0.4	0.547722557505166
KIAA1984-AS1	0	0	0	0	0	0	0	0	0	0
KIAA2013	27	16	14	14	22	14	27	16	18.6	5.72712842531054
KIAA2018	23	8	20	20	20	8	23	20	18.2	5.84807660688538
KIAA2022	0	0	0	0	0	0	0	0	0	0
KIAA2026	25	23	23	24	19	19	25	23	22.8	2.28035085019828
KIDINS220	82	60	56	79	70	56	82	70	69.4	11.3929802949009
KIF11	3	2	5	2	4	2	5	3	3.2	1.30384048104053
KIF13A	21	13	28	24	21	13	28	21	21.4	5.50454357780915
KIF13B	12	9	19	17	14	9	19	14	14.2	3.96232255123179
KIF14	0	0	1	2	0	0	2	0	0.6	0.894427190999916
KIF15	1	0	0	0	1	0	1	0	0.4	0.547722557505166
KIF16B	5	16	12	10	6	5	16	10	9.8	4.49444101084885
KIF17	0	0	0	0	0	0	0	0	0	0
KIF18A	0	0	1	0	0	0	1	0	0.2	0.447213595499958
KIF18B	12	2	8	14	11	2	14	11	9.4	4.6690470119715
KIF1A	0	0	0	0	0	0	0	0	0	0
KIF1B	49	35	41	27	38	27	49	38	38	8.06225774829855
KIF1C	42	24	30	25	25	24	42	25	29.2	7.52994023880668
KIF20A	0	1	0	0	0	0	1	0	0.2	0.447213595499958
KIF20B	15	8	11	7	2	2	15	8	8.6	4.82700735445887
KIF21A	17	7	9	9	6	6	17	9	9.6	4.33589667773576
KIF21B	0	0	0	0	0	0	0	0	0	0
KIF22	51	30	31	52	28	28	52	31	38.4	12.0124934963562
KIF23	6	3	5	3	3	3	6	3	4	1.4142135623731
KIF24	3	3	2	0	0	0	3	2	1.6	1.51657508881031
KIF25-AS1	0	0	0	0	0	0	0	0	0	0
KIF26B	7	2	6	10	4	2	10	6	5.8	3.03315017762062
KIF27	6	6	6	5	4	4	6	6	5.4	0.894427190999916
KIF2A	31	25	29	20	21	20	31	25	25.2	4.81663783151692
KIF2C	1	0	0	2	0	0	2	0	0.6	0.894427190999916
KIF3A	51	34	48	47	39	34	51	47	43.8	7.04982269280583
KIF3B	35	25	36	27	25	25	36	27	29.6	5.45893762558247
KIF3C	17	15	14	4	17	4	17	15	13.4	5.41294744108974
KIF4A	0	0	1	0	0	0	1	0	0.2	0.447213595499958
KIF4B	0	0	0	0	0	0	0	0	0	0
KIF5B	317	204	198	180	193	180	317	198	218.4	55.8238300370012
KIF5C	1	0	1	0	1	0	1	1	0.6	0.547722557505166
KIF6	0	1	0	0	1	0	1	0	0.4	0.547722557505166
KIF7	3	4	4	1	3	1	4	3	3	1.22474487139159
KIF9	62	30	42	33	29	29	62	33	39.2	13.736811857196
KIF9-AS1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
KIFAP3	75	56	44	60	51	44	75	56	57.2	11.6060329139633
KIFC1	0	0	0	0	0	0	0	0	0	0
KIFC2	0	0	0	0	0	0	0	0	0	0
KIFC3	1	1	3	3	0	0	3	1	1.6	1.34164078649987
KIN	96	58	76	60	69	58	96	69	71.8	15.3362316101447
KIRREL	3	8	6	6	5	3	8	6	5.6	1.81659021245849
KIRREL2	0	0	0	0	0	0	0	0	0	0
KIRREL3	0	0	1	0	1	0	1	0	0.4	0.547722557505166
KIRREL3-AS2	0	0	0	0	0	0	0	0	0	0
KISS1	0	0	0	0	0	0	0	0	0	0
KIT	0	0	0	0	0	0	0	0	0	0
KITLG	2	1	4	3	4	1	4	3	2.8	1.30384048104053
KL	0	0	0	0	0	0	0	0	0	0
KLB	10	4	7	9	3	3	10	7	6.6	3.04959013639538
KLC1	22	17	19	20	20	17	22	20	19.6	1.81659021245849
KLC2	5	4	2	2	1	1	5	2	2.8	1.6431676725155
KLC3	0	0	0	0	0	0	0	0	0	0
KLC4	1	2	6	7	2	1	7	2	3.6	2.70185121722126
KLF10	38	43	43	58	54	38	58	43	47.2	8.40832920383116
KLF11	17	11	12	20	14	11	20	14	14.8	3.70135110466435
KLF12	8	5	8	10	13	5	13	8	8.8	2.94957624075052
KLF13	15	15	8	11	11	8	15	11	12	3
KLF15	0	0	0	0	0	0	0	0	0	0
KLF16	13	7	8	7	5	5	13	7	8	3
KLF17	1	1	1	0	1	0	1	1	0.8	0.447213595499958
KLF2	8	6	11	12	10	6	12	10	9.4	2.40831891575846
KLF3	20	8	23	18	11	8	23	18	16	6.28490254498827
KLF4	13	5	5	2	7	2	13	5	6.4	4.09878030638384
KLF5	8	5	5	7	7	5	8	7	6.4	1.34164078649987
KLF6	66	29	37	45	44	29	66	44	44.2	13.7731623093609
KLF7	26	26	25	28	38	25	38	26	28.6	5.3665631459995
KLF8	1	0	6	7	2	0	7	2	3.2	3.11448230047949
KLF9	25	14	21	11	18	11	25	18	17.8	5.54075807087803
KLHDC1	5	4	3	4	2	2	5	4	3.6	1.14017542509914
KLHDC10	18	24	17	15	20	15	24	18	18.8	3.42052627529741
KLHDC2	34	24	26	26	30	24	34	26	28	4
KLHDC3	18	11	13	13	9	9	18	13	12.8	3.3466401061363
KLHDC4	2	1	1	0	1	0	2	1	1	0.707106781186548
KLHDC7B	3	0	2	1	5	0	5	2	2.2	1.92353840616713
KLHDC8B	5	4	9	5	5	4	9	5	5.6	1.94935886896179
KLHDC9	1	0	2	0	0	0	2	0	0.6	0.894427190999916
KLHL1	0	0	0	0	0	0	0	0	0	0
KLHL10	0	1	0	0	0	0	1	0	0.2	0.447213595499958
KLHL11	1	0	0	1	1	0	1	1	0.6	0.547722557505166
KLHL12	11	5	12	9	16	5	16	11	10.6	4.03732584763727
KLHL13	4	1	1	1	1	1	4	1	1.6	1.34164078649987
KLHL14	0	0	0	0	0	0	0	0	0	0
KLHL15	3	3	4	3	5	3	5	3	3.6	0.894427190999916
KLHL17	1	0	2	0	0	0	2	0	0.6	0.894427190999916
KLHL18	25	11	21	18	14	11	25	18	17.8	5.54075807087803
KLHL2	8	5	3	6	12	3	12	6	6.8	3.42052627529741
KLHL20	39	26	35	27	38	26	39	35	33	6.12372435695795
KLHL21	33	19	24	24	20	19	33	24	24	5.52268050859363
KLHL22	4	1	1	0	3	0	4	1	1.8	1.6431676725155
KLHL23	3	2	0	1	2	0	3	2	1.6	1.14017542509914
KLHL24	53	56	51	31	46	31	56	51	47.4	9.86407623652616
KLHL25	1	2	0	0	0	0	2	0	0.6	0.894427190999916
KLHL26	2	1	6	4	1	1	6	2	2.8	2.16794833886788
KLHL28	61	54	66	53	43	43	66	54	55.4	8.73498712076898
KLHL29	3	0	2	3	2	0	3	2	2	1.22474487139159
KLHL3	2	1	0	2	3	0	3	2	1.6	1.14017542509914
KLHL30	11	0	1	6	7	0	11	6	5	4.52769256906871
KLHL31	7	3	3	3	1	1	7	3	3.4	2.19089023002066
KLHL32	0	0	0	0	0	0	0	0	0	0
KLHL35	2	3	1	0	1	0	3	1	1.4	1.14017542509914
KLHL36	3	0	1	0	0	0	3	0	0.8	1.30384048104053
KLHL38	0	0	0	0	0	0	0	0	0	0
KLHL4	11	9	8	4	9	4	11	9	8.2	2.58843582110896
KLHL41	0	0	0	1	1	0	1	0	0.4	0.547722557505166
KLHL42	15	10	9	14	20	9	20	14	13.6	4.39317652729776
KLHL5	53	47	42	41	37	37	53	42	44	6.16441400296898
KLHL6	2	2	4	3	6	2	6	3	3.4	1.67332005306815
KLHL7	17	9	20	10	15	9	20	15	14.2	4.65832587954085
KLHL7-AS1	0	0	1	0	1	0	1	0	0.4	0.547722557505166
KLHL8	7	4	6	14	9	4	14	7	8	3.80788655293195
KLHL9	42	28	22	29	34	22	42	29	31	7.48331477354788
KLK1	1	0	1	1	1	0	1	1	0.8	0.447213595499958
KLK10	1	0	0	2	0	0	2	0	0.6	0.894427190999916
KLK4	0	0	0	0	0	0	0	0	0	0
KLK5	0	0	0	0	0	0	0	0	0	0
KLK6	0	0	0	0	0	0	0	0	0	0
KLK7	8	8	5	11	8	5	11	8	8	2.12132034355964
KLKB1	0	0	0	0	0	0	0	0	0	0
KLKP1	0	0	0	0	0	0	0	0	0	0
KLLN	2	4	4	4	1	1	4	4	3	1.4142135623731
KLRAP1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
KLRB1	0	0	0	0	0	0	0	0	0	0
KLRC3	0	0	0	0	0	0	0	0	0	0
KLRD1	1	3	3	1	7	1	7	3	3	2.44948974278318
KLRF1	0	0	0	0	0	0	0	0	0	0
KLRG1	4	3	2	0	3	0	4	3	2.4	1.51657508881031
KLRG2	0	0	0	0	0	0	0	0	0	0
KMO	0	0	0	0	1	0	1	0	0.2	0.447213595499958
KMT2A	61	30	40	44	27	27	61	40	40.4	13.4647688431699
KMT2B	30	11	21	19	17	11	30	19	19.6	6.91375440697744
KMT2C	62	38	45	47	47	38	62	47	47.8	8.75785361832453
KMT2D	4	4	1	4	1	1	4	4	2.8	1.6431676725155
KMT2E	115	91	96	85	104	85	115	96	98.2	11.6918775224512
KNDC1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KNG1	0	0	0	3	2	0	3	0	1	1.4142135623731
KNOP1	75	56	51	39	45	39	75	51	53.2	13.7549990912395
KNSTRN	24	20	14	15	23	14	24	20	19.2	4.54972526643093
KNTC1	0	0	3	4	1	0	4	1	1.6	1.81659021245849
KPNA1	41	42	37	30	42	30	42	41	38.4	5.12835256198323
KPNA2	118	76	52	60	61	52	118	61	73.4	26.3969695230343
KPNA3	60	57	66	44	52	44	66	57	55.8	8.31865373723417
KPNA4	96	75	55	83	60	55	96	75	73.8	16.7541039748475
KPNA5	8	8	5	2	4	2	8	5	5.4	2.60768096208106
KPNA6	201	115	112	147	110	110	201	115	137	38.8394129718769
KPNA7	0	0	0	0	0	0	0	0	0	0
KPNB1	138	98	90	78	70	70	138	90	94.8	26.4423902096615
KPTN	0	3	2	1	2	0	3	2	1.6	1.14017542509914
KRAS	33	22	34	19	26	19	34	26	26.8	6.61059755241536
KRBA1	2	3	0	1	0	0	3	1	1.2	1.30384048104053
KRBA2	5	3	2	1	4	1	5	3	3	1.58113883008419
KRBOX1	9	5	4	6	4	4	9	5	5.6	2.07364413533277
KRBOX4	34	19	20	16	24	16	34	20	22.6	6.98569967862919
KRCC1	81	67	97	43	48	43	97	67	67.2	22.5432916851111
KREMEN1	15	14	8	19	26	8	26	15	16.4	6.65582451691749
KRI1	10	4	7	5	6	4	10	6	6.4	2.30217288664427
KRIT1	50	21	33	21	28	21	50	28	30.6	11.9707978013163
KRR1	77	48	45	51	39	39	77	48	52	14.6628782986152
KRT10	86	44	46	47	50	44	86	47	54.6	17.6861527755473
KRT12	2	1	1	0	0	0	2	1	0.8	0.836660026534076
KRT14	0	0	0	0	0	0	0	0	0	0
KRT15	0	0	1	0	1	0	1	0	0.4	0.547722557505166
KRT16	1	0	2	0	0	0	2	0	0.6	0.894427190999916
KRT17	2	0	2	0	0	0	2	0	0.8	1.09544511501033
KRT18	534	396	434	338	369	338	534	396	414.2	75.70468941882
KRT18P55	0	0	0	0	0	0	0	0	0	0
KRT19	0	0	0	0	0	0	0	0	0	0
KRT222	0	0	0	0	0	0	0	0	0	0
KRT23	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KRT32	0	0	0	0	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0	0	0	0	0
KRT34	0	0	0	1	0	0	1	0	0.2	0.447213595499958
KRT4	0	0	0	0	0	0	0	0	0	0
KRT40	0	0	1	0	0	0	1	0	0.2	0.447213595499958
KRT42P	0	0	1	0	1	0	1	0	0.4	0.547722557505166
KRT7	50	37	32	35	33	32	50	35	37.4	7.30068489937759
KRT79	0	0	0	0	0	0	0	0	0	0
KRT8	35	24	24	23	15	15	35	24	24.2	7.12039324756716
KRT80	3	1	1	1	1	1	3	1	1.4	0.894427190999916
KRT81	0	0	2	1	0	0	2	0	0.6	0.894427190999916
KRT85	0	0	0	0	0	0	0	0	0	0
KRT86	0	1	0	0	1	0	1	0	0.4	0.547722557505166
KRT9	0	0	0	0	0	0	0	0	0	0
KRTAP1-5	1	0	0	0	0	0	1	0	0.2	0.447213595499958
KRTAP2-2	0	0	0	1	0	0	1	0	0.2	0.447213595499958
KRTAP2-3	0	0	0	0	0	0	0	0	0	0
KRTAP29-1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
KRTAP5-8	0	0	0	0	0	0	0	0	0	0
KRTAP5-AS1	0	0	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0	0	0	0	0
KRTCAP2	810	533	578	489	498	489	810	533	581.6	132.386932889919
KRTCAP3	0	0	0	0	0	0	0	0	0	0
KRTDAP	0	0	0	0	0	0	0	0	0	0
KSR1	2	1	0	1	2	0	2	1	1.2	0.836660026534076
KSR2	0	0	0	0	0	0	0	0	0	0
KTI12	0	0	0	0	0	0	0	0	0	0
KTN1	267	178	188	169	169	169	267	178	194.2	41.445144468321
KTN1-AS1	0	1	0	0	1	0	1	0	0.4	0.547722557505166
KXD1	96	51	55	40	41	40	96	51	56.6	22.9412292608744
KY	0	0	0	0	0	0	0	0	0	0
KYNU	3	0	4	0	2	0	4	2	1.8	1.78885438199983
L1TD1	13	9	9	14	8	8	14	9	10.6	2.70185121722126
L2HGDH	7	3	4	6	4	3	7	4	4.8	1.6431676725155
L3HYPDH	15	9	4	12	15	4	15	12	11	4.63680924774785
L3MBTL1	0	1	1	0	0	0	1	0	0.4	0.547722557505166
L3MBTL2	26	17	23	24	13	13	26	23	20.6	5.41294744108974
L3MBTL3	8	11	9	9	8	8	11	9	9	1.22474487139159
L3MBTL4	0	0	0	0	0	0	0	0	0	0
LACC1	62	35	52	47	43	35	62	47	47.8	10.084641788383
LACE1	1	1	4	1	6	1	6	1	2.6	2.30217288664427
LACTB	72	56	41	38	34	34	72	41	48.2	15.6907616131276
LACTB2	51	27	43	39	39	27	51	39	39.8	8.67179335547152
LAG3	0	0	0	0	0	0	0	0	0	0
LAGE3	94	58	75	70	63	58	94	70	72	13.9104277432436
LAIR1	18	11	21	16	15	11	21	16	16.2	3.70135110466435
LAMA1	6	5	5	1	7	1	7	5	4.8	2.28035085019828
LAMA2	75	61	60	57	67	57	75	61	64	7.14142842854285
LAMA3	1	1	3	1	3	1	3	1	1.8	1.09544511501033
LAMA4	22	15	17	24	29	15	29	22	21.4	5.59464029227975
LAMA5	3	0	1	1	3	0	3	1	1.6	1.34164078649987
LAMB1	102	81	92	84	94	81	102	92	90.6	8.35463942968217
LAMB2	51	29	41	54	40	29	54	41	43	9.9247166206396
