Gene	SUN+ALE.A.7.19.1.F9	SUN+ALE.A.7.20.1.F10	SUN+ALE.A.8.14.1.G11	Min	Max	Median	Mean	Std
MRPS18B	75	80	95	75	95	80	83.3333333333333	10.4083299973307
MRPS18C	153	163	142	142	163	153	152.666666666667	10.5039675043925
MRPS2	4	3	4	3	4	4	3.66666666666667	0.577350269189626
MRPS21	320	369	306	306	369	320	331.666666666667	33.0807093837683
MRPS22	51	51	56	51	56	51	52.6666666666667	2.88675134594813
MRPS23	120	104	120	104	120	120	114.666666666667	9.23760430703401
MRPS24	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MRPS25	23	24	20	20	24	23	22.3333333333333	2.08166599946613
MRPS26	18	27	14	14	27	18	19.6666666666667	6.65832811847939
MRPS27	57	59	41	41	59	57	52.3333333333333	9.86576572463249
MRPS28	58	49	45	45	58	49	50.6666666666667	6.65832811847939
MRPS30	4	13	11	4	13	11	9.33333333333333	4.72581562625261
MRPS31	46	50	35	35	50	46	43.6666666666667	7.76745346515403
MRPS31P5	9	7	7	7	9	7	7.66666666666667	1.15470053837925
MRPS33	142	161	172	142	172	161	158.333333333333	15.1767365837763
MRPS34	35	42	41	35	42	41	39.3333333333333	3.78593889720018
MRPS35	94	96	80	80	96	94	90	8.71779788708135
MRPS36	154	186	165	154	186	165	168.333333333333	16.2583311976763
MRPS5	62	55	28	28	62	55	48.3333333333333	17.9536440126603
MRPS6	59	62	54	54	62	59	58.3333333333333	4.04145188432738
MRPS7	132	147	144	132	147	144	141	7.93725393319377
MRPS9	56	49	45	45	56	49	50	5.56776436283002
MRRF	27	23	26	23	27	26	25.3333333333333	2.08166599946613
MRS2	5	5	4	4	5	5	4.66666666666667	0.577350269189626
MRS2P2	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MRTO4	53	49	41	41	53	49	47.6666666666667	6.11010092660779
MRVI1	2	5	1	1	5	2	2.66666666666667	2.08166599946613
MRVI1-AS1	0	0	0	0	0	0	0	0
MS4A1	0	0	0	0	0	0	0	0
MS4A10	5	13	7	5	13	7	8.33333333333333	4.16333199893227
MS4A2	7	8	5	5	8	7	6.66666666666667	1.52752523165195
MS4A4A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MS4A6A	0	0	0	0	0	0	0	0
MS4A6E	0	0	0	0	0	0	0	0
MS4A7	6	4	5	4	6	5	5	1
MSANTD1	0	0	0	0	0	0	0	0
MSANTD2	3	4	3	3	4	3	3.33333333333333	0.577350269189626
MSANTD3	22	27	31	22	31	27	26.6666666666667	4.50924975282289
MSANTD3-TMEFF1	0	0	0	0	0	0	0	0
MSANTD4	14	21	11	11	21	14	15.3333333333333	5.13160143944688
MSC	30	38	44	30	44	38	37.3333333333333	7.02376916856849
MSH2	14	15	8	8	15	14	12.3333333333333	3.78593889720018
MSH3	18	18	12	12	18	18	16	3.46410161513775
MSH4	0	0	0	0	0	0	0	0
MSH5	0	0	0	0	0	0	0	0
MSH6	17	30	23	17	30	23	23.3333333333333	6.50640709864771
MSI1	0	0	0	0	0	0	0	0
MSI2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MSL1	20	17	12	12	20	17	16.3333333333333	4.04145188432738
MSL2	5	7	8	5	8	7	6.66666666666667	1.52752523165195
MSL3	17	27	27	17	27	27	23.6666666666667	5.77350269189626
MSL3P1	13	12	13	12	13	13	12.6666666666667	0.577350269189626
MSMB	0	0	0	0	0	0	0	0
MSMO1	109	125	101	101	125	109	111.666666666667	12.2202018532156
MSN	131	141	115	115	141	131	129	13.114877048604
MSR1	1	2	0	0	2	1	1	1
MSRA	0	1	2	0	2	1	1	1
MSRB1	16	20	16	16	20	16	17.3333333333333	2.3094010767585
MSRB2	6	9	6	6	9	6	7	1.73205080756888
MSRB3	145	180	151	145	180	151	158.666666666667	18.7171935218219
MSS51	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MST1	1	0	2	0	2	1	1	1
MST1L	0	0	0	0	0	0	0	0
MST1P2	0	0	0	0	0	0	0	0
MST1R	0	0	0	0	0	0	0	0
MST4	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MSTN	0	0	0	0	0	0	0	0
MSTO1	4	3	4	3	4	4	3.66666666666667	0.577350269189626
MSX1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
MSX2	0	0	0	0	0	0	0	0
MT1A	0	3	1	0	3	1	1.33333333333333	1.52752523165195
MT1DP	0	0	0	0	0	0	0	0
MT1E	7	15	20	7	20	15	14	6.557438524302
MT1F	0	3	2	0	3	2	1.66666666666667	1.52752523165195
MT1G	0	0	0	0	0	0	0	0
MT1H	0	0	0	0	0	0	0	0
MT1IP	0	2	2	0	2	2	1.33333333333333	1.15470053837925
MT1L	10	10	7	7	10	10	9	1.73205080756888
MT1M	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MT1X	33	40	33	33	40	33	35.3333333333333	4.04145188432738
MT2A	831	817	703	703	831	817	783.666666666667	70.2092111715645
MT3	2	2	5	2	5	2	3	1.73205080756888
MTA1	2	7	1	1	7	2	3.33333333333333	3.21455025366432
MTA2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MTA3	27	36	39	27	39	36	34	6.2449979983984
MTAP	45	42	34	34	45	42	40.3333333333333	5.68624070307733
MTBP	1	0	2	0	2	1	1	1
MTCH1	48	50	39	39	50	48	45.6666666666667	5.85946527708232
MTCH2	140	204	177	140	204	177	173.666666666667	32.1299444962691
MTCP1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MTDH	87	78	88	78	88	87	84.3333333333333	5.5075705472861
MTERF	10	10	13	10	13	10	11	1.73205080756888
MTERFD1	10	6	2	2	10	6	6	4
MTERFD2	25	29	21	21	29	25	25	4
MTERFD3	1	1	3	1	3	1	1.66666666666667	1.15470053837925
MTF1	8	11	13	8	13	11	10.6666666666667	2.51661147842358
MTF2	8	17	6	6	17	8	10.3333333333333	5.85946527708232
MTFMT	30	25	14	14	30	25	23	8.18535277187245
MTFP1	4	5	1	1	5	4	3.33333333333333	2.08166599946613
MTFR1	10	14	13	10	14	13	12.3333333333333	2.08166599946613
MTFR1L	39	70	52	39	70	52	53.6666666666667	15.5670592384475
MTFR2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MTG1	11	4	2	2	11	4	5.66666666666667	4.72581562625261
MTG2	9	8	13	8	13	9	10	2.64575131106459
MTHFD1	53	51	55	51	55	53	53	2
MTHFD1L	46	43	46	43	46	46	45	1.73205080756888
MTHFD2	555	661	594	555	661	594	603.333333333333	53.6128094146663
MTHFD2L	5	1	0	0	5	1	2	2.64575131106459
MTHFD2P1	3	7	5	3	7	5	5	2
MTHFR	5	5	5	5	5	5	5	0
MTHFS	0	0	0	0	0	0	0	0
MTHFSD	4	3	2	2	4	3	3	1
MTIF2	37	40	37	37	40	37	38	1.73205080756888
MTIF3	136	128	125	125	136	128	129.666666666667	5.68624070307733
MTL5	1	1	1	1	1	1	1	0
MTM1	7	6	5	5	7	6	6	1
MTMR1	3	2	3	2	3	3	2.66666666666667	0.577350269189626
MTMR10	2	5	4	2	5	4	3.66666666666667	1.52752523165195
MTMR11	2	2	2	2	2	2	2	0
MTMR12	8	10	9	8	10	9	9	1
MTMR14	3	3	7	3	7	3	4.33333333333333	2.3094010767585
MTMR2	18	29	31	18	31	29	26	7
MTMR3	16	12	9	9	16	12	12.3333333333333	3.51188458428425
MTMR4	7	6	3	3	7	6	5.33333333333333	2.08166599946613
MTMR6	19	18	16	16	19	18	17.6666666666667	1.52752523165195
MTMR7	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MTMR8	0	0	0	0	0	0	0	0
MTMR9	24	23	23	23	24	23	23.3333333333333	0.577350269189626
MTMR9LP	0	0	0	0	0	0	0	0
MTO1	21	16	18	16	21	18	18.3333333333333	2.51661147842358
MTOR	12	12	8	8	12	12	10.6666666666667	2.3094010767585
MTPAP	22	25	39	22	39	25	28.6666666666667	9.07377172587747
MTR	12	34	24	12	34	24	23.3333333333333	11.0151410945722
MTRF1	5	8	6	5	8	6	6.33333333333333	1.52752523165195
MTRF1L	30	29	20	20	30	29	26.3333333333333	5.5075705472861
MTRNR2L1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MTRNR2L10	0	0	0	0	0	0	0	0
MTRNR2L2	0	0	0	0	0	0	0	0
MTRNR2L3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MTRNR2L4	1	1	1	1	1	1	1	0
MTRNR2L5	4	5	4	4	5	4	4.33333333333333	0.577350269189626
MTRNR2L6	0	0	0	0	0	0	0	0
MTRNR2L8	0	0	0	0	0	0	0	0
MTRR	16	10	8	8	16	10	11.3333333333333	4.16333199893227
MTSS1	1	5	1	1	5	1	2.33333333333333	2.3094010767585
MTSS1L	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MTTP	0	0	0	0	0	0	0	0
MTUS1	10	11	7	7	11	10	9.33333333333333	2.08166599946613
MTUS2	0	0	0	0	0	0	0	0
MTVR2	0	0	0	0	0	0	0	0
MTX1	22	17	19	17	22	19	19.3333333333333	2.51661147842358
MTX2	15	16	13	13	16	15	14.6666666666667	1.52752523165195
MTX3	19	15	17	15	19	17	17	2
MUC1	2	2	5	2	5	2	3	1.73205080756888
MUC12	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MUC20	7	5	4	4	7	5	5.33333333333333	1.52752523165195
MUC21	0	0	0	0	0	0	0	0
MUC22	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MUC4	0	0	0	0	0	0	0	0
MUC6	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MUC7	0	0	0	0	0	0	0	0
MUL1	11	8	11	8	11	11	10	1.73205080756888
MUM1	5	9	3	3	9	5	5.66666666666667	3.05505046330389
MUM1L1	0	0	0	0	0	0	0	0
MURC	0	2	1	0	2	1	1	1
MUS81	7	9	8	7	9	8	8	1
MUSK	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MUSTN1	0	0	0	0	0	0	0	0
MUT	26	20	15	15	26	20	20.3333333333333	5.5075705472861
MUTYH	1	5	2	1	5	2	2.66666666666667	2.08166599946613
MVB12A	9	7	6	6	9	7	7.33333333333333	1.52752523165195
MVB12B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MVD	2	1	1	1	2	1	1.33333333333333	0.577350269189626
MVK	0	2	1	0	2	1	1	1
MVP	6	10	8	6	10	8	8	2
MX1	0	2	1	0	2	1	1	1
MX2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MXD1	12	14	14	12	14	14	13.3333333333333	1.15470053837925
MXD3	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MXD4	10	15	14	10	15	14	13	2.64575131106459
MXI1	46	57	41	41	57	46	48	8.18535277187245
MXRA5	164	228	182	164	228	182	191.333333333333	33.0050501186308
MXRA7	124	128	161	124	161	128	137.666666666667	20.3059925473574
MXRA8	82	73	80	73	82	80	78.3333333333333	4.72581562625261
MYADM	92	120	83	83	120	92	98.3333333333333	19.2959408512084
MYBBP1A	3	3	1	1	3	3	2.33333333333333	1.15470053837925
MYBL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYBPHL	0	0	0	0	0	0	0	0
MYC	29	25	17	17	29	25	23.6666666666667	6.11010092660779
MYCBP	0	0	0	0	0	0	0	0
MYCBP2	27	21	23	21	27	23	23.6666666666667	3.05505046330389
MYCBP2-AS1	0	0	0	0	0	0	0	0
MYCBPAP	0	0	0	0	0	0	0	0
MYCL1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MYCN	0	0	0	0	0	0	0	0
MYCT1	16	10	8	8	16	10	11.3333333333333	4.16333199893227
MYD88	13	4	9	4	13	9	8.66666666666667	4.50924975282289
MYEF2	5	6	5	5	6	5	5.33333333333333	0.577350269189626
MYEOV2	88	82	78	78	88	82	82.6666666666667	5.03322295684717
MYH1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYH10	764	871	659	659	871	764	764.666666666667	106.001572315383
MYH11	8	4	8	4	8	8	6.66666666666667	2.3094010767585
MYH13	4	2	2	2	4	2	2.66666666666667	1.15470053837925
MYH15	20	24	14	14	24	20	19.3333333333333	5.03322295684717
MYH16	0	0	0	0	0	0	0	0
MYH2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MYH3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MYH4	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MYH7B	0	0	0	0	0	0	0	0
MYH8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MYH9	206	213	215	206	215	213	211.333333333333	4.72581562625261
MYL1	0	0	0	0	0	0	0	0
MYL10	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MYL12A	1635	1885	1589	1589	1885	1635	1703	159.285906470095
MYL12B	1273	1351	1357	1273	1357	1351	1327	46.8614980554399
MYL3	0	0	0	0	0	0	0	0
MYL4	0	0	0	0	0	0	0	0
MYL5	6	8	7	6	8	7	7	1
MYL6	4307	5001	4712	4307	5001	4712	4673.33333333333	348.612009737664
MYL6B	115	121	111	111	121	115	115.666666666667	5.03322295684717
MYL7	0	0	0	0	0	0	0	0
MYL9	55	57	82	55	82	57	64.6666666666667	15.0443787951957
MYLIP	5	15	7	5	15	7	9	5.29150262212918
MYLK	50	50	31	31	50	50	43.6666666666667	10.9696551146029
MYLK-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYLK3	15	8	19	8	19	15	14	5.56776436283002
MYLK4	0	1	2	0	2	1	1	1
MYLPF	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYNN	39	40	43	39	43	40	40.6666666666667	2.08166599946613
MYO10	54	46	40	40	54	46	46.6666666666667	7.02376916856849
MYO15A	0	0	0	0	0	0	0	0
MYO15B	0	0	0	0	0	0	0	0
MYO16	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYO18A	4	6	3	3	6	4	4.33333333333333	1.52752523165195
MYO18B	0	0	0	0	0	0	0	0
MYO19	2	4	2	2	4	2	2.66666666666667	1.15470053837925
MYO1B	41	55	35	35	55	41	43.6666666666667	10.2632028788938
MYO1C	9	22	19	9	22	19	16.6666666666667	6.80685928555405
MYO1D	12	14	15	12	15	14	13.6666666666667	1.52752523165195
MYO1E	16	22	5	5	22	16	14.3333333333333	8.62167810425171
MYO1F	0	1	2	0	2	1	1	1
MYO1H	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYO3B	6	7	2	2	7	6	5	2.64575131106459
MYO5A	17	16	24	16	24	17	19	4.35889894354067
MYO5B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MYO5C	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MYO6	55	63	51	51	63	55	56.3333333333333	6.11010092660779
MYO7A	0	0	0	0	0	0	0	0
MYO7B	0	0	0	0	0	0	0	0
MYO9A	15	18	15	15	18	15	16	1.73205080756888
MYO9B	13	16	8	8	16	13	12.3333333333333	4.04145188432738
MYOC	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYOCD	0	0	0	0	0	0	0	0
MYOF	103	112	99	99	112	103	104.666666666667	6.65832811847939
MYOM1	1	3	5	1	5	3	3	2
MYOM2	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MYOM3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MYOT	0	0	0	0	0	0	0	0
MYOZ1	0	1	2	0	2	1	1	1
MYOZ2	10	9	6	6	10	9	8.33333333333333	2.08166599946613
MYOZ3	1	1	1	1	1	1	1	0
MYPN	0	0	0	0	0	0	0	0
MYPOP	11	4	5	4	11	5	6.66666666666667	3.78593889720018
MYRF	3	3	4	3	4	3	3.33333333333333	0.577350269189626
MYRIP	0	0	0	0	0	0	0	0
MYSM1	10	10	11	10	11	10	10.3333333333333	0.577350269189626
MYT1	0	0	0	0	0	0	0	0
MYZAP	0	0	0	0	0	0	0	0
MZF1	0	4	3	0	4	3	2.33333333333333	2.08166599946613
MZT1	11	8	12	8	12	11	10.3333333333333	2.08166599946613
MZT2A	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MZT2B	18	10	7	7	18	10	11.6666666666667	5.68624070307733
N4BP1	14	15	13	13	15	14	14	1
N4BP2	14	13	5	5	14	13	10.6666666666667	4.93288286231625
N4BP2L1	4	2	0	0	4	2	2	2
N4BP2L2	105	137	115	105	137	115	119	16.3707055437449
N4BP2L2-IT2	2	1	0	0	2	1	1	1
N4BP3	0	0	0	0	0	0	0	0
N6AMT1	19	36	18	18	36	19	24.3333333333333	10.1159939369957
N6AMT2	58	74	72	58	74	72	68	8.71779788708135
NAA10	21	17	23	17	23	21	20.3333333333333	3.05505046330389
NAA15	29	23	22	22	29	23	24.6666666666667	3.78593889720018
NAA16	7	16	12	7	16	12	11.6666666666667	4.50924975282289
NAA20	134	163	125	125	163	134	140.666666666667	19.8578280114753
NAA25	26	28	18	18	28	26	24	5.29150262212918
NAA30	7	11	9	7	11	9	9	2
NAA35	8	27	17	8	27	17	17.3333333333333	9.50438495292217
NAA38	104	146	146	104	146	146	132	24.2487113059643
NAA40	8	5	10	5	10	8	7.66666666666667	2.51661147842358
NAA50	63	60	56	56	63	60	59.6666666666667	3.51188458428425
NAA60	13	17	18	13	18	17	16	2.64575131106459
NAAA	5	1	6	1	6	5	4	2.64575131106459
NAALAD2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NAALADL1	2	2	2	2	2	2	2	0
NAALADL2	7	6	9	6	9	7	7.33333333333333	1.52752523165195
NAB1	19	17	17	17	19	17	17.6666666666667	1.15470053837925
NAB2	2	3	9	2	9	3	4.66666666666667	3.78593889720018
NABP1	15	13	20	13	20	15	16	3.60555127546399
NABP2	18	13	19	13	19	18	16.6666666666667	3.21455025366432
NACA	1456	1644	1550	1456	1644	1550	1550	94
NACAD	0	0	0	0	0	0	0	0
NACC1	1	1	1	1	1	1	1	0
NACC2	10	9	6	6	10	9	8.33333333333333	2.08166599946613
NADK	7	7	6	6	7	7	6.66666666666667	0.577350269189626
NADKD1	23	15	17	15	23	17	18.3333333333333	4.16333199893227
NADSYN1	13	18	13	13	18	13	14.6666666666667	2.88675134594813
NAE1	94	106	74	74	106	94	91.3333333333333	16.1658075373095
NAF1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
NAGA	10	6	17	6	17	10	11	5.56776436283002
NAGK	53	64	65	53	65	64	60.6666666666667	6.65832811847939
NAGLU	5	6	4	4	6	5	5	1
NAGPA	1	2	2	1	2	2	1.66666666666667	0.577350269189626
NAGPA-AS1	0	0	0	0	0	0	0	0
NAGS	0	2	1	0	2	1	1	1
NAIF1	1	4	4	1	4	4	3	1.73205080756888
NAIP	3	11	8	3	11	8	7.33333333333333	4.04145188432738
NALCN	11	14	15	11	15	14	13.3333333333333	2.08166599946613
NALCN-AS1	0	0	0	0	0	0	0	0
NAMA	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NAMPT	22	17	13	13	22	17	17.3333333333333	4.50924975282289
NANOG	4	3	2	2	4	3	3	1
NANOGNB	1	0	1	0	1	1	0.666666666666667	0.577350269189626
NANOS1	3	8	10	3	10	8	7	3.60555127546399
NANOS3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NANP	9	9	10	9	10	9	9.33333333333333	0.577350269189626
NANS	26	26	31	26	31	26	27.6666666666667	2.88675134594813
NAP1L1	671	742	608	608	742	671	673.666666666667	67.0397891802572
NAP1L2	0	0	0	0	0	0	0	0
NAP1L3	4	4	9	4	9	4	5.66666666666667	2.88675134594813
NAP1L4	34	58	48	34	58	48	46.6666666666667	12.0554275466834
NAP1L5	0	2	0	0	2	0	0.666666666666667	1.15470053837925
NAP1L6	1	1	1	1	1	1	1	0
NAPA	15	21	20	15	21	20	18.6666666666667	3.21455025366432
NAPA-AS1	5	6	6	5	6	6	5.66666666666667	0.577350269189626
NAPB	3	1	2	1	3	2	2	1
NAPEPLD	7	10	4	4	10	7	7	3
NAPG	26	28	33	26	33	28	29	3.60555127546399
NAPRT1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
NAPSA	0	0	0	0	0	0	0	0
NARF	21	18	16	16	21	18	18.3333333333333	2.51661147842358
NARFL	2	5	1	1	5	2	2.66666666666667	2.08166599946613
NARG2	43	43	42	42	43	43	42.6666666666667	0.577350269189626
NARS	193	280	231	193	280	231	234.666666666667	43.6157463920238
NARS2	16	9	8	8	16	9	11	4.35889894354067
NASP	28	25	22	22	28	25	25	3
NAT1	7	14	13	7	14	13	11.3333333333333	3.78593889720018
NAT10	16	17	9	9	17	16	14	4.35889894354067
NAT14	4	1	2	1	4	2	2.33333333333333	1.52752523165195
NAT2	0	0	0	0	0	0	0	0
NAT6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NAT8L	0	0	0	0	0	0	0	0
NAT9	3	6	5	3	6	5	4.66666666666667	1.52752523165195
NAV1	53	61	61	53	61	61	58.3333333333333	4.61880215351701
NAV2	19	18	4	4	19	18	13.6666666666667	8.38649708360608
NAV2-AS5	0	0	0	0	0	0	0	0
NAV3	14	28	23	14	28	23	21.6666666666667	7.09459888459759
NBAS	41	49	20	20	49	41	36.6666666666667	14.9777612924406
NBEA	4	10	12	4	12	10	8.66666666666667	4.16333199893227
NBEAL1	37	34	28	28	37	34	33	4.58257569495584
NBEAL2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NBL1	0	0	0	0	0	0	0	0
NBLA00301	1	1	0	0	1	1	0.666666666666667	0.577350269189626
NBN	23	27	23	23	27	23	24.3333333333333	2.3094010767585
NBPF1	20	16	17	16	20	17	17.6666666666667	2.08166599946613
NBPF10	4	3	7	3	7	4	4.66666666666667	2.08166599946613
NBPF11	1	3	0	0	3	1	1.33333333333333	1.52752523165195
NBPF12	4	1	4	1	4	4	3	1.73205080756888
NBPF13P	0	0	0	0	0	0	0	0
NBPF14	5	3	5	3	5	5	4.33333333333333	1.15470053837925
NBPF15	2	0	5	0	5	2	2.33333333333333	2.51661147842358
NBPF16	0	0	0	0	0	0	0	0
NBPF18P	0	0	0	0	0	0	0	0
NBPF23	2	1	3	1	3	2	2	1
NBPF24	3	2	5	2	5	3	3.33333333333333	1.52752523165195
NBPF3	2	1	3	1	3	2	2	1
NBPF7	0	0	0	0	0	0	0	0
NBPF8	3	2	4	2	4	3	3	1
NBPF9	1	1	1	1	1	1	1	0
NBR1	32	24	21	21	32	24	25.6666666666667	5.68624070307733
NBR2	9	12	10	9	12	10	10.3333333333333	1.52752523165195
NCALD	1	2	1	1	2	1	1.33333333333333	0.577350269189626
NCAM1	0	0	0	0	0	0	0	0
NCAM2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
NCAPD2	21	16	18	16	21	18	18.3333333333333	2.51661147842358
NCAPD3	3	4	9	3	9	4	5.33333333333333	3.21455025366432
NCAPG	1	1	0	0	1	1	0.666666666666667	0.577350269189626
NCAPG2	1	2	0	0	2	1	1	1
NCAPH	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NCAPH2	1	3	1	1	3	1	1.66666666666667	1.15470053837925
NCBP1	11	16	10	10	16	11	12.3333333333333	3.21455025366432
NCBP2	101	109	113	101	113	109	107.666666666667	6.11010092660779
NCBP2-AS2	11	12	7	7	12	11	10	2.64575131106459
NCCRP1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
NCDN	2	4	2	2	4	2	2.66666666666667	1.15470053837925
NCEH1	3	3	9	3	9	3	5	3.46410161513775
NCF2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NCF4	0	0	0	0	0	0	0	0
NCK1	23	34	33	23	34	33	30	6.08276253029822
NCK2	5	6	4	4	6	5	5	1
NCKAP1	40	47	42	40	47	42	43	3.60555127546399
NCKAP5	2	2	0	0	2	2	1.33333333333333	1.15470053837925
NCKAP5L	3	2	1	1	3	2	2	1
NCKIPSD	3	2	2	2	3	2	2.33333333333333	0.577350269189626
NCL	392	482	388	388	482	392	420.666666666667	53.1538647074071
NCLN	3	7	4	3	7	4	4.66666666666667	2.08166599946613
NCMAP	5	3	2	2	5	3	3.33333333333333	1.52752523165195
NCOA1	10	17	8	8	17	10	11.6666666666667	4.72581562625261
NCOA2	3	4	4	3	4	4	3.66666666666667	0.577350269189626
NCOA3	27	22	22	22	27	22	23.6666666666667	2.88675134594813
NCOA4	87	117	99	87	117	99	101	15.0996688705415
NCOA5	3	12	6	3	12	6	7	4.58257569495584
NCOA6	5	16	4	4	16	5	8.33333333333333	6.65832811847939
NCOA7	70	99	67	67	99	70	78.6666666666667	17.6729548557487
NCOR1	81	111	67	67	111	81	86.3333333333333	22.4796204001165
NCOR1P1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
NCOR2	39	30	27	27	39	30	32	6.2449979983984
NCR3	0	0	0	0	0	0	0	0
NCR3LG1	1	6	1	1	6	1	2.66666666666667	2.88675134594813
NCRNA00185	7	4	3	3	7	4	4.66666666666667	2.08166599946613
NCRUPAR	0	2	2	0	2	2	1.33333333333333	1.15470053837925
NCS1	6	15	14	6	15	14	11.6666666666667	4.93288286231625
NCSTN	76	92	80	76	92	80	82.6666666666667	8.32666399786453
NDC1	2	9	6	2	9	6	5.66666666666667	3.51188458428425
NDC80	1	3	3	1	3	3	2.33333333333333	1.15470053837925
NDE1	7	7	5	5	7	7	6.33333333333333	1.15470053837925
NDEL1	23	26	12	12	26	23	20.3333333333333	7.37111479583199
NDFIP1	27	21	24	21	27	24	24	3
NDFIP2	49	40	44	40	49	44	44.3333333333333	4.50924975282289
NDN	15	12	13	12	15	13	13.3333333333333	1.52752523165195
NDNF	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NDNL2	3	11	9	3	11	9	7.66666666666667	4.16333199893227
NDOR1	1	1	1	1	1	1	1	0
NDP	0	0	0	0	0	0	0	0
NDRG1	44	71	52	44	71	52	55.6666666666667	13.8684293751431
NDRG2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
NDRG3	27	33	22	22	33	27	27.3333333333333	5.5075705472861
NDRG4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
NDST1	5	6	9	5	9	6	6.66666666666667	2.08166599946613
NDST2	2	5	5	2	5	5	4	1.73205080756888
NDST3	1	4	1	1	4	1	2	1.73205080756888
NDUFA1	416	389	382	382	416	389	395.666666666667	17.9536440126603
NDUFA10	19	30	27	19	30	27	25.3333333333333	5.68624070307733
NDUFA11	460	503	505	460	505	503	489.333333333333	25.4230866208911
NDUFA12	316	391	385	316	391	385	364	41.6773319683494
NDUFA13	610	657	598	598	657	610	621.666666666667	31.1822599138249
NDUFA2	299	375	335	299	375	335	336.333333333333	38.0175398116887
NDUFA3	239	303	258	239	303	258	266.666666666667	32.8684245642126
NDUFA4	1597	1853	1715	1597	1853	1715	1721.66666666667	128.130142173235
NDUFA4L2	47	55	65	47	65	55	55.6666666666667	9.01849950564579
NDUFA5	236	274	248	236	274	248	252.666666666667	19.4250697124446
NDUFA6	362	362	390	362	390	362	371.333333333333	16.1658075373095
NDUFA6-AS1	0	0	0	0	0	0	0	0
NDUFA7	166	178	186	166	186	178	176.666666666667	10.0664459136943
NDUFA8	47	57	55	47	57	55	53	5.29150262212918
NDUFA9	82	102	84	82	102	84	89.3333333333333	11.0151410945722
NDUFAB1	66	84	67	66	84	67	72.3333333333333	10.1159939369957
NDUFAF1	22	28	28	22	28	28	26	3.46410161513775
NDUFAF2	114	137	110	110	137	114	120.333333333333	14.5716619962629
NDUFAF3	179	198	196	179	198	196	191	10.4403065089106
NDUFAF4	44	60	70	44	70	60	58	13.114877048604
NDUFAF4P1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
NDUFAF5	13	17	10	10	17	13	13.3333333333333	3.51188458428425
NDUFAF6	8	5	11	5	11	8	8	3
NDUFAF7	23	30	24	23	30	24	25.6666666666667	3.78593889720018
