Gene	TRS+DOM.A.4.15.1.B9	TRS+DOM.A.4.16.1.B10	TRS+DOM.A.5.12.1.C8	Min	Max	Median	Mean	Std
LMNB1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LMNB2	19	3	1	1	19	3	7.66666666666667	9.86576572463249
LMO2	0	0	0	0	0	0	0	0
LMO3	2	1	0	0	2	1	1	1
LMO4	216	44	25	25	216	44	95	105.218819609422
LMO7	920	214	91	91	920	214	408.333333333333	447.363759521637
LMOD1	436	93	33	33	436	93	187.333333333333	217.431215176969
LMOD3	16	1	1	1	16	1	6	8.66025403784439
LMTK2	43	12	5	5	43	12	20	20.2237484161567
LMTK3	0	0	0	0	0	0	0	0
LMX1B	19	7	1	1	19	7	9	9.16515138991168
LNP1	30	2	2	2	30	2	11.3333333333333	16.1658075373095
LNPEP	56	17	6	6	56	17	26.3333333333333	26.2741951985847
LNX1	79	10	10	10	79	10	33	39.8371685740842
LNX2	43	9	4	4	43	9	18.6666666666667	21.221058723196
LOC100126784	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC100127983	6	3	0	0	6	3	3	3
LOC100128164	9	0	0	0	9	0	3	5.19615242270663
LOC100128176	0	0	0	0	0	0	0	0
LOC100128233	32	6	4	4	32	6	14	15.6204993518133
LOC100128239	0	0	0	0	0	0	0	0
LOC100128264	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100128288	26	9	1	1	26	9	12	12.7671453348037
LOC100128361	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100128398	21	5	1	1	21	5	9	10.5830052442584
LOC100128505	0	0	0	0	0	0	0	0
LOC100128531	5	0	0	0	5	0	1.66666666666667	2.88675134594813
LOC100128568	3	0	0	0	3	0	1	1.73205080756888
LOC100128573	10	4	0	0	10	4	4.66666666666667	5.03322295684717
LOC100128593	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100128682	5	0	1	0	5	1	2	2.64575131106459
LOC100128714	0	0	0	0	0	0	0	0
LOC100128770	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100128822	8	2	0	0	8	2	3.33333333333333	4.16333199893227
LOC100128881	0	0	0	0	0	0	0	0
LOC100128885	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100129027	0	0	0	0	0	0	0	0
LOC100129034	65	19	5	5	65	19	29.6666666666667	31.3900196453161
LOC100129046	0	0	0	0	0	0	0	0
LOC100129055	0	0	0	0	0	0	0	0
LOC100129138	3	0	0	0	3	0	1	1.73205080756888
LOC100129195	222	44	18	18	222	44	94.6666666666667	111.037531192536
LOC100129269	15	3	0	0	15	3	6	7.93725393319377
LOC100129316	0	0	0	0	0	0	0	0
LOC100129361	263	45	23	23	263	45	110.333333333333	132.670016708122
LOC100129427	0	0	0	0	0	0	0	0
LOC100129518	2	1	0	0	2	1	1	1
LOC100129534	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC100129550	10	6	1	1	10	6	5.66666666666667	4.50924975282289
LOC100129617	0	0	0	0	0	0	0	0
LOC100129726	0	0	0	0	0	0	0	0
LOC100129858	33	5	2	2	33	5	13.3333333333333	17.0977581376429
LOC100129917	22	3	3	3	22	3	9.33333333333333	10.9696551146029
LOC100129924	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100129931	12	5	2	2	12	5	6.33333333333333	5.13160143944688
LOC100129935	15	6	0	0	15	6	7	7.54983443527075
LOC100129961	8	2	1	1	8	2	3.66666666666667	3.78593889720018
LOC100129973	4	0	0	0	4	0	1.33333333333333	2.3094010767585
LOC100130000	16	1	3	1	16	3	6.66666666666667	8.14452781524708
LOC100130075	0	0	0	0	0	0	0	0
LOC100130093	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100130275	1	2	3	1	3	2	2	1
LOC100130301	4	0	0	0	4	0	1.33333333333333	2.3094010767585
LOC100130348	0	0	0	0	0	0	0	0
LOC100130357	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LOC100130417	0	0	0	0	0	0	0	0
LOC100130451	2	1	0	0	2	1	1	1
LOC100130476	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100130480	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100130539	0	0	0	0	0	0	0	0
LOC100130557	29	3	1	1	29	3	11	15.6204993518133
LOC100130691	10	2	0	0	10	2	4	5.29150262212918
LOC100130705	4	0	0	0	4	0	1.33333333333333	2.3094010767585
LOC100130744	0	0	0	0	0	0	0	0
LOC100130849	0	0	0	0	0	0	0	0
LOC100130872	9	2	0	0	9	2	3.66666666666667	4.72581562625261
LOC100130880	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100130899	32	3	2	2	32	3	12.3333333333333	17.0391705588427
LOC100130950	14	4	1	1	14	4	6.33333333333333	6.80685928555405
LOC100130954	42	11	3	3	42	11	18.6666666666667	20.5993527406405
LOC100130987	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100130992	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LOC100131060	0	0	0	0	0	0	0	0
LOC100131067	68	12	7	7	68	12	29	33.8673884437522
LOC100131257	89	27	9	9	89	27	41.6666666666667	41.9682419614324
LOC100131347	10	3	0	0	10	3	4.33333333333333	5.13160143944688
LOC100131496	18	1	0	0	18	1	6.33333333333333	10.1159939369957
LOC100131564	115	14	8	8	115	14	45.6666666666667	60.1193257890783
LOC100131655	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC100131691	21	4	1	1	21	4	8.66666666666667	10.785793124909
LOC100132077	8	1	0	0	8	1	3	4.35889894354067
LOC100132078	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100132111	0	0	0	0	0	0	0	0
LOC100132215	16	2	0	0	16	2	6	8.71779788708135
LOC100132352	92	18	5	5	92	18	38.3333333333333	46.9290244234134
LOC100132354	0	0	0	0	0	0	0	0
LOC100132356	13	2	2	2	13	2	5.66666666666667	6.35085296108588
LOC100132707	29	3	1	1	29	3	11	15.6204993518133
LOC100132735	0	0	0	0	0	0	0	0
LOC100132781	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100132815	49	16	4	4	49	16	23	23.3023603954621
LOC100132832	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100132891	339	53	30	30	339	53	140.666666666667	172.146255647148
LOC100133050	0	0	0	0	0	0	0	0
LOC100133091	8	2	2	2	8	2	4	3.46410161513775
LOC100133286	3	0	0	0	3	0	1	1.73205080756888
LOC100133315	7	1	0	0	7	1	2.66666666666667	3.78593889720018
LOC100133612	19	12	1	1	19	12	10.6666666666667	9.07377172587747
LOC100133669	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC100133920	0	0	0	0	0	0	0	0
LOC100133957	0	0	0	0	0	0	0	0
LOC100133985	0	0	0	0	0	0	0	0
LOC100134229	10	0	1	0	10	1	3.66666666666667	5.5075705472861
LOC100134259	5	0	1	0	5	1	2	2.64575131106459
LOC100134368	3	0	0	0	3	0	1	1.73205080756888
LOC100134868	88	13	8	8	88	13	36.3333333333333	44.8144321991625
LOC100144595	19	6	1	1	19	6	8.66666666666667	9.29157324317757
LOC100144602	11	2	0	0	11	2	4.33333333333333	5.85946527708232
LOC100188947	8	2	1	1	8	2	3.66666666666667	3.78593889720018
LOC100190940	3	0	0	0	3	0	1	1.73205080756888
LOC100190986	106	23	5	5	106	23	44.6666666666667	53.8733081714251
LOC100216479	14	1	1	1	14	1	5.33333333333333	7.50555349946513
LOC100216545	18	3	0	0	18	3	7	9.64365076099295
LOC100216546	27	9	5	5	27	9	13.6666666666667	11.7189305541646
LOC100233156	40	6	3	3	40	6	16.3333333333333	20.5507501890645
LOC100240734	0	0	0	0	0	0	0	0
LOC100240735	3	0	0	0	3	0	1	1.73205080756888
LOC100268168	53	10	8	8	53	10	23.6666666666667	25.4230866208911
LOC100270746	4	0	1	0	4	1	1.66666666666667	2.08166599946613
LOC100270804	17	2	2	2	17	2	7	8.66025403784439
LOC100271832	0	0	0	0	0	0	0	0
LOC100271836	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100272216	0	0	0	0	0	0	0	0
LOC100272217	12	0	0	0	12	0	4	6.92820323027551
LOC100287015	32	18	1	1	32	18	17	15.52417469626
LOC100287036	0	0	0	0	0	0	0	0
LOC100287042	4	0	0	0	4	0	1.33333333333333	2.3094010767585
LOC100287072	0	0	0	0	0	0	0	0
LOC100287177	10	1	2	1	10	2	4.33333333333333	4.93288286231625
LOC100287225	4	2	1	1	4	2	2.33333333333333	1.52752523165195
LOC100287632	0	0	0	0	0	0	0	0
LOC100287728	0	0	0	0	0	0	0	0
LOC100287792	28	7	1	1	28	7	12	14.1774468787578
LOC100287846	6	1	0	0	6	1	2.33333333333333	3.21455025366432
LOC100288069	14	5	1	1	14	5	6.66666666666667	6.65832811847939
LOC100288079	0	0	0	0	0	0	0	0
LOC100288142	4	4	1	1	4	4	3	1.73205080756888
LOC100288181	3	0	0	0	3	0	1	1.73205080756888
LOC100288198	7	3	0	0	7	3	3.33333333333333	3.51188458428425
LOC100288255	0	0	0	0	0	0	0	0
LOC100288637	16	1	0	0	16	1	5.66666666666667	8.9628864398325
LOC100288748	16	7	1	1	16	7	8	7.54983443527075
LOC100288778	0	0	0	0	0	0	0	0
LOC100288842	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100288846	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LOC100288911	9	3	2	2	9	3	4.66666666666667	3.78593889720018
LOC100288974	0	0	0	0	0	0	0	0
LOC100289019	32	8	0	0	32	8	13.3333333333333	16.6533279957291
LOC100289092	3	0	0	0	3	0	1	1.73205080756888
LOC100289187	6	1	0	0	6	1	2.33333333333333	3.21455025366432
LOC100289230	8	3	0	0	8	3	3.66666666666667	4.04145188432738
LOC100289361	15	2	1	1	15	2	6	7.81024967590665
LOC100289473	0	0	0	0	0	0	0	0
LOC100289495	6	1	0	0	6	1	2.33333333333333	3.21455025366432
LOC100289511	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100289561	0	0	0	0	0	0	0	0
LOC100289580	0	0	0	0	0	0	0	0
LOC100289650	0	0	0	0	0	0	0	0
LOC100289656	0	0	0	0	0	0	0	0
LOC100294145	70	19	7	7	70	19	32	33.4514573673555
LOC100294362	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100303749	0	0	0	0	0	0	0	0
LOC100335030	23	14	1	1	23	14	12.6666666666667	11.060440015358
LOC100379224	17	3	1	1	17	3	7	8.71779788708135
LOC100499183	0	0	0	0	0	0	0	0
LOC100499194	0	0	0	0	0	0	0	0
LOC100499405	0	0	0	0	0	0	0	0
LOC100499484	0	0	0	0	0	0	0	0
LOC100499489	9	6	1	1	9	6	5.33333333333333	4.04145188432738
LOC100500773	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100505478	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100505495	232	45	16	16	232	45	97.6666666666667	117.236228757724
LOC100505545	0	0	0	0	0	0	0	0
LOC100505549	10	4	2	2	10	4	5.33333333333333	4.16333199893227
LOC100505622	12	2	1	1	12	2	5	6.08276253029822
LOC100505625	0	0	0	0	0	0	0	0
LOC100505633	1250	166	62	62	1250	166	492.666666666667	657.928060910411
LOC100505636	18	1	1	1	18	1	6.66666666666667	9.81495457622364
LOC100505658	0	0	0	0	0	0	0	0
LOC100505666	0	0	0	0	0	0	0	0
LOC100505676	18	2	0	0	18	2	6.66666666666667	9.86576572463249
LOC100505679	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100505695	32	4	1	1	32	4	12.3333333333333	17.0977581376429
LOC100505702	14	5	3	3	14	5	7.33333333333333	5.85946527708232
LOC100505715	97	22	2	2	97	22	40.3333333333333	50.0832640043891
LOC100505716	0	0	0	0	0	0	0	0
LOC100505718	0	0	0	0	0	0	0	0
LOC100505738	552	82	27	27	552	82	220.333333333333	288.545201542728
LOC100505761	9	2	0	0	9	2	3.66666666666667	4.72581562625261
LOC100505768	0	0	0	0	0	0	0	0
LOC100505776	0	0	0	0	0	0	0	0
LOC100505782	0	0	0	0	0	0	0	0
LOC100505795	4	0	0	0	4	0	1.33333333333333	2.3094010767585
LOC100505806	112	23	3	3	112	23	46	58.025856305616
LOC100505812	43	5	2	2	43	5	16.6666666666667	22.8546129552293
LOC100505835	0	0	0	0	0	0	0	0
LOC100505841	0	0	0	0	0	0	0	0
LOC100505875	3	0	0	0	3	0	1	1.73205080756888
LOC100505876	550	90	43	43	550	90	227.666666666667	280.136276360869
LOC100505912	0	0	0	0	0	0	0	0
LOC100505918	0	0	0	0	0	0	0	0
LOC100505978	0	0	0	0	0	0	0	0
LOC100505984	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100505989	23	8	0	0	23	8	10.3333333333333	11.6761865920913
LOC100506013	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100506023	15	2	1	1	15	2	6	7.81024967590665
LOC100506025	0	0	0	0	0	0	0	0
LOC100506035	0	0	0	0	0	0	0	0
LOC100506050	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100506054	244	44	15	15	244	44	101	124.687609649075
LOC100506060	4	2	0	0	4	2	2	2
LOC100506071	0	0	0	0	0	0	0	0
LOC100506076	6	2	0	0	6	2	2.66666666666667	3.05505046330389
LOC100506082	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100506083	28	5	3	3	28	5	12	13.8924439894498
LOC100506085	14	4	2	2	14	4	6.66666666666667	6.42910050732864
LOC100506100	68	9	7	7	68	9	28	34.6554469023269
LOC100506123	9	3	1	1	9	3	4.33333333333333	4.16333199893227
LOC100506124	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100506134	2	1	0	0	2	1	1	1
LOC100506136	7	2	1	1	7	2	3.33333333333333	3.21455025366432
LOC100506172	0	0	0	0	0	0	0	0
LOC100506178	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100506207	9	0	1	0	9	1	3.33333333333333	4.93288286231625
LOC100506241	5	0	0	0	5	0	1.66666666666667	2.88675134594813
LOC100506314	28	3	2	2	28	3	11	14.7309198626562
LOC100506321	0	0	0	0	0	0	0	0
LOC100506343	13	3	1	1	13	3	5.66666666666667	6.42910050732864
LOC100506368	9	0	2	0	9	2	3.66666666666667	4.72581562625261
LOC100506385	134	22	6	6	134	22	54	69.7423830966508
LOC100506388	244	37	16	16	244	37	99	126.011904199564
LOC100506392	10	3	0	0	10	3	4.33333333333333	5.13160143944688
LOC100506394	195	31	8	8	195	31	78	101.975487250613
LOC100506413	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100506421	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100506422	0	0	0	0	0	0	0	0
LOC100506469	10	2	0	0	10	2	4	5.29150262212918
LOC100506472	33	11	1	1	33	11	15	16.3707055437449
LOC100506474	5	0	0	0	5	0	1.66666666666667	2.88675134594813
LOC100506497	0	0	0	0	0	0	0	0
LOC100506499	0	0	0	0	0	0	0	0
LOC100506548	200	41	19	19	200	41	86.6666666666667	98.7640285394097
LOC100506551	43	9	4	4	43	9	18.6666666666667	21.221058723196
LOC100506639	4	3	1	1	4	3	2.66666666666667	1.52752523165195
LOC100506655	0	0	0	0	0	0	0	0
LOC100506688	32	14	1	1	32	14	15.6666666666667	15.5670592384475
LOC100506710	310	65	16	16	310	65	130.333333333333	157.512962429552
LOC100506713	34	4	1	1	34	4	13	18.2482875908947
LOC100506714	18	2	2	2	18	2	7.33333333333333	9.23760430703401
LOC100506730	12	3	3	3	12	3	6	5.19615242270663
LOC100506746	22	5	4	4	22	5	10.3333333333333	10.1159939369957
LOC100506776	4	1	1	1	4	1	2	1.73205080756888
LOC100506795	21	6	1	1	21	6	9.33333333333333	10.4083299973307
LOC100506801	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100506804	10	1	0	0	10	1	3.66666666666667	5.5075705472861
LOC100506810	0	0	0	0	0	0	0	0
LOC100506834	20	3	1	1	20	3	8	10.4403065089106
LOC100506844	302	44	22	22	302	44	122.666666666667	155.696285547643
LOC100506895	0	0	0	0	0	0	0	0
LOC100506963	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100506990	181	43	15	15	181	43	79.6666666666667	88.8669417350082
LOC100507032	13	2	0	0	13	2	5	7
LOC100507053	11	0	0	0	11	0	3.66666666666667	6.35085296108588
LOC100507066	0	0	0	0	0	0	0	0
LOC100507091	0	0	0	0	0	0	0	0
LOC100507117	17	1	2	1	17	2	6.66666666666667	8.9628864398325
LOC100507140	0	0	0	0	0	0	0	0
LOC100507156	8	1	0	0	8	1	3	4.35889894354067
LOC100507173	31	5	1	1	31	5	12.3333333333333	16.2890556304942
LOC100507217	136	32	14	14	136	32	60.6666666666667	65.8584340334124
LOC100507250	5	0	0	0	5	0	1.66666666666667	2.88675134594813
LOC100507254	258	43	16	16	258	43	105.666666666667	132.613473423078
LOC100507351	17	2	0	0	17	2	6.33333333333333	9.29157324317757
LOC100507373	16	1	1	1	16	1	6	8.66025403784439
LOC100507377	0	0	0	0	0	0	0	0
LOC100507389	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100507412	18	1	2	1	18	2	7	9.53939201416946
LOC100507424	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC100507462	5	0	1	0	5	1	2	2.64575131106459
LOC100507463	6	1	0	0	6	1	2.33333333333333	3.21455025366432
LOC100507489	0	0	0	0	0	0	0	0
LOC100507501	25	9	1	1	25	9	11.6666666666667	12.2202018532156
LOC100507506	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100507537	0	0	0	0	0	0	0	0
LOC100507547	8	1	1	1	8	1	3.33333333333333	4.04145188432738
LOC100507557	17	3	4	3	17	4	8	7.81024967590665
LOC100507564	5	0	1	0	5	1	2	2.64575131106459
LOC100507577	14	4	5	4	14	5	7.66666666666667	5.5075705472861
LOC100507584	0	0	0	0	0	0	0	0
LOC100507600	0	0	0	0	0	0	0	0
LOC100507602	87	16	4	4	87	16	35.6666666666667	44.8590384798129
LOC100507634	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100507651	0	0	0	0	0	0	0	0
LOC100508120	12	2	1	1	12	2	5	6.08276253029822
LOC100527964	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100616530	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100630918	0	0	0	0	0	0	0	0
LOC100630923	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100631378	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100652736	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100652739	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100652758	22	1	2	1	22	2	8.33333333333333	11.8462370959446
LOC100652768	15	3	1	1	15	3	6.33333333333333	7.57187779440037
LOC100652772	82	24	4	4	82	24	36.6666666666667	40.5133722779693
LOC100652824	0	0	0	0	0	0	0	0
LOC100653515	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC100862671	10	2	0	0	10	2	4	5.29150262212918
LOC100996251	61	8	3	3	61	8	24	32.1403173599764
LOC100996255	119	25	10	10	119	25	51.3333333333333	59.0790430976445
LOC100996291	16	3	2	2	16	3	7	7.81024967590665
LOC100996455	1	3	1	1	3	1	1.66666666666667	1.15470053837925
LOC100996485	6	0	2	0	6	2	2.66666666666667	3.05505046330389
LOC100996634	0	0	0	0	0	0	0	0
LOC100996669	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100996702	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC101054525	0	0	0	0	0	0	0	0
LOC101241902	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC101409256	41	6	8	6	41	8	18.3333333333333	19.6553639837408
LOC101448202	0	0	0	0	0	0	0	0
LOC101559451	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC101593348	0	0	0	0	0	0	0	0
LOC113230	3	0	0	0	3	0	1	1.73205080756888
LOC115110	0	0	0	0	0	0	0	0
LOC143666	7	2	0	0	7	2	3	3.60555127546399
LOC145474	7	0	0	0	7	0	2.33333333333333	4.04145188432738
LOC145783	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC145837	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC145845	0	0	0	0	0	0	0	0
LOC146880	5	0	0	0	5	0	1.66666666666667	2.88675134594813
LOC148413	8	2	1	1	8	2	3.66666666666667	3.78593889720018
LOC148696	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC148709	10	2	0	0	10	2	4	5.29150262212918
LOC149134	0	0	0	0	0	0	0	0
LOC150381	94	12	10	10	94	12	38.6666666666667	47.9305052480498
LOC150568	0	0	0	0	0	0	0	0
LOC150577	3	0	0	0	3	0	1	1.73205080756888
LOC150622	36	9	9	9	36	9	18	15.5884572681199
LOC150776	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC150935	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC151009	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC151171	0	0	0	0	0	0	0	0
LOC151174	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC151475	21	5	4	4	21	5	10	9.53939201416946
LOC152225	7	1	0	0	7	1	2.66666666666667	3.78593889720018
LOC152742	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC153684	12	0	1	0	12	1	4.33333333333333	6.65832811847939
LOC154092	0	0	0	0	0	0	0	0
LOC154449	0	0	0	0	0	0	0	0
LOC154761	52	11	7	7	52	11	23.3333333333333	24.9064917909635
LOC155060	5	0	0	0	5	0	1.66666666666667	2.88675134594813
LOC157273	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC158435	0	0	0	0	0	0	0	0
LOC158960	123	22	5	5	123	22	50	63.7887137352682
LOC201651	0	0	0	0	0	0	0	0
LOC202181	2	1	0	0	2	1	1	1
LOC202781	21	8	0	0	21	8	9.66666666666667	10.5987420637231
LOC220729	19	2	2	2	19	2	7.66666666666667	9.81495457622364
LOC221122	0	0	0	0	0	0	0	0
LOC253044	0	0	0	0	0	0	0	0
LOC254128	85	8	4	4	85	8	32.3333333333333	45.6544995956952
LOC254896	9	0	0	0	9	0	3	5.19615242270663
LOC255130	10	3	0	0	10	3	4.33333333333333	5.13160143944688
LOC255167	7	3	1	1	7	3	3.66666666666667	3.05505046330389
LOC255654	0	0	0	0	0	0	0	0
LOC256880	13	3	1	1	13	3	5.66666666666667	6.42910050732864
LOC257358	0	0	0	0	0	0	0	0
LOC257396	21	3	3	3	21	3	9	10.3923048454133
LOC283038	12	0	0	0	12	0	4	6.92820323027551
LOC283070	29	10	9	9	29	10	16	11.2694276695846
LOC283177	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC283214	0	0	0	0	0	0	0	0
LOC283299	20	8	3	3	20	8	10.3333333333333	8.7368949480541
LOC283335	20	4	1	1	20	4	8.33333333333333	10.2143689640297
LOC283440	0	0	0	0	0	0	0	0
LOC283585	0	0	0	0	0	0	0	0
LOC283683	27	9	3	3	27	9	13	12.4899959967968
LOC283692	0	0	0	0	0	0	0	0
LOC283693	30	4	3	3	30	4	12.3333333333333	15.3079500042734
LOC283731	9	5	1	1	9	5	5	4
LOC283788	119	26	6	6	119	26	50.3333333333333	60.3020176555754
LOC283856	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC283922	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC284009	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC284023	53	14	4	4	53	14	23.6666666666667	25.8907963055085
LOC284080	0	0	0	0	0	0	0	0
LOC284344	0	0	0	0	0	0	0	0
LOC284379	17	8	3	3	17	8	9.33333333333333	7.09459888459759
LOC284395	0	0	0	0	0	0	0	0
LOC284412	183	27	13	13	183	27	74.3333333333333	94.3680736972697
LOC284454	89	21	8	8	89	21	39.3333333333333	43.5009578438606
LOC284551	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LOC284581	0	0	0	0	0	0	0	0
LOC284648	0	0	0	0	0	0	0	0
LOC284688	0	0	0	0	0	0	0	0
LOC284751	0	0	0	0	0	0	0	0
LOC284757	6	0	0	0	6	0	2	3.46410161513775
LOC284798	0	0	0	0	0	0	0	0
LOC284801	0	0	0	0	0	0	0	0
LOC284837	0	0	0	0	0	0	0	0
LOC284865	18	3	0	0	18	3	7	9.64365076099295
LOC284889	18	3	1	1	18	3	7.33333333333333	9.29157324317757
LOC284933	0	0	0	0	0	0	0	0
LOC284950	18	5	2	2	18	5	8.33333333333333	8.50490054811538
LOC284998	0	0	0	0	0	0	0	0
LOC285033	8	0	1	0	8	1	3	4.35889894354067
LOC285074	37	13	3	3	37	13	17.6666666666667	17.4737898961082
LOC285419	10	1	0	0	10	1	3.66666666666667	5.5075705472861
LOC285540	9	1	0	0	9	1	3.33333333333333	4.93288286231625
LOC285593	0	0	0	0	0	0	0	0
LOC285696	0	0	0	0	0	0	0	0
LOC285740	0	0	0	0	0	0	0	0
LOC285758	6	5	1	1	6	5	4	2.64575131106459
LOC285762	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285819	0	0	0	0	0	0	0	0
LOC285847	0	0	0	0	0	0	0	0
LOC285889	0	0	0	0	0	0	0	0
LOC285972	5	2	0	0	5	2	2.33333333333333	2.51661147842358
LOC286059	0	0	0	0	0	0	0	0
LOC286177	5	1	0	0	5	1	2	2.64575131106459
LOC286184	7	1	0	0	7	1	2.66666666666667	3.78593889720018
LOC286186	24	4	2	2	24	4	10	12.1655250605964
LOC286189	2	0	1	0	2	1	1	1
LOC286190	6	1	0	0	6	1	2.33333333333333	3.21455025366432
LOC286297	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0
LOC286367	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC286370	0	0	0	0	0	0	0	0
LOC286437	9	6	1	1	9	6	5.33333333333333	4.04145188432738
LOC286467	8	5	1	1	8	5	4.66666666666667	3.51188458428425
LOC338799	19	4	1	1	19	4	8	9.64365076099295
LOC338817	11	3	0	0	11	3	4.66666666666667	5.68624070307733
LOC338963	0	0	0	0	0	0	0	0
LOC339166	0	0	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0
LOC339505	5	0	1	0	5	1	2	2.64575131106459
LOC339524	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC339529	0	0	0	0	0	0	0	0
LOC339535	3	0	0	0	3	0	1	1.73205080756888
LOC339622	0	0	0	0	0	0	0	0
LOC339803	152	27	15	15	152	27	64.6666666666667	75.8705037108186
LOC339874	0	0	0	0	0	0	0	0
LOC340113	0	0	0	0	0	0	0	0
LOC340515	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC344887	6	0	0	0	6	0	2	3.46410161513775
LOC344967	2	2	0	0	2	2	1.33333333333333	1.15470053837925
LOC374443	123	18	9	9	123	18	50	63.3798075099633
LOC375196	0	0	0	0	0	0	0	0
LOC375295	4	0	0	0	4	0	1.33333333333333	2.3094010767585
LOC388152	0	0	0	0	0	0	0	0
LOC388692	71	12	2	2	71	12	28.3333333333333	37.2871738448134
LOC388948	0	0	0	0	0	0	0	0
LOC389033	0	0	0	0	0	0	0	0
LOC389247	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC389641	8	1	0	0	8	1	3	4.35889894354067
LOC389705	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC389765	3	0	0	0	3	0	1	1.73205080756888
LOC389831	696	119	42	42	696	119	285.666666666667	357.438572811236
LOC389834	47	11	0	0	47	11	19.3333333333333	24.5831920899897
LOC389906	3	3	0	0	3	3	2	1.73205080756888
LOC391322	8	2	1	1	8	2	3.66666666666667	3.78593889720018
