Gene	TRS+LOP.A.4.10.1.B4	TRS+LOP.A.4.11.1.B5	TRS+LOP.A.4.12.1.B6	Min	Max	Median	Mean	Std
MEST	153	133	129	129	153	133	138.333333333333	12.8582010146573
MESTIT1	4	2	2	2	4	2	2.66666666666667	1.15470053837925
MET	12	10	9	9	12	10	10.3333333333333	1.52752523165195
METAP1	45	27	35	27	45	35	35.6666666666667	9.01849950564579
METAP1D	0	2	2	0	2	2	1.33333333333333	1.15470053837925
METAP2	253	185	184	184	253	185	207.333333333333	39.5516539898565
METRN	3	2	1	1	3	2	2	1
METRNL	12	5	7	5	12	7	8	3.60555127546399
METTL1	41	25	29	25	41	29	31.6666666666667	8.32666399786453
METTL10	4	9	7	4	9	7	6.66666666666667	2.51661147842358
METTL12	5	6	4	4	6	5	5	1
METTL13	4	9	7	4	9	7	6.66666666666667	2.51661147842358
METTL14	19	20	21	19	21	20	20	1
METTL15	19	14	16	14	19	16	16.3333333333333	2.51661147842358
METTL16	21	17	24	17	24	21	20.6666666666667	3.51188458428425
METTL17	39	42	36	36	42	39	39	3
METTL18	19	17	24	17	24	19	20	3.60555127546399
METTL20	7	7	8	7	8	7	7.33333333333333	0.577350269189626
METTL21A	19	21	18	18	21	19	19.3333333333333	1.52752523165195
METTL21B	15	12	14	12	15	14	13.6666666666667	1.52752523165195
METTL21C	0	0	1	0	1	0	0.333333333333333	0.577350269189626
METTL21D	7	9	8	7	9	8	8	1
METTL21EP	0	0	0	0	0	0	0	0
METTL22	31	29	23	23	31	29	27.6666666666667	4.16333199893227
METTL23	18	18	12	12	18	18	16	3.46410161513775
METTL24	0	1	0	0	1	0	0.333333333333333	0.577350269189626
METTL25	31	17	21	17	31	21	23	7.21110255092798
METTL2A	43	32	35	32	43	35	36.6666666666667	5.68624070307733
METTL2B	33	29	39	29	39	33	33.6666666666667	5.03322295684717
METTL3	9	10	7	7	10	9	8.66666666666667	1.52752523165195
METTL4	10	7	10	7	10	10	9	1.73205080756888
METTL5	109	104	101	101	109	104	104.666666666667	4.04145188432738
METTL6	42	34	42	34	42	42	39.3333333333333	4.61880215351701
METTL7A	9	11	9	9	11	9	9.66666666666667	1.15470053837925
METTL7B	6	6	5	5	6	6	5.66666666666667	0.577350269189626
METTL8	26	17	30	17	30	26	24.3333333333333	6.65832811847939
METTL9	42	43	36	36	43	42	40.3333333333333	3.78593889720018
MEX3A	1	2	1	1	2	1	1.33333333333333	0.577350269189626
MEX3B	54	45	54	45	54	54	51	5.19615242270663
MEX3C	14	7	11	7	14	11	10.6666666666667	3.51188458428425
MEX3D	10	9	3	3	10	9	7.33333333333333	3.78593889720018
MFAP1	118	100	101	100	118	101	106.333333333333	10.1159939369957
MFAP2	222	178	162	162	222	178	187.333333333333	31.0698138606161
MFAP3	27	27	16	16	27	27	23.3333333333333	6.35085296108588
MFAP3L	2	8	4	2	8	4	4.66666666666667	3.05505046330389
MFAP4	3110	2348	2530	2348	3110	2530	2662.66666666667	397.946395050054
MFAP5	1748	1442	1438	1438	1748	1442	1542.66666666667	177.835129637913
MFF	24	32	29	24	32	29	28.3333333333333	4.04145188432738
MFGE8	19	19	17	17	19	19	18.3333333333333	1.15470053837925
MFHAS1	3	3	3	3	3	3	3	0
MFI2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MFI2-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MFN1	28	23	27	23	28	27	26	2.64575131106459
MFN2	43	27	31	27	43	31	33.6666666666667	8.32666399786453
MFSD1	41	40	36	36	41	40	39	2.64575131106459
MFSD10	5	3	7	3	7	5	5	2
MFSD11	41	31	42	31	42	41	38	6.08276253029822
MFSD12	4	3	1	1	4	3	2.66666666666667	1.52752523165195
MFSD2A	1	1	1	1	1	1	1	0
MFSD3	0	1	2	0	2	1	1	1
MFSD4	3	9	8	3	9	8	6.66666666666667	3.21455025366432
MFSD5	15	17	11	11	17	15	14.3333333333333	3.05505046330389
MFSD6	8	5	0	0	8	5	4.33333333333333	4.04145188432738
MFSD7	0	0	0	0	0	0	0	0
MFSD8	14	11	15	11	15	14	13.3333333333333	2.08166599946613
MFSD9	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MGA	23	29	21	21	29	23	24.3333333333333	4.16333199893227
MGAM	0	0	0	0	0	0	0	0
MGARP	17	14	10	10	17	14	13.6666666666667	3.51188458428425
MGAT1	19	16	21	16	21	19	18.6666666666667	2.51661147842358
MGAT2	25	24	29	24	29	25	26	2.64575131106459
MGAT3	2	2	1	1	2	2	1.66666666666667	0.577350269189626
MGAT4A	11	11	6	6	11	11	9.33333333333333	2.88675134594813
MGAT4B	6	7	5	5	7	6	6	1
MGAT4C	0	0	0	0	0	0	0	0
MGAT5	13	9	7	7	13	9	9.66666666666667	3.05505046330389
MGAT5B	0	0	0	0	0	0	0	0
MGC16025	0	0	0	0	0	0	0	0
MGC16142	1	0	2	0	2	1	1	1
MGC16275	2	1	0	0	2	1	1	1
MGC21881	0	4	3	0	4	3	2.33333333333333	2.08166599946613
MGC27345	19	8	17	8	19	17	14.6666666666667	5.85946527708231
MGC27382	0	0	0	0	0	0	0	0
MGC2752	21	24	26	21	26	24	23.6666666666667	2.51661147842358
MGC2889	0	0	0	0	0	0	0	0
MGC34034	0	0	0	0	0	0	0	0
MGC34796	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MGC39372	0	0	0	0	0	0	0	0
MGC39584	0	0	0	0	0	0	0	0
MGC45800	0	0	0	0	0	0	0	0
MGC45922	0	0	0	0	0	0	0	0
MGC57346	11	7	8	7	11	8	8.66666666666667	2.08166599946613
MGC70870	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MGC72080	5	9	8	5	9	8	7.33333333333333	2.08166599946613
MGEA5	47	48	35	35	48	47	43.3333333333333	7.23417813807024
MGLL	19	16	18	16	19	18	17.6666666666667	1.52752523165195
MGME1	9	11	9	9	11	9	9.66666666666667	1.15470053837925
MGMT	5	11	9	5	11	9	8.33333333333333	3.05505046330389
MGP	1562	1245	1372	1245	1562	1372	1393	159.539963645477
MGRN1	6	1	1	1	6	1	2.66666666666667	2.88675134594813
MGST1	607	452	487	452	607	487	515.333333333333	81.2916559883813
MGST2	40	36	39	36	40	39	38.3333333333333	2.08166599946613
MGST3	835	639	633	633	835	639	702.333333333333	114.93186387305
MIA	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MIA2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MIA3	190	126	113	113	190	126	143	41.2189276910499
MIAT	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MIB1	32	33	39	32	39	33	34.6666666666667	3.78593889720018
MIB2	4	3	5	3	5	4	4	1
MICA	54	21	36	21	54	36	37	16.5227116418583
MICAL1	3	0	0	0	3	0	1	1.73205080756888
MICAL2	68	56	69	56	69	68	64.3333333333333	7.23417813807024
MICAL3	11	11	12	11	12	11	11.3333333333333	0.577350269189626
MICALCL	0	0	0	0	0	0	0	0
MICALL1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
MICALL2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
MICB	5	4	2	2	5	4	3.66666666666667	1.52752523165195
MICU1	100	86	97	86	100	97	94.3333333333333	7.37111479583199
MICU2	12	15	6	6	15	12	11	4.58257569495584
MICU3	8	3	4	3	8	4	5	2.64575131106459
MID1	17	9	16	9	17	16	14	4.35889894354067
MID1IP1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
MID2	6	8	4	4	8	6	6	2
MIDN	3	4	6	3	6	4	4.33333333333333	1.52752523165195
MIEN1	43	31	50	31	50	43	41.3333333333333	9.60902353693305
MIER1	154	100	111	100	154	111	121.666666666667	28.5365263010993
MIER2	1	3	2	1	3	2	2	1
MIER3	11	10	16	10	16	11	12.3333333333333	3.21455025366432
MIF	285	256	281	256	285	281	274	15.7162336455017
MIF4GD	22	18	21	18	22	21	20.3333333333333	2.08166599946613
MIIP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MILR1	1	1	6	1	6	1	2.66666666666667	2.88675134594813
MIMT1	0	0	0	0	0	0	0	0
MINA	28	34	18	18	34	28	26.6666666666667	8.08290376865476
MINK1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MINOS1	498	400	352	352	498	400	416.666666666667	74.4132604670252
MINOS1P1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
MINPP1	25	18	29	18	29	25	24	5.56776436283002
MIOS	2	3	2	2	3	2	2.33333333333333	0.577350269189626
MIOX	0	0	0	0	0	0	0	0
MIP	2	1	0	0	2	1	1	1
MIPEP	7	5	3	3	7	5	5	2
MIPEPP3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MIPOL1	9	7	5	5	9	7	7	2
MIR100HG	141	126	98	98	141	126	121.666666666667	21.8250620464945
MIR137HG	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MIR143HG	47	41	37	37	47	41	41.6666666666667	5.03322295684717
MIR155HG	0	0	0	0	0	0	0	0
MIR17HG	4	1	0	0	4	1	1.66666666666667	2.08166599946613
MIR181A1HG	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MIR181A2HG	0	0	0	0	0	0	0	0
MIR205HG	0	0	0	0	0	0	0	0
MIR210HG	21	17	14	14	21	17	17.3333333333333	3.51188458428425
MIR22HG	50	43	35	35	50	43	42.6666666666667	7.50555349946513
MIR31HG	19	13	16	13	19	16	16	3
MIR4697HG	0	0	0	0	0	0	0	0
MIR497HG	1	3	1	1	3	1	1.66666666666667	1.15470053837925
MIR503HG	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MIR600HG	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MIRLET7BHG	8	3	6	3	8	6	5.66666666666667	2.51661147842358
MIRLET7DHG	2	1	3	1	3	2	2	1
MIS12	30	24	30	24	30	30	28	3.46410161513775
MIS18A	2	8	6	2	8	6	5.33333333333333	3.05505046330389
MIS18BP1	28	22	19	19	28	22	23	4.58257569495584
MITD1	36	40	28	28	40	36	34.6666666666667	6.11010092660779
MITF	6	10	7	6	10	7	7.66666666666667	2.08166599946613
MKI67	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MKI67IP	143	110	113	110	143	113	122	18.2482875908947
MKKS	50	35	42	35	50	42	42.3333333333333	7.50555349946513
MKL1	4	2	3	2	4	3	3	1
MKL2	8	3	5	3	8	5	5.33333333333333	2.51661147842358
MKLN1	40	40	35	35	40	40	38.3333333333333	2.88675134594813
MKNK1	13	12	9	9	13	12	11.3333333333333	2.08166599946613
MKNK1-AS1	0	0	0	0	0	0	0	0
MKNK2	11	15	16	11	16	15	14	2.64575131106459
MKRN1	38	25	29	25	38	29	30.6666666666667	6.65832811847939
MKRN2	31	29	29	29	31	29	29.6666666666667	1.15470053837925
MKRN3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MKS1	14	8	7	7	14	8	9.66666666666667	3.78593889720018
MKX	0	0	0	0	0	0	0	0
MLANA	5	7	6	5	7	6	6	1
MLC1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MLEC	61	53	53	53	61	53	55.6666666666667	4.61880215351701
MLF1	24	17	18	17	24	18	19.6666666666667	3.78593889720018
MLF1IP	1	2	1	1	2	1	1.33333333333333	0.577350269189626
MLF2	52	38	45	38	52	45	45	7
MLH1	39	32	34	32	39	34	35	3.60555127546399
MLH3	16	14	20	14	20	16	16.6666666666667	3.05505046330389
MLIP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MLK7-AS1	0	0	0	0	0	0	0	0
MLKL	2	1	3	1	3	2	2	1
MLLT1	12	22	16	12	22	16	16.6666666666667	5.03322295684717
MLLT10	21	19	21	19	21	21	20.3333333333333	1.15470053837925
MLLT10P1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MLLT11	87	42	50	42	87	50	59.6666666666667	24.0069434400411
MLLT3	8	2	10	2	10	8	6.66666666666667	4.16333199893227
MLLT4	5	2	7	2	7	5	4.66666666666667	2.51661147842358
MLLT4-AS1	4	2	2	2	4	2	2.66666666666667	1.15470053837925
MLLT6	12	15	14	12	15	14	13.6666666666667	1.52752523165195
MLNR	0	0	0	0	0	0	0	0
MLPH	0	0	0	0	0	0	0	0
MLST8	7	4	9	4	9	7	6.66666666666667	2.51661147842358
MLX	46	41	50	41	50	46	45.6666666666667	4.50924975282289
MLXIP	10	11	11	10	11	11	10.6666666666667	0.577350269189626
MLXIPL	0	0	0	0	0	0	0	0
MLYCD	4	3	2	2	4	3	3	1
MMAA	12	17	16	12	17	16	15	2.64575131106459
MMAB	11	15	12	11	15	12	12.6666666666667	2.08166599946613
MMACHC	4	3	8	3	8	4	5	2.64575131106459
MMADHC	315	246	245	245	315	246	268.666666666667	40.1289587870572
MMD	2	0	1	0	2	1	1	1
MMD2	2	2	3	2	3	2	2.33333333333333	0.577350269189626
MME	17	9	9	9	17	9	11.6666666666667	4.61880215351701
MMGT1	38	31	24	24	38	31	31	7
MMP1	4	3	4	3	4	4	3.66666666666667	0.577350269189626
MMP10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMP11	2	5	3	2	5	3	3.33333333333333	1.52752523165195
MMP12	0	0	0	0	0	0	0	0
MMP13	0	0	0	0	0	0	0	0
MMP14	10	8	11	8	11	10	9.66666666666667	1.52752523165195
MMP15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMP16	12	16	8	8	16	12	12	4
MMP17	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MMP19	7	5	8	5	8	7	6.66666666666667	1.52752523165195
MMP2	236	234	187	187	236	234	219	27.7308492477241
MMP21	0	0	0	0	0	0	0	0
MMP23B	0	0	0	0	0	0	0	0
MMP24	0	0	0	0	0	0	0	0
MMP24-AS1	7	2	8	2	8	7	5.66666666666667	3.21455025366432
MMP25	0	0	0	0	0	0	0	0
MMP28	1	3	2	1	3	2	2	1
MMP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMP7	0	0	0	0	0	0	0	0
MMP8	0	0	0	0	0	0	0	0
MMP9	0	0	0	0	0	0	0	0
MMRN1	0	0	0	0	0	0	0	0
MMRN2	0	0	0	0	0	0	0	0
MMS19	9	8	17	8	17	9	11.3333333333333	4.93288286231625
MMS22L	4	8	12	4	12	8	8	4
MN1	39	40	34	34	40	39	37.6666666666667	3.21455025366432
MNAT1	93	73	67	67	93	73	77.6666666666667	13.6137185711081
MND1	5	3	1	1	5	3	3	2
MNDA	0	0	0	0	0	0	0	0
MNF1	314	246	266	246	314	266	275.333333333333	34.9475797922164
MNS1	10	4	6	4	10	6	6.66666666666667	3.05505046330389
MNT	1	0	9	0	9	1	3.33333333333333	4.93288286231625
MOAP1	12	8	18	8	18	12	12.6666666666667	5.03322295684717
MOB1A	15	9	10	9	15	10	11.3333333333333	3.21455025366432
MOB1B	15	15	9	9	15	15	13	3.46410161513775
MOB2	3	3	1	1	3	3	2.33333333333333	1.15470053837925
MOB3A	14	7	9	7	14	9	10	3.60555127546399
MOB3B	0	0	0	0	0	0	0	0
MOB3C	2	3	2	2	3	2	2.33333333333333	0.577350269189626
MOB4	15	11	13	11	15	13	13	2
MOBP	6	7	6	6	7	6	6.33333333333333	0.577350269189626
MOCOS	2	1	4	1	4	2	2.33333333333333	1.52752523165195
MOCS1	0	7	0	0	7	0	2.33333333333333	4.04145188432738
MOCS2	217	102	173	102	217	173	164	58.025856305616
MOCS3	9	5	5	5	9	5	6.33333333333333	2.3094010767585
MOG	4	3	5	3	5	4	4	1
MOGAT1	0	0	0	0	0	0	0	0
MOGS	8	8	4	4	8	8	6.66666666666667	2.3094010767585
MOK	28	16	24	16	28	24	22.6666666666667	6.11010092660779
MON1A	4	3	0	0	4	3	2.33333333333333	2.08166599946613
MON1B	7	1	7	1	7	7	5	3.46410161513775
MON2	27	22	20	20	27	22	23	3.60555127546399
MORC2	10	5	14	5	14	10	9.66666666666667	4.50924975282289
MORC2-AS1	5	3	1	1	5	3	3	2
MORC3	41	31	31	31	41	31	34.3333333333333	5.77350269189626
MORC4	28	16	16	16	28	16	20	6.92820323027551
MORF4L1	761	589	630	589	761	630	660	89.8387444257766
MORF4L2	650	502	493	493	650	502	548.333333333333	88.1608378665569
MORF4L2-AS1	0	0	0	0	0	0	0	0
MORN1	2	0	1	0	2	1	1	1
MORN2	106	57	71	57	106	71	78	25.2388589282479
MORN3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MORN4	14	11	14	11	14	14	13	1.73205080756888
MORN5	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MOSPD1	39	31	31	31	39	31	33.6666666666667	4.61880215351701
MOSPD2	18	13	21	13	21	18	17.3333333333333	4.04145188432738
MOSPD3	6	2	6	2	6	6	4.66666666666667	2.3094010767585
MOV10	4	10	9	4	10	9	7.66666666666667	3.21455025366432
MOV10L1	1	3	1	1	3	1	1.66666666666667	1.15470053837925
MOXD1	9	8	6	6	9	8	7.66666666666667	1.52752523165195
MPC1	42	33	23	23	42	33	32.6666666666667	9.50438495292217
MPC1L	0	0	0	0	0	0	0	0
MPC2	48	33	43	33	48	43	41.3333333333333	7.63762615825973
MPDU1	2	4	3	2	4	3	3	1
MPDZ	49	39	34	34	49	39	40.6666666666667	7.63762615825973
MPEG1	0	0	0	0	0	0	0	0
MPG	21	14	17	14	21	17	17.3333333333333	3.51188458428425
MPHOSPH10	127	93	118	93	127	118	112.666666666667	17.6162803489651
MPHOSPH6	67	54	61	54	67	61	60.6666666666667	6.50640709864771
MPHOSPH8	169	140	109	109	169	140	139.333333333333	30.0055550412475
MPHOSPH9	13	15	8	8	15	13	12	3.60555127546399
MPI	28	23	26	23	28	26	25.6666666666667	2.51661147842358
MPL	0	2	2	0	2	2	1.33333333333333	1.15470053837925
MPLKIP	38	50	38	38	50	38	42	6.92820323027551
MPND	1	2	4	1	4	2	2.33333333333333	1.52752523165195
MPO	0	0	0	0	0	0	0	0
MPP1	15	20	14	14	20	15	16.3333333333333	3.21455025366432
MPP2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MPP3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MPP4	3	0	0	0	3	0	1	1.73205080756888
MPP5	23	18	15	15	23	18	18.6666666666667	4.04145188432738
MPP6	11	4	8	4	11	8	7.66666666666667	3.51188458428425
MPP7	1	0	2	0	2	1	1	1
MPPE1	22	19	18	18	22	19	19.6666666666667	2.08166599946613
MPPED2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
MPRIP	72	69	69	69	72	69	70	1.73205080756888
MPST	13	12	8	8	13	12	11	2.64575131106459
MPV17	103	83	100	83	103	100	95.3333333333333	10.785793124909
MPV17L	3	3	8	3	8	3	4.66666666666667	2.88675134594813
MPV17L2	16	4	7	4	16	7	9	6.2449979983984
MPZ	0	0	0	0	0	0	0	0
MPZL1	132	118	119	118	132	119	123	7.81024967590665
MPZL2	0	0	0	0	0	0	0	0
MPZL3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MR1	35	30	22	22	35	30	29	6.557438524302
MRAP	0	0	0	0	0	0	0	0
MRAP2	4	1	3	1	4	3	2.66666666666667	1.52752523165195
MRAS	51	48	50	48	51	50	49.6666666666667	1.52752523165195
MRC1	0	0	0	0	0	0	0	0
MRC2	82	71	58	58	82	71	70.3333333333333	12.0138808606267
MRE11A	23	25	15	15	25	23	21	5.29150262212918
MREG	21	23	10	10	23	21	18	7
MRFAP1	139	105	107	105	139	107	117	19.0787840283389
MRFAP1L1	113	88	86	86	113	88	95.6666666666667	15.0443787951957
MRGBP	2	4	3	2	4	3	3	1
MRGPRF	0	3	6	0	6	3	3	3
MRI1	31	36	21	21	36	31	29.3333333333333	7.63762615825973
MRM1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MRO	3	5	3	3	5	3	3.66666666666667	1.15470053837925
MROH1	3	1	2	1	3	2	2	1
MROH6	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MROH7	0	0	0	0	0	0	0	0
MROH8	1	0	3	0	3	1	1.33333333333333	1.52752523165195
MROH9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MRP63	353	254	254	254	353	254	287	57.157676649773
MRPL1	45	39	38	38	45	39	40.6666666666667	3.78593889720018
MRPL10	11	13	18	11	18	13	14	3.60555127546399
MRPL11	59	36	60	36	60	59	51.6666666666667	13.5769412362775
MRPL12	11	13	10	10	13	11	11.3333333333333	1.52752523165195
MRPL13	202	144	171	144	202	171	172.333333333333	29.022979401387
MRPL14	127	101	97	97	127	101	108.333333333333	16.2890556304942
MRPL15	31	20	16	16	31	20	22.3333333333333	7.76745346515403
MRPL16	24	16	21	16	24	21	20.3333333333333	4.04145188432738
MRPL17	158	151	156	151	158	156	155	3.60555127546399
MRPL18	255	164	202	164	255	202	207	45.7055795281058
MRPL19	47	42	38	38	47	42	42.3333333333333	4.50924975282289
MRPL2	35	22	20	20	35	22	25.6666666666667	8.14452781524708
MRPL20	298	269	248	248	298	269	271.666666666667	25.1064400768674
MRPL21	253	165	201	165	253	201	206.333333333333	44.2417600614322
MRPL22	133	135	119	119	135	133	129	8.71779788708135
MRPL23	14	10	18	10	18	14	14	4
MRPL24	130	115	112	112	130	115	119	9.64365076099295
MRPL27	179	116	113	113	179	116	136	37.2692903071684
MRPL28	19	15	16	15	19	16	16.6666666666667	2.08166599946613
MRPL3	53	46	26	26	53	46	41.6666666666667	14.0118997046558
MRPL30	50	51	56	50	56	51	52.3333333333333	3.21455025366432
MRPL32	128	85	99	85	128	99	104	21.9317121994613
MRPL33	640	492	432	432	640	492	521.333333333333	107.057616886111
MRPL34	41	35	26	26	41	35	34	7.54983443527075
MRPL35	49	32	28	28	49	32	36.3333333333333	11.1504857891185
MRPL36	200	183	187	183	200	187	190	8.88819441731559
MRPL37	23	34	37	23	37	34	31.3333333333333	7.37111479583199
MRPL38	7	6	5	5	7	6	6	1
MRPL39	117	99	103	99	117	103	106.333333333333	9.45163125250522
MRPL4	4	7	4	4	7	4	5	1.73205080756888
MRPL40	150	125	148	125	150	148	141	13.8924439894498
MRPL41	80	58	63	58	80	63	67	11.5325625946708
MRPL42	100	71	80	71	100	80	83.6666666666667	14.8436293854749
MRPL42P5	3	4	4	3	4	4	3.66666666666667	0.577350269189626
MRPL43	130	108	111	108	130	111	116.333333333333	11.9303534454489
MRPL44	59	64	69	59	69	64	64	5
MRPL45	82	77	70	70	82	77	76.3333333333333	6.02771377334171
MRPL45P2	5	3	4	3	5	4	4	1
MRPL46	17	13	15	13	17	15	15	2
MRPL47	165	142	118	118	165	142	141.666666666667	23.5017729827631
MRPL48	74	45	55	45	74	55	58	14.7309198626562
MRPL49	54	40	46	40	54	46	46.6666666666667	7.02376916856849
MRPL50	99	63	73	63	99	73	78.3333333333333	18.5831464863551
MRPL51	547	473	448	448	547	473	489.333333333333	51.4813882226707
MRPL52	65	33	45	33	65	45	47.6666666666667	16.1658075373095
MRPL53	109	70	66	66	109	70	81.6666666666667	23.7557010701291
MRPL54	32	17	22	17	32	22	23.6666666666667	7.63762615825973
MRPL55	25	25	23	23	25	25	24.3333333333333	1.15470053837925
MRPL9	15	11	8	8	15	11	11.3333333333333	3.51188458428425
MRPS10	223	157	177	157	223	177	185.666666666667	33.8427737239921
MRPS11	24	29	25	24	29	25	26	2.64575131106459
MRPS12	7	8	6	6	8	7	7	1
MRPS14	156	111	119	111	156	119	128.666666666667	24.0069434400411
MRPS15	40	43	39	39	43	40	40.6666666666667	2.08166599946613
MRPS16	99	76	87	76	99	87	87.3333333333333	11.5036226178249
MRPS17	91	60	77	60	91	77	76	15.52417469626
MRPS18A	106	87	79	79	106	87	90.6666666666667	13.8684293751431
MRPS18B	103	101	93	93	103	101	99	5.29150262212918
MRPS18C	180	166	161	161	180	166	169	9.8488578017961
MRPS2	10	7	8	7	10	8	8.33333333333333	1.52752523165195
MRPS21	417	337	336	336	417	337	363.333333333333	46.4793861118382
MRPS22	58	44	47	44	58	47	49.6666666666667	7.37111479583199
MRPS23	161	101	106	101	161	106	122.666666666667	33.291640592397
MRPS24	0	0	0	0	0	0	0	0
MRPS25	27	20	16	16	27	20	21	5.56776436283002
MRPS26	30	21	17	17	30	21	22.6666666666667	6.65832811847939
MRPS27	57	60	55	55	60	57	57.3333333333333	2.51661147842358
MRPS28	66	45	40	40	66	45	50.3333333333333	13.7961347243833
MRPS30	19	12	10	10	19	12	13.6666666666667	4.72581562625261
MRPS31	56	39	51	39	56	51	48.6666666666667	8.73689494805411
MRPS31P5	7	5	5	5	7	5	5.66666666666667	1.15470053837925
MRPS33	166	132	137	132	166	137	145	18.3575597506858
MRPS34	49	43	45	43	49	45	45.6666666666667	3.05505046330389
MRPS35	104	109	88	88	109	104	100.333333333333	10.9696551146029
MRPS36	180	134	154	134	180	154	156	23.0651251893416
MRPS5	65	55	48	48	65	55	56	8.54400374531753
MRPS6	76	62	68	62	76	68	68.6666666666667	7.02376916856849
MRPS7	190	126	144	126	190	144	153.333333333333	33.0050501186308
MRPS9	55	44	48	44	55	48	49	5.56776436283002
MRRF	32	22	24	22	32	24	26	5.29150262212918
MRS2	13	9	15	9	15	13	12.3333333333333	3.05505046330389
MRS2P2	2	4	0	0	4	2	2	2
MRTO4	61	71	58	58	71	61	63.3333333333333	6.80685928555405
MRVI1	9	4	8	4	9	8	7	2.64575131106459
MRVI1-AS1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MS4A1	0	0	0	0	0	0	0	0
MS4A10	14	7	11	7	14	11	10.6666666666667	3.51188458428425
MS4A2	5	4	3	3	5	4	4	1
MS4A4A	0	0	0	0	0	0	0	0
MS4A6A	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MS4A6E	0	0	0	0	0	0	0	0
MS4A7	7	7	1	1	7	7	5	3.46410161513775
MSANTD1	0	0	0	0	0	0	0	0
MSANTD2	7	1	5	1	7	5	4.33333333333333	3.05505046330389
MSANTD3	54	28	37	28	54	37	39.6666666666667	13.2035348802256
MSANTD3-TMEFF1	0	0	0	0	0	0	0	0
MSANTD4	20	18	17	17	20	18	18.3333333333333	1.52752523165195
MSC	38	26	23	23	38	26	29	7.93725393319377
MSH2	12	9	5	5	12	9	8.66666666666667	3.51188458428425
MSH3	13	13	13	13	13	13	13	0
MSH4	0	0	0	0	0	0	0	0
MSH5	0	0	0	0	0	0	0	0
MSH6	35	33	38	33	38	35	35.3333333333333	2.51661147842358
MSI1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MSI2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MSL1	24	14	23	14	24	23	20.3333333333333	5.5075705472861
MSL2	7	7	9	7	9	7	7.66666666666667	1.15470053837925
MSL3	37	28	35	28	37	35	33.3333333333333	4.72581562625261
MSL3P1	9	15	15	9	15	15	13	3.46410161513775
MSMB	0	0	0	0	0	0	0	0
MSMO1	138	103	109	103	138	109	116.666666666667	18.7171935218219
MSN	218	161	200	161	218	200	193	29.1376045686669
MSR1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MSRA	6	4	1	1	6	4	3.66666666666667	2.51661147842358
MSRB1	26	23	32	23	32	26	27	4.58257569495584
MSRB2	9	4	10	4	10	9	7.66666666666667	3.21455025366432
MSRB3	192	177	181	177	192	181	183.333333333333	7.76745346515403
MSS51	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MST1	0	0	0	0	0	0	0	0
MST1L	0	0	0	0	0	0	0	0
MST1P2	0	0	0	0	0	0	0	0
MST1R	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MST4	3	1	2	1	3	2	2	1
MSTN	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MSTO1	4	5	2	2	5	4	3.66666666666667	1.52752523165195
MSX1	2	0	4	0	4	2	2	2
MSX2	0	0	3	0	3	0	1	1.73205080756888
