Gene	SUN+LOP.A.7.15.1.F5	SUN+LOP.A.7.16.1.F6	SUN+LOP.A.8.12.1.G9	Min	Max	Median	Mean	Std
LOC100506776	3	0	0	0	3	0	1	1.73205080756888
LOC100506795	5	2	0	0	5	2	2.33333333333333	2.51661147842358
LOC100506801	0	0	0	0	0	0	0	0
LOC100506804	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100506810	0	0	0	0	0	0	0	0
LOC100506834	9	0	0	0	9	0	3	5.19615242270663
LOC100506844	46	33	6	6	46	33	28.3333333333333	20.4042479237372
LOC100506895	0	0	0	0	0	0	0	0
LOC100506963	0	0	0	0	0	0	0	0
LOC100506990	34	23	5	5	34	23	20.6666666666667	14.6401275039985
LOC100507032	3	3	0	0	3	3	2	1.73205080756888
LOC100507053	2	2	0	0	2	2	1.33333333333333	1.15470053837925
LOC100507066	0	0	0	0	0	0	0	0
LOC100507091	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100507117	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100507140	0	0	0	0	0	0	0	0
LOC100507156	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100507173	4	3	0	0	4	3	2.33333333333333	2.08166599946613
LOC100507217	33	29	5	5	33	29	22.3333333333333	15.1437555888007
LOC100507250	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100507254	19	9	6	6	19	9	11.3333333333333	6.80685928555405
LOC100507351	4	4	0	0	4	4	2.66666666666667	2.3094010767585
LOC100507373	2	4	1	1	4	2	2.33333333333333	1.52752523165195
LOC100507377	0	0	0	0	0	0	0	0
LOC100507389	0	0	0	0	0	0	0	0
LOC100507412	3	5	0	0	5	3	2.66666666666667	2.51661147842358
LOC100507424	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100507462	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100507463	0	0	0	0	0	0	0	0
LOC100507489	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100507501	2	6	2	2	6	2	3.33333333333333	2.3094010767585
LOC100507506	0	0	0	0	0	0	0	0
LOC100507537	0	0	0	0	0	0	0	0
LOC100507547	2	3	1	1	3	2	2	1
LOC100507557	3	5	1	1	5	3	3	2
LOC100507564	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC100507577	5	3	1	1	5	3	3	2
LOC100507584	0	0	0	0	0	0	0	0
LOC100507600	0	0	0	0	0	0	0	0
LOC100507602	9	8	1	1	9	8	6	4.35889894354067
LOC100507634	0	0	0	0	0	0	0	0
LOC100507651	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100508120	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100527964	0	0	0	0	0	0	0	0
LOC100616530	2	1	0	0	2	1	1	1
LOC100630918	0	0	0	0	0	0	0	0
LOC100630923	0	0	0	0	0	0	0	0
LOC100631378	0	0	0	0	0	0	0	0
LOC100652736	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100652739	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100652758	0	3	0	0	3	0	1	1.73205080756888
LOC100652768	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC100652772	23	11	2	2	23	11	12	10.5356537528527
LOC100652824	0	0	0	0	0	0	0	0
LOC100653515	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100862671	2	2	0	0	2	2	1.33333333333333	1.15470053837925
LOC100996251	12	6	1	1	12	6	6.33333333333333	5.5075705472861
LOC100996255	24	17	3	3	24	17	14.6666666666667	10.6926766215636
LOC100996291	7	0	0	0	7	0	2.33333333333333	4.04145188432738
LOC100996455	0	0	0	0	0	0	0	0
LOC100996485	1	1	1	1	1	1	1	0
LOC100996634	0	0	0	0	0	0	0	0
LOC100996669	0	0	0	0	0	0	0	0
LOC100996702	0	0	0	0	0	0	0	0
LOC101054525	0	0	0	0	0	0	0	0
LOC101241902	0	0	0	0	0	0	0	0
LOC101409256	6	4	1	1	6	4	3.66666666666667	2.51661147842358
LOC101448202	0	0	0	0	0	0	0	0
LOC101559451	0	0	0	0	0	0	0	0
LOC101593348	0	0	0	0	0	0	0	0
LOC113230	0	0	0	0	0	0	0	0
LOC115110	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC143666	0	0	0	0	0	0	0	0
LOC145474	0	0	0	0	0	0	0	0
LOC145783	0	0	0	0	0	0	0	0
LOC145837	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC145845	0	0	0	0	0	0	0	0
LOC146880	0	0	0	0	0	0	0	0
LOC148413	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC148696	0	0	0	0	0	0	0	0
LOC148709	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LOC149134	0	0	0	0	0	0	0	0
LOC150381	7	12	1	1	12	7	6.66666666666667	5.5075705472861
LOC150568	0	0	0	0	0	0	0	0
LOC150577	0	0	0	0	0	0	0	0
LOC150622	9	0	1	0	9	1	3.33333333333333	4.93288286231625
LOC150776	0	0	0	0	0	0	0	0
LOC150935	0	0	0	0	0	0	0	0
LOC151009	0	0	0	0	0	0	0	0
LOC151171	0	0	0	0	0	0	0	0
LOC151174	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC151475	3	5	0	0	5	3	2.66666666666667	2.51661147842358
LOC152225	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC152742	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC153684	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC154092	0	0	0	0	0	0	0	0
LOC154449	0	0	0	0	0	0	0	0
LOC154761	6	13	5	5	13	6	8	4.35889894354067
LOC155060	1	2	0	0	2	1	1	1
LOC157273	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC158435	0	0	0	0	0	0	0	0
LOC158960	18	13	4	4	18	13	11.6666666666667	7.09459888459759
LOC201651	0	0	0	0	0	0	0	0
LOC202181	0	0	0	0	0	0	0	0
LOC202781	3	4	0	0	4	3	2.33333333333333	2.08166599946613
LOC220729	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LOC221122	0	0	0	0	0	0	0	0
LOC253044	0	0	0	0	0	0	0	0
LOC254128	11	9	0	0	11	9	6.66666666666667	5.85946527708232
LOC254896	1	2	0	0	2	1	1	1
LOC255130	2	3	0	0	3	2	1.66666666666667	1.52752523165195
LOC255167	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LOC255654	0	0	0	0	0	0	0	0
LOC256880	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC257358	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC257396	6	7	0	0	7	6	4.33333333333333	3.78593889720018
LOC283038	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC283070	7	6	3	3	7	6	5.33333333333333	2.08166599946613
LOC283177	0	0	0	0	0	0	0	0
LOC283214	0	0	0	0	0	0	0	0
LOC283299	5	1	0	0	5	1	2	2.64575131106459
LOC283335	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC283440	0	0	0	0	0	0	0	0
LOC283585	0	0	0	0	0	0	0	0
LOC283683	4	3	0	0	4	3	2.33333333333333	2.08166599946613
LOC283692	0	0	0	0	0	0	0	0
LOC283693	2	5	2	2	5	2	3	1.73205080756888
LOC283731	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC283788	20	13	3	3	20	13	12	8.54400374531753
LOC283856	0	0	0	0	0	0	0	0
LOC283922	0	0	0	0	0	0	0	0
LOC284009	0	0	0	0	0	0	0	0
LOC284023	9	8	1	1	9	8	6	4.35889894354067
LOC284080	0	0	0	0	0	0	0	0
LOC284344	0	0	0	0	0	0	0	0
LOC284379	4	5	0	0	5	4	3	2.64575131106459
LOC284395	0	0	0	0	0	0	0	0
LOC284412	45	16	6	6	45	16	22.3333333333333	20.2566861389847
LOC284454	30	6	2	2	30	6	12.6666666666667	15.1437555888007
LOC284551	0	0	0	0	0	0	0	0
LOC284581	0	0	0	0	0	0	0	0
LOC284648	0	0	0	0	0	0	0	0
LOC284688	0	0	0	0	0	0	0	0
LOC284751	0	0	0	0	0	0	0	0
LOC284757	0	0	0	0	0	0	0	0
LOC284798	0	0	0	0	0	0	0	0
LOC284801	0	0	0	0	0	0	0	0
LOC284837	0	0	0	0	0	0	0	0
LOC284865	6	3	0	0	6	3	3	3
LOC284889	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC284933	0	0	0	0	0	0	0	0
LOC284950	6	4	1	1	6	4	3.66666666666667	2.51661147842358
LOC284998	0	0	0	0	0	0	0	0
LOC285033	2	1	0	0	2	1	1	1
LOC285074	11	6	0	0	11	6	5.66666666666667	5.5075705472861
LOC285419	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC285540	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC285593	0	0	0	0	0	0	0	0
LOC285696	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC285740	0	0	0	0	0	0	0	0
LOC285758	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285762	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285819	0	0	0	0	0	0	0	0
LOC285847	0	0	0	0	0	0	0	0
LOC285889	0	0	0	0	0	0	0	0
LOC285972	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC286059	0	0	0	0	0	0	0	0
LOC286177	0	0	0	0	0	0	0	0
LOC286184	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC286186	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC286189	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC286190	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC286297	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0
LOC286367	3	1	2	1	3	2	2	1
LOC286370	0	0	0	0	0	0	0	0
LOC286437	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC286467	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LOC338799	6	1	1	1	6	1	2.66666666666667	2.88675134594813
LOC338817	1	1	1	1	1	1	1	0
LOC338963	0	0	0	0	0	0	0	0
LOC339166	0	0	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0
LOC339505	0	0	0	0	0	0	0	0
LOC339524	3	2	2	2	3	2	2.33333333333333	0.577350269189626
LOC339529	0	0	0	0	0	0	0	0
LOC339535	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC339622	0	0	0	0	0	0	0	0
LOC339803	27	13	2	2	27	13	14	12.5299640861417
LOC339874	0	0	0	0	0	0	0	0
LOC340113	0	0	0	0	0	0	0	0
LOC340515	0	0	0	0	0	0	0	0
LOC344887	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC344967	0	0	0	0	0	0	0	0
LOC374443	23	23	3	3	23	23	16.3333333333333	11.5470053837925
LOC375196	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC375295	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC388152	0	0	0	0	0	0	0	0
LOC388692	8	11	2	2	11	8	7	4.58257569495584
LOC388948	0	0	0	0	0	0	0	0
LOC389033	0	0	0	0	0	0	0	0
LOC389247	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC389641	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC389705	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC389765	0	0	0	0	0	0	0	0
LOC389831	97	63	11	11	97	63	57	43.3128156554154
LOC389834	10	5	1	1	10	5	5.33333333333333	4.50924975282289
LOC389906	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC391322	0	0	0	0	0	0	0	0
LOC392196	0	0	0	0	0	0	0	0
LOC392232	0	0	0	0	0	0	0	0
LOC399715	3	4	0	0	4	3	2.33333333333333	2.08166599946613
LOC399744	0	0	0	0	0	0	0	0
LOC399815	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC400043	0	0	0	0	0	0	0	0
LOC400456	0	0	0	0	0	0	0	0
LOC400548	6	4	2	2	6	4	4	2
LOC400655	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LOC400684	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC400752	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC400891	7	4	1	1	7	4	4	3
LOC400927	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC400958	4	4	0	0	4	4	2.66666666666667	2.3094010767585
LOC401052	10	6	4	4	10	6	6.66666666666667	3.05505046330389
LOC401127	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC401134	0	0	0	0	0	0	0	0
LOC401320	11	4	2	2	11	4	5.66666666666667	4.72581562625261
LOC401321	4	2	0	0	4	2	2	2
LOC401324	0	0	0	0	0	0	0	0
LOC401397	128	104	13	13	128	104	81.6666666666667	60.6657509088393
LOC401557	0	0	0	0	0	0	0	0
LOC401980	0	0	0	0	0	0	0	0
LOC439994	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC440028	0	0	0	0	0	0	0	0
LOC440173	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC440243	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC440300	19	9	5	5	19	9	11	7.21110255092798
LOC440311	0	0	0	0	0	0	0	0
LOC440434	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC440461	0	0	0	0	0	0	0	0
LOC440600	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC440700	0	0	0	0	0	0	0	0
LOC440704	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC440894	0	0	0	0	0	0	0	0
LOC440896	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC440905	0	0	0	0	0	0	0	0
LOC440910	4	0	0	0	4	0	1.33333333333333	2.3094010767585
LOC441009	0	0	0	0	0	0	0	0
LOC441081	14	8	2	2	14	8	8	6
LOC441155	0	0	0	0	0	0	0	0
LOC441204	0	0	0	0	0	0	0	0
LOC441242	2	1	0	0	2	1	1	1
LOC441454	5	2	0	0	5	2	2.33333333333333	2.51661147842358
LOC441455	0	0	0	0	0	0	0	0
LOC441461	0	0	0	0	0	0	0	0
LOC441666	9	4	1	1	9	4	4.66666666666667	4.04145188432738
LOC442028	0	0	0	0	0	0	0	0
LOC442132	0	0	0	0	0	0	0	0
LOC442497	0	0	0	0	0	0	0	0
LOC493754	31	12	4	4	31	12	15.6666666666667	13.8684293751431
LOC494141	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC541471	62	34	8	8	62	34	34.6666666666667	27.0061721340388
LOC541473	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC550112	17	16	3	3	17	16	12	7.81024967590665
LOC550643	237	165	37	37	237	165	146.333333333333	101.298239537187
LOC553103	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC554206	0	0	0	0	0	0	0	0
LOC554223	0	0	0	0	0	0	0	0
LOC574538	0	0	0	0	0	0	0	0
LOC595101	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC606724	0	0	0	0	0	0	0	0
LOC613037	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC619207	0	0	0	0	0	0	0	0
LOC641367	0	0	0	0	0	0	0	0
LOC642236	9	13	5	5	13	9	9	4
LOC642361	3	0	0	0	3	0	1	1.73205080756888
LOC642366	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC642846	0	0	0	0	0	0	0	0
LOC642852	6	3	2	2	6	3	3.66666666666667	2.08166599946613
LOC643201	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC643339	0	0	0	0	0	0	0	0
LOC643355	0	0	0	0	0	0	0	0
LOC643401	27	19	2	2	27	19	16	12.7671453348037
LOC643406	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LOC643542	0	0	0	0	0	0	0	0
LOC643623	5	3	0	0	5	3	2.66666666666667	2.51661147842358
LOC643648	0	0	0	0	0	0	0	0
LOC643711	0	0	0	0	0	0	0	0
LOC643723	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC643733	3	3	0	0	3	3	2	1.73205080756888
LOC643770	1	5	1	1	5	1	2.33333333333333	2.3094010767585
LOC643802	0	0	0	0	0	0	0	0
LOC643837	20	6	2	2	20	6	9.33333333333333	9.45163125250522
LOC643923	0	0	0	0	0	0	0	0
LOC644172	0	0	0	0	0	0	0	0
LOC644248	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC644554	0	0	0	0	0	0	0	0
LOC644656	5	2	1	1	5	2	2.66666666666667	2.08166599946613
LOC644669	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC644838	0	0	0	0	0	0	0	0
LOC644936	2	2	0	0	2	2	1.33333333333333	1.15470053837925
LOC644961	2	3	0	0	3	2	1.66666666666667	1.52752523165195
LOC645166	18	18	2	2	18	18	12.6666666666667	9.23760430703401
LOC645434	0	0	0	0	0	0	0	0
LOC645513	0	0	0	0	0	0	0	0
LOC645638	71	47	12	12	71	47	43.3333333333333	29.6704117486316
LOC645752	0	0	0	0	0	0	0	0
LOC646214	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LOC646268	0	0	0	0	0	0	0	0
LOC646278	0	0	0	0	0	0	0	0
LOC646329	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC646471	7	2	0	0	7	2	3	3.60555127546399
LOC646626	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC646719	2	4	2	2	4	2	2.66666666666667	1.15470053837925
LOC646736	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC646762	16	11	1	1	16	11	9.33333333333333	7.63762615825973
LOC646903	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC646938	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC646999	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC648691	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC648987	19	19	2	2	19	19	13.3333333333333	9.81495457622364
LOC650226	0	0	0	0	0	0	0	0
LOC650293	0	0	0	0	0	0	0	0
LOC650368	0	0	0	0	0	0	0	0
LOC652276	14	16	0	0	16	14	10	8.71779788708135
LOC653160	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC653501	0	0	0	0	0	0	0	0
LOC653513	0	0	0	0	0	0	0	0
LOC653653	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC653712	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC654342	3	4	0	0	4	3	2.33333333333333	2.08166599946613
LOC654433	2	1	0	0	2	1	1	1
LOC654841	2	1	0	0	2	1	1	1
LOC727677	0	0	0	0	0	0	0	0
LOC727751	0	0	0	0	0	0	0	0
LOC727896	5	4	1	1	5	4	3.33333333333333	2.08166599946613
LOC727982	0	0	0	0	0	0	0	0
LOC728024	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC728084	0	0	0	0	0	0	0	0
LOC728175	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC728228	0	0	0	0	0	0	0	0
LOC728323	4	3	0	0	4	3	2.33333333333333	2.08166599946613
LOC728342	5	0	1	0	5	1	2	2.64575131106459
LOC728392	6	3	1	1	6	3	3.33333333333333	2.51661147842358
LOC728407	2	0	1	0	2	1	1	1
LOC728431	4	3	0	0	4	3	2.33333333333333	2.08166599946613
LOC728463	0	0	0	0	0	0	0	0
LOC728537	0	0	0	0	0	0	0	0
LOC728606	9	3	0	0	9	3	4	4.58257569495584
LOC728613	2	2	0	0	2	2	1.33333333333333	1.15470053837925
LOC728730	26	15	5	5	26	15	15.3333333333333	10.5039675043925
LOC728743	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC728752	1	2	0	0	2	1	1	1
LOC728819	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC729020	0	0	0	0	0	0	0	0
LOC729041	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC729121	0	0	0	0	0	0	0	0
LOC729176	0	0	0	0	0	0	0	0
LOC729177	0	0	0	0	0	0	0	0
LOC729444	1	4	0	0	4	1	1.66666666666667	2.08166599946613
LOC729506	0	0	0	0	0	0	0	0
LOC729603	8	5	0	0	8	5	4.33333333333333	4.04145188432738
LOC729609	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC729683	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC729732	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC729737	0	0	0	0	0	0	0	0
LOC729739	0	0	0	0	0	0	0	0
LOC729852	10	7	3	3	10	7	6.66666666666667	3.51188458428425
LOC729950	0	0	0	0	0	0	0	0
LOC729970	1	3	0	0	3	1	1.33333333333333	1.52752523165195
LOC729987	0	0	0	0	0	0	0	0
LOC730101	3	3	0	0	3	3	2	1.73205080756888
LOC730102	1	2	0	0	2	1	1	1
LOC730183	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC730227	1	2	0	0	2	1	1	1
LOC730668	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC731223	0	0	0	0	0	0	0	0
LOC731275	3	3	0	0	3	3	2	1.73205080756888
LOC731424	6	10	1	1	10	6	5.66666666666667	4.50924975282289
LOC731779	0	0	0	0	0	0	0	0
LOC79015	14	16	2	2	16	14	10.6666666666667	7.57187779440036
LOC80154	0	0	0	0	0	0	0	0
LOC81691	0	0	0	0	0	0	0	0
LOC90246	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC90784	9	2	1	1	9	2	4	4.35889894354067
LOC90834	8	7	1	1	8	7	5.33333333333333	3.78593889720018
LOC91450	0	0	0	0	0	0	0	0
LOC92249	30	10	6	6	30	10	15.3333333333333	12.8582010146573
LOC93622	5	1	1	1	5	1	2.33333333333333	2.3094010767585
LOC96610	6	6	3	3	6	6	5	1.73205080756888
LOH12CR1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOH12CR2	2	3	2	2	3	2	2.33333333333333	0.577350269189626
LONP1	14	7	3	3	14	7	8	5.56776436283002
LONP2	17	13	1	1	17	13	10.3333333333333	8.32666399786453
LONRF1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
LONRF2	4	0	1	0	4	1	1.66666666666667	2.08166599946613
LONRF3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOX	249	150	42	42	249	150	147	103.532603560424
LOXL1	27	24	7	7	27	24	19.3333333333333	10.785793124909
LOXL1-AS1	9	6	1	1	9	6	5.33333333333333	4.04145188432738
LOXL2	202	123	33	33	202	123	119.333333333333	84.5596436447868
LOXL3	1	3	0	0	3	1	1.33333333333333	1.52752523165195
LOXL4	9	3	1	1	9	3	4.33333333333333	4.16333199893227
LPAL2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LPAR1	16	9	3	3	16	9	9.33333333333333	6.50640709864771
LPAR2	0	0	0	0	0	0	0	0
LPAR3	0	0	0	0	0	0	0	0
LPAR4	0	0	0	0	0	0	0	0
LPAR5	0	0	0	0	0	0	0	0
LPAR6	11	7	1	1	11	7	6.33333333333333	5.03322295684717
LPCAT1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LPCAT2	42	24	5	5	42	24	23.6666666666667	18.5022521151706
LPCAT3	8	10	1	1	10	8	6.33333333333333	4.72581562625261
LPCAT4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LPGAT1	22	16	8	8	22	16	15.3333333333333	7.02376916856849
LPHN1	10	3	1	1	10	3	4.66666666666667	4.72581562625261
LPHN2	12	5	3	3	12	5	6.66666666666667	4.72581562625261
LPHN3	0	0	0	0	0	0	0	0
LPIN1	20	26	7	7	26	20	17.6666666666667	9.71253485622231
LPIN2	23	16	1	1	23	16	13.3333333333333	11.2398102000582
LPIN3	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LPL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LPO	0	0	0	0	0	0	0	0
LPP	90	53	13	13	90	53	52	38.5097390279394
LPP-AS2	3	0	0	0	3	0	1	1.73205080756888
LPPR2	2	4	0	0	4	2	2	2
LPPR4	0	0	0	0	0	0	0	0
LPPR5	0	0	0	0	0	0	0	0
LPXN	3	4	0	0	4	3	2.33333333333333	2.08166599946613
LRAT	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LRBA	13	5	1	1	13	5	6.33333333333333	6.11010092660779
LRCH1	8	2	0	0	8	2	3.33333333333333	4.16333199893227
LRCH2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LRCH3	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LRCH4	0	0	0	0	0	0	0	0
LRFN1	0	0	0	0	0	0	0	0
LRFN3	0	0	0	0	0	0	0	0
LRFN4	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LRFN5	0	0	0	0	0	0	0	0
LRG1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRGUK	0	0	0	0	0	0	0	0
LRIF1	55	31	9	9	55	31	31.6666666666667	23.0072452356499
LRIG1	3	4	0	0	4	3	2.33333333333333	2.08166599946613
LRIG2	8	4	1	1	8	4	4.33333333333333	3.51188458428425
LRIG3	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LRIT3	0	0	0	0	0	0	0	0
LRMP	6	2	0	0	6	2	2.66666666666667	3.05505046330389
LRP1	146	79	24	24	146	79	83	61.0982814815605
LRP10	40	25	6	6	40	25	23.6666666666667	17.0391705588427
LRP11	10	10	1	1	10	10	7	5.19615242270663
LRP12	31	16	4	4	31	16	17	13.5277492584687
LRP2	0	0	0	0	0	0	0	0
LRP2BP	1	3	0	0	3	1	1.33333333333333	1.52752523165195
LRP3	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LRP4	3	0	0	0	3	0	1	1.73205080756888
LRP4-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRP5	5	4	1	1	5	4	3.33333333333333	2.08166599946613
LRP5L	0	0	0	0	0	0	0	0
LRP6	14	5	1	1	14	5	6.66666666666667	6.65832811847939
LRP8	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LRPAP1	94	58	15	15	94	58	55.6666666666667	39.5516539898565
LRPPRC	23	24	4	4	24	23	17	11.2694276695846
LRR1	14	15	0	0	15	14	9.66666666666667	8.38649708360608
LRRC1	5	0	1	0	5	1	2	2.64575131106459
LRRC10	0	0	0	0	0	0	0	0
LRRC14	2	1	0	0	2	1	1	1
LRRC15	0	0	0	0	0	0	0	0
LRRC16A	10	11	1	1	11	10	7.33333333333333	5.5075705472861
LRRC16B	0	0	0	0	0	0	0	0
LRRC17	461	285	53	53	461	285	266.333333333333	204.63952045813
LRRC19	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC2	6	6	2	2	6	6	4.66666666666667	2.3094010767585
LRRC20	3	0	0	0	3	0	1	1.73205080756888
LRRC23	8	3	0	0	8	3	3.66666666666667	4.04145188432738
LRRC25	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LRRC27	10	15	0	0	15	10	8.33333333333333	7.63762615825973
LRRC28	22	8	3	3	22	8	11	9.8488578017961
LRRC29	2	0	1	0	2	1	1	1
LRRC3	5	1	1	1	5	1	2.33333333333333	2.3094010767585
LRRC3-AS1	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	0
LRRC32	12	8	5	5	12	8	8.33333333333333	3.51188458428425
LRRC34	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LRRC36	0	0	0	0	0	0	0	0
LRRC37A11P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRRC37A2	0	0	0	0	0	0	0	0
LRRC37A3	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LRRC37A4P	10	6	2	2	10	6	6	4
LRRC37A6P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC37B	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LRRC37BP1	14	7	2	2	14	7	7.66666666666667	6.02771377334171
