Gene	DTP.A.7.9.1.E11	DTP.A.7.10.1.E12	DTP.A.8.5.1.G3	Min	Max	Median	Mean	Std
LOC284889	4	3	0	0	4	3	2.33333333333333	2.08166599946613
LOC284933	0	0	0	0	0	0	0	0
LOC284950	9	6	3	3	9	6	6	3
LOC284998	0	0	0	0	0	0	0	0
LOC285033	3	0	1	0	3	1	1.33333333333333	1.52752523165195
LOC285074	9	5	10	5	10	9	8	2.64575131106459
LOC285419	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC285540	0	3	1	0	3	1	1.33333333333333	1.52752523165195
LOC285593	0	0	0	0	0	0	0	0
LOC285696	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285740	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285758	3	0	0	0	3	0	1	1.73205080756888
LOC285762	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285819	2	0	1	0	2	1	1	1
LOC285847	0	0	0	0	0	0	0	0
LOC285889	0	0	0	0	0	0	0	0
LOC285972	3	3	0	0	3	3	2	1.73205080756888
LOC286059	0	0	0	0	0	0	0	0
LOC286177	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC286184	2	5	1	1	5	2	2.66666666666667	2.08166599946613
LOC286186	6	2	3	2	6	3	3.66666666666667	2.08166599946613
LOC286189	0	0	0	0	0	0	0	0
LOC286190	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LOC286297	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0
LOC286367	2	0	2	0	2	2	1.33333333333333	1.15470053837925
LOC286370	0	0	0	0	0	0	0	0
LOC286437	9	2	0	0	9	2	3.66666666666667	4.72581562625261
LOC286467	4	2	0	0	4	2	2	2
LOC338799	7	4	2	2	7	4	4.33333333333333	2.51661147842358
LOC338817	4	0	2	0	4	2	2	2
LOC338963	0	0	0	0	0	0	0	0
LOC339166	0	0	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0
LOC339505	4	1	0	0	4	1	1.66666666666667	2.08166599946613
LOC339524	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC339529	0	0	0	0	0	0	0	0
LOC339535	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC339622	0	0	0	0	0	0	0	0
LOC339803	47	15	42	15	47	42	34.6666666666667	17.2143351115671
LOC339874	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC340113	0	0	0	0	0	0	0	0
LOC340515	0	0	0	0	0	0	0	0
LOC344887	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC344967	0	0	0	0	0	0	0	0
LOC374443	35	19	23	19	35	23	25.6666666666667	8.32666399786453
LOC375196	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC375295	0	0	0	0	0	0	0	0
LOC388152	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC388692	27	7	8	7	27	8	14	11.2694276695846
LOC388948	0	0	0	0	0	0	0	0
LOC389033	0	0	0	0	0	0	0	0
LOC389247	0	0	0	0	0	0	0	0
LOC389641	8	2	2	2	8	2	4	3.46410161513775
LOC389705	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC389765	0	0	0	0	0	0	0	0
LOC389831	152	56	73	56	152	73	93.6666666666667	51.2282474161798
LOC389834	27	8	8	8	27	8	14.3333333333333	10.9696551146029
LOC389906	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC391322	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC392196	0	0	0	0	0	0	0	0
LOC392232	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LOC399715	8	0	1	0	8	1	3	4.35889894354067
LOC399744	2	0	1	0	2	1	1	1
LOC399815	0	0	0	0	0	0	0	0
LOC400043	0	0	0	0	0	0	0	0
LOC400456	4	0	2	0	4	2	2	2
LOC400548	16	6	0	0	16	6	7.33333333333333	8.08290376865476
LOC400655	9	4	1	1	9	4	4.66666666666667	4.04145188432738
LOC400684	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC400752	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC400891	7	3	2	2	7	3	4	2.64575131106459
LOC400927	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC400958	9	4	3	3	9	4	5.33333333333333	3.21455025366432
LOC401052	12	6	3	3	12	6	7	4.58257569495584
LOC401127	0	0	0	0	0	0	0	0
LOC401134	0	0	0	0	0	0	0	0
LOC401320	14	6	8	6	14	8	9.33333333333333	4.16333199893227
LOC401321	1	2	3	1	3	2	2	1
LOC401324	0	0	0	0	0	0	0	0
LOC401397	268	97	150	97	268	150	171.666666666667	87.5347550024179
LOC401557	0	0	0	0	0	0	0	0
LOC401980	0	0	0	0	0	0	0	0
LOC439994	0	2	1	0	2	1	1	1
LOC440028	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC440173	0	0	0	0	0	0	0	0
LOC440243	3	3	1	1	3	3	2.33333333333333	1.15470053837925
LOC440300	32	18	8	8	32	18	19.3333333333333	12.0554275466834
LOC440311	0	0	0	0	0	0	0	0
LOC440434	2	1	4	1	4	2	2.33333333333333	1.52752523165195
LOC440461	0	0	0	0	0	0	0	0
LOC440600	9	2	1	1	9	2	4	4.35889894354067
LOC440700	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC440704	0	0	0	0	0	0	0	0
LOC440894	0	0	0	0	0	0	0	0
LOC440896	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LOC440905	0	0	0	0	0	0	0	0
LOC440910	0	0	0	0	0	0	0	0
LOC441009	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC441081	19	13	6	6	19	13	12.6666666666667	6.50640709864771
LOC441155	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC441204	0	0	0	0	0	0	0	0
LOC441242	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC441454	13	2	1	1	13	2	5.33333333333333	6.65832811847939
LOC441455	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC441461	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC441666	20	9	3	3	20	9	10.6666666666667	8.62167810425171
LOC442028	0	0	0	0	0	0	0	0
LOC442132	0	0	0	0	0	0	0	0
LOC442497	0	0	0	0	0	0	0	0
LOC493754	57	16	10	10	57	16	27.6666666666667	25.5799400572662
LOC494141	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC541471	99	36	52	36	99	52	62.3333333333333	32.7465010853577
LOC541473	0	0	0	0	0	0	0	0
LOC550112	35	10	23	10	35	23	22.6666666666667	12.5033328890074
LOC550643	453	193	255	193	453	255	300.333333333333	135.798870883868
LOC553103	3	2	2	2	3	2	2.33333333333333	0.577350269189626
LOC554206	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC554223	0	0	0	0	0	0	0	0
LOC574538	0	0	0	0	0	0	0	0
LOC595101	0	0	0	0	0	0	0	0
LOC606724	0	0	0	0	0	0	0	0
LOC613037	2	1	0	0	2	1	1	1
LOC619207	0	0	0	0	0	0	0	0
LOC641367	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC642236	30	20	8	8	30	20	19.3333333333333	11.0151410945722
LOC642361	0	3	1	0	3	1	1.33333333333333	1.52752523165195
LOC642366	0	0	0	0	0	0	0	0
LOC642846	0	0	0	0	0	0	0	0
LOC642852	14	5	7	5	14	7	8.66666666666667	4.72581562625261
LOC643201	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC643339	0	0	0	0	0	0	0	0
LOC643355	0	0	0	0	0	0	0	0
LOC643401	45	26	23	23	45	26	31.3333333333333	11.9303534454489
LOC643406	5	1	3	1	5	3	3	2
LOC643542	0	0	0	0	0	0	0	0
LOC643623	4	2	0	0	4	2	2	2
LOC643648	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC643711	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC643723	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC643733	0	2	2	0	2	2	1.33333333333333	1.15470053837925
LOC643770	4	0	4	0	4	4	2.66666666666667	2.3094010767585
LOC643802	0	0	0	0	0	0	0	0
LOC643837	28	14	14	14	28	14	18.6666666666667	8.08290376865476
LOC643923	0	0	0	0	0	0	0	0
LOC644172	0	0	0	0	0	0	0	0
LOC644248	0	0	0	0	0	0	0	0
LOC644554	0	0	0	0	0	0	0	0
LOC644656	7	0	2	0	7	2	3	3.60555127546399
LOC644669	3	3	2	2	3	3	2.66666666666667	0.577350269189626
LOC644838	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC644936	5	2	1	1	5	2	2.66666666666667	2.08166599946613
LOC644961	5	2	3	2	5	3	3.33333333333333	1.52752523165195
LOC645166	34	11	17	11	34	17	20.6666666666667	11.9303534454489
LOC645434	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC645513	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC645638	222	48	68	48	222	68	112.666666666667	95.2120440560612
LOC645752	0	0	0	0	0	0	0	0
LOC646214	5	2	0	0	5	2	2.33333333333333	2.51661147842358
LOC646268	0	0	0	0	0	0	0	0
LOC646278	2	0	1	0	2	1	1	1
LOC646329	3	0	0	0	3	0	1	1.73205080756888
LOC646471	11	5	0	0	11	5	5.33333333333333	5.5075705472861
LOC646626	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC646719	10	5	3	3	10	5	6	3.60555127546399
LOC646736	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC646762	26	6	10	6	26	10	14	10.5830052442584
LOC646903	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC646938	0	0	0	0	0	0	0	0
LOC646999	3	2	1	1	3	2	2	1
LOC648691	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC648987	55	21	17	17	55	21	31	20.8806130178211
LOC650226	0	0	0	0	0	0	0	0
LOC650293	0	0	0	0	0	0	0	0
LOC650368	0	0	0	0	0	0	0	0
LOC652276	25	10	7	7	25	10	14	9.64365076099295
LOC653160	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC653501	0	0	0	0	0	0	0	0
LOC653513	0	0	0	0	0	0	0	0
LOC653653	0	0	0	0	0	0	0	0
LOC653712	5	3	1	1	5	3	3	2
LOC654342	5	1	2	1	5	2	2.66666666666667	2.08166599946613
LOC654433	1	0	2	0	2	1	1	1
LOC654841	5	3	0	0	5	3	2.66666666666667	2.51661147842358
LOC727677	0	0	0	0	0	0	0	0
LOC727751	0	0	0	0	0	0	0	0
LOC727896	12	3	6	3	12	6	7	4.58257569495584
LOC727982	0	0	0	0	0	0	0	0
LOC728024	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC728084	0	0	0	0	0	0	0	0
LOC728175	0	0	0	0	0	0	0	0
LOC728228	0	0	0	0	0	0	0	0
LOC728323	4	2	3	2	4	3	3	1
LOC728342	5	2	0	0	5	2	2.33333333333333	2.51661147842358
LOC728392	15	10	7	7	15	10	10.6666666666667	4.04145188432738
LOC728407	1	3	1	1	3	1	1.66666666666667	1.15470053837925
LOC728431	6	4	6	4	6	6	5.33333333333333	1.15470053837925
LOC728463	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC728537	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC728606	12	2	2	2	12	2	5.33333333333333	5.77350269189626
LOC728613	6	2	1	1	6	2	3	2.64575131106459
LOC728730	48	13	32	13	48	32	31	17.5214154679352
LOC728743	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC728752	0	0	0	0	0	0	0	0
LOC728819	1	2	3	1	3	2	2	1
LOC729020	0	0	0	0	0	0	0	0
LOC729041	0	0	0	0	0	0	0	0
LOC729121	0	0	0	0	0	0	0	0
LOC729176	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC729177	0	0	0	0	0	0	0	0
LOC729444	9	4	2	2	9	4	5	3.60555127546399
LOC729506	0	0	0	0	0	0	0	0
LOC729603	14	10	3	3	14	10	9	5.56776436283002
LOC729609	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC729683	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC729732	1	3	1	1	3	1	1.66666666666667	1.15470053837925
LOC729737	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC729739	0	0	0	0	0	0	0	0
LOC729852	16	1	12	1	16	12	9.66666666666667	7.76745346515403
LOC729950	0	0	0	0	0	0	0	0
LOC729970	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC729987	2	0	1	0	2	1	1	1
LOC730101	6	4	3	3	6	4	4.33333333333333	1.52752523165195
LOC730102	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC730183	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC730227	4	4	3	3	4	4	3.66666666666667	0.577350269189626
LOC730668	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC731223	0	0	0	0	0	0	0	0
LOC731275	8	2	6	2	8	6	5.33333333333333	3.05505046330389
LOC731424	16	8	4	4	16	8	9.33333333333333	6.11010092660779
LOC731779	0	0	0	0	0	0	0	0
LOC79015	46	23	20	20	46	23	29.6666666666667	14.2243921955679
LOC80154	0	0	0	0	0	0	0	0
LOC81691	3	0	1	0	3	1	1.33333333333333	1.52752523165195
LOC90246	3	0	0	0	3	0	1	1.73205080756888
LOC90784	12	4	3	3	12	4	6.33333333333333	4.93288286231625
LOC90834	22	10	3	3	22	10	11.6666666666667	9.60902353693305
LOC91450	0	0	0	0	0	0	0	0
LOC92249	42	21	27	21	42	27	30	10.816653826392
LOC93622	9	2	4	2	9	4	5	3.60555127546399
LOC96610	31	6	8	6	31	8	15	13.8924439894498
LOH12CR1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
LOH12CR2	4	5	6	4	6	5	5	1
LONP1	22	15	16	15	22	16	17.6666666666667	3.78593889720018
LONP2	53	25	28	25	53	28	35.3333333333333	15.3731367434669
LONRF1	7	7	2	2	7	7	5.33333333333333	2.88675134594813
LONRF2	5	4	3	3	5	4	4	1
LONRF3	0	0	0	0	0	0	0	0
LOX	476	259	182	182	476	259	305.666666666667	152.454364756583
LOXL1	54	24	20	20	54	24	32.6666666666667	18.5831464863551
LOXL1-AS1	16	7	10	7	16	10	11	4.58257569495584
LOXL2	400	185	186	185	400	186	257	123.842642090679
LOXL3	3	2	1	1	3	2	2	1
LOXL4	13	7	11	7	13	11	10.3333333333333	3.05505046330389
LPAL2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LPAR1	40	23	20	20	40	23	27.6666666666667	10.785793124909
LPAR2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LPAR3	0	0	0	0	0	0	0	0
LPAR4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LPAR5	0	0	0	0	0	0	0	0
LPAR6	22	6	17	6	22	17	15	8.18535277187245
LPCAT1	5	1	1	1	5	1	2.33333333333333	2.3094010767585
LPCAT2	54	25	37	25	54	37	38.6666666666667	14.5716619962629
LPCAT3	18	9	8	8	18	9	11.6666666666667	5.5075705472861
LPCAT4	6	4	5	4	6	5	5	1
LPGAT1	51	22	20	20	51	22	31	17.3493515728975
LPHN1	9	4	8	4	9	8	7	2.64575131106459
LPHN2	10	11	10	10	11	10	10.3333333333333	0.577350269189626
LPHN3	3	0	0	0	3	0	1	1.73205080756888
LPIN1	41	26	18	18	41	26	28.3333333333333	11.6761865920913
LPIN2	44	17	27	17	44	27	29.3333333333333	13.6503968196288
LPIN3	9	1	6	1	9	6	5.33333333333333	4.04145188432738
LPL	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LPO	0	0	0	0	0	0	0	0
LPP	183	69	50	50	183	69	100.666666666667	71.9328390468035
LPP-AS2	5	4	3	3	5	4	4	1
LPPR2	3	4	10	3	10	4	5.66666666666667	3.78593889720018
LPPR4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LPPR5	0	0	0	0	0	0	0	0
LPXN	11	5	4	4	11	5	6.66666666666667	3.78593889720018
LRAT	5	0	1	0	5	1	2	2.64575131106459
LRBA	18	10	17	10	18	17	15	4.35889894354067
LRCH1	13	4	3	3	13	4	6.66666666666667	5.5075705472861
LRCH2	4	3	2	2	4	3	3	1
LRCH3	6	1	1	1	6	1	2.66666666666667	2.88675134594813
LRCH4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRFN1	0	0	0	0	0	0	0	0
LRFN3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LRFN4	6	2	2	2	6	2	3.33333333333333	2.3094010767585
LRFN5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRG1	5	0	0	0	5	0	1.66666666666667	2.88675134594813
LRGUK	0	0	0	0	0	0	0	0
LRIF1	107	29	49	29	107	49	61.6666666666667	40.5133722779693
LRIG1	13	4	3	3	13	4	6.66666666666667	5.5075705472861
LRIG2	11	5	5	5	11	5	7	3.46410161513775
LRIG3	5	6	3	3	6	5	4.66666666666667	1.52752523165195
LRIT3	0	0	0	0	0	0	0	0
LRMP	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LRP1	244	90	105	90	244	105	146.333333333333	84.9136816616341
LRP10	78	39	51	39	78	51	56	19.9749843554382
LRP11	22	12	4	4	22	12	12.6666666666667	9.01849950564579
LRP12	61	18	22	18	61	22	33.6666666666667	23.7557010701291
LRP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRP2BP	7	2	4	2	7	4	4.33333333333333	2.51661147842358
LRP3	7	2	4	2	7	4	4.33333333333333	2.51661147842358
LRP4	2	3	1	1	3	2	2	1
LRP4-AS1	0	0	0	0	0	0	0	0
LRP5	15	1	1	1	15	1	5.66666666666667	8.08290376865476
LRP5L	0	0	0	0	0	0	0	0
LRP6	22	13	9	9	22	13	14.6666666666667	6.65832811847939
LRP8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LRPAP1	144	57	85	57	144	85	95.3333333333333	44.4109596083369
LRPPRC	48	27	21	21	48	27	32	14.1774468787578
LRR1	18	13	18	13	18	18	16.3333333333333	2.88675134594813
LRRC1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
LRRC10	0	0	0	0	0	0	0	0
LRRC14	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LRRC15	7	3	0	0	7	3	3.33333333333333	3.51188458428425
LRRC16A	32	13	20	13	32	20	21.6666666666667	9.60902353693305
LRRC16B	0	0	0	0	0	0	0	0
LRRC17	873	345	405	345	873	405	541	289.081303442474
LRRC19	3	0	2	0	3	2	1.66666666666667	1.52752523165195
LRRC2	13	6	6	6	13	6	8.33333333333333	4.04145188432738
LRRC20	3	0	1	0	3	1	1.33333333333333	1.52752523165195
LRRC23	4	2	3	2	4	3	3	1
LRRC25	7	1	6	1	7	6	4.66666666666667	3.21455025366432
LRRC27	34	13	20	13	34	20	22.3333333333333	10.6926766215636
LRRC28	42	17	18	17	42	18	25.6666666666667	14.1539158303748
LRRC29	1	1	3	1	3	1	1.66666666666667	1.15470053837925
LRRC3	12	6	5	5	12	6	7.66666666666667	3.78593889720018
LRRC3-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC31	0	0	0	0	0	0	0	0
LRRC32	28	17	22	17	28	22	22.3333333333333	5.5075705472861
LRRC34	2	3	3	2	3	3	2.66666666666667	0.577350269189626
LRRC36	0	0	0	0	0	0	0	0
LRRC37A11P	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LRRC37A2	0	0	0	0	0	0	0	0
LRRC37A3	4	6	5	4	6	5	5	1
LRRC37A4P	24	9	5	5	24	9	12.6666666666667	10.0166528008778
LRRC37A6P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC37B	1	1	1	1	1	1	1	0
LRRC37BP1	21	14	10	10	21	14	15	5.56776436283002
LRRC39	1	1	1	1	1	1	1	0
LRRC4	0	0	0	0	0	0	0	0
LRRC40	20	10	16	10	20	16	15.3333333333333	5.03322295684717
LRRC41	41	13	19	13	41	19	24.3333333333333	14.742229591664
LRRC42	22	9	10	9	22	10	13.6666666666667	7.23417813807024
LRRC43	0	0	0	0	0	0	0	0
LRRC45	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC46	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC47	30	10	12	10	30	12	17.3333333333333	11.0151410945722
LRRC48	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LRRC49	44	11	20	11	44	20	25	17.058722109232
LRRC4B	0	0	0	0	0	0	0	0
LRRC4C	0	0	0	0	0	0	0	0
LRRC56	5	5	1	1	5	5	3.66666666666667	2.3094010767585
LRRC57	47	16	16	16	47	16	26.3333333333333	17.8978583448784
LRRC58	62	31	19	19	62	31	37.3333333333333	22.1885856541902
LRRC59	36	19	14	14	36	19	23	11.5325625946708
LRRC6	4	1	2	1	4	2	2.33333333333333	1.52752523165195
LRRC61	0	0	0	0	0	0	0	0
LRRC66	0	0	0	0	0	0	0	0
LRRC69	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LRRC7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC70	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LRRC71	0	0	0	0	0	0	0	0
LRRC73	1	2	0	0	2	1	1	1
LRRC8A	46	18	19	18	46	19	27.6666666666667	15.8850034099251
LRRC8B	1	1	1	1	1	1	1	0
LRRC8C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC8D	11	4	5	4	11	5	6.66666666666667	3.78593889720018
LRRC8E	4	2	1	1	4	2	2.33333333333333	1.52752523165195
LRRC9	0	0	0	0	0	0	0	0
LRRCC1	9	1	0	0	9	1	3.33333333333333	4.93288286231625
LRRD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRFIP1	260	128	106	106	260	128	164.666666666667	83.290655738404
LRRFIP2	48	23	30	23	48	30	33.6666666666667	12.8970280814354
LRRIQ1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LRRIQ3	3	1	2	1	3	2	2	1
LRRIQ4	0	0	0	0	0	0	0	0
LRRK1	6	2	1	1	6	2	3	2.64575131106459
LRRK2	4	0	1	0	4	1	1.66666666666667	2.08166599946613
LRRN1	0	0	0	0	0	0	0	0
LRRN2	0	0	0	0	0	0	0	0
LRRN3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRN4	0	0	0	0	0	0	0	0
LRRN4CL	17	9	7	7	17	9	11	5.29150262212918
LRRTM2	5	3	1	1	5	3	3	2
LRRTM4	0	0	0	0	0	0	0	0
LRSAM1	56	25	37	25	56	37	39.3333333333333	15.6311654502578
LRTM1	0	2	1	0	2	1	1	1
LRTOMT	101	42	32	32	101	42	58.3333333333333	37.2871738448134
LRWD1	0	0	0	0	0	0	0	0
LSAMP	6	0	0	0	6	0	2	3.46410161513775
LSG1	22	12	15	12	22	15	16.3333333333333	5.13160143944688
LSM1	151	68	80	68	151	80	99.6666666666667	44.8590384798129
LSM10	36	18	25	18	36	25	26.3333333333333	9.07377172587747
LSM11	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LSM12	121	50	57	50	121	57	76	39.1279950930277
LSM14A	78	30	20	20	78	30	42.6666666666667	31.005375877956
LSM14B	12	4	3	3	12	4	6.33333333333333	4.93288286231625
LSM2	95	43	62	43	95	62	66.6666666666667	26.3122278291545
LSM3	638	266	373	266	638	373	425.666666666667	191.510661147972
LSM4	26	10	17	10	26	17	17.6666666666667	8.02080627701064
LSM5	486	197	285	197	486	285	322.666666666667	148.136198592151
LSM6	174	68	75	68	174	75	105.666666666667	59.2818128377779
LSM7	62	23	34	23	62	34	39.6666666666667	20.1080415091409
LSMD1	336	130	201	130	336	201	222.333333333333	104.643840398436
LSMEM1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LSP1	0	0	0	0	0	0	0	0
LSR	5	2	1	1	5	2	2.66666666666667	2.08166599946613
LSS	27	7	6	6	27	7	13.3333333333333	11.8462370959446
LST1	0	0	0	0	0	0	0	0
LTA	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LTA4H	284	123	200	123	284	200	202.333333333333	80.5253583247745
LTB	0	0	0	0	0	0	0	0
LTB4R	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LTBP1	276	130	131	130	276	131	179	84.0059521700695
LTBP2	599	297	221	221	599	297	372.333333333333	199.94332530328
LTBP3	15	9	12	9	15	12	12	3
LTBP4	2	3	2	2	3	2	2.33333333333333	0.577350269189626
LTBR	26	11	8	8	26	11	15	9.64365076099295
LTC4S	3	3	0	0	3	3	2	1.73205080756888
LTF	1	1	1	1	1	1	1	0
LTK	0	0	0	0	0	0	0	0
LTN1	56	14	22	14	56	22	30.6666666666667	22.300971578237
LTV1	121	47	74	47	121	74	80.6666666666667	37.4477413649119
LUC7L	20	12	12	12	20	12	14.6666666666667	4.61880215351701
LUC7L2	1	0	2	0	2	1	1	1
LUC7L3	265	103	111	103	265	111	159.666666666667	91.3089991913904
LUCAT1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LUM	1640	763	1026	763	1640	1026	1143	450.05444115129
LURAP1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
LURAP1L	34	10	21	10	34	21	21.6666666666667	12.0138808606267
LUZP1	189	56	67	56	189	67	104	73.8173421358423
LUZP2	7	3	3	3	7	3	4.33333333333333	2.3094010767585
LXN	48	28	36	28	48	36	37.3333333333333	10.0664459136943
LY6E	28	11	12	11	28	12	17	9.53939201416946
LY6G5B	0	0	0	0	0	0	0	0
LY6G5C	1	0	2	0	2	1	1	1
LY6G6C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LY6G6D	0	0	0	0	0	0	0	0
LY6K	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LY75	4	7	3	3	7	4	4.66666666666667	2.08166599946613
LY75-CD302	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LY86	0	0	0	0	0	0	0	0
LY86-AS1	24	12	10	10	24	12	15.3333333333333	7.57187779440036
LY9	1	4	2	1	4	2	2.33333333333333	1.52752523165195
LY96	141	48	81	48	141	81	90	47.1487009365051
LYAR	14	8	11	8	14	11	11	3
LYG1	0	0	0	0	0	0	0	0
LYG2	0	0	0	0	0	0	0	0
LYL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LYN	7	3	7	3	7	7	5.66666666666667	2.3094010767585
LYNX1	1	1	7	1	7	1	3	3.46410161513775
LYPD1	0	0	0	0	0	0	0	0
LYPD3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LYPD5	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LYPLA1	116	47	41	41	116	47	68	41.6773319683494
LYPLA2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
LYPLAL1	117	43	80	43	117	80	80	37
LYRM1	78	29	22	22	78	29	43	30.5122926047847
LYRM2	189	83	110	83	189	110	127.333333333333	55.0847831377535
LYRM4	161	71	89	71	161	89	107	47.6235235991626
LYRM5	111	50	62	50	111	62	74.3333333333333	32.316146634977
LYRM7	73	36	43	36	73	43	50.6666666666667	19.6553639837408
LYRM9	7	1	3	1	7	3	3.66666666666667	3.05505046330389
LYSMD1	7	4	2	2	7	4	4.33333333333333	2.51661147842358
LYSMD2	1	1	1	1	1	1	1	0
LYSMD3	60	25	25	25	60	25	36.6666666666667	20.2072594216369
LYSMD4	8	1	1	1	8	1	3.33333333333333	4.04145188432738
LYST	40	22	20	20	40	22	27.3333333333333	11.0151410945722
LYVE1	0	0	0	0	0	0	0	0
LYZ	30	12	10	10	30	12	17.3333333333333	11.0151410945722
LYZL1	0	0	0	0	0	0	0	0
LYZL4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LZIC	95	40	53	40	95	53	62.6666666666667	28.7460142164672
LZTFL1	52	21	19	19	52	21	30.6666666666667	18.5022521151706
