Gene	LOP.A.4.8.1.B2	LOP.A.4.9.1.B3	LOP.A.8.11.1.G8	Min	Max	Median	Mean	Std
LOC100507254	42	35	39	35	42	39	38.6666666666667	3.51188458428425
LOC100507351	1	2	5	1	5	2	2.66666666666667	2.08166599946613
LOC100507373	3	3	3	3	3	3	3	0
LOC100507377	0	0	0	0	0	0	0	0
LOC100507389	0	0	0	0	0	0	0	0
LOC100507412	5	5	5	5	5	5	5	0
LOC100507424	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100507462	2	0	2	0	2	2	1.33333333333333	1.15470053837925
LOC100507463	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100507489	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100507501	4	4	3	3	4	4	3.66666666666667	0.577350269189626
LOC100507506	0	0	0	0	0	0	0	0
LOC100507537	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100507547	4	1	2	1	4	2	2.33333333333333	1.52752523165195
LOC100507557	1	1	5	1	5	1	2.33333333333333	2.3094010767585
LOC100507564	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC100507577	4	1	2	1	4	2	2.33333333333333	1.52752523165195
LOC100507584	0	0	0	0	0	0	0	0
LOC100507600	0	0	0	0	0	0	0	0
LOC100507602	16	10	17	10	17	16	14.3333333333333	3.78593889720018
LOC100507634	0	0	0	0	0	0	0	0
LOC100507651	0	0	0	0	0	0	0	0
LOC100508120	2	0	3	0	3	2	1.66666666666667	1.52752523165195
LOC100527964	0	0	0	0	0	0	0	0
LOC100616530	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100630918	1	2	0	0	2	1	1	1
LOC100630923	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100631378	0	0	0	0	0	0	0	0
LOC100652736	0	0	0	0	0	0	0	0
LOC100652739	0	0	0	0	0	0	0	0
LOC100652758	5	0	5	0	5	5	3.33333333333333	2.88675134594813
LOC100652768	0	2	1	0	2	1	1	1
LOC100652772	16	8	22	8	22	16	15.3333333333333	7.02376916856849
LOC100652824	0	0	0	0	0	0	0	0
LOC100653515	0	0	0	0	0	0	0	0
LOC100862671	3	0	1	0	3	1	1.33333333333333	1.52752523165195
LOC100996251	12	4	9	4	12	9	8.33333333333333	4.04145188432738
LOC100996255	20	19	23	19	23	20	20.6666666666667	2.08166599946613
LOC100996291	5	3	3	3	5	3	3.66666666666667	1.15470053837925
LOC100996455	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC100996485	3	2	1	1	3	2	2	1
LOC100996634	0	0	0	0	0	0	0	0
LOC100996669	0	0	0	0	0	0	0	0
LOC100996702	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC101054525	0	0	0	0	0	0	0	0
LOC101241902	0	0	0	0	0	0	0	0
LOC101409256	5	5	4	4	5	5	4.66666666666667	0.577350269189626
LOC101448202	0	0	0	0	0	0	0	0
LOC101559451	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC101593348	0	0	0	0	0	0	0	0
LOC113230	0	0	0	0	0	0	0	0
LOC115110	0	0	0	0	0	0	0	0
LOC143666	2	0	1	0	2	1	1	1
LOC145474	0	3	0	0	3	0	1	1.73205080756888
LOC145783	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC145837	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC145845	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC146880	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC148413	3	2	2	2	3	2	2.33333333333333	0.577350269189626
LOC148696	0	0	0	0	0	0	0	0
LOC148709	4	3	4	3	4	4	3.66666666666667	0.577350269189626
LOC149134	0	0	0	0	0	0	0	0
LOC150381	14	12	19	12	19	14	15	3.60555127546399
LOC150568	0	0	0	0	0	0	0	0
LOC150577	0	0	0	0	0	0	0	0
LOC150622	4	6	6	4	6	6	5.33333333333333	1.15470053837925
LOC150776	0	0	0	0	0	0	0	0
LOC150935	0	0	0	0	0	0	0	0
LOC151009	0	0	0	0	0	0	0	0
LOC151171	0	0	0	0	0	0	0	0
LOC151174	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC151475	4	3	4	3	4	4	3.66666666666667	0.577350269189626
LOC152225	0	1	2	0	2	1	1	1
LOC152742	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC153684	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LOC154092	0	0	0	0	0	0	0	0
LOC154449	0	0	0	0	0	0	0	0
LOC154761	9	12	15	9	15	12	12	3
LOC155060	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC157273	0	0	0	0	0	0	0	0
LOC158435	0	0	0	0	0	0	0	0
LOC158960	21	20	19	19	21	20	20	1
LOC201651	0	0	0	0	0	0	0	0
LOC202181	2	3	0	0	3	2	1.66666666666667	1.52752523165195
LOC202781	3	1	3	1	3	3	2.33333333333333	1.15470053837925
LOC220729	5	3	0	0	5	3	2.66666666666667	2.51661147842358
LOC221122	0	0	0	0	0	0	0	0
LOC253044	0	0	0	0	0	0	0	0
LOC254128	9	17	6	6	17	9	10.6666666666667	5.68624070307733
LOC254896	0	3	1	0	3	1	1.33333333333333	1.52752523165195
LOC255130	1	1	2	1	2	1	1.33333333333333	0.577350269189626
LOC255167	4	4	2	2	4	4	3.33333333333333	1.15470053837925
LOC255654	0	0	0	0	0	0	0	0
LOC256880	4	1	3	1	4	3	2.66666666666667	1.52752523165195
LOC257358	0	0	0	0	0	0	0	0
LOC257396	9	4	11	4	11	9	8	3.60555127546399
LOC283038	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC283070	10	9	7	7	10	9	8.66666666666667	1.52752523165195
LOC283177	0	0	0	0	0	0	0	0
LOC283214	0	0	0	0	0	0	0	0
LOC283299	4	3	6	3	6	4	4.33333333333333	1.52752523165195
LOC283335	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LOC283440	0	0	0	0	0	0	0	0
LOC283585	0	0	0	0	0	0	0	0
LOC283683	5	2	5	2	5	5	4	1.73205080756888
LOC283692	0	0	0	0	0	0	0	0
LOC283693	7	4	3	3	7	4	4.66666666666667	2.08166599946613
LOC283731	1	2	0	0	2	1	1	1
LOC283788	20	19	17	17	20	19	18.6666666666667	1.52752523165195
LOC283856	0	0	0	0	0	0	0	0
LOC283922	0	0	0	0	0	0	0	0
LOC284009	0	0	0	0	0	0	0	0
LOC284023	15	11	11	11	15	11	12.3333333333333	2.3094010767585
LOC284080	0	0	0	0	0	0	0	0
LOC284344	0	0	0	0	0	0	0	0
LOC284379	8	4	4	4	8	4	5.33333333333333	2.3094010767585
LOC284395	0	0	0	0	0	0	0	0
LOC284412	46	15	34	15	46	34	31.6666666666667	15.6311654502578
LOC284454	22	15	24	15	24	22	20.3333333333333	4.72581562625261
LOC284551	0	0	0	0	0	0	0	0
LOC284581	0	0	0	0	0	0	0	0
LOC284648	0	0	0	0	0	0	0	0
LOC284688	0	0	0	0	0	0	0	0
LOC284751	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC284757	3	0	1	0	3	1	1.33333333333333	1.52752523165195
LOC284798	0	0	0	0	0	0	0	0
LOC284801	0	0	0	0	0	0	0	0
LOC284837	0	0	0	0	0	0	0	0
LOC284865	4	5	7	4	7	5	5.33333333333333	1.52752523165195
LOC284889	3	1	5	1	5	3	3	2
LOC284933	0	0	0	0	0	0	0	0
LOC284950	9	9	11	9	11	9	9.66666666666667	1.15470053837925
LOC284998	0	0	0	0	0	0	0	0
LOC285033	2	0	1	0	2	1	1	1
LOC285074	9	8	7	7	9	8	8	1
LOC285419	0	0	0	0	0	0	0	0
LOC285540	3	0	0	0	3	0	1	1.73205080756888
LOC285593	0	0	0	0	0	0	0	0
LOC285696	0	0	0	0	0	0	0	0
LOC285740	0	0	0	0	0	0	0	0
LOC285758	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285762	0	0	0	0	0	0	0	0
LOC285819	0	0	0	0	0	0	0	0
LOC285847	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC285889	0	0	0	0	0	0	0	0
LOC285972	2	2	3	2	3	2	2.33333333333333	0.577350269189626
LOC286059	0	0	0	0	0	0	0	0
LOC286177	1	1	1	1	1	1	1	0
LOC286184	1	2	2	1	2	2	1.66666666666667	0.577350269189626
LOC286186	6	5	6	5	6	6	5.66666666666667	0.577350269189626
LOC286189	3	0	1	0	3	1	1.33333333333333	1.52752523165195
LOC286190	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC286297	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0
LOC286367	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC286370	0	0	0	0	0	0	0	0
LOC286437	1	4	7	1	7	4	4	3
LOC286467	4	4	2	2	4	4	3.33333333333333	1.15470053837925
LOC338799	4	3	3	3	4	3	3.33333333333333	0.577350269189626
LOC338817	2	1	3	1	3	2	2	1
LOC338963	0	0	0	0	0	0	0	0
LOC339166	0	0	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0
LOC339505	1	3	1	1	3	1	1.66666666666667	1.15470053837925
LOC339524	0	0	0	0	0	0	0	0
LOC339529	0	0	0	0	0	0	0	0
LOC339535	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC339622	0	0	0	0	0	0	0	0
LOC339803	25	27	24	24	27	25	25.3333333333333	1.52752523165195
LOC339874	0	0	0	0	0	0	0	0
LOC340113	0	0	0	0	0	0	0	0
LOC340515	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC344887	0	1	2	0	2	1	1	1
LOC344967	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC374443	19	19	15	15	19	19	17.6666666666667	2.3094010767585
LOC375196	0	0	0	0	0	0	0	0
LOC375295	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC388152	2	0	1	0	2	1	1	1
LOC388692	9	10	6	6	10	9	8.33333333333333	2.08166599946613
LOC388948	0	0	0	0	0	0	0	0
LOC389033	0	0	0	0	0	0	0	0
LOC389247	0	0	0	0	0	0	0	0
LOC389641	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC389705	2	0	1	0	2	1	1	1
LOC389765	0	0	0	0	0	0	0	0
LOC389831	82	65	93	65	93	82	80	14.1067359796659
LOC389834	18	8	13	8	18	13	13	5
LOC389906	2	3	0	0	3	2	1.66666666666667	1.52752523165195
LOC391322	0	0	0	0	0	0	0	0
LOC392196	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC392232	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC399715	0	1	3	0	3	1	1.33333333333333	1.52752523165195
LOC399744	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC399815	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC400043	0	0	0	0	0	0	0	0
LOC400456	0	0	0	0	0	0	0	0
LOC400548	9	4	9	4	9	9	7.33333333333333	2.88675134594813
LOC400655	5	2	3	2	5	3	3.33333333333333	1.52752523165195
LOC400684	1	0	2	0	2	1	1	1
LOC400752	0	0	0	0	0	0	0	0
LOC400891	4	2	6	2	6	4	4	2
LOC400927	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC400958	4	4	5	4	5	4	4.33333333333333	0.577350269189626
LOC401052	12	9	7	7	12	9	9.33333333333333	2.51661147842358
LOC401127	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC401134	0	0	0	0	0	0	0	0
LOC401320	7	10	11	7	11	10	9.33333333333333	2.08166599946613
LOC401321	5	1	4	1	5	4	3.33333333333333	2.08166599946613
LOC401324	0	0	0	0	0	0	0	0
LOC401397	141	106	148	106	148	141	131.666666666667	22.5018517756502
LOC401557	0	0	0	0	0	0	0	0
LOC401980	0	0	0	0	0	0	0	0
LOC439994	2	0	1	0	2	1	1	1
LOC440028	0	0	0	0	0	0	0	0
LOC440173	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC440243	1	2	0	0	2	1	1	1
LOC440300	12	6	8	6	12	8	8.66666666666667	3.05505046330389
LOC440311	0	0	0	0	0	0	0	0
LOC440434	0	1	4	0	4	1	1.66666666666667	2.08166599946613
LOC440461	0	0	0	0	0	0	0	0
LOC440600	2	2	2	2	2	2	2	0
LOC440700	0	0	0	0	0	0	0	0
LOC440704	0	0	0	0	0	0	0	0
LOC440894	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC440896	3	2	1	1	3	2	2	1
LOC440905	0	0	0	0	0	0	0	0
LOC440910	0	0	0	0	0	0	0	0
LOC441009	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC441081	12	12	7	7	12	12	10.3333333333333	2.88675134594813
LOC441155	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC441204	0	0	0	0	0	0	0	0
LOC441242	3	1	2	1	3	2	2	1
LOC441454	4	4	5	4	5	4	4.33333333333333	0.577350269189626
LOC441455	0	0	0	0	0	0	0	0
LOC441461	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC441666	5	6	4	4	6	5	5	1
LOC442028	0	0	0	0	0	0	0	0
LOC442132	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC442497	0	0	0	0	0	0	0	0
LOC493754	27	17	23	17	27	23	22.3333333333333	5.03322295684717
LOC494141	2	2	4	2	4	2	2.66666666666667	1.15470053837925
LOC541471	57	48	69	48	69	57	58	10.5356537528527
LOC541473	0	0	0	0	0	0	0	0
LOC550112	15	17	24	15	24	17	18.6666666666667	4.72581562625261
LOC550643	232	226	267	226	267	232	241.666666666667	22.1434715736565
LOC553103	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC554206	2	3	1	1	3	2	2	1
LOC554223	0	0	0	0	0	0	0	0
LOC574538	0	0	0	0	0	0	0	0
LOC595101	0	0	0	0	0	0	0	0
LOC606724	0	0	0	0	0	0	0	0
LOC613037	0	0	0	0	0	0	0	0
LOC619207	0	0	0	0	0	0	0	0
LOC641367	0	0	0	0	0	0	0	0
LOC642236	11	13	12	11	13	12	12	1
LOC642361	1	1	1	1	1	1	1	0
LOC642366	0	0	0	0	0	0	0	0
LOC642846	0	0	0	0	0	0	0	0
LOC642852	12	3	1	1	12	3	5.33333333333333	5.85946527708232
LOC643201	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC643339	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC643355	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC643401	25	17	26	17	26	25	22.6666666666667	4.93288286231625
LOC643406	3	4	2	2	4	3	3	1
LOC643542	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC643623	2	3	2	2	3	2	2.33333333333333	0.577350269189626
LOC643648	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC643711	0	0	0	0	0	0	0	0
LOC643723	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC643733	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC643770	6	1	3	1	6	3	3.33333333333333	2.51661147842358
LOC643802	0	0	0	0	0	0	0	0
LOC643837	14	5	11	5	14	11	10	4.58257569495584
LOC643923	0	0	0	0	0	0	0	0
LOC644172	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC644248	0	0	0	0	0	0	0	0
LOC644554	0	0	0	0	0	0	0	0
LOC644656	9	4	7	4	9	7	6.66666666666667	2.51661147842358
LOC644669	2	1	0	0	2	1	1	1
LOC644838	0	0	0	0	0	0	0	0
LOC644936	3	2	2	2	3	2	2.33333333333333	0.577350269189626
LOC644961	4	4	3	3	4	4	3.66666666666667	0.577350269189626
LOC645166	16	16	14	14	16	16	15.3333333333333	1.15470053837925
LOC645434	0	0	0	0	0	0	0	0
LOC645513	0	0	0	0	0	0	0	0
LOC645638	114	56	101	56	114	101	90.3333333333333	30.4357246231026
LOC645752	0	0	0	0	0	0	0	0
LOC646214	2	1	2	1	2	2	1.66666666666667	0.577350269189626
LOC646268	0	0	0	0	0	0	0	0
LOC646278	0	0	0	0	0	0	0	0
LOC646329	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC646471	5	5	6	5	6	5	5.33333333333333	0.577350269189626
LOC646626	1	1	3	1	3	1	1.66666666666667	1.15470053837925
LOC646719	8	4	8	4	8	8	6.66666666666667	2.3094010767585
LOC646736	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC646762	14	8	5	5	14	8	9	4.58257569495584
LOC646903	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC646938	0	0	0	0	0	0	0	0
LOC646999	7	0	0	0	7	0	2.33333333333333	4.04145188432738
LOC648691	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC648987	20	20	32	20	32	20	24	6.92820323027551
LOC650226	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC650293	0	0	0	0	0	0	0	0
LOC650368	0	0	0	0	0	0	0	0
LOC652276	23	6	8	6	23	8	12.3333333333333	9.29157324317757
LOC653160	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC653501	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC653513	0	0	0	0	0	0	0	0
LOC653653	0	0	0	0	0	0	0	0
LOC653712	2	0	3	0	3	2	1.66666666666667	1.52752523165195
LOC654342	2	1	9	1	9	2	4	4.35889894354067
LOC654433	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC654841	2	3	1	1	3	2	2	1
LOC727677	0	0	0	0	0	0	0	0
LOC727751	0	0	0	0	0	0	0	0
LOC727896	5	3	4	3	5	4	4	1
LOC727982	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC728024	0	0	0	0	0	0	0	0
LOC728084	0	0	0	0	0	0	0	0
LOC728175	0	0	0	0	0	0	0	0
LOC728228	0	0	0	0	0	0	0	0
LOC728323	3	1	4	1	4	3	2.66666666666667	1.52752523165195
LOC728342	2	1	4	1	4	2	2.33333333333333	1.52752523165195
LOC728392	11	5	8	5	11	8	8	3
LOC728407	0	1	2	0	2	1	1	1
LOC728431	7	4	5	4	7	5	5.33333333333333	1.52752523165195
LOC728463	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC728537	0	0	0	0	0	0	0	0
LOC728606	6	9	0	0	9	6	5	4.58257569495584
LOC728613	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LOC728730	26	18	40	18	40	26	28	11.13552872566
LOC728743	2	0	1	0	2	1	1	1
LOC728752	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC728819	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC729020	0	0	0	0	0	0	0	0
LOC729041	0	0	0	0	0	0	0	0
LOC729121	0	0	0	0	0	0	0	0
LOC729176	0	0	0	0	0	0	0	0
LOC729177	0	0	0	0	0	0	0	0
LOC729444	3	3	2	2	3	3	2.66666666666667	0.577350269189626
LOC729506	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC729603	7	5	3	3	7	5	5	2
LOC729609	0	0	0	0	0	0	0	0
LOC729683	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC729732	2	0	1	0	2	1	1	1
LOC729737	0	0	0	0	0	0	0	0
LOC729739	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC729852	7	3	6	3	7	6	5.33333333333333	2.08166599946613
LOC729950	0	0	0	0	0	0	0	0
LOC729970	1	3	0	0	3	1	1.33333333333333	1.52752523165195
LOC729987	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LOC730101	4	3	2	2	4	3	3	1
LOC730102	0	2	1	0	2	1	1	1
LOC730183	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC730227	1	0	2	0	2	1	1	1
LOC730668	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC731223	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC731275	1	10	3	1	10	3	4.66666666666667	4.72581562625261
LOC731424	14	5	7	5	14	7	8.66666666666667	4.72581562625261
LOC731779	0	0	0	0	0	0	0	0
LOC79015	15	17	25	15	25	17	19	5.29150262212918
LOC80154	0	0	0	0	0	0	0	0
LOC81691	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LOC90246	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC90784	4	4	5	4	5	4	4.33333333333333	0.577350269189626
LOC90834	9	12	7	7	12	9	9.33333333333333	2.51661147842358
LOC91450	0	0	0	0	0	0	0	0
LOC92249	18	20	24	18	24	20	20.6666666666667	3.05505046330389
LOC93622	5	3	4	3	5	4	4	1
LOC96610	12	10	18	10	18	12	13.3333333333333	4.16333199893227
LOH12CR1	0	1	2	0	2	1	1	1
LOH12CR2	13	2	7	2	13	7	7.33333333333333	5.5075705472861
LONP1	15	13	15	13	15	15	14.3333333333333	1.15470053837925
LONP2	34	22	23	22	34	23	26.3333333333333	6.65832811847939
LONRF1	3	3	4	3	4	3	3.33333333333333	0.577350269189626
LONRF2	2	1	2	1	2	2	1.66666666666667	0.577350269189626
LONRF3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOX	372	247	262	247	372	262	293.666666666667	68.2519840981442
LOXL1	29	22	25	22	29	25	25.3333333333333	3.51188458428425
LOXL1-AS1	10	7	12	7	12	10	9.66666666666667	2.51661147842358
LOXL2	232	193	226	193	232	226	217	21
LOXL3	3	1	2	1	3	2	2	1
LOXL4	15	8	10	8	15	10	11	3.60555127546399
LPAL2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
LPAR1	20	24	21	20	24	21	21.6666666666667	2.08166599946613
LPAR2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LPAR3	0	0	0	0	0	0	0	0
LPAR4	0	0	0	0	0	0	0	0
LPAR5	0	0	0	0	0	0	0	0
LPAR6	11	10	16	10	16	11	12.3333333333333	3.21455025366432
LPCAT1	4	1	3	1	4	3	2.66666666666667	1.52752523165195
LPCAT2	42	37	39	37	42	39	39.3333333333333	2.51661147842358
LPCAT3	10	5	8	5	10	8	7.66666666666667	2.51661147842358
LPCAT4	6	7	2	2	7	6	5	2.64575131106459
LPGAT1	35	32	22	22	35	32	29.6666666666667	6.80685928555405
LPHN1	1	2	5	1	5	2	2.66666666666667	2.08166599946613
LPHN2	12	14	8	8	14	12	11.3333333333333	3.05505046330389
LPHN3	0	0	0	0	0	0	0	0
LPIN1	23	22	26	22	26	23	23.6666666666667	2.08166599946613
LPIN2	33	25	28	25	33	28	28.6666666666667	4.04145188432738
LPIN3	5	6	4	4	6	5	5	1
LPL	3	1	3	1	3	3	2.33333333333333	1.15470053837925
LPO	0	0	0	0	0	0	0	0
LPP	144	102	114	102	144	114	120	21.6333076527839
LPP-AS2	1	2	3	1	3	2	2	1
LPPR2	8	5	5	5	8	5	6	1.73205080756888
LPPR4	0	0	0	0	0	0	0	0
LPPR5	0	0	0	0	0	0	0	0
LPXN	4	2	2	2	4	2	2.66666666666667	1.15470053837925
LRAT	2	0	1	0	2	1	1	1
LRBA	13	9	15	9	15	13	12.3333333333333	3.05505046330389
LRCH1	12	7	3	3	12	7	7.33333333333333	4.50924975282289
LRCH2	2	0	1	0	2	1	1	1
LRCH3	2	2	0	0	2	2	1.33333333333333	1.15470053837925
LRCH4	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LRFN1	0	0	0	0	0	0	0	0
LRFN3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRFN4	6	1	5	1	6	5	4	2.64575131106459
LRFN5	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LRG1	2	1	0	0	2	1	1	1
LRGUK	0	0	0	0	0	0	0	0
LRIF1	48	29	42	29	48	42	39.6666666666667	9.71253485622231
LRIG1	11	7	6	6	11	7	8	2.64575131106459
LRIG2	10	12	8	8	12	10	10	2
LRIG3	6	2	2	2	6	2	3.33333333333333	2.3094010767585
LRIT3	0	0	0	0	0	0	0	0
LRMP	1	2	4	1	4	2	2.33333333333333	1.52752523165195
LRP1	115	107	100	100	115	107	107.333333333333	7.50555349946513
LRP10	68	45	37	37	68	45	50	16.0934769394311
LRP11	12	6	14	6	14	12	10.6666666666667	4.16333199893227
LRP12	33	25	29	25	33	29	29	4
LRP2	0	0	0	0	0	0	0	0
LRP2BP	6	2	4	2	6	4	4	2
LRP3	4	1	5	1	5	4	3.33333333333333	2.08166599946613
LRP4	3	2	1	1	3	2	2	1
LRP4-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRP5	3	3	3	3	3	3	3	0
LRP5L	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRP6	32	23	16	16	32	23	23.6666666666667	8.02080627701064
LRP8	0	0	0	0	0	0	0	0
LRPAP1	98	57	79	57	98	79	78	20.5182845286832
LRPPRC	37	23	24	23	37	24	28	7.81024967590665
LRR1	20	8	12	8	20	12	13.3333333333333	6.11010092660779
LRRC1	5	0	4	0	5	4	3	2.64575131106459
LRRC10	0	0	0	0	0	0	0	0
LRRC14	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LRRC15	1	0	4	0	4	1	1.66666666666667	2.08166599946613
LRRC16A	23	12	11	11	23	12	15.3333333333333	6.65832811847939
LRRC16B	0	0	0	0	0	0	0	0
LRRC17	476	346	440	346	476	440	420.666666666667	67.1217798731033
LRRC19	3	1	3	1	3	3	2.33333333333333	1.15470053837925
LRRC2	4	6	8	4	8	6	6	2
LRRC20	1	1	2	1	2	1	1.33333333333333	0.577350269189626
LRRC23	6	4	2	2	6	4	4	2
LRRC25	2	5	2	2	5	2	3	1.73205080756888
LRRC27	11	14	17	11	17	14	14	3
LRRC28	26	15	20	15	26	20	20.3333333333333	5.5075705472861
LRRC29	0	0	0	0	0	0	0	0
LRRC3	3	3	7	3	7	3	4.33333333333333	2.3094010767585
LRRC3-AS1	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	0
LRRC32	36	22	22	22	36	22	26.6666666666667	8.08290376865476
LRRC34	0	2	1	0	2	1	1	1
LRRC36	0	0	0	0	0	0	0	0
LRRC37A11P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRRC37A2	0	0	0	0	0	0	0	0
LRRC37A3	1	1	1	1	1	1	1	0
LRRC37A4P	12	7	6	6	12	7	8.33333333333333	3.21455025366432
LRRC37A6P	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LRRC37B	1	4	0	0	4	1	1.66666666666667	2.08166599946613
LRRC37BP1	12	24	12	12	24	12	16	6.92820323027551
LRRC39	0	0	0	0	0	0	0	0
LRRC4	1	1	1	1	1	1	1	0
LRRC40	22	13	17	13	22	17	17.3333333333333	4.50924975282289
LRRC41	40	21	15	15	40	21	25.3333333333333	13.0511813003013
LRRC42	20	14	15	14	20	15	16.3333333333333	3.21455025366432
LRRC43	0	0	0	0	0	0	0	0
LRRC45	0	0	0	0	0	0	0	0
LRRC46	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRC47	14	8	8	8	14	8	10	3.46410161513775
LRRC48	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRRC49	22	13	29	13	29	22	21.3333333333333	8.02080627701064
LRRC4B	0	0	0	0	0	0	0	0
LRRC4C	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LRRC56	2	1	3	1	3	2	2	1
LRRC57	31	15	21	15	31	21	22.3333333333333	8.08290376865476
LRRC58	37	32	28	28	37	32	32.3333333333333	4.50924975282289
LRRC59	35	23	17	17	35	23	25	9.16515138991168
LRRC6	4	2	5	2	5	4	3.66666666666667	1.52752523165195
LRRC61	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LRRC66	0	0	0	0	0	0	0	0
LRRC69	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LRRC7	0	0	0	0	0	0	0	0
LRRC70	0	0	0	0	0	0	0	0
LRRC71	0	0	0	0	0	0	0	0
LRRC73	1	0	1	0	1	1	0.666666666666667	0.577350269189626
