Gene	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	Min	Max	Median	Mean	Std
KCTD10	27	30	49	27	49	30	35.3333333333333	11.9303534454489
KCTD11	4	2	2	2	4	2	2.66666666666667	1.15470053837925
KCTD12	15	10	14	10	15	14	13	2.64575131106459
KCTD13	2	2	1	1	2	2	1.66666666666667	0.577350269189626
KCTD15	9	4	7	4	9	7	6.66666666666667	2.51661147842358
KCTD16	4	5	14	4	14	5	7.66666666666667	5.5075705472861
KCTD17	1	0	1	0	1	1	0.666666666666667	0.577350269189626
KCTD18	3	7	9	3	9	7	6.33333333333333	3.05505046330389
KCTD2	3	0	3	0	3	3	2	1.73205080756888
KCTD20	10	16	12	10	16	12	12.6666666666667	3.05505046330389
KCTD21	6	5	7	5	7	6	6	1
KCTD21-AS1	1	1	1	1	1	1	1	0
KCTD3	7	3	5	3	7	5	5	2
KCTD4	2	2	3	2	3	2	2.33333333333333	0.577350269189626
KCTD5	7	2	10	2	10	7	6.33333333333333	4.04145188432738
KCTD6	13	8	10	8	13	10	10.3333333333333	2.51661147842358
KCTD7	4	2	3	2	4	3	3	1
KCTD8	2	0	2	0	2	2	1.33333333333333	1.15470053837925
KCTD9	13	6	12	6	13	12	10.3333333333333	3.78593889720018
KDELC1	11	4	12	4	12	11	9	4.35889894354067
KDELC2	14	14	15	14	15	14	14.3333333333333	0.577350269189626
KDELR1	35	26	34	26	35	34	31.6666666666667	4.93288286231625
KDELR2	96	84	143	84	143	96	107.666666666667	31.1822599138249
KDELR3	79	60	138	60	138	79	92.3333333333333	40.6734966942029
KDM1A	15	14	14	14	15	14	14.3333333333333	0.577350269189626
KDM1B	1	1	3	1	3	1	1.66666666666667	1.15470053837925
KDM2A	7	17	21	7	21	17	15	7.21110255092798
KDM2B	3	3	5	3	5	3	3.66666666666667	1.15470053837925
KDM3A	10	12	20	10	20	12	14	5.29150262212918
KDM3B	6	9	9	6	9	9	8	1.73205080756888
KDM4A	9	4	10	4	10	9	7.66666666666667	3.21455025366432
KDM4A-AS1	3	2	9	2	9	3	4.66666666666667	3.78593889720018
KDM4B	1	3	8	1	8	3	4	3.60555127546399
KDM4C	12	3	17	3	17	12	10.6666666666667	7.09459888459759
KDM4D	2	1	1	1	2	1	1.33333333333333	0.577350269189626
KDM5A	21	22	36	21	36	22	26.3333333333333	8.38649708360608
KDM5B	29	31	40	29	40	31	33.3333333333333	5.85946527708232
KDM5C	3	7	6	3	7	6	5.33333333333333	2.08166599946613
KDM5D	11	3	8	3	11	8	7.33333333333333	4.04145188432738
KDM6A	4	2	4	2	4	4	3.33333333333333	1.15470053837925
KDM6B	2	4	3	2	4	3	3	1
KDM8	1	2	1	1	2	1	1.33333333333333	0.577350269189626
KDR	0	0	0	0	0	0	0	0
KDSR	15	13	54	13	54	15	27.3333333333333	23.1156512634477
KEAP1	5	5	10	5	10	5	6.66666666666667	2.88675134594813
KEL	0	0	0	0	0	0	0	0
KERA	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KGFLP1	5	2	4	2	5	4	3.66666666666667	1.52752523165195
KGFLP2	0	6	8	0	8	6	4.66666666666667	4.16333199893227
KHDC1	4	6	6	4	6	6	5.33333333333333	1.15470053837925
KHDC1L	0	0	0	0	0	0	0	0
KHDRBS1	31	21	41	21	41	31	31	10
KHDRBS3	1	2	4	1	4	2	2.33333333333333	1.52752523165195
KHK	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KHNYN	6	6	7	6	7	6	6.33333333333333	0.577350269189626
KHSRP	10	7	8	7	10	8	8.33333333333333	1.52752523165195
KIAA0020	71	64	121	64	121	71	85.3333333333333	31.0859024854247
KIAA0040	9	2	11	2	11	9	7.33333333333333	4.72581562625261
KIAA0087	5	0	8	0	8	5	4.33333333333333	4.04145188432738
KIAA0100	24	14	28	14	28	24	22	7.21110255092798
KIAA0101	11	3	8	3	11	8	7.33333333333333	4.04145188432738
KIAA0141	15	14	20	14	20	15	16.3333333333333	3.21455025366432
KIAA0195	0	1	1	0	1	1	0.666666666666667	0.577350269189626
KIAA0196	15	7	21	7	21	15	14.3333333333333	7.02376916856849
KIAA0226	6	7	11	6	11	7	8	2.64575131106459
KIAA0226L	0	0	0	0	0	0	0	0
KIAA0232	19	12	25	12	25	19	18.6666666666667	6.50640709864771
KIAA0247	12	10	24	10	24	12	15.3333333333333	7.57187779440036
KIAA0319	0	0	0	0	0	0	0	0
KIAA0319L	9	9	17	9	17	9	11.6666666666667	4.61880215351701
KIAA0355	15	11	20	11	20	15	15.3333333333333	4.50924975282289
KIAA0368	27	23	44	23	44	27	31.3333333333333	11.1504857891185
KIAA0391	20	19	31	19	31	20	23.3333333333333	6.65832811847939
KIAA0408	4	0	3	0	4	3	2.33333333333333	2.08166599946613
KIAA0430	15	9	16	9	16	15	13.3333333333333	3.78593889720018
KIAA0513	5	4	4	4	5	4	4.33333333333333	0.577350269189626
KIAA0556	2	1	5	1	5	2	2.66666666666667	2.08166599946613
KIAA0586	9	10	17	9	17	10	12	4.35889894354067
KIAA0753	5	2	3	2	5	3	3.33333333333333	1.52752523165195
KIAA0754	7	3	4	3	7	4	4.66666666666667	2.08166599946613
KIAA0825	14	11	18	11	18	14	14.3333333333333	3.51188458428425
KIAA0895	2	0	0	0	2	0	0.666666666666667	1.15470053837925
KIAA0895L	2	0	1	0	2	1	1	1
KIAA0907	8	2	3	2	8	3	4.33333333333333	3.21455025366432
KIAA0922	0	3	2	0	3	2	1.66666666666667	1.52752523165195
KIAA0930	8	6	10	6	10	8	8	2
KIAA0947	11	12	14	11	14	12	12.3333333333333	1.52752523165195
KIAA1009	8	7	14	7	14	8	9.66666666666667	3.78593889720018
KIAA1024	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KIAA1033	39	29	48	29	48	39	38.6666666666667	9.50438495292217
KIAA1045	0	0	0	0	0	0	0	0
KIAA1107	1	2	1	1	2	1	1.33333333333333	0.577350269189626
KIAA1109	19	13	20	13	20	19	17.3333333333333	3.78593889720018
KIAA1143	41	30	77	30	77	41	49.3333333333333	24.5831920899897
KIAA1147	3	3	6	3	6	3	4	1.73205080756888
KIAA1161	0	0	0	0	0	0	0	0
KIAA1191	122	104	198	104	198	122	141.333333333333	49.8932193121804
KIAA1199	217	156	350	156	350	217	241	99.2018144995342
KIAA1210	1	3	3	1	3	3	2.33333333333333	1.15470053837925
KIAA1211	9	9	9	9	9	9	9	0
KIAA1211L	0	0	0	0	0	0	0	0
KIAA1217	1	1	3	1	3	1	1.66666666666667	1.15470053837925
KIAA1244	7	0	4	0	7	4	3.66666666666667	3.51188458428425
KIAA1279	8	8	12	8	12	8	9.33333333333333	2.3094010767585
KIAA1324	19	20	29	19	29	20	22.6666666666667	5.5075705472861
KIAA1324L	5	10	9	5	10	9	8	2.64575131106459
KIAA1328	1	2	4	1	4	2	2.33333333333333	1.52752523165195
KIAA1377	9	13	20	9	20	13	14	5.56776436283002
KIAA1407	7	3	5	3	7	5	5	2
KIAA1429	16	21	38	16	38	21	25	11.5325625946708
KIAA1430	36	26	61	26	61	36	41	18.0277563773199
KIAA1432	7	13	9	7	13	9	9.66666666666667	3.05505046330389
KIAA1456	6	8	8	6	8	8	7.33333333333333	1.15470053837925
KIAA1462	7	3	8	3	8	7	6	2.64575131106459
KIAA1467	4	1	5	1	5	4	3.33333333333333	2.08166599946613
KIAA1468	6	2	4	2	6	4	4	2
KIAA1522	3	3	9	3	9	3	5	3.46410161513775
KIAA1524	3	1	6	1	6	3	3.33333333333333	2.51661147842358
KIAA1549	2	1	1	1	2	1	1.33333333333333	0.577350269189626
KIAA1549L	0	1	4	0	4	1	1.66666666666667	2.08166599946613
KIAA1551	14	6	15	6	15	14	11.6666666666667	4.93288286231625
KIAA1586	17	20	28	17	28	20	21.6666666666667	5.68624070307733
KIAA1598	6	16	15	6	16	15	12.3333333333333	5.5075705472861
KIAA1614	5	4	1	1	5	4	3.33333333333333	2.08166599946613
KIAA1644	7	5	4	4	7	5	5.33333333333333	1.52752523165195
KIAA1656	5	4	9	4	9	5	6	2.64575131106459
KIAA1671	5	3	9	3	9	5	5.66666666666667	3.05505046330389
KIAA1683	0	0	0	0	0	0	0	0
KIAA1704	6	4	4	4	6	4	4.66666666666667	1.15470053837925
KIAA1715	22	22	54	22	54	22	32.6666666666667	18.475208614068
KIAA1731	16	17	33	16	33	17	22	9.53939201416946
KIAA1737	8	4	17	4	17	8	9.66666666666667	6.65832811847939
KIAA1751	2	0	3	0	3	2	1.66666666666667	1.52752523165195
KIAA1755	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KIAA1804	0	0	0	0	0	0	0	0
KIAA1841	9	11	9	9	11	9	9.66666666666667	1.15470053837925
KIAA1875	3	3	3	3	3	3	3	0
KIAA1919	10	6	15	6	15	10	10.3333333333333	4.50924975282289
KIAA1958	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KIAA1967	5	3	11	3	11	5	6.33333333333333	4.16333199893227
KIAA1984	2	0	0	0	2	0	0.666666666666667	1.15470053837925
KIAA1984-AS1	0	0	0	0	0	0	0	0
KIAA2013	10	9	10	9	10	10	9.66666666666667	0.577350269189626
KIAA2018	18	6	20	6	20	18	14.6666666666667	7.57187779440036
KIAA2022	0	0	0	0	0	0	0	0
KIAA2026	7	12	15	7	15	12	11.3333333333333	4.04145188432738
KIDINS220	34	20	69	20	69	34	41	25.2388589282479
KIF11	2	5	2	2	5	2	3	1.73205080756888
KIF13A	8	7	23	7	23	8	12.6666666666667	8.9628864398325
KIF13B	11	9	21	9	21	11	13.6666666666667	6.42910050732864
KIF14	0	1	2	0	2	1	1	1
KIF15	0	0	0	0	0	0	0	0
KIF16B	2	5	4	2	5	4	3.66666666666667	1.52752523165195
KIF17	0	0	0	0	0	0	0	0
KIF18A	0	0	0	0	0	0	0	0
KIF18B	3	2	2	2	3	2	2.33333333333333	0.577350269189626
KIF1A	0	0	0	0	0	0	0	0
KIF1B	20	22	22	20	22	22	21.3333333333333	1.15470053837925
KIF1C	18	17	31	17	31	18	22	7.81024967590665
KIF20A	0	0	0	0	0	0	0	0
KIF20B	7	1	6	1	7	6	4.66666666666667	3.21455025366432
KIF21A	5	6	5	5	6	5	5.33333333333333	0.577350269189626
KIF21B	0	0	0	0	0	0	0	0
KIF22	20	21	39	20	39	21	26.6666666666667	10.6926766215636
KIF23	2	2	6	2	6	2	3.33333333333333	2.3094010767585
KIF24	1	0	1	0	1	1	0.666666666666667	0.577350269189626
KIF25-AS1	0	0	0	0	0	0	0	0
KIF26B	5	1	4	1	5	4	3.33333333333333	2.08166599946613
KIF27	1	1	1	1	1	1	1	0
KIF2A	5	8	19	5	19	8	10.6666666666667	7.37111479583199
KIF2C	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KIF3A	16	23	44	16	44	23	27.6666666666667	14.5716619962629
KIF3B	15	11	26	11	26	15	17.3333333333333	7.76745346515403
KIF3C	8	4	11	4	11	8	7.66666666666667	3.51188458428425
KIF4A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KIF4B	0	0	0	0	0	0	0	0
KIF5B	138	139	201	138	201	139	159.333333333333	36.0878557597058
KIF5C	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KIF6	0	0	0	0	0	0	0	0
KIF7	4	0	0	0	4	0	1.33333333333333	2.3094010767585
KIF9	16	15	26	15	26	16	19	6.08276253029822
KIF9-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KIFAP3	30	37	47	30	47	37	38	8.54400374531753
KIFC1	0	0	0	0	0	0	0	0
KIFC2	0	0	0	0	0	0	0	0
KIFC3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KIN	39	31	71	31	71	39	47	21.1660104885167
KIRREL	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KIRREL2	0	0	0	0	0	0	0	0
KIRREL3	0	0	0	0	0	0	0	0
KIRREL3-AS2	0	0	0	0	0	0	0	0
KISS1	0	0	0	0	0	0	0	0
KIT	0	0	0	0	0	0	0	0
KITLG	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KL	0	0	0	0	0	0	0	0
KLB	6	2	5	2	6	5	4.33333333333333	2.08166599946613
KLC1	10	6	17	6	17	10	11	5.56776436283002
KLC2	0	2	2	0	2	2	1.33333333333333	1.15470053837925
KLC3	0	0	0	0	0	0	0	0
KLC4	1	0	5	0	5	1	2	2.64575131106459
KLF10	28	42	52	28	52	42	40.6666666666667	12.0554275466834
KLF11	14	6	11	6	14	11	10.3333333333333	4.04145188432738
KLF12	7	5	8	5	8	7	6.66666666666667	1.52752523165195
KLF13	11	3	17	3	17	11	10.3333333333333	7.02376916856849
KLF15	2	0	0	0	2	0	0.666666666666667	1.15470053837925
KLF16	7	5	5	5	7	5	5.66666666666667	1.15470053837925
KLF17	0	0	0	0	0	0	0	0
KLF2	9	8	10	8	10	9	9	1
KLF3	6	11	15	6	15	11	10.6666666666667	4.50924975282289
KLF4	2	9	8	2	9	8	6.33333333333333	3.78593889720018
KLF5	1	1	5	1	5	1	2.33333333333333	2.3094010767585
KLF6	30	32	47	30	47	32	36.3333333333333	9.29157324317757
KLF7	21	18	23	18	23	21	20.6666666666667	2.51661147842358
KLF8	4	0	1	0	4	1	1.66666666666667	2.08166599946613
KLF9	11	6	16	6	16	11	11	5
KLHDC1	0	2	3	0	3	2	1.66666666666667	1.52752523165195
KLHDC10	7	9	12	7	12	9	9.33333333333333	2.51661147842358
KLHDC2	17	9	23	9	23	17	16.3333333333333	7.02376916856849
KLHDC3	3	3	8	3	8	3	4.66666666666667	2.88675134594813
KLHDC4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KLHDC7B	3	1	1	1	3	1	1.66666666666667	1.15470053837925
KLHDC8B	5	3	4	3	5	4	4	1
KLHDC9	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KLHL1	0	0	0	0	0	0	0	0
KLHL10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KLHL11	2	1	0	0	2	1	1	1
KLHL12	6	4	7	4	7	6	5.66666666666667	1.52752523165195
KLHL13	1	1	1	1	1	1	1	0
KLHL14	0	0	0	0	0	0	0	0
KLHL15	6	0	0	0	6	0	2	3.46410161513775
KLHL17	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KLHL18	15	4	15	4	15	15	11.3333333333333	6.35085296108588
KLHL2	3	1	3	1	3	3	2.33333333333333	1.15470053837925
KLHL20	18	17	27	17	27	18	20.6666666666667	5.5075705472861
KLHL21	6	11	14	6	14	11	10.3333333333333	4.04145188432738
KLHL22	0	1	3	0	3	1	1.33333333333333	1.52752523165195
KLHL23	2	2	4	2	4	2	2.66666666666667	1.15470053837925
KLHL24	20	22	46	20	46	22	29.3333333333333	14.4683562761405
KLHL25	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KLHL26	0	2	1	0	2	1	1	1
KLHL28	23	20	39	20	39	23	27.3333333333333	10.2143689640297
KLHL29	1	2	2	1	2	2	1.66666666666667	0.577350269189626
KLHL3	0	1	4	0	4	1	1.66666666666667	2.08166599946613
KLHL30	3	0	8	0	8	3	3.66666666666667	4.04145188432738
KLHL31	2	1	3	1	3	2	2	1
KLHL32	0	0	0	0	0	0	0	0
KLHL35	3	2	0	0	3	2	1.66666666666667	1.52752523165195
KLHL36	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KLHL38	0	0	0	0	0	0	0	0
KLHL4	4	0	5	0	5	4	3	2.64575131106459
KLHL41	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KLHL42	5	7	13	5	13	7	8.33333333333333	4.16333199893227
KLHL5	20	17	35	17	35	20	24	9.64365076099295
KLHL6	4	5	4	4	5	4	4.33333333333333	0.577350269189626
KLHL7	11	5	15	5	15	11	10.3333333333333	5.03322295684717
KLHL7-AS1	0	0	0	0	0	0	0	0
KLHL8	4	3	13	3	13	4	6.66666666666667	5.5075705472861
KLHL9	21	16	23	16	23	21	20	3.60555127546399
KLK1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
KLK10	4	0	0	0	4	0	1.33333333333333	2.3094010767585
KLK4	0	0	0	0	0	0	0	0
KLK5	0	0	0	0	0	0	0	0
KLK6	0	0	0	0	0	0	0	0
KLK7	3	3	7	3	7	3	4.33333333333333	2.3094010767585
KLKB1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KLKP1	0	0	0	0	0	0	0	0
KLLN	2	2	0	0	2	2	1.33333333333333	1.15470053837925
KLRAP1	0	0	0	0	0	0	0	0
KLRB1	0	0	0	0	0	0	0	0
KLRC3	0	0	0	0	0	0	0	0
KLRD1	5	7	7	5	7	7	6.33333333333333	1.15470053837925
KLRF1	0	0	0	0	0	0	0	0
KLRG1	3	1	4	1	4	3	2.66666666666667	1.52752523165195
KLRG2	0	0	0	0	0	0	0	0
KMO	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KMT2A	33	13	17	13	33	17	21	10.5830052442584
KMT2B	12	6	17	6	17	12	11.6666666666667	5.5075705472861
KMT2C	28	18	40	18	40	28	28.6666666666667	11.0151410945722
KMT2D	3	3	3	3	3	3	3	0
KMT2E	49	48	80	48	80	49	59	18.1934053986603
KNDC1	0	0	0	0	0	0	0	0
KNG1	0	0	0	0	0	0	0	0
KNOP1	23	26	53	23	53	26	34	16.5227116418583
KNSTRN	7	8	12	7	12	8	9	2.64575131106459
KNTC1	0	2	5	0	5	2	2.33333333333333	2.51661147842358
KPNA1	29	15	35	15	35	29	26.3333333333333	10.2632028788938
KPNA2	46	35	63	35	63	46	48	14.1067359796659
KPNA3	19	26	50	19	50	26	31.6666666666667	16.2583311976763
KPNA4	46	49	57	46	57	49	50.6666666666667	5.68624070307733
KPNA5	1	4	10	1	10	4	5	4.58257569495584
KPNA6	68	70	139	68	139	70	92.3333333333333	40.4268887416943
KPNA7	0	0	0	0	0	0	0	0
KPNB1	63	38	72	38	72	63	57.6666666666667	17.6162803489651
KPTN	0	2	2	0	2	2	1.33333333333333	1.15470053837925
KRAS	13	15	20	13	20	15	16	3.60555127546399
KRBA1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KRBA2	0	2	6	0	6	2	2.66666666666667	3.05505046330389
KRBOX1	1	2	6	1	6	2	3	2.64575131106459
KRBOX4	8	11	18	8	18	11	12.3333333333333	5.13160143944688
KRCC1	28	30	45	28	45	30	34.3333333333333	9.29157324317757
KREMEN1	10	6	16	6	16	10	10.6666666666667	5.03322295684717
KRI1	2	2	2	2	2	2	2	0
KRIT1	19	16	27	16	27	19	20.6666666666667	5.68624070307733
KRR1	28	30	54	28	54	30	37.3333333333333	14.4683562761405
KRT10	28	19	52	19	52	28	33	17.058722109232
KRT12	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KRT14	0	0	0	0	0	0	0	0
KRT15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KRT16	0	0	0	0	0	0	0	0
KRT17	4	3	3	3	4	3	3.33333333333333	0.577350269189626
KRT18	247	232	340	232	340	247	273	58.5064099052403
KRT18P55	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KRT19	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KRT222	0	0	0	0	0	0	0	0
KRT23	0	0	0	0	0	0	0	0
KRT32	0	0	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	0	0
KRT4	0	0	0	0	0	0	0	0
KRT40	0	0	0	0	0	0	0	0
KRT42P	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KRT7	21	21	30	21	30	21	24	5.19615242270663
KRT79	0	0	0	0	0	0	0	0
KRT8	13	18	12	12	18	13	14.3333333333333	3.21455025366432
KRT80	2	3	2	2	3	2	2.33333333333333	0.577350269189626
KRT81	0	0	0	0	0	0	0	0
KRT85	0	0	0	0	0	0	0	0
KRT86	2	0	3	0	3	2	1.66666666666667	1.52752523165195
KRT9	0	0	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0	0	0
KRTAP2-3	0	0	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0	0	0
KRTAP5-8	0	0	0	0	0	0	0	0
KRTAP5-AS1	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0	0	0
KRTCAP2	308	297	541	297	541	308	382	137.807837222707
KRTCAP3	0	0	0	0	0	0	0	0
KRTDAP	0	0	0	0	0	0	0	0
KSR1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KSR2	0	0	0	0	0	0	0	0
KTI12	0	0	0	0	0	0	0	0
KTN1	74	83	141	74	141	83	99.3333333333333	36.3639015141848
KTN1-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KXD1	26	31	62	26	62	31	39.6666666666667	19.5021366350801
KY	0	0	0	0	0	0	0	0
KYNU	0	1	0	0	1	0	0.333333333333333	0.577350269189626
L1TD1	6	3	8	3	8	6	5.66666666666667	2.51661147842358
L2HGDH	4	2	3	2	4	3	3	1
L3HYPDH	7	3	9	3	9	7	6.33333333333333	3.05505046330389
L3MBTL1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
L3MBTL2	14	9	14	9	14	14	12.3333333333333	2.88675134594813
L3MBTL3	2	3	3	2	3	3	2.66666666666667	0.577350269189626
L3MBTL4	0	0	0	0	0	0	0	0
LACC1	20	23	51	20	51	23	31.3333333333333	17.0977581376429
LACE1	2	3	4	2	4	3	3	1
LACTB	21	19	39	19	39	21	26.3333333333333	11.0151410945722
LACTB2	17	24	46	17	46	24	29	15.1327459504216
LAG3	0	0	0	0	0	0	0	0
LAGE3	45	43	76	43	76	45	54.6666666666667	18.5022521151706
LAIR1	10	7	20	7	20	10	12.3333333333333	6.80685928555405
LAMA1	6	1	10	1	10	6	5.66666666666667	4.50924975282289
LAMA2	36	29	44	29	44	36	36.3333333333333	7.50555349946513
LAMA3	1	0	3	0	3	1	1.33333333333333	1.52752523165195
LAMA4	17	10	18	10	18	17	15	4.35889894354067
LAMA5	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LAMB1	50	40	86	40	86	50	58.6666666666667	24.1936630821654
LAMB2	33	21	39	21	39	33	31	9.16515138991168
LAMB2P1	0	0	0	0	0	0	0	0
LAMB3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LAMB4	0	0	0	0	0	0	0	0
LAMC1	170	113	225	113	225	170	169.333333333333	56.0029761113937
LAMC2	8	6	14	6	14	8	9.33333333333333	4.16333199893227
LAMC3	0	0	0	0	0	0	0	0
LAMP1	41	39	70	39	70	41	50	17.3493515728975
LAMP2	254	316	509	254	509	316	359.666666666667	132.989974559488
LAMP3	3	2	1	1	3	2	2	1
LAMP5	0	0	0	0	0	0	0	0
LAMTOR1	34	41	61	34	61	41	45.3333333333333	14.0118997046558
LAMTOR2	134	119	267	119	267	134	173.333333333333	81.4636933445405
LAMTOR3	92	82	122	82	122	92	98.6666666666667	20.8166599946613
LAMTOR4	189	169	403	169	403	189	253.666666666667	129.712502609939
LAMTOR5	241	304	507	241	507	304	350.666666666667	139.004796080327
LAMTOR5-AS1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LANCL1	38	16	34	16	38	34	29.3333333333333	11.7189305541646
LANCL2	13	8	11	8	13	11	10.6666666666667	2.51661147842358
LANCL3	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LAP3	38	30	95	30	95	38	54.3333333333333	35.4447927534262
LAPTM4A	928	1048	1955	928	1955	1048	1310.33333333333	561.512540673255
LAPTM4B	12	8	23	8	23	12	14.3333333333333	7.76745346515403
LAPTM5	0	0	0	0	0	0	0	0
LARGE	2	3	1	1	3	2	2	1
LARGE-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LARP1	33	28	57	28	57	33	39.3333333333333	15.502687938978
LARP1B	13	9	17	9	17	13	13	4
LARP4	30	31	46	30	46	31	35.6666666666667	8.9628864398325
LARP4B	13	6	18	6	18	13	12.3333333333333	6.02771377334171
LARP6	23	24	45	23	45	24	30.6666666666667	12.4230967690561
LARP7	59	52	111	52	111	59	74	32.2335229225724
LARS	148	156	261	148	261	156	188.333333333333	63.0581741991737
LARS2	0	0	5	0	5	0	1.66666666666667	2.88675134594813
LARS2-AS1	1	0	4	0	4	1	1.66666666666667	2.08166599946613
LAS1L	18	15	28	15	28	18	20.3333333333333	6.80685928555405
LASP1	57	45	83	45	83	57	61.6666666666667	19.4250697124446
LAT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LAT2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LATS1	11	5	21	5	21	11	12.3333333333333	8.08290376865476
LATS2	20	10	22	10	22	20	17.3333333333333	6.42910050732864
LAX1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LAYN	8	7	11	7	11	8	8.66666666666667	2.08166599946613
LBH	148	294	194	148	294	194	212	74.6458304260861
LBP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LBR	13	8	11	8	13	11	10.6666666666667	2.51661147842358
LBX2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LBX2-AS1	1	2	0	0	2	1	1	1
LCA5	12	8	10	8	12	10	10	2
LCA5L	2	0	5	0	5	2	2.33333333333333	2.51661147842358
LCAT	2	0	7	0	7	2	3	3.60555127546399
LCK	0	0	0	0	0	0	0	0
LCLAT1	11	12	27	11	27	12	16.6666666666667	8.9628864398325
LCMT1	56	64	102	56	102	64	74	24.576411454889
LCMT2	1	1	3	1	3	1	1.66666666666667	1.15470053837925
LCN1	0	0	0	0	0	0	0	0
LCN12	0	0	0	0	0	0	0	0
LCN2	0	0	0	0	0	0	0	0
LCNL1	0	0	0	0	0	0	0	0
LCOR	7	4	17	4	17	7	9.33333333333333	6.80685928555405
LCORL	1	0	5	0	5	1	2	2.64575131106459
LCP1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LCP2	0	0	0	0	0	0	0	0
LCTL	4	2	2	2	4	2	2.66666666666667	1.15470053837925
LDB1	2	1	3	1	3	2	2	1
LDB2	7	13	11	7	13	11	10.3333333333333	3.05505046330389
LDB3	2	1	2	1	2	2	1.66666666666667	0.577350269189626
LDHA	1966	1653	3503	1653	3503	1966	2374	990.188365918324
LDHAL6A	0	0	0	0	0	0	0	0
LDHAL6B	0	0	0	0	0	0	0	0
LDHB	412	474	804	412	804	474	563.333333333333	210.716238893288
LDHC	0	0	0	0	0	0	0	0
LDHD	0	0	0	0	0	0	0	0
LDLR	14	10	26	10	26	14	16.6666666666667	8.32666399786453
LDLRAD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LDLRAD3	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LDLRAD4	3	3	4	3	4	3	3.33333333333333	0.577350269189626
LDLRAD4-AS1	0	0	0	0	0	0	0	0
LDLRAP1	3	5	3	3	5	3	3.66666666666667	1.15470053837925
LDOC1	11	21	13	11	21	13	15	5.29150262212918
LDOC1L	2	2	3	2	3	2	2.33333333333333	0.577350269189626
LEAP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LECT2	0	0	0	0	0	0	0	0
LEF1	0	0	0	0	0	0	0	0
LEFTY1	0	0	0	0	0	0	0	0
LEFTY2	1	1	3	1	3	1	1.66666666666667	1.15470053837925
LEKR1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LEMD1	0	0	0	0	0	0	0	0
LEMD1-AS1	4	3	12	3	12	4	6.33333333333333	4.93288286231625
LEMD2	1	1	9	1	9	1	3.66666666666667	4.61880215351701
LEMD3	6	9	4	4	9	6	6.33333333333333	2.51661147842358
LENG1	6	5	9	5	9	6	6.66666666666667	2.08166599946613
LENG8	1	0	3	0	3	1	1.33333333333333	1.52752523165195
LENG9	0	0	0	0	0	0	0	0
