Gene	TRS.A.2.6.1.A1	TRS.A.4.4.1.A11	TRS.A.5.10.1.C6	TRS.A.5.10.1.H11	TRS.A.5.10.1.H12	Min	Max	Median	Mean	Std
MIB2	2	3	3	3	1	1	3	3	2.4	0.894427190999916
MICA	26	29	25	38	28	25	38	28	29.2	5.16720427310553
MICAL1	2	2	1	0	0	0	2	1	1	1
MICAL2	51	75	51	55	39	39	75	51	54.2	13.0843417870369
MICAL3	8	8	9	11	6	6	11	8	8.4	1.81659021245849
MICALCL	1	0	0	1	1	0	1	1	0.6	0.547722557505166
MICALL1	4	1	5	5	2	1	5	4	3.4	1.81659021245849
MICALL2	1	2	0	0	0	0	2	0	0.6	0.894427190999916
MICB	4	6	7	4	1	1	7	4	4.4	2.30217288664427
MICU1	84	70	94	120	70	70	120	84	87.6	20.7557221025914
MICU2	6	20	18	21	10	6	21	18	15	6.6332495807108
MICU3	2	1	2	4	1	1	4	2	2	1.22474487139159
MID1	10	18	9	14	10	9	18	10	12.2	3.76828873628335
MID1IP1	1	0	1	0	1	0	1	1	0.6	0.547722557505166
MID2	6	3	6	8	4	3	8	6	5.4	1.94935886896179
MIDN	2	10	7	8	4	2	10	7	6.2	3.19374388453426
MIEN1	25	54	39	67	25	25	67	39	42	18.411952639522
MIER1	91	120	146	105	78	78	146	105	108	26.3912864407933
MIER2	1	0	0	2	1	0	2	1	0.8	0.836660026534076
MIER3	17	8	13	11	2	2	17	11	10.2	5.6302753041037
MIF	147	194	198	270	155	147	270	194	192.8	48.7719181496894
MIF4GD	9	14	22	19	13	9	22	14	15.4	5.12835256198323
MIIP	1	2	3	3	1	1	3	2	2	1
MILR1	1	5	2	5	1	1	5	2	2.8	2.04939015319192
MIMT1	0	0	0	0	0	0	0	0	0	0
MINA	21	21	29	29	12	12	29	21	22.4	7.05691150575094
MINK1	0	0	1	1	1	0	1	1	0.6	0.547722557505166
MINOS1	256	344	385	466	278	256	466	344	345.8	84.6297819919206
MINOS1P1	0	6	2	3	2	0	6	2	2.6	2.19089023002066
MINPP1	13	15	22	24	13	13	24	15	17.4	5.22494019104525
MIOS	2	3	0	5	2	0	5	2	2.4	1.81659021245849
MIOX	0	0	0	0	0	0	0	0	0	0
MIP	0	0	0	0	1	0	1	0	0.2	0.447213595499958
MIPEP	2	6	2	7	5	2	7	5	4.4	2.30217288664427
MIPEPP3	1	2	1	4	0	0	4	1	1.6	1.51657508881031
MIPOL1	8	2	8	12	5	2	12	8	7	3.74165738677394
MIR100HG	96	99	97	111	60	60	111	97	92.6	19.1911437908218
MIR137HG	0	0	0	0	0	0	0	0	0	0
MIR143HG	39	27	40	43	29	27	43	39	35.6	7.12741187248218
MIR155HG	1	0	1	1	0	0	1	1	0.6	0.547722557505166
MIR17HG	3	2	0	3	2	0	3	2	2	1.22474487139159
MIR181A1HG	1	0	0	0	1	0	1	0	0.4	0.547722557505166
MIR181A2HG	2	0	0	2	1	0	2	1	1	1
MIR205HG	1	0	0	0	0	0	1	0	0.2	0.447213595499958
MIR210HG	10	10	11	18	5	5	18	10	10.8	4.65832587954085
MIR22HG	28	21	33	47	26	21	47	28	31	9.9247166206396
MIR31HG	10	11	6	14	4	4	14	10	9	4
MIR4697HG	0	0	0	0	0	0	0	0	0	0
MIR497HG	0	2	0	0	0	0	2	0	0.4	0.894427190999916
MIR503HG	0	1	1	0	0	0	1	0	0.4	0.547722557505166
MIR600HG	0	0	0	0	1	0	1	0	0.2	0.447213595499958
MIRLET7BHG	12	4	9	7	8	4	12	8	8	2.91547594742265
MIRLET7DHG	0	0	4	1	0	0	4	0	1	1.73205080756888
MIS12	19	18	19	17	16	16	19	18	17.8	1.30384048104053
MIS18A	4	8	2	5	3	2	8	4	4.4	2.30217288664427
MIS18BP1	19	22	22	15	14	14	22	19	18.4	3.78153408023781
MITD1	18	23	39	43	23	18	43	23	29.2	11.0544108843484
MITF	6	8	10	11	4	4	11	8	7.8	2.86356421265527
MKI67	0	0	0	0	0	0	0	0	0	0
MKI67IP	91	100	125	128	84	84	128	100	105.6	19.9323857076869
MKKS	22	34	53	65	16	16	65	34	38	20.6760731281353
MKL1	2	4	4	5	7	2	7	4	4.4	1.81659021245849
MKL2	5	4	6	5	4	4	6	5	4.8	0.836660026534076
MKLN1	34	37	46	57	37	34	57	37	42.2	9.41806774237688
MKNK1	15	12	10	15	6	6	15	12	11.6	3.78153408023781
MKNK1-AS1	0	0	0	0	0	0	0	0	0	0
MKNK2	6	14	15	17	13	6	17	14	13	4.18330013267038
MKRN1	20	35	27	31	24	20	35	27	27.4	5.85662018573853
MKRN2	20	16	21	42	13	13	42	20	22.4	11.4149025401008
MKRN3	0	0	0	0	0	0	0	0	0	0
MKS1	12	4	9	12	6	4	12	9	8.6	3.57770876399966
MKX	0	0	0	0	0	0	0	0	0	0
MLANA	3	3	4	7	5	3	7	4	4.4	1.67332005306815
MLC1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MLEC	22	58	36	47	25	22	58	36	37.6	15.0764717357875
MLF1	13	17	16	25	21	13	25	17	18.4	4.6690470119715
MLF1IP	0	1	2	4	0	0	4	1	1.4	1.67332005306815
MLF2	23	32	44	36	39	23	44	36	34.8	7.91833315793166
MLH1	25	29	25	27	24	24	29	25	26	2
MLH3	23	23	23	22	19	19	23	23	22	1.73205080756888
MLIP	0	0	0	0	0	0	0	0	0	0
MLK7-AS1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
MLKL	1	2	2	2	1	1	2	2	1.6	0.547722557505166
MLLT1	25	16	15	17	10	10	25	16	16.6	5.41294744108974
MLLT10	19	18	17	18	9	9	19	18	16.2	4.08656334834051
MLLT10P1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MLLT11	36	46	50	67	38	36	67	46	47.4	12.36122971229
MLLT3	6	14	5	10	5	5	14	6	8	3.93700393700591
MLLT4	3	4	5	6	3	3	6	4	4.2	1.30384048104053
MLLT4-AS1	4	0	2	2	3	0	4	2	2.2	1.48323969741913
MLLT6	17	17	15	15	8	8	17	15	14.4	3.71483512420134
MLNR	0	0	0	0	0	0	0	0	0	0
MLPH	0	0	0	0	0	0	0	0	0	0
MLST8	4	7	13	14	3	3	14	7	8.2	5.06951674225463
MLX	30	43	52	40	28	28	52	40	38.6	9.83869910099907
MLXIP	17	10	12	18	10	10	18	12	13.4	3.84707681233427
MLXIPL	0	0	0	0	0	0	0	0	0	0
MLYCD	1	3	3	4	3	1	4	3	2.8	1.09544511501033
MMAA	6	11	17	14	10	6	17	11	11.6	4.15932686861708
MMAB	9	7	12	12	5	5	12	9	9	3.08220700148449
MMACHC	4	7	3	7	3	3	7	4	4.8	2.04939015319192
MMADHC	188	222	274	339	194	188	339	222	243.4	63.3308771453546
MMD	5	1	7	5	0	0	7	5	3.6	2.96647939483827
MMD2	3	2	3	2	3	2	3	3	2.6	0.547722557505166
MME	3	13	9	5	3	3	13	5	6.6	4.33589667773576
MMGT1	23	30	37	32	28	23	37	30	30	5.1478150704935
MMP1	2	4	5	8	6	2	8	5	5	2.23606797749979
MMP10	1	0	0	1	0	0	1	0	0.4	0.547722557505166
MMP11	1	3	3	2	1	1	3	2	2	1
MMP12	0	0	0	0	0	0	0	0	0	0
MMP13	0	0	0	0	0	0	0	0	0	0
MMP14	6	6	8	7	4	4	8	6	6.2	1.48323969741913
MMP15	0	1	0	0	1	0	1	0	0.4	0.547722557505166
MMP16	12	15	17	9	9	9	17	12	12.4	3.57770876399966
MMP17	1	0	0	0	1	0	1	0	0.4	0.547722557505166
MMP19	17	4	8	17	10	4	17	10	11.2	5.71839138219832
MMP2	144	175	181	238	128	128	238	175	173.2	42.3048460581054
MMP21	0	0	0	0	0	0	0	0	0	0
MMP23B	0	0	0	0	0	0	0	0	0	0
MMP24	0	0	0	0	0	0	0	0	0	0
MMP24-AS1	2	6	3	5	3	2	6	3	3.8	1.6431676725155
MMP25	0	1	1	2	1	0	2	1	1	0.707106781186548
MMP28	0	2	0	2	4	0	4	2	1.6	1.67332005306815
MMP3	0	0	0	0	0	0	0	0	0	0
MMP7	0	0	0	0	0	0	0	0	0	0
MMP8	0	0	0	0	0	0	0	0	0	0
MMP9	0	0	0	0	0	0	0	0	0	0
MMRN1	0	0	0	0	0	0	0	0	0	0
MMRN2	1	0	0	0	1	0	1	0	0.4	0.547722557505166
MMS19	10	10	11	21	9	9	21	10	12.2	4.96990945591567
MMS22L	10	6	4	4	2	2	10	4	5.2	3.03315017762062
MN1	27	32	36	38	27	27	38	32	32	5.04975246918104
MNAT1	41	55	57	74	43	41	74	55	54	13.228756555323
MND1	2	2	2	5	1	1	5	2	2.4	1.51657508881031
MNDA	0	0	0	1	1	0	1	0	0.4	0.547722557505166
MNF1	185	240	258	320	183	183	320	240	237.2	56.9183625906438
MNS1	3	4	4	7	5	3	7	4	4.6	1.51657508881031
MNT	1	1	0	1	3	0	3	1	1.2	1.09544511501033
MOAP1	8	6	7	9	6	6	9	7	7.2	1.30384048104053
MOB1A	8	13	11	15	9	8	15	11	11.2	2.86356421265527
MOB1B	14	12	10	14	10	10	14	12	12	2
MOB2	3	2	1	1	0	0	3	1	1.4	1.14017542509914
MOB3A	13	9	9	8	5	5	13	9	8.8	2.86356421265527
MOB3B	0	0	0	0	0	0	0	0	0	0
MOB3C	0	1	3	2	1	0	3	1	1.4	1.14017542509914
MOB4	6	6	7	6	5	5	7	6	6	0.707106781186548
MOBP	7	5	5	4	1	1	7	5	4.4	2.19089023002066
MOCOS	3	3	5	4	0	0	5	3	3	1.87082869338697
MOCS1	4	1	2	0	0	0	4	1	1.4	1.67332005306815
MOCS2	132	126	172	185	113	113	185	132	145.6	31.1496388422081
MOCS3	9	5	6	6	3	3	9	6	5.8	2.16794833886788
MOG	6	2	3	2	3	2	6	3	3.2	1.6431676725155
MOGAT1	0	0	0	0	0	0	0	0	0	0
MOGS	3	5	9	6	9	3	9	6	6.4	2.60768096208106
MOK	14	19	17	23	11	11	23	17	16.8	4.60434577328853
MON1A	1	1	2	0	2	0	2	1	1.2	0.836660026534076
MON1B	5	3	5	2	1	1	5	3	3.2	1.78885438199983
MON2	18	30	14	18	16	14	30	18	19.2	6.26099033699941
MORC2	7	7	9	5	2	2	9	7	6	2.64575131106459
MORC2-AS1	1	3	5	5	1	1	5	3	3	2
MORC3	24	37	36	24	21	21	37	24	28.4	7.50333259292163
MORC4	9	24	12	20	9	9	24	12	14.8	6.83373982530795
MORF4L1	416	573	613	697	431	416	697	573	546	120.565334984812
MORF4L2	299	473	483	615	395	299	615	473	453	116.858889263932
MORF4L2-AS1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
MORN1	1	0	0	1	1	0	1	1	0.6	0.547722557505166
MORN2	67	80	73	83	52	52	83	73	71	12.3085336250912
MORN3	1	0	0	0	0	0	1	0	0.2	0.447213595499958
MORN4	10	14	16	27	15	10	27	15	16.4	6.34822809924155
MORN5	0	0	0	0	0	0	0	0	0	0
MOSPD1	18	31	24	25	28	18	31	25	25.2	4.86826457785523
MOSPD2	13	16	14	12	12	12	16	13	13.4	1.67332005306815
MOSPD3	2	2	2	9	1	1	9	2	3.2	3.27108544675923
MOV10	2	6	10	9	8	2	10	8	7	3.16227766016838
MOV10L1	1	2	2	5	2	1	5	2	2.4	1.51657508881031
MOXD1	0	8	4	6	3	0	8	4	4.2	3.03315017762062
MPC1	23	20	24	37	21	20	37	23	25	6.89202437604511
MPC1L	0	0	0	0	0	0	0	0	0	0
MPC2	19	37	34	56	33	19	56	34	35.8	13.2551876637036
MPDU1	3	1	4	5	1	1	5	3	2.8	1.78885438199983
MPDZ	33	32	40	36	41	32	41	36	36.4	4.03732584763727
MPEG1	0	1	0	1	0	0	1	0	0.4	0.547722557505166
MPG	12	16	11	15	8	8	16	12	12.4	3.20936130717624
MPHOSPH10	68	97	89	84	53	53	97	84	78.2	17.626684316683
MPHOSPH6	34	41	58	82	32	32	82	41	49.4	20.899760764181
MPHOSPH8	93	132	130	140	96	93	140	130	118.2	21.9818106624545
MPHOSPH9	5	7	6	10	5	5	10	6	6.6	2.07364413533277
MPI	12	7	18	25	18	7	25	18	16	6.81909084849293
MPL	2	2	1	1	0	0	2	1	1.2	0.836660026534076
MPLKIP	30	29	38	46	33	29	46	33	35.2	6.97853852894716
MPND	3	0	2	2	2	0	3	2	1.8	1.09544511501033
MPO	0	0	0	0	0	0	0	0	0	0
MPP1	5	10	18	16	11	5	18	11	12	5.1478150704935
MPP2	0	0	1	0	1	0	1	0	0.4	0.547722557505166
MPP3	0	2	2	1	0	0	2	1	1	1
MPP4	0	0	0	0	0	0	0	0	0	0
MPP5	12	15	12	14	11	11	15	12	12.8	1.6431676725155
MPP6	3	10	12	9	12	3	12	10	9.2	3.70135110466435
MPP7	0	4	0	0	0	0	4	0	0.8	1.78885438199983
MPPE1	21	13	15	24	10	10	24	15	16.6	5.7706152185014
MPPED2	4	3	4	7	0	0	7	4	3.6	2.50998007960223
MPRIP	39	81	48	59	41	39	81	48	53.6	17.198837169995
MPST	10	7	8	11	5	5	11	8	8.2	2.38746727726266
MPV17	68	67	95	110	60	60	110	68	80	21.435951110226
MPV17L	1	0	0	2	3	0	3	1	1.2	1.30384048104053
MPV17L2	6	11	1	5	4	1	11	5	5.4	3.64691650576209
MPZ	0	0	0	0	0	0	0	0	0	0
MPZL1	69	98	113	133	76	69	133	98	97.8	26.3381852070335
MPZL2	0	0	0	0	0	0	0	0	0	0
MPZL3	0	0	0	0	0	0	0	0	0	0
MR1	28	29	31	38	29	28	38	29	31	4.06201920231798
MRAP	0	0	0	0	0	0	0	0	0	0
MRAP2	1	1	1	0	2	0	2	1	1	0.707106781186548
MRAS	35	39	41	47	35	35	47	39	39.4	4.97995983919549
MRC1	0	0	0	0	0	0	0	0	0	0
MRC2	50	62	33	76	36	33	76	50	51.4	17.9944435868409
MRE11A	21	17	26	15	16	15	26	17	19	4.52769256906871
MREG	11	16	16	16	14	11	16	16	14.6	2.19089023002066
MRFAP1	85	90	105	114	54	54	114	90	89.6	23.0282435283284
MRFAP1L1	67	69	86	116	52	52	116	69	78	24.4233494836396
MRGBP	1	2	2	2	3	1	3	2	2	0.707106781186548
MRGPRF	1	1	2	1	4	1	4	1	1.8	1.30384048104053
MRI1	26	21	16	27	19	16	27	21	21.8	4.65832587954085
MRM1	0	0	1	0	1	0	1	0	0.4	0.547722557505166
MRO	4	6	3	3	0	0	6	3	3.2	2.16794833886788
MROH1	3	1	1	2	0	0	3	1	1.4	1.14017542509914
MROH6	2	0	0	2	0	0	2	0	0.8	1.09544511501033
MROH7	0	0	0	0	0	0	0	0	0	0
MROH8	0	1	3	1	1	0	3	1	1.2	1.09544511501033
MROH9	0	0	0	0	0	0	0	0	0	0
MRP63	156	207	243	317	168	156	317	207	218.2	64.9823052838232
MRPL1	23	40	44	50	39	23	50	40	39.2	10.0349389634417
MRPL10	10	11	15	23	14	10	23	14	14.6	5.12835256198323
MRPL11	24	38	37	57	28	24	57	37	36.8	12.7553910171347
MRPL12	7	11	6	9	5	5	11	7	7.6	2.40831891575846
MRPL13	101	132	183	199	126	101	199	132	148.2	41.1545866216634
MRPL14	71	81	102	124	58	58	124	81	87.2	26.109385285755
MRPL15	15	20	13	24	14	13	24	15	17.2	4.65832587954085
MRPL16	17	16	21	21	7	7	21	17	16.4	5.72712842531054
MRPL17	104	140	130	152	96	96	152	130	124.4	23.7655212440207
MRPL18	154	180	209	237	193	154	237	193	194.6	31.1014469116792
MRPL19	30	26	28	41	16	16	41	28	28.2	8.95544527089525
MRPL2	16	16	25	28	13	13	28	16	19.6	6.50384501660364
MRPL20	174	218	250	257	175	174	257	218	214.8	39.6194396729686
MRPL21	141	184	181	243	159	141	243	181	181.6	38.5201246103903
MRPL22	93	92	102	168	79	79	168	93	106.8	35.1809607600475
MRPL23	10	3	9	18	5	3	18	9	9	5.78791845139511
MRPL24	67	101	92	135	80	67	135	92	95	25.7584937447825
MRPL27	112	117	137	167	99	99	167	117	126.4	26.491508073343
MRPL28	15	11	21	19	13	11	21	15	15.8	4.14728827066554
MRPL3	32	34	36	41	24	24	41	34	33.4	6.22896460095897
MRPL30	28	47	44	53	30	28	53	44	40.4	10.9224539367305
MRPL32	63	96	78	109	76	63	109	78	84.4	18.0914344373242
MRPL33	373	493	447	601	304	304	601	447	443.6	113.687290406624
MRPL34	15	26	30	37	17	15	37	26	25	9.13783344124853
MRPL35	22	36	43	56	36	22	56	36	38.6	12.36122971229
MRPL36	160	171	183	211	141	141	211	171	173.2	26.1763251813542
MRPL37	28	25	30	38	16	16	38	28	27.4	7.98749021908634
MRPL38	2	5	4	6	0	0	6	4	3.4	2.40831891575846
MRPL39	63	77	89	107	70	63	107	77	81.2	17.3262806164508
MRPL4	1	4	3	6	3	1	6	3	3.4	1.8165902124585
MRPL40	85	110	127	180	99	85	180	110	120.2	36.7926623119339
MRPL41	39	57	50	65	34	34	65	50	49	12.7082650271388
MRPL42	64	59	88	108	64	59	108	64	76.6	20.8758233370567
MRPL42P5	1	2	1	0	2	0	2	1	1.2	0.836660026534076
MRPL43	82	76	102	127	74	74	127	82	92.2	22.3874965103292
MRPL44	41	46	55	79	31	31	79	46	50.4	18.1879080710235
MRPL45	67	74	93	98	51	51	98	74	76.6	19.2431806102837
MRPL45P2	6	4	3	4	4	3	6	4	4.2	1.09544511501033
MRPL46	14	6	18	23	11	6	23	14	14.4	6.50384501660364
MRPL47	110	146	127	163	99	99	163	127	129	26.0288301696407
MRPL48	28	51	46	68	35	28	68	46	45.6	15.4369686143362
MRPL49	32	36	35	69	28	28	69	35	40	16.5075740192192
MRPL50	51	47	64	85	60	47	85	60	61.4	14.842506526864
MRPL51	366	411	436	607	376	366	607	411	439.2	97.8708332446393
MRPL52	30	31	45	44	24	24	45	31	34.8	9.25742944882649
MRPL53	57	64	52	86	64	52	86	64	64.6	12.9923054151294
MRPL54	19	21	27	16	16	16	27	19	19.8	4.54972526643093
MRPL55	19	17	15	32	18	15	32	18	20.2	6.76017751246223
MRPL9	13	10	16	10	7	7	16	10	11.2	3.42052627529741
MRPS10	110	171	172	205	137	110	205	171	159	36.4485939372152
MRPS11	21	26	20	37	27	20	37	26	26.2	6.76017751246223
MRPS12	9	12	6	7	7	6	12	7	8.2	2.38746727726266
MRPS14	88	114	96	146	82	82	146	96	105.2	25.7914714586043
MRPS15	33	22	26	54	21	21	54	26	31.2	13.5904378148756
MRPS16	52	82	79	108	57	52	108	79	75.6	22.3897297884543
MRPS17	52	60	80	88	54	52	88	60	66.8	16.2234398325386
MRPS18A	71	76	74	106	55	55	106	74	76.4	18.5013513019995
MRPS18B	79	78	83	119	61	61	119	79	84	21.3072757526625
MRPS18C	117	141	131	194	89	89	194	131	134.4	38.6367700513384
MRPS2	5	7	4	3	4	3	7	4	4.6	1.51657508881031
MRPS21	276	323	326	399	225	225	399	323	309.8	64.6660652892999
MRPS22	31	53	58	61	38	31	61	53	48.2	13.0652210084637
MRPS23	95	110	98	150	98	95	150	98	110.2	22.9826021155134
MRPS24	0	0	0	0	0	0	0	0	0	0
MRPS25	24	23	26	39	15	15	39	24	25.4	8.67755725996665
MRPS26	22	15	20	25	15	15	25	20	19.4	4.39317652729776
MRPS27	29	48	84	70	47	29	84	48	55.6	21.5244047536744
MRPS28	37	44	55	64	45	37	64	45	49	10.5593560409714
MRPS30	9	13	12	20	12	9	20	12	13.2	4.08656334834051
MRPS31	32	33	49	65	35	32	65	35	42.8	14.1844985811977
MRPS31P5	10	12	7	6	4	4	12	7	7.8	3.19374388453426
MRPS33	117	124	123	155	88	88	155	123	121.4	23.8390436049771
MRPS34	35	54	41	57	38	35	57	41	45	9.87420882906575
MRPS35	66	73	80	114	67	66	114	73	80	19.811612756159
MRPS36	122	122	135	178	115	115	178	122	134.4	25.4224310403234
MRPS5	40	57	78	51	35	35	78	51	52.2	16.8433963320941
MRPS6	59	76	57	80	45	45	80	59	63.4	14.4326019830105
MRPS7	107	126	123	170	117	107	170	123	128.6	24.2548964128895
MRPS9	35	56	37	55	28	28	56	37	42.2	12.5976188226188
MRRF	18	19	21	23	10	10	23	19	18.2	4.96990945591567
MRS2	4	10	3	7	8	3	10	7	6.4	2.88097205817759
MRS2P2	2	0	2	2	1	0	2	2	1.4	0.894427190999916
MRTO4	59	43	52	73	44	43	73	52	54.2	12.3571841452655
MRVI1	6	6	8	9	5	5	9	6	6.8	1.6431676725155
MRVI1-AS1	2	1	1	0	0	0	2	1	0.8	0.836660026534076
MS4A1	0	0	0	1	1	0	1	0	0.4	0.547722557505166
MS4A10	11	8	8	6	7	6	11	8	8	1.87082869338697
MS4A2	5	5	7	4	5	4	7	5	5.2	1.09544511501033
MS4A4A	0	1	0	0	0	0	1	0	0.2	0.447213595499958
MS4A6A	0	2	0	0	0	0	2	0	0.4	0.894427190999916
MS4A6E	0	0	0	0	0	0	0	0	0	0
MS4A7	3	6	1	4	0	0	6	3	2.8	2.38746727726266
MSANTD1	0	0	0	0	0	0	0	0	0	0
MSANTD2	0	3	2	2	7	0	7	2	2.8	2.58843582110896
MSANTD3	22	28	38	37	19	19	38	28	28.8	8.5848704125339
MSANTD3-TMEFF1	0	0	0	0	0	0	0	0	0	0
MSANTD4	16	13	21	19	19	13	21	19	17.6	3.13049516849971
MSC	22	19	38	58	34	19	58	34	34.2	15.4983870128475
MSH2	10	7	18	7	10	7	18	10	10.4	4.50555213042752
MSH3	8	7	8	8	8	7	8	8	7.8	0.447213595499958
MSH4	0	0	0	0	0	0	0	0	0	0
MSH5	0	1	0	0	0	0	1	0	0.2	0.447213595499958
MSH6	22	26	22	28	7	7	28	22	21	8.24621125123532
MSI1	0	0	0	0	0	0	0	0	0	0
MSI2	2	1	0	1	1	0	2	1	1	0.707106781186548
MSL1	13	24	25	19	20	13	25	20	20.2	4.76445169982864
MSL2	4	4	6	8	3	3	8	4	5	2
MSL3	14	27	28	31	30	14	31	28	26	6.89202437604511
MSL3P1	4	10	12	18	8	4	18	10	10.4	5.17687164221791
MSMB	0	0	0	0	0	0	0	0	0	0
MSMO1	85	84	97	131	78	78	131	85	95	21.2720473861826
MSN	101	146	154	184	121	101	184	146	141.2	31.7915083001735
MSR1	0	4	0	0	0	0	4	0	0.8	1.78885438199983
MSRA	4	1	2	7	1	1	7	2	3	2.54950975679639
MSRB1	21	21	25	44	26	21	44	25	27.4	9.555103348473
MSRB2	6	7	15	9	6	6	15	7	8.6	3.78153408023781
MSRB3	138	141	168	189	123	123	189	141	151.8	26.3761255683999
MSS51	2	4	0	0	2	0	4	2	1.6	1.67332005306815
MST1	1	0	1	0	0	0	1	0	0.4	0.547722557505166
MST1L	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MST1P2	0	0	0	0	0	0	0	0	0	0
MST1R	0	0	0	0	0	0	0	0	0	0
MST4	0	0	1	0	1	0	1	0	0.4	0.547722557505166
MSTN	0	0	0	0	0	0	0	0	0	0
MSTO1	7	3	2	8	5	2	8	5	5	2.54950975679639
MSX1	1	1	2	1	4	1	4	1	1.8	1.30384048104053
MSX2	0	1	1	0	1	0	1	1	0.6	0.547722557505166
MT1A	0	0	0	0	0	0	0	0	0	0
MT1DP	0	0	0	0	0	0	0	0	0	0
MT1E	10	23	12	18	11	10	23	12	14.8	5.54075807087803
MT1F	0	2	1	1	1	0	2	1	1	0.707106781186548
MT1G	0	1	1	0	0	0	1	0	0.4	0.547722557505166
MT1H	0	0	0	0	0	0	0	0	0	0
MT1IP	0	2	1	0	0	0	2	0	0.6	0.894427190999916
MT1L	2	5	6	9	4	2	9	5	5.2	2.58843582110896
MT1M	0	0	0	0	0	0	0	0	0	0
MT1X	22	45	20	24	16	16	45	22	25.4	11.3490087672889
MT2A	321	516	418	504	321	321	516	418	416	94.601797023101
MT3	0	1	3	1	2	0	3	1	1.4	1.14017542509914
MTA1	8	4	2	3	1	1	8	3	3.6	2.70185121722126
MTA2	1	1	3	0	2	0	3	1	1.4	1.14017542509914
MTA3	21	19	27	41	27	19	41	27	27	8.60232526704263
MTAP	33	32	36	42	28	28	42	33	34.2	5.21536192416212
MTBP	0	0	2	1	0	0	2	0	0.6	0.894427190999916
MTCH1	38	45	48	49	37	37	49	45	43.4	5.59464029227975
MTCH2	123	140	193	203	131	123	203	140	158	37.1752605908822
MTCP1	0	0	1	0	1	0	1	0	0.4	0.547722557505166
MTDH	76	80	74	99	57	57	99	76	77.2	15.0233152133609
MTERF	10	10	15	9	7	7	15	10	10.2	2.94957624075052
MTERFD1	7	11	4	7	6	4	11	7	7	2.54950975679639
MTERFD2	27	30	39	42	16	16	42	30	30.8	10.3295692068934
MTERFD3	1	2	7	2	2	1	7	2	2.8	2.38746727726266
MTF1	6	11	9	10	9	6	11	9	9	1.87082869338697
MTF2	2	17	21	19	9	2	21	17	13.6	7.92464510246358
MTFMT	15	20	17	10	7	7	20	15	13.8	5.26307894677631
MTFP1	1	2	1	1	1	1	2	1	1.2	0.447213595499958
MTFR1	14	22	14	20	9	9	22	14	15.8	5.21536192416212
MTFR1L	38	37	49	68	39	37	68	39	46.2	13.1034346642398
MTFR2	0	0	1	1	0	0	1	0	0.4	0.547722557505166
MTG1	5	1	3	6	3	1	6	3	3.6	1.94935886896179
MTG2	10	8	3	13	5	3	13	8	7.8	3.96232255123179
MTHFD1	47	53	66	59	26	26	66	53	50.2	15.2545075305629
MTHFD1L	40	53	47	66	49	40	66	49	51	9.61769203083567
MTHFD2	520	345	550	694	425	345	694	520	506.8	132.244848670941
MTHFD2L	0	1	0	2	2	0	2	1	1	1
MTHFD2P1	2	5	2	2	2	2	5	2	2.6	1.34164078649987
MTHFR	6	7	15	14	2	2	15	7	8.8	5.54075807087803
MTHFS	0	0	0	2	0	0	2	0	0.4	0.894427190999916
MTHFSD	1	2	2	5	2	1	5	2	2.4	1.51657508881031
MTIF2	31	35	37	39	35	31	39	35	35.4	2.96647939483827
MTIF3	96	130	153	141	97	96	153	130	123.4	25.8708329977989
MTL5	2	1	1	0	0	0	2	1	0.8	0.836660026534076
MTM1	3	8	8	10	5	3	10	8	6.8	2.77488738510232
MTMR1	3	3	3	1	1	1	3	3	2.2	1.09544511501033
MTMR10	11	4	4	4	4	4	11	4	5.4	3.13049516849971
MTMR11	5	3	7	5	7	3	7	5	5.4	1.67332005306815
MTMR12	15	12	13	12	7	7	15	12	11.8	2.94957624075052
MTMR14	1	2	3	5	6	1	6	3	3.4	2.07364413533277
MTMR2	28	28	38	37	21	21	38	28	30.4	7.09224929059886
MTMR3	4	10	11	16	8	4	16	10	9.8	4.38178046004133
MTMR4	1	5	2	2	4	1	5	2	2.8	1.6431676725155
MTMR6	21	14	16	17	13	13	21	16	16.2	3.11448230047949
MTMR7	1	1	1	0	0	0	1	1	0.6	0.547722557505166
MTMR8	0	1	0	0	0	0	1	0	0.2	0.447213595499958
MTMR9	23	25	24	25	10	10	25	24	21.4	6.42650760522385
MTMR9LP	1	1	1	1	3	1	3	1	1.4	0.894427190999916
MTO1	13	8	14	12	14	8	14	13	12.2	2.48997991959775
MTOR	12	9	15	16	6	6	16	12	11.6	4.15932686861708
MTPAP	29	31	30	29	13	13	31	29	26.4	7.53657747256671
MTR	30	45	51	37	27	27	51	37	38	10.0498756211209
MTRF1	4	7	2	5	7	2	7	5	5	2.12132034355964
MTRF1L	20	13	26	24	11	11	26	20	18.8	6.61059755241536
MTRNR2L1	0	0	0	0	0	0	0	0	0	0
MTRNR2L10	0	0	0	0	0	0	0	0	0	0
MTRNR2L2	0	0	0	0	0	0	0	0	0	0
MTRNR2L3	0	0	0	0	0	0	0	0	0	0
MTRNR2L4	1	1	1	0	2	0	2	1	1	0.707106781186548
MTRNR2L5	6	6	5	4	2	2	6	5	4.6	1.67332005306815
