Gene	SOR.A.6.5.1.C12	SOR.A.7.3.1.E5	SOR.A.7.4.1.E6	SOR.A.8.2.1.F12	Min	Max	Median	Mean	Std
MAP3K14	2	1	0	1	0	2	1	1	0.816496580927726
MAP3K14-AS1	1	0	0	0	0	1	0	0.25	0.5
MAP3K15	0	0	0	0	0	0	0	0	0
MAP3K19	0	0	0	0	0	0	0	0	0
MAP3K2	116	47	66	64	47	116	65	73.25	29.7475489186364
MAP3K3	12	3	3	8	3	12	5.5	6.5	4.35889894354067
MAP3K4	51	11	13	21	11	51	17	24	18.5112578358864
MAP3K5	19	3	7	20	3	20	13	12.25	8.53912563829967
MAP3K6	2	1	2	5	1	5	2	2.5	1.73205080756888
MAP3K7	49	21	35	45	21	49	40	37.5	12.4766448481419
MAP3K7CL	208	307	285	129	129	307	246.5	232.25	80.8676902930542
MAP3K8	11	5	3	15	3	15	8	8.5	5.5075705472861
MAP3K9	5	0	3	1	0	5	2	2.25	2.21735578260835
MAP4	314	236	257	244	236	314	250.5	262.75	35.2455670971542
MAP4K1	2	1	1	1	1	2	1	1.25	0.5
MAP4K2	0	1	0	2	0	2	0.5	0.75	0.957427107756338
MAP4K3	19	12	8	19	8	19	15.5	14.5	5.44671154612273
MAP4K4	175	92	130	141	92	175	135.5	134.5	34.2003898613257
MAP4K5	80	40	37	71	37	80	55.5	57	21.7102126505784
MAP6	3	1	0	2	0	3	1.5	1.5	1.29099444873581
MAP6D1	1	0	0	3	0	3	0.5	1	1.4142135623731
MAP7	1	1	0	2	0	2	1	1	0.816496580927726
MAP7D1	24	3	18	18	3	24	18	15.75	8.95823643358446
MAP7D2	0	0	0	0	0	0	0	0	0
MAP7D3	63	47	33	64	33	64	55	51.75	14.7280910734102
MAP9	55	27	33	52	27	55	42.5	41.75	13.8413631313297
MAPK1	81	32	33	30	30	81	32.5	44	24.6981780704569
MAPK10	10	6	5	10	5	10	8	7.75	2.62995563967658
MAPK11	0	0	0	0	0	0	0	0	0
MAPK12	4	3	5	7	3	7	4.5	4.75	1.70782512765993
MAPK13	15	4	7	6	4	15	6.5	8	4.83045891539648
MAPK14	37	9	11	27	9	37	19	21	13.3666251038423
MAPK15	0	0	0	1	0	1	0	0.25	0.5
MAPK1IP1L	272	134	182	186	134	272	184	193.5	57.4195088798224
MAPK3	16	9	5	14	5	16	11.5	11	4.96655480858378
MAPK4	0	0	0	0	0	0	0	0	0
MAPK6	96	40	43	63	40	96	53	60.5	25.7746645629644
MAPK7	14	3	6	7	3	14	6.5	7.5	4.65474668125631
MAPK8	17	6	7	13	6	17	10	10.75	5.18812747209113
MAPK8IP1	0	0	0	0	0	0	0	0	0
MAPK8IP2	0	0	0	0	0	0	0	0	0
MAPK8IP3	2	0	4	0	0	4	1	1.5	1.91485421551268
MAPK9	20	11	20	16	11	20	18	16.75	4.27200187265877
MAPKAP1	15	22	22	14	14	22	18.5	18.25	4.3493294502333
MAPKAPK2	11	6	12	13	6	13	11.5	10.5	3.1091263510296
MAPKAPK3	12	5	8	8	5	12	8	8.25	2.87228132326901
MAPKAPK5	17	10	4	11	4	17	10.5	10.5	5.32290647422377
MAPKAPK5-AS1	37	48	41	52	37	52	44.5	44.5	6.75771164423776
MAPKBP1	3	0	3	2	0	3	2.5	2	1.4142135623731
MAPRE1	163	104	117	136	104	163	126.5	130	25.6255081250434
MAPRE2	33	30	38	55	30	55	35.5	39	11.1654228162962
MAPRE3	0	3	3	5	0	5	3	2.75	2.06155281280883
MAPT	1	1	1	3	1	3	1	1.5	1
MAPT-IT1	0	0	0	0	0	0	0	0	0
MARC1	1	1	0	0	0	1	0.5	0.5	0.577350269189626
MARC2	1	1	4	0	0	4	1	1.5	1.73205080756888
MARCH1	0	0	0	0	0	0	0	0	0
MARCH2	17	6	9	17	6	17	13	12.25	5.61990510002912
MARCH3	9	4	7	6	4	9	6.5	6.5	2.08166599946613
MARCH4	1	0	0	0	0	1	0	0.25	0.5
MARCH5	28	18	27	23	18	28	25	24	4.54606056566195
MARCH6	90	42	60	57	42	90	58.5	62.25	20.1059692628831
MARCH7	123	78	77	93	77	123	85.5	92.75	21.4534379529249
MARCH8	1	2	2	3	1	3	2	2	0.816496580927726
MARCH9	9	4	1	4	1	9	4	4.5	3.3166247903554
MARCKS	219	109	119	113	109	219	116	140	52.8267608950867
MARCKSL1	8	7	3	7	3	8	7	6.25	2.21735578260835
MARCO	0	0	0	0	0	0	0	0	0
MARK1	0	0	0	0	0	0	0	0	0
MARK2	2	1	1	1	1	2	1	1.25	0.5
MARK2P9	0	0	0	0	0	0	0	0	0
MARK3	68	14	26	39	14	68	32.5	36.75	23.2002155162404
MARK4	13	6	5	10	5	13	8	8.5	3.69684550213647
MARS	120	79	107	125	79	125	113.5	107.75	20.6135068987949
MARS2	3	0	1	0	0	3	0.5	1	1.4142135623731
MARVELD1	36	13	12	20	12	36	16.5	20.25	11.0867789130417
MARVELD2	0	3	1	2	0	3	1.5	1.5	1.29099444873581
MARVELD3	7	2	3	5	2	7	4	4.25	2.21735578260835
MAS1	0	0	0	0	0	0	0	0	0
MASP1	18	19	18	7	7	19	18	15.5	5.68624070307733
MASP2	0	0	0	0	0	0	0	0	0
MAST1	0	0	0	0	0	0	0	0	0
MAST2	16	8	11	15	8	16	13	12.5	3.69684550213647
MAST3	10	1	3	7	1	10	5	5.25	4.03112887414927
MAST4	33	12	12	18	12	33	15	18.75	9.9121138007995
MASTL	34	17	16	34	16	34	25.5	25.25	10.1118742080783
MAT2A	8	6	7	5	5	8	6.5	6.5	1.29099444873581
MAT2B	69	33	30	55	30	69	44	46.75	18.5539753152795
MATN1	0	0	0	0	0	0	0	0	0
MATN1-AS1	2	1	3	4	1	4	2.5	2.5	1.29099444873581
MATN2	4	5	13	7	4	13	6	7.25	4.03112887414927
MATN3	6	0	3	1	0	6	2	2.5	2.64575131106459
MATN4	0	0	0	0	0	0	0	0	0
MATR3	330	219	186	286	186	330	252.5	255.25	64.9172550251472
MAU2	47	12	12	27	12	47	19.5	24.5	16.583123951777
MAVS	62	16	27	33	16	62	30	34.5	19.6383977622072
MAX	27	20	15	35	15	35	23.5	24.25	8.69386757049665
MAZ	16	5	14	6	5	16	10	10.25	5.56027577253743
MB	0	0	0	0	0	0	0	0	0
MB21D1	8	4	5	6	4	8	5.5	5.75	1.70782512765993
MB21D2	15	14	15	11	11	15	14.5	13.75	1.89296944860009
MBD1	29	13	10	14	10	29	13.5	16.5	8.50490054811538
MBD2	50	29	31	22	22	50	30	33	11.9721899973786
MBD3	10	6	3	1	1	10	4.5	5	3.91578004149024
MBD4	58	29	46	62	29	62	52	48.75	14.8183444869302
MBD5	9	3	5	11	3	11	7	7	3.65148371670111
MBD6	5	2	2	4	2	5	3	3.25	1.5
MBIP	61	51	54	79	51	79	57.5	61.25	12.5532200384337
MBL1P	1	0	0	0	0	1	0	0.25	0.5
MBLAC1	0	0	0	0	0	0	0	0	0
MBLAC2	24	6	6	13	6	24	9.5	12.25	8.5
MBNL1	139	79	61	90	61	139	84.5	92.25	33.380383460949
MBNL1-AS1	1	1	0	0	0	1	0.5	0.5	0.577350269189626
MBNL2	213	201	191	160	160	213	196	191.25	22.6917753088353
MBNL3	1	0	0	1	0	1	0.5	0.5	0.577350269189626
MBOAT1	10	7	9	8	7	10	8.5	8.5	1.29099444873581
MBOAT2	9	6	8	8	6	9	8	7.75	1.25830573921179
MBOAT4	0	0	0	0	0	0	0	0	0
MBOAT7	26	9	21	17	9	26	19	18.25	7.18215380880508
MBP	49	34	27	44	27	49	39	38.5	9.88264472024906
MBTD1	10	13	2	5	2	13	7.5	7.5	4.93288286231625
MBTPS1	37	41	30	38	30	41	37.5	36.5	4.65474668125631
MBTPS2	22	14	6	13	6	22	13.5	13.75	6.55108133567785
MC1R	6	0	0	5	0	6	2.5	2.75	3.20156211871642
MC2R	2	0	0	0	0	2	0	0.5	1
MC4R	0	0	0	0	0	0	0	0	0
MCAM	21	3	9	13	3	21	11	11.5	7.54983443527075
MCAT	5	2	3	3	2	5	3	3.25	1.25830573921179
MCC	38	7	24	19	7	38	21.5	22	12.8322510366134
MCCC1	9	5	4	4	4	9	4.5	5.5	2.38047614284762
MCCC2	18	5	9	4	4	18	7	9	6.37704215656966
MCEE	87	65	60	67	60	87	66	69.75	11.8708326020826
MCF2	0	0	0	0	0	0	0	0	0
MCF2L	0	0	0	0	0	0	0	0	0
MCF2L-AS1	0	0	0	0	0	0	0	0	0
MCF2L2	3	2	2	3	2	3	2.5	2.5	0.577350269189626
MCFD2	262	206	202	243	202	262	224.5	228.25	29.1018327028843
MCHR1	0	0	0	0	0	0	0	0	0
MCHR2	1	0	0	0	0	1	0	0.25	0.5
MCL1	128	33	57	67	33	128	62	71.25	40.4341027681667
MCM10	0	0	1	0	0	1	0	0.25	0.5
MCM2	5	1	5	3	1	5	4	3.5	1.91485421551268
MCM3	24	9	12	24	9	24	18	17.25	7.88986691902975
MCM3AP	29	6	5	8	5	29	7	12	11.4017542509914
MCM3AP-AS1	0	0	0	0	0	0	0	0	0
MCM4	26	11	8	12	8	26	11.5	14.25	8.0156097709407
MCM5	2	0	2	5	0	5	2	2.25	2.06155281280883
MCM6	23	17	9	20	9	23	18.5	17.25	6.02079728939615
MCM7	54	16	29	37	16	54	33	34	15.8954920234218
MCM8	4	2	4	4	2	4	4	3.5	1
MCM9	6	1	2	9	1	9	4	4.5	3.69684550213647
MCMBP	63	29	27	35	27	63	32	38.5	16.6833250083229
MCMDC2	3	2	2	1	1	3	2	2	0.816496580927726
MCOLN1	1	0	1	3	0	3	1	1.25	1.25830573921179
MCOLN2	0	0	0	3	0	3	0	0.75	1.5
MCOLN3	0	0	1	0	0	1	0	0.25	0.5
MCPH1	46	34	31	40	31	46	37	37.75	6.65206734782504
MCRS1	47	29	26	54	26	54	38	39	13.6381816969859
MCTP1	2	3	1	8	1	8	2.5	3.5	3.1091263510296
MCTP2	1	1	3	1	1	3	1	1.5	1
MCTS1	149	156	113	118	113	156	133.5	134	21.6487105081727
MCU	18	15	11	11	11	18	13	13.75	3.40342964277702
MCUR1	28	16	24	25	16	28	24.5	23.25	5.1234753829798
MDC1	26	2	8	6	2	26	7	10.5	10.6301458127346
MDFI	0	0	0	0	0	0	0	0	0
MDFIC	35	16	13	19	13	35	17.5	20.75	9.81070843517429
MDGA1	0	0	0	1	0	1	0	0.25	0.5
MDGA2	0	0	0	0	0	0	0	0	0
MDH1	313	313	257	317	257	317	313	300	28.7286152352203
MDH1B	1	4	2	0	0	4	1.5	1.75	1.70782512765993
MDH2	402	344	305	308	305	402	326	339.75	45.124826869474
MDK	5	8	2	4	2	8	4.5	4.75	2.5
MDM1	30	27	22	21	21	30	24.5	25	4.24264068711928
MDM2	481	173	213	294	173	481	253.5	290.25	136.765919244038
MDM4	80	39	54	69	39	80	61.5	60.5	17.8605710994918
MDN1	41	22	26	40	22	41	33	32.25	9.67384790728763
MDP1	4	8	4	4	4	8	4	5	2
MDS2	2	0	0	0	0	2	0	0.5	1
ME1	27	12	16	5	5	27	14	15	9.20144916122817
ME2	42	18	35	41	18	42	38	34	11.1055541659718
ME3	2	3	5	3	2	5	3	3.25	1.25830573921179
MEA1	168	175	189	136	136	189	171.5	167	22.4350915606185
MEAF6	60	61	51	49	49	61	55.5	55.25	6.13052471924984
MECOM	15	14	13	16	13	16	14.5	14.5	1.29099444873581
MECP2	27	4	12	21	4	27	16.5	16	10.0995049383621
MECR	3	0	2	6	0	6	2.5	2.75	2.5
MED1	59	27	34	41	27	59	37.5	40.25	13.7446959466795
MED10	247	157	167	245	157	247	206	204	48.6757982300582
MED11	33	34	22	24	22	34	28.5	28.25	6.13052471924984
MED12	8	2	4	7	2	8	5.5	5.25	2.75378527364305
MED12L	2	0	1	0	0	2	0.5	0.75	0.957427107756338
MED13	64	26	34	40	26	64	37	41	16.3707055437449
MED13L	41	13	21	26	13	41	23.5	25.25	11.7862914721581
MED14	16	10	12	12	10	16	12	12.5	2.51661147842358
MED15	10	10	11	7	7	11	10	9.5	1.73205080756888
MED16	2	1	2	3	1	3	2	2	0.816496580927726
MED17	13	7	7	13	7	13	10	10	3.46410161513775
MED18	70	31	39	57	31	70	48	49.25	17.5949803447839
MED19	45	37	32	46	32	46	41	40	6.68331255192114
MED20	10	3	3	9	3	10	6	6.25	3.77491721763537
MED21	69	80	74	61	61	80	71.5	71	8.04155872120988
MED22	8	7	2	12	2	12	7.5	7.25	4.11298755975102
MED23	27	4	21	16	4	27	18.5	17	9.76387901058454
MED24	5	4	2	1	1	5	3	3	1.82574185835055
MED25	0	0	0	1	0	1	0	0.25	0.5
MED26	15	2	5	9	2	15	7	7.75	5.61990510002912
MED27	100	64	76	61	61	100	70	75.25	17.7270979012358
MED28	64	59	44	50	44	64	54.5	54.25	8.95823643358446
MED29	34	25	25	38	25	38	29.5	30.5	6.557438524302
MED30	18	16	17	17	16	18	17	17	0.816496580927726
MED31	32	28	28	32	28	32	30	30	2.3094010767585
MED4	145	100	97	108	97	145	104	112.5	22.1585198061603
MED4-AS1	0	0	0	1	0	1	0	0.25	0.5
MED6	38	16	28	23	16	38	25.5	26.25	9.25112605758528
MED7	33	32	23	21	21	33	27.5	27.25	6.13052471924984
MED8	129	121	127	88	88	129	124	116.25	19.1376592090046
MED9	4	5	3	7	3	7	4.5	4.75	1.70782512765993
MEDAG	83	39	56	52	39	83	54	57.5	18.4842275106824
MEF2A	113	43	40	86	40	113	64.5	70.5	35.2751092604025
MEF2BNB	5	3	0	2	0	5	2.5	2.5	2.08166599946613
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0	0
MEF2C	9	8	7	10	7	10	8.5	8.5	1.29099444873581
MEF2D	18	13	10	15	10	18	14	14	3.36650164612069
MEFV	18	8	15	12	8	18	13.5	13.25	4.27200187265877
MEG3	195	162	124	206	124	206	178.5	171.75	36.9177012646598
MEG8	0	0	0	0	0	0	0	0	0
MEG9	0	0	0	3	0	3	0	0.75	1.5
MEGF10	0	0	0	0	0	0	0	0	0
MEGF11	0	0	0	0	0	0	0	0	0
MEGF6	30	17	35	37	17	37	32.5	29.75	8.99536917900909
MEGF8	6	0	4	10	0	10	5	5	4.16333199893227
MEGF9	25	7	8	12	7	25	10	13	8.28653526310404
MEI1	1	0	1	5	0	5	1	1.75	2.21735578260835
MEIG1	4	1	2	4	1	4	3	2.75	1.5
MEIOB	2	0	0	0	0	2	0	0.5	1
MEIS1	18	17	6	14	6	18	15.5	13.75	5.43905629069357
MEIS1-AS3	0	0	0	0	0	0	0	0	0
MEIS2	18	13	12	16	12	18	14.5	14.75	2.75378527364305
MEIS3	1	1	0	0	0	1	0.5	0.5	0.577350269189626
MEIS3P1	0	0	1	1	0	1	0.5	0.5	0.577350269189626
MELK	4	6	5	3	3	6	4.5	4.5	1.29099444873581
MEMO1	16	11	11	13	11	16	12	12.75	2.3629078131263
MEN1	18	6	5	20	5	20	12	12.25	7.84750491132904
MEOX1	1	0	0	0	0	1	0	0.25	0.5
MEOX2	0	0	0	0	0	0	0	0	0
MEPCE	17	5	9	4	4	17	7	8.75	5.90903263374528
MERTK	3	0	0	2	0	3	1	1.25	1.5
MESDC1	11	0	1	8	0	11	4.5	5	5.35412613473634
MESDC2	97	100	95	92	92	100	96	96	3.36650164612069
MESP1	0	0	0	1	0	1	0	0.25	0.5
MESP2	0	0	0	0	0	0	0	0	0
MEST	18	28	29	27	18	29	27.5	25.5	5.06622805119022
MESTIT1	7	3	3	4	3	7	3.5	4.25	1.89296944860009
MET	25	16	8	16	8	25	16	16.25	6.9462219947249
METAP1	37	43	33	30	30	43	35	35.75	5.61990510002912
METAP1D	1	3	0	3	0	3	2	1.75	1.5
METAP2	284	273	259	223	223	284	266	259.75	26.5502667908755
METRN	0	0	0	1	0	1	0	0.25	0.5
METRNL	14	9	12	15	9	15	13	12.5	2.64575131106459
METTL1	62	25	30	55	25	62	42.5	43	18.2391520270726
METTL10	21	4	6	8	4	21	7	9.75	7.67571929311297
METTL12	6	7	8	4	4	8	6.5	6.25	1.70782512765993
METTL13	12	0	7	8	0	12	7.5	6.75	4.99165971062398
METTL14	27	21	18	37	18	37	24	25.75	8.38152730712011
METTL15	22	20	33	21	20	33	21.5	24	6.05530070819498
METTL16	35	19	29	39	19	39	32	30.5	8.69865890046659
METTL17	85	64	45	73	45	85	68.5	66.75	16.8597153000874
METTL18	14	13	12	24	12	24	13.5	15.75	5.56027577253743
METTL20	6	6	6	7	6	7	6	6.25	0.5
METTL21A	26	14	12	12	12	26	13	16	6.73300329224139
METTL21B	21	17	19	19	17	21	19	19	1.63299316185545
METTL21C	0	1	1	0	0	1	0.5	0.5	0.577350269189626
METTL21D	14	10	7	8	7	14	9	9.75	3.09569593683445
METTL21EP	1	0	0	0	0	1	0	0.25	0.5
METTL22	31	32	26	23	23	32	28.5	28	4.24264068711928
METTL23	42	31	30	43	30	43	36.5	36.5	6.95221787153807
METTL24	0	0	0	0	0	0	0	0	0
METTL25	19	12	13	11	11	19	12.5	13.75	3.5939764421413
METTL2A	42	31	26	38	26	42	34.5	34.25	7.13559154286922
METTL2B	37	16	19	33	16	37	26	26.25	10.3077640640442
METTL3	19	5	11	8	5	19	9.5	10.75	6.02079728939615
METTL4	9	9	8	15	8	15	9	10.25	3.20156211871642
METTL5	180	199	173	168	168	199	176.5	180	13.589211407093
METTL6	30	25	15	31	15	31	27.5	25.25	7.32006375199925
METTL7A	6	0	4	7	0	7	5	4.25	3.09569593683445
METTL7B	0	1	0	1	0	1	0.5	0.5	0.577350269189626
METTL8	34	13	19	21	13	34	20	21.75	8.84590300647707
METTL9	58	24	46	31	24	58	38.5	39.75	15.2397506541282
MEX3A	1	1	0	0	0	1	0.5	0.5	0.577350269189626
MEX3B	47	12	12	31	12	47	21.5	25.5	16.9016764454496
MEX3C	49	4	7	22	4	49	14.5	20.5	20.5669638012031
MEX3D	10	5	3	10	3	10	7.5	7	3.55902608401044
MFAP1	94	88	60	72	60	94	80	78.5	15.4380482358792
MFAP2	55	91	68	47	47	91	61.5	65.25	19.2245502764911
MFAP3	22	7	17	18	7	22	17.5	16	6.37704215656966
MFAP3L	4	2	0	1	0	4	1.5	1.75	1.70782512765993
MFAP4	1511	1434	1431	1119	1119	1511	1432.5	1373.75	173.822466902297
MFAP5	445	1032	708	317	317	1032	576.5	625.5	316.122866409038
MFF	75	58	67	61	58	75	64	65.25	7.5
MFGE8	12	13	14	15	12	15	13.5	13.5	1.29099444873581
MFHAS1	14	2	6	4	2	14	5	6.5	5.25991127935317
MFI2	0	1	0	2	0	2	0.5	0.75	0.957427107756338
MFI2-AS1	0	2	3	0	0	3	1	1.25	1.5
MFN1	25	11	16	23	11	25	19.5	18.75	6.4485140407177
MFN2	41	19	21	33	19	41	27	28.5	10.3762549441823
MFSD1	28	22	19	29	19	29	25	24.5	4.79583152331272
MFSD10	5	3	4	11	3	11	4.5	5.75	3.5939764421413
MFSD11	46	15	16	16	15	46	16	23.25	15.1739909054935
MFSD12	9	1	6	5	1	9	5.5	5.25	3.30403793359983
MFSD2A	8	3	12	18	3	18	10	10.25	6.34428877022476
MFSD3	0	0	1	2	0	2	0.5	0.75	0.957427107756338
MFSD4	7	8	5	4	4	8	6	6	1.82574185835055
MFSD5	15	12	14	12	12	15	13	13.25	1.5
MFSD6	13	3	6	1	1	13	4.5	5.75	5.25198375219624
MFSD7	1	1	0	0	0	1	0.5	0.5	0.577350269189626
MFSD8	24	8	10	28	8	28	17	17.5	9.98331942124796
MFSD9	4	2	0	7	0	7	3	3.25	2.98607881119482
MGA	81	28	40	56	28	81	48	51.25	22.9110599201928
MGAM	0	0	0	0	0	0	0	0	0
MGARP	20	12	17	9	9	20	14.5	14.5	4.93288286231625
MGAT1	23	10	12	29	10	29	17.5	18.5	9.03696114115064
MGAT2	36	7	6	39	6	39	21.5	22	17.9443584449264
MGAT3	0	0	0	0	0	0	0	0	0
MGAT4A	5	6	3	9	3	9	5.5	5.75	2.5
MGAT4B	5	3	2	7	2	7	4	4.25	2.21735578260835
MGAT4C	0	0	0	1	0	1	0	0.25	0.5
MGAT5	17	3	6	10	3	17	8	9	6.05530070819498
MGAT5B	0	0	0	0	0	0	0	0	0
MGC16025	0	0	0	0	0	0	0	0	0
MGC16142	2	1	0	1	0	2	1	1	0.816496580927726
MGC16275	1	1	1	1	1	1	1	1	0
MGC21881	6	2	1	2	1	6	2	2.75	2.21735578260835
MGC27345	21	2	5	4	2	21	4.5	8	8.75595035770913
MGC27382	0	0	0	0	0	0	0	0	0
MGC2752	44	22	21	33	21	44	27.5	30	10.8012344973464
MGC2889	0	0	0	0	0	0	0	0	0
MGC34034	0	0	0	0	0	0	0	0	0
MGC34796	1	1	0	0	0	1	0.5	0.5	0.577350269189626
MGC39372	0	1	0	0	0	1	0	0.25	0.5
MGC39584	1	0	0	1	0	1	0.5	0.5	0.577350269189626
MGC45800	0	0	1	1	0	1	0.5	0.5	0.577350269189626
MGC45922	0	0	0	0	0	0	0	0	0
MGC57346	3	5	1	1	1	5	2	2.5	1.91485421551268
MGC70870	1	0	0	0	0	1	0	0.25	0.5
MGC72080	5	3	3	1	1	5	3	3	1.63299316185545
MGEA5	135	52	52	100	52	135	76	84.75	40.4258580613943
MGLL	48	19	24	35	19	48	29.5	31.5	12.8711563842052
MGME1	15	18	15	19	15	19	16.5	16.75	2.06155281280883
MGMT	5	12	10	2	2	12	7.5	7.25	4.57347424467075
MGP	343	493	334	334	334	493	338.5	376	78.1152993977492
MGRN1	4	6	6	4	4	6	5	5	1.15470053837925
MGST1	503	482	474	531	474	531	492.5	497.5	25.4623905659569
MGST2	28	46	37	20	20	46	32.5	32.75	11.2361025271221
MGST3	899	847	754	779	754	899	813	819.75	65.8451466194232
MIA	1	0	0	0	0	1	0	0.25	0.5
MIA2	0	0	0	0	0	0	0	0	0
MIA3	543	234	239	425	234	543	332	360.25	150.809758747017
MIAT	1	0	0	0	0	1	0	0.25	0.5
MIB1	51	14	30	31	14	51	30.5	31.5	15.1547572288924
MIB2	9	2	5	3	2	9	4	4.75	3.09569593683445
MICA	88	78	73	83	73	88	80.5	80.5	6.45497224367903
MICAL1	2	1	1	1	1	2	1	1.25	0.5
MICAL2	71	37	43	49	37	71	46	50	14.8323969741913
MICAL3	11	6	12	9	6	12	10	9.5	2.64575131106459
MICALCL	0	0	1	2	0	2	0.5	0.75	0.957427107756338
MICALL1	9	6	4	9	4	9	7.5	7	2.44948974278318
MICALL2	6	0	2	1	0	6	1.5	2.25	2.62995563967658
MICB	19	8	12	11	8	19	11.5	12.5	4.65474668125631
MICU1	65	77	80	63	63	80	71	71.25	8.5
MICU2	19	17	12	17	12	19	17	16.25	2.98607881119482
MICU3	6	5	2	2	2	6	3.5	3.75	2.06155281280883
MID1	11	5	9	14	5	14	10	9.75	3.77491721763537
MID1IP1	1	1	1	3	1	3	1	1.5	1
MID2	16	4	8	10	4	16	9	9.5	5
MIDN	7	2	1	2	1	7	2	3	2.70801280154532
MIEN1	57	41	46	35	35	57	43.5	44.75	9.322910847298
MIER1	183	145	111	140	111	183	142.5	144.75	29.5789902915341
MIER2	3	2	2	3	2	3	2.5	2.5	0.577350269189626
MIER3	25	20	14	16	14	25	18	18.75	4.85626742811116
MIF	145	151	144	115	115	151	144.5	138.75	16.1322658049017
MIF4GD	24	29	17	27	17	29	25.5	24.25	5.25198375219624
MIIP	4	4	2	3	2	4	3.5	3.25	0.957427107756338
MILR1	0	2	1	2	0	2	1.5	1.25	0.957427107756338
MIMT1	0	0	0	0	0	0	0	0	0
MINA	39	24	18	24	18	39	24	26.25	8.95823643358446
MINK1	2	0	2	2	0	2	2	1.5	1
MINOS1	303	353	283	215	215	353	293	288.5	57.1635081731927
MINOS1P1	4	0	3	7	0	7	3.5	3.5	2.88675134594813
MINPP1	30	12	21	21	12	30	21	21	7.34846922834953
MIOS	7	6	4	9	4	9	6.5	6.5	2.08166599946613
MIOX	0	0	0	0	0	0	0	0	0
MIP	0	0	0	0	0	0	0	0	0
MIPEP	20	6	5	10	5	20	8	10.25	6.84957419601151
MIPEPP3	1	0	2	2	0	2	1.5	1.25	0.957427107756338
MIPOL1	18	8	8	13	8	18	10.5	11.75	4.78713553878169
MIR100HG	74	84	55	61	55	84	67.5	68.5	13.0256157883866
MIR137HG	1	0	1	3	0	3	1	1.25	1.25830573921179
MIR143HG	30	10	11	12	10	30	11.5	15.75	9.53502316025854
MIR155HG	0	1	0	2	0	2	0.5	0.75	0.957427107756338
MIR17HG	3	0	0	1	0	3	0.5	1	1.4142135623731
MIR181A1HG	0	0	0	0	0	0	0	0	0
MIR181A2HG	0	1	1	0	0	1	0.5	0.5	0.577350269189626
MIR205HG	0	0	0	0	0	0	0	0	0
MIR210HG	5	5	2	11	2	11	5	5.75	3.77491721763537
MIR22HG	22	6	6	23	6	23	14	14.25	9.53502316025854
MIR31HG	16	14	15	6	6	16	14.5	12.75	4.57347424467075
MIR4697HG	1	0	0	0	0	1	0	0.25	0.5
MIR497HG	0	1	1	1	0	1	1	0.75	0.5
MIR503HG	0	0	0	0	0	0	0	0	0
MIR600HG	0	1	0	1	0	1	0.5	0.5	0.577350269189626
MIRLET7BHG	11	2	7	7	2	11	7	6.75	3.685557397916
MIRLET7DHG	2	0	0	1	0	2	0.5	0.75	0.957427107756338
MIS12	78	37	38	50	37	78	44	50.75	19.1027921170353
MIS18A	11	3	4	4	3	11	4	5.5	3.69684550213647
MIS18BP1	57	29	17	37	17	57	33	35	16.8126936172247
MITD1	97	58	52	95	52	97	76.5	75.5	23.8117617995813
MITF	25	8	11	19	8	25	15	15.75	7.71902411793961
MKI67	0	0	0	0	0	0	0	0	0
MKI67IP	209	172	145	158	145	209	165	171	27.6284877134695
MKKS	34	33	34	41	33	41	34	35.5	3.69684550213647
MKL1	7	0	5	0	0	7	2.5	3	3.55902608401044
MKL2	8	5	3	9	3	9	6.5	6.25	2.75378527364305
MKLN1	59	38	62	53	38	62	56	53	10.6770782520313
MKNK1	15	12	14	12	12	15	13	13.25	1.5
MKNK1-AS1	0	0	0	0	0	0	0	0	0
MKNK2	101	34	46	42	34	101	44	55.75	30.5764070267693
MKRN1	71	49	64	45	45	71	56.5	57.25	12.2848144742469
MKRN2	43	23	24	21	21	43	23.5	27.75	10.2428837085396
MKRN3	0	0	0	0	0	0	0	0	0
MKS1	9	7	3	6	3	9	6.5	6.25	2.5
MKX	1	0	0	0	0	1	0	0.25	0.5
MLANA	6	1	3	4	1	6	3.5	3.5	2.08166599946613
MLC1	0	0	0	0	0	0	0	0	0
MLEC	97	27	31	92	27	97	61.5	61.75	37.9066836674836
MLF1	31	21	21	26	21	31	23.5	24.75	4.78713553878169
MLF1IP	1	5	1	2	1	5	1.5	2.25	1.89296944860009
MLF2	44	30	16	35	16	44	32.5	31.25	11.7011395456454
MLH1	47	31	27	31	27	47	31	34	8.86942313043338
MLH3	32	19	20	30	19	32	25	25.25	6.70198975429437
MLIP	0	0	0	0	0	0	0	0	0
MLK7-AS1	3	1	3	1	1	3	2	2	1.15470053837925
MLKL	6	0	2	7	0	7	4	3.75	3.30403793359983
MLLT1	18	4	9	18	4	18	13.5	12.25	6.9462219947249
MLLT10	41	16	15	24	15	41	20	24	12.0277457017791
MLLT10P1	1	0	1	0	0	1	0.5	0.5	0.577350269189626
MLLT11	42	81	64	65	42	81	64.5	63	16.0208197875972
MLLT3	31	24	18	28	18	31	26	25.25	5.61990510002912
MLLT4	20	2	5	11	2	20	8	9.5	7.93725393319377
MLLT4-AS1	4	4	1	1	1	4	2.5	2.5	1.73205080756888
MLLT6	24	4	6	8	4	24	7	10.5	9.1469484893415
MLNR	0	0	0	0	0	0	0	0	0
MLPH	0	0	0	0	0	0	0	0	0
