Gene	SUN+URS.A.6.19.1.D9	SUN+URS.A.6.20.1.D10	SUN+URS.A.6.21.1.D11	Min	Max	Median	Mean	Std
MIEN1	68	31	57	31	68	57	52	19
MIER1	211	70	152	70	211	152	144.333333333333	70.8119575589698
MIER2	3	3	0	0	3	3	2	1.73205080756888
MIER3	14	8	9	8	14	9	10.3333333333333	3.21455025366432
MIF	422	161	383	161	422	383	322	140.78707327024
MIF4GD	25	11	30	11	30	25	22	9.8488578017961
MIIP	3	1	2	1	3	2	2	1
MILR1	5	1	3	1	5	3	3	2
MIMT1	0	0	0	0	0	0	0	0
MINA	37	13	19	13	37	19	23	12.4899959967968
MINK1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
MINOS1	641	269	466	269	641	466	458.666666666667	186.108391356578
MINOS1P1	2	2	2	2	2	2	2	0
MINPP1	34	17	24	17	34	24	25	8.54400374531753
MIOS	4	4	1	1	4	4	3	1.73205080756888
MIOX	0	0	0	0	0	0	0	0
MIP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MIPEP	11	5	7	5	11	7	7.66666666666667	3.05505046330389
MIPEPP3	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MIPOL1	17	5	12	5	17	12	11.3333333333333	6.02771377334171
MIR100HG	130	62	100	62	130	100	97.3333333333333	34.0783411176855
MIR137HG	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MIR143HG	50	21	38	21	50	38	36.3333333333333	14.5716619962629
MIR155HG	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MIR17HG	0	2	1	0	2	1	1	1
MIR181A1HG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MIR181A2HG	1	1	4	1	4	1	2	1.73205080756888
MIR205HG	0	0	0	0	0	0	0	0
MIR210HG	21	15	17	15	21	17	17.6666666666667	3.05505046330389
MIR22HG	69	25	48	25	69	48	47.3333333333333	22.0075744536588
MIR31HG	20	2	15	2	20	15	12.3333333333333	9.29157324317757
MIR4697HG	0	0	0	0	0	0	0	0
MIR497HG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MIR503HG	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MIR600HG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MIRLET7BHG	7	9	6	6	9	7	7.33333333333333	1.52752523165195
MIRLET7DHG	1	1	5	1	5	1	2.33333333333333	2.3094010767585
MIS12	34	15	39	15	39	34	29.3333333333333	12.6622799421484
MIS18A	5	3	2	2	5	3	3.33333333333333	1.52752523165195
MIS18BP1	24	11	17	11	24	17	17.3333333333333	6.50640709864771
MITD1	47	17	35	17	47	35	33	15.0996688705415
MITF	10	7	10	7	10	10	9	1.73205080756888
MKI67	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MKI67IP	182	80	174	80	182	174	145.333333333333	56.7215420570821
MKKS	53	41	34	34	53	41	42.6666666666667	9.60902353693305
MKL1	3	1	5	1	5	3	3	2
MKL2	7	3	4	3	7	4	4.66666666666667	2.08166599946613
MKLN1	49	29	39	29	49	39	39	10
MKNK1	20	10	22	10	22	20	17.3333333333333	6.42910050732864
MKNK1-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MKNK2	19	12	15	12	19	15	15.3333333333333	3.51188458428425
MKRN1	43	24	50	24	50	43	39	13.4536240470737
MKRN2	42	9	39	9	42	39	30	18.2482875908947
MKRN3	0	0	0	0	0	0	0	0
MKS1	11	4	9	4	11	9	8	3.60555127546399
MKX	0	0	0	0	0	0	0	0
MLANA	9	4	9	4	9	9	7.33333333333333	2.88675134594813
MLC1	0	0	0	0	0	0	0	0
MLEC	69	43	58	43	69	58	56.6666666666667	13.0511813003013
MLF1	19	16	22	16	22	19	19	3
MLF1IP	3	2	5	2	5	3	3.33333333333333	1.52752523165195
MLF2	61	25	54	25	61	54	46.6666666666667	19.0875177362939
MLH1	52	28	33	28	52	33	37.6666666666667	12.6622799421484
MLH3	19	11	22	11	22	19	17.3333333333333	5.68624070307733
MLIP	0	0	0	0	0	0	0	0
MLK7-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MLKL	1	3	0	0	3	1	1.33333333333333	1.52752523165195
MLLT1	32	12	31	12	32	31	25	11.2694276695846
MLLT10	27	9	20	9	27	20	18.6666666666667	9.07377172587747
MLLT10P1	0	0	0	0	0	0	0	0
MLLT11	107	34	80	34	107	80	73.6666666666667	36.909799963334
MLLT3	11	10	19	10	19	11	13.3333333333333	4.93288286231625
MLLT4	9	3	6	3	9	6	6	3
MLLT4-AS1	5	3	1	1	5	3	3	2
MLLT6	18	15	13	13	18	15	15.3333333333333	2.51661147842358
MLNR	0	0	0	0	0	0	0	0
MLPH	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MLST8	12	5	9	5	12	9	8.66666666666667	3.51188458428425
MLX	46	24	47	24	47	46	39	13
MLXIP	16	12	16	12	16	16	14.6666666666667	2.3094010767585
MLXIPL	0	0	0	0	0	0	0	0
MLYCD	8	1	3	1	8	3	4	3.60555127546399
MMAA	11	3	15	3	15	11	9.66666666666667	6.11010092660779
MMAB	12	3	18	3	18	12	11	7.54983443527075
MMACHC	3	3	11	3	11	3	5.66666666666667	4.61880215351701
MMADHC	370	178	405	178	405	370	317.666666666667	122.214292672066
MMD	2	1	5	1	5	2	2.66666666666667	2.08166599946613
MMD2	3	1	4	1	4	3	2.66666666666667	1.52752523165195
MME	16	6	15	6	16	15	12.3333333333333	5.5075705472861
MMGT1	34	22	45	22	45	34	33.6666666666667	11.5036226178249
MMP1	29	7	13	7	29	13	16.3333333333333	11.3724814061547
MMP10	1	0	2	0	2	1	1	1
MMP11	2	3	3	2	3	3	2.66666666666667	0.577350269189626
MMP12	0	0	0	0	0	0	0	0
MMP13	0	0	0	0	0	0	0	0
MMP14	10	6	15	6	15	10	10.3333333333333	4.50924975282289
MMP15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMP16	14	14	9	9	14	14	12.3333333333333	2.88675134594813
MMP17	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMP19	20	8	10	8	20	10	12.6666666666667	6.42910050732864
MMP2	304	160	301	160	304	301	255	82.2860863086828
MMP21	0	0	0	0	0	0	0	0
MMP23B	0	0	0	0	0	0	0	0
MMP24	0	0	0	0	0	0	0	0
MMP24-AS1	9	1	10	1	10	9	6.66666666666667	4.93288286231625
MMP25	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MMP28	1	2	3	1	3	2	2	1
MMP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMP7	0	0	0	0	0	0	0	0
MMP8	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MMP9	0	0	0	0	0	0	0	0
MMRN1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMRN2	0	0	0	0	0	0	0	0
MMS19	18	6	13	6	18	13	12.3333333333333	6.02771377334171
MMS22L	9	5	7	5	9	7	7	2
MN1	53	25	37	25	53	37	38.3333333333333	14.047538337137
MNAT1	94	46	109	46	109	94	83	32.9089653438087
MND1	0	0	4	0	4	0	1.33333333333333	2.3094010767585
MNDA	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MNF1	401	155	328	155	401	328	294.666666666667	126.342128101965
MNS1	12	4	4	4	12	4	6.66666666666667	4.61880215351701
MNT	3	1	3	1	3	3	2.33333333333333	1.15470053837925
MOAP1	19	7	7	7	19	7	11	6.92820323027551
MOB1A	17	6	14	6	17	14	12.3333333333333	5.68624070307733
MOB1B	20	11	13	11	20	13	14.6666666666667	4.72581562625261
MOB2	4	2	7	2	7	4	4.33333333333333	2.51661147842358
MOB3A	6	3	7	3	7	6	5.33333333333333	2.08166599946613
MOB3B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MOB3C	0	0	3	0	3	0	1	1.73205080756888
MOB4	13	3	12	3	13	12	9.33333333333333	5.5075705472861
MOBP	10	4	10	4	10	10	8	3.46410161513775
MOCOS	2	6	3	2	6	3	3.66666666666667	2.08166599946613
MOCS1	5	2	1	1	5	2	2.66666666666667	2.08166599946613
MOCS2	222	105	172	105	222	172	166.333333333333	58.7054795852426
MOCS3	8	3	4	3	8	4	5	2.64575131106459
MOG	6	5	6	5	6	6	5.66666666666667	0.577350269189626
MOGAT1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MOGS	8	3	15	3	15	8	8.66666666666667	6.02771377334171
MOK	46	22	30	22	46	30	32.6666666666667	12.2202018532156
MON1A	4	1	1	1	4	1	2	1.73205080756888
MON1B	1	2	3	1	3	2	2	1
MON2	42	33	31	31	42	33	35.3333333333333	5.85946527708232
MORC2	17	11	10	10	17	11	12.6666666666667	3.78593889720018
MORC2-AS1	11	0	3	0	11	3	4.66666666666667	5.68624070307733
MORC3	42	24	35	24	42	35	33.6666666666667	9.07377172587747
MORC4	19	10	12	10	19	12	13.6666666666667	4.72581562625261
MORF4L1	986	409	763	409	986	763	719.333333333333	290.96792492186
MORF4L2	857	349	718	349	857	718	641.333333333333	262.534442184894
MORF4L2-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MORN1	0	0	3	0	3	0	1	1.73205080756888
MORN2	166	58	125	58	166	125	116.333333333333	54.5191097995312
MORN3	0	0	0	0	0	0	0	0
MORN4	18	10	13	10	18	13	13.6666666666667	4.04145188432738
MORN5	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MOSPD1	61	22	46	22	61	46	43	19.672315572906
MOSPD2	12	13	20	12	20	13	15	4.35889894354067
MOSPD3	4	5	7	4	7	5	5.33333333333333	1.52752523165195
MOV10	9	5	10	5	10	9	8	2.64575131106459
MOV10L1	2	0	8	0	8	2	3.33333333333333	4.16333199893227
MOXD1	6	5	6	5	6	6	5.66666666666667	0.577350269189626
MPC1	41	28	46	28	46	41	38.3333333333333	9.29157324317757
MPC1L	0	0	0	0	0	0	0	0
MPC2	66	30	64	30	66	64	53.3333333333333	20.2319878739914
MPDU1	11	3	12	3	12	11	8.66666666666667	4.93288286231625
MPDZ	46	23	28	23	46	28	32.3333333333333	12.0968315410827
MPEG1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MPG	21	10	18	10	21	18	16.3333333333333	5.68624070307733
MPHOSPH10	196	76	119	76	196	119	130.333333333333	60.7974780178696
MPHOSPH6	71	35	67	35	71	67	57.6666666666667	19.731531449265
MPHOSPH8	184	89	158	89	184	158	143.666666666667	49.095145720665
MPHOSPH9	4	6	4	4	6	4	4.66666666666667	1.15470053837925
MPI	32	11	20	11	32	20	21	10.5356537528527
MPL	3	0	4	0	4	3	2.33333333333333	2.08166599946613
MPLKIP	50	21	29	21	50	29	33.3333333333333	14.9777612924406
MPND	2	2	3	2	3	2	2.33333333333333	0.577350269189626
MPO	0	0	0	0	0	0	0	0
MPP1	28	17	16	16	28	17	20.3333333333333	6.65832811847939
MPP2	2	2	2	2	2	2	2	0
MPP3	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MPP4	0	1	3	0	3	1	1.33333333333333	1.52752523165195
MPP5	14	8	9	8	14	9	10.3333333333333	3.21455025366432
MPP6	14	10	6	6	14	10	10	4
MPP7	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MPPE1	35	10	20	10	35	20	21.6666666666667	12.5830573921179
MPPED2	3	5	6	3	6	5	4.66666666666667	1.52752523165195
MPRIP	56	30	48	30	56	48	44.6666666666667	13.3166562369588
MPST	17	7	14	7	17	14	12.6666666666667	5.13160143944688
MPV17	125	53	97	53	125	97	91.6666666666667	36.2950869035099
MPV17L	4	0	2	0	4	2	2	2
MPV17L2	10	5	6	5	10	6	7	2.64575131106459
MPZ	0	0	0	0	0	0	0	0
MPZL1	182	95	139	95	182	139	138.666666666667	43.5009578438606
MPZL2	0	0	0	0	0	0	0	0
MPZL3	0	0	0	0	0	0	0	0
MR1	36	13	38	13	38	36	29	13.8924439894498
MRAP	0	0	0	0	0	0	0	0
MRAP2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
MRAS	72	33	47	33	72	47	50.6666666666667	19.7568553503166
MRC1	2	1	0	0	2	1	1	1
MRC2	69	45	66	45	69	66	60	13.076696830622
MRE11A	39	15	36	15	39	36	30	13.076696830622
MREG	23	16	11	11	23	16	16.6666666666667	6.02771377334171
MRFAP1	133	65	128	65	133	128	108.666666666667	37.8989885529064
MRFAP1L1	138	75	114	75	138	114	109	31.7962261911693
MRGBP	6	2	2	2	6	2	3.33333333333333	2.3094010767585
MRGPRF	1	1	1	1	1	1	1	0
MRI1	36	14	21	14	36	21	23.6666666666667	11.2398102000582
MRM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MRO	7	2	6	2	7	6	5	2.64575131106459
MROH1	4	1	4	1	4	4	3	1.73205080756888
MROH6	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MROH7	0	0	0	0	0	0	0	0
MROH8	0	1	2	0	2	1	1	1
MROH9	0	0	0	0	0	0	0	0
MRP63	436	177	341	177	436	341	318	131.02289876201
MRPL1	60	30	52	30	60	52	47.3333333333333	15.5349069303081
MRPL10	21	7	12	7	21	12	13.3333333333333	7.09459888459759
MRPL11	72	31	60	31	72	60	54.3333333333333	21.0792156716832
MRPL12	15	3	10	3	15	10	9.33333333333333	6.02771377334171
MRPL13	248	93	230	93	248	230	190.333333333333	84.7722438852089
MRPL14	161	77	127	77	161	127	121.666666666667	42.2532050066422
MRPL15	29	15	24	15	29	24	22.6666666666667	7.09459888459759
MRPL16	34	10	26	10	34	26	23.3333333333333	12.2202018532156
MRPL17	252	97	179	97	252	179	176	77.5435361587283
MRPL18	356	141	282	141	356	282	259.666666666667	109.226065265271
MRPL19	56	21	39	21	56	39	38.6666666666667	17.5023807904334
MRPL2	44	25	35	25	44	35	34.6666666666667	9.50438495292217
MRPL20	422	150	352	150	422	352	308	141.237388817551
MRPL21	301	106	280	106	301	280	229	107.037376649468
MRPL22	185	80	158	80	185	158	141	54.5252235208623
MRPL23	22	6	12	6	22	12	13.3333333333333	8.08290376865476
MRPL24	183	88	145	88	183	145	138.666666666667	47.8156180900481
MRPL27	216	103	224	103	224	216	181	67.6683086828687
MRPL28	23	11	24	11	24	23	19.3333333333333	7.23417813807024
MRPL3	57	33	62	33	62	57	50.6666666666667	15.502687938978
MRPL30	74	35	63	35	74	63	57.3333333333333	20.1080415091409
MRPL32	162	63	124	63	162	124	116.333333333333	49.943301185778
MRPL33	782	311	668	311	782	668	587	245.725456556703
MRPL34	33	24	34	24	34	33	30.3333333333333	5.5075705472861
MRPL35	49	29	56	29	56	49	44.6666666666667	14.0118997046558
MRPL36	318	151	248	151	318	248	239	83.86298349093
MRPL37	44	7	28	7	44	28	26.3333333333333	18.5562208796224
MRPL38	3	1	5	1	5	3	3	2
MRPL39	140	58	137	58	140	137	111.666666666667	46.5008960487143
MRPL4	11	9	8	8	11	9	9.33333333333333	1.52752523165195
MRPL40	227	105	217	105	227	217	183	67.7347768875044
MRPL41	87	21	74	21	87	74	60.6666666666667	34.9618840072061
MRPL42	130	49	107	49	130	107	95.3333333333333	41.7412665516193
MRPL42P5	5	1	3	1	5	3	3	2
MRPL43	190	82	158	82	190	158	143.333333333333	55.4737175005726
MRPL44	92	36	71	36	92	71	66.3333333333333	28.2901631902917
MRPL45	130	56	117	56	130	117	101	39.5094925302768
MRPL45P2	2	7	2	2	7	2	3.66666666666667	2.88675134594813
MRPL46	27	10	26	10	27	26	21	9.53939201416946
MRPL47	211	81	189	81	211	189	160.333333333333	69.5796905234087
MRPL48	95	33	68	33	95	68	65.3333333333333	31.0859024854247
MRPL49	60	24	61	24	61	60	48.3333333333333	21.0792156716832
MRPL50	83	43	78	43	83	78	68	21.7944947177034
MRPL51	801	308	635	308	801	635	581.333333333333	250.843244543945
MRPL52	66	25	62	25	66	62	51	22.6053091109146
MRPL53	114	45	70	45	114	70	76.3333333333333	34.9332697200439
MRPL54	45	15	41	15	45	41	33.6666666666667	16.2890556304942
MRPL55	34	20	33	20	34	33	29	7.81024967590665
MRPL9	20	5	13	5	20	13	12.6666666666667	7.50555349946513
MRPS10	307	92	207	92	307	207	202	107.58717395675
MRPS11	39	21	51	21	51	39	37	15.0996688705415
MRPS12	7	7	24	7	24	7	12.6666666666667	9.81495457622364
MRPS14	183	60	180	60	183	180	141	70.164093381159
MRPS15	71	20	56	20	71	56	49	26.2106848441623
MRPS16	134	58	136	58	136	134	109.333333333333	44.4672163884061
MRPS17	119	31	95	31	119	95	81.6666666666667	45.4899256246186
MRPS18A	123	56	121	56	123	121	100	38.1182371050918
MRPS18B	128	51	124	51	128	124	101	43.3474336033865
MRPS18C	234	76	180	76	234	180	163.333333333333	80.3077414284161
MRPS2	9	3	13	3	13	9	8.33333333333333	5.03322295684717
MRPS21	562	235	477	235	562	477	424.666666666667	169.665356903916
MRPS22	75	28	84	28	84	75	62.3333333333333	30.0721354967241
MRPS23	165	81	171	81	171	165	139	50.3189825016365
MRPS24	0	0	0	0	0	0	0	0
MRPS25	36	22	31	22	36	31	29.6666666666667	7.09459888459759
MRPS26	34	13	38	13	38	34	28.3333333333333	13.4288247189891
MRPS27	77	37	67	37	77	67	60.3333333333333	20.8166599946613
MRPS28	75	33	44	33	75	44	50.6666666666667	21.7791949652262
MRPS30	19	10	18	10	19	18	15.6666666666667	4.93288286231625
MRPS31	46	24	61	24	61	46	43.6666666666667	18.6100331362771
MRPS31P5	9	5	3	3	9	5	5.66666666666667	3.05505046330389
MRPS33	235	85	206	85	235	206	175.333333333333	79.5633919169698
MRPS34	85	28	62	28	85	62	58.3333333333333	28.6763549520042
MRPS35	142	73	128	73	142	128	114.333333333333	36.4737348421207
MRPS36	212	74	205	74	212	205	163.666666666667	77.7324471075839
MRPS5	61	37	91	37	91	61	63	27.0554985169374
MRPS6	110	52	105	52	110	105	89	32.1403173599764
MRPS7	203	91	184	91	203	184	159.333333333333	59.9360770599255
MRPS9	62	30	51	30	62	51	47.6666666666667	16.2583311976763
MRRF	35	16	28	16	35	28	26.3333333333333	9.60902353693305
MRS2	8	7	10	7	10	8	8.33333333333333	1.52752523165195
MRS2P2	4	1	2	1	4	2	2.33333333333333	1.52752523165195
MRTO4	73	39	49	39	73	49	53.6666666666667	17.4737898961082
MRVI1	3	5	2	2	5	3	3.33333333333333	1.52752523165195
MRVI1-AS1	0	0	0	0	0	0	0	0
MS4A1	0	0	0	0	0	0	0	0
MS4A10	5	3	11	3	11	5	6.33333333333333	4.16333199893227
MS4A2	4	4	0	0	4	4	2.66666666666667	2.3094010767585
MS4A4A	0	0	0	0	0	0	0	0
MS4A6A	0	0	0	0	0	0	0	0
MS4A6E	0	0	0	0	0	0	0	0
MS4A7	5	4	2	2	5	4	3.66666666666667	1.52752523165195
MSANTD1	0	0	0	0	0	0	0	0
MSANTD2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
MSANTD3	45	22	35	22	45	35	34	11.5325625946708
MSANTD3-TMEFF1	0	0	0	0	0	0	0	0
MSANTD4	23	17	23	17	23	23	21	3.46410161513775
MSC	56	23	43	23	56	43	40.6666666666667	16.6232768530556
MSH2	11	4	16	4	16	11	10.3333333333333	6.02771377334171
MSH3	14	11	13	11	14	13	12.6666666666667	1.52752523165195
MSH4	0	0	0	0	0	0	0	0
MSH5	0	0	0	0	0	0	0	0
MSH6	42	28	43	28	43	42	37.6666666666667	8.38649708360608
MSI1	0	0	0	0	0	0	0	0
MSI2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MSL1	21	18	25	18	25	21	21.3333333333333	3.51188458428425
MSL2	7	3	6	3	7	6	5.33333333333333	2.08166599946613
MSL3	38	14	45	14	45	38	32.3333333333333	16.2583311976763
MSL3P1	14	8	10	8	14	10	10.6666666666667	3.05505046330389
MSMB	0	0	0	0	0	0	0	0
MSMO1	140	56	145	56	145	140	113.666666666667	50.0033332222296
MSN	233	123	194	123	233	194	183.333333333333	55.770362499569
MSR1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MSRA	5	0	1	0	5	1	2	2.64575131106459
MSRB1	36	18	37	18	37	36	30.3333333333333	10.6926766215636
MSRB2	12	6	8	6	12	8	8.66666666666667	3.05505046330389
MSRB3	261	121	219	121	261	219	200.333333333333	71.8424201522564
MSS51	2	1	1	1	2	1	1.33333333333333	0.577350269189626
MST1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
MST1L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MST1P2	0	0	0	0	0	0	0	0
MST1R	0	0	0	0	0	0	0	0
MST4	4	2	3	2	4	3	3	1
MSTN	0	0	0	0	0	0	0	0
MSTO1	5	1	6	1	6	5	4	2.64575131106459
MSX1	4	1	4	1	4	4	3	1.73205080756888
MSX2	0	0	0	0	0	0	0	0
MT1A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MT1DP	0	0	0	0	0	0	0	0
MT1E	29	22	32	22	32	29	27.6666666666667	5.13160143944688
MT1F	5	1	4	1	5	4	3.33333333333333	2.08166599946613
MT1G	0	0	0	0	0	0	0	0
MT1H	0	0	0	0	0	0	0	0
MT1IP	0	0	0	0	0	0	0	0
MT1L	18	7	13	7	18	13	12.6666666666667	5.5075705472861
MT1M	0	0	0	0	0	0	0	0
MT1X	84	25	45	25	84	45	51.3333333333333	30.0055550412475
MT2A	1386	497	1187	497	1386	1187	1023.33333333333	466.551533416549
MT3	3	4	6	3	6	4	4.33333333333333	1.52752523165195
MTA1	3	3	6	3	6	3	4	1.73205080756888
MTA2	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MTA3	50	16	30	16	50	30	32	17.0880074906351
MTAP	47	19	29	19	47	29	31.6666666666667	14.1891977691952
MTBP	2	1	0	0	2	1	1	1
MTCH1	56	30	46	30	56	46	44	13.114877048604
MTCH2	282	108	252	108	282	252	214	93.0161276338679
MTCP1	0	0	0	0	0	0	0	0
MTDH	119	70	101	70	119	101	96.6666666666667	24.7857485933617
MTERF	23	10	15	10	23	15	16	6.557438524302
MTERFD1	8	3	16	3	16	8	9	6.557438524302
MTERFD2	38	20	43	20	43	38	33.6666666666667	12.0968315410827
MTERFD3	6	2	7	2	7	6	5	2.64575131106459
MTF1	23	8	12	8	23	12	14.3333333333333	7.76745346515403
MTF2	31	7	22	7	31	22	20	12.1243556529821
MTFMT	28	9	16	9	28	16	17.6666666666667	9.60902353693305
MTFP1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MTFR1	25	12	25	12	25	25	20.6666666666667	7.50555349946513
MTFR1L	92	33	74	33	92	74	66.3333333333333	30.2379452564709
MTFR2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MTG1	8	4	4	4	8	4	5.33333333333333	2.3094010767585
MTG2	10	2	12	2	12	10	8	5.29150262212918
MTHFD1	92	35	84	35	92	84	70.3333333333333	30.8598984660244
MTHFD1L	54	38	63	38	63	54	51.6666666666667	12.6622799421484
MTHFD2	743	285	623	285	743	623	550.333333333333	237.489648897238
MTHFD2L	0	0	5	0	5	0	1.66666666666667	2.88675134594813
MTHFD2P1	6	2	2	2	6	2	3.33333333333333	2.3094010767585
MTHFR	8	8	9	8	9	8	8.33333333333333	0.577350269189626
MTHFS	0	0	0	0	0	0	0	0
MTHFSD	5	0	5	0	5	5	3.33333333333333	2.88675134594813
MTIF2	75	38	51	38	75	51	54.6666666666667	18.7705443004015
MTIF3	185	68	165	68	185	165	139.333333333333	62.5806146768577
MTL5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MTM1	14	5	5	5	14	5	8	5.19615242270663
MTMR1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
MTMR10	3	3	8	3	8	3	4.66666666666667	2.88675134594813
MTMR11	4	6	9	4	9	6	6.33333333333333	2.51661147842358
MTMR12	18	9	18	9	18	18	15	5.19615242270663
MTMR14	5	3	5	3	5	5	4.33333333333333	1.15470053837925
MTMR2	46	23	42	23	46	42	37	12.2882057274445
MTMR3	11	4	4	4	11	4	6.33333333333333	4.04145188432738
MTMR4	5	6	5	5	6	5	5.33333333333333	0.577350269189626
MTMR6	30	10	17	10	30	17	19	10.1488915650922
MTMR7	0	0	0	0	0	0	0	0
MTMR8	0	0	0	0	0	0	0	0
MTMR9	33	14	28	14	33	28	25	9.8488578017961
MTMR9LP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MTO1	22	13	18	13	22	18	17.6666666666667	4.50924975282289
MTOR	16	11	16	11	16	16	14.3333333333333	2.88675134594813
MTPAP	39	21	32	21	39	32	30.6666666666667	9.07377172587747
MTR	43	36	44	36	44	43	41	4.35889894354067
MTRF1	7	2	10	2	10	7	6.33333333333333	4.04145188432738
MTRF1L	35	19	35	19	35	35	29.6666666666667	9.23760430703401
MTRNR2L1	0	0	0	0	0	0	0	0
MTRNR2L10	0	0	0	0	0	0	0	0
MTRNR2L2	0	0	0	0	0	0	0	0
MTRNR2L3	0	0	0	0	0	0	0	0
MTRNR2L4	2	1	0	0	2	1	1	1
MTRNR2L5	6	7	1	1	7	6	4.66666666666667	3.21455025366432
MTRNR2L6	0	0	0	0	0	0	0	0
MTRNR2L8	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MTRR	18	8	11	8	18	11	12.3333333333333	5.13160143944688
MTSS1	4	2	5	2	5	4	3.66666666666667	1.52752523165195
MTSS1L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MTTP	0	0	0	0	0	0	0	0
MTUS1	6	8	7	6	8	7	7	1
MTUS2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MTVR2	0	0	0	0	0	0	0	0
MTX1	36	18	25	18	36	25	26.3333333333333	9.07377172587747
MTX2	18	10	28	10	28	18	18.6666666666667	9.01849950564579
MTX3	28	14	13	13	28	14	18.3333333333333	8.38649708360608
MUC1	1	7	6	1	7	6	4.66666666666667	3.21455025366432
MUC12	0	0	0	0	0	0	0	0
MUC20	11	3	2	2	11	3	5.33333333333333	4.93288286231625
MUC21	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MUC22	0	0	0	0	0	0	0	0
MUC4	0	0	0	0	0	0	0	0
MUC6	0	0	0	0	0	0	0	0
MUC7	0	0	0	0	0	0	0	0
MUL1	16	13	14	13	16	14	14.3333333333333	1.52752523165195
MUM1	6	5	10	5	10	6	7	2.64575131106459
MUM1L1	0	0	0	0	0	0	0	0
MURC	0	1	2	0	2	1	1	1
MUS81	5	3	15	3	15	5	7.66666666666667	6.42910050732864
MUSK	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MUSTN1	0	0	0	0	0	0	0	0
MUT	27	9	45	9	45	27	27	18
MUTYH	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MVB12A	8	1	9	1	9	8	6	4.35889894354067
MVB12B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MVD	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MVK	3	0	2	0	3	2	1.66666666666667	1.52752523165195
MVP	10	5	11	5	11	10	8.66666666666667	3.21455025366432
MX1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MX2	0	0	0	0	0	0	0	0
MXD1	12	3	10	3	12	10	8.33333333333333	4.72581562625261
MXD3	1	1	5	1	5	1	2.33333333333333	2.3094010767585
MXD4	31	17	22	17	31	22	23.3333333333333	7.09459888459759
MXI1	67	45	74	45	74	67	62	15.1327459504216
MXRA5	251	169	246	169	251	246	222	45.9673797382448
MXRA7	217	123	215	123	217	215	185	53.7028863283902
MXRA8	102	70	98	70	102	98	90	17.4355957741627
MYADM	175	77	155	77	175	155	135.666666666667	51.781592611017
MYBBP1A	1	0	2	0	2	1	1	1
MYBL1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MYBPHL	0	0	0	0	0	0	0	0
MYC	37	15	24	15	37	24	25.3333333333333	11.060440015358
MYCBP	3	0	1	0	3	1	1.33333333333333	1.52752523165195
MYCBP2	37	16	35	16	37	35	29.3333333333333	11.5902257671425
