Gene	TRS+URS.A.2.8.1.A3	TRS+URS.A.3.8.1.A7	TRS+URS.A.4.6.1.B1	Min	Max	Median	Mean	Std
LEPROTL1	56	50	60	50	60	56	55.3333333333333	5.03322295684717
LETM1	33	27	14	14	33	27	24.6666666666667	9.71253485622231
LETM2	0	1	3	0	3	1	1.33333333333333	1.52752523165195
LETMD1	56	59	63	56	63	59	59.3333333333333	3.51188458428425
LFNG	2	3	3	2	3	3	2.66666666666667	0.577350269189626
LGALS1	4335	3801	4938	3801	4938	4335	4358	568.848837565833
LGALS12	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LGALS2	0	0	0	0	0	0	0	0
LGALS3	97	100	117	97	117	100	104.666666666667	10.785793124909
LGALS3BP	80	99	110	80	110	99	96.3333333333333	15.1767365837763
LGALS4	0	0	0	0	0	0	0	0
LGALS7	0	0	0	0	0	0	0	0
LGALS8	53	59	43	43	59	53	51.6666666666667	8.08290376865476
LGALS8-AS1	0	0	0	0	0	0	0	0
LGALS9	0	0	0	0	0	0	0	0
LGALSL	4	8	9	4	9	8	7	2.64575131106459
LGI1	0	0	0	0	0	0	0	0
LGI2	0	0	0	0	0	0	0	0
LGI4	0	0	0	0	0	0	0	0
LGMN	36	31	39	31	39	36	35.3333333333333	4.04145188432738
LGR4	29	55	50	29	55	50	44.6666666666667	13.7961347243833
LGR5	0	0	0	0	0	0	0	0
LGSN	1	1	1	1	1	1	1	0
LHCGR	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LHFP	73	63	91	63	91	73	75.6666666666667	14.1891977691952
LHFPL1	0	0	0	0	0	0	0	0
LHFPL2	18	15	12	12	18	15	15	3
LHFPL3-AS2	0	0	0	0	0	0	0	0
LHFPL4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LHFPL5	0	0	0	0	0	0	0	0
LHPP	4	1	4	1	4	4	3	1.73205080756888
LHX1	0	0	0	0	0	0	0	0
LHX4	0	0	0	0	0	0	0	0
LHX5	0	0	0	0	0	0	0	0
LHX6	0	0	0	0	0	0	0	0
LHX8	0	0	0	0	0	0	0	0
LIAS	14	24	18	14	24	18	18.6666666666667	5.03322295684717
LIF	2	5	0	0	5	2	2.33333333333333	2.51661147842358
LIFR	10	16	10	10	16	10	12	3.46410161513775
LIFR-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LIG1	3	1	3	1	3	3	2.33333333333333	1.15470053837925
LIG3	12	11	10	10	12	11	11	1
LIG4	14	18	10	10	18	14	14	4
LILRA5	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LILRA6	2	4	0	0	4	2	2	2
LILRB1	2	4	3	2	4	3	3	1
LILRB2	0	0	0	0	0	0	0	0
LILRB3	13	20	10	10	20	13	14.3333333333333	5.13160143944688
LILRB4	0	0	0	0	0	0	0	0
LILRB5	0	0	0	0	0	0	0	0
LIMA1	377	366	407	366	407	377	383.333333333333	21.221058723196
LIMCH1	138	225	145	138	225	145	169.333333333333	48.3356321292412
LIMD1	5	20	8	5	20	8	11	7.93725393319377
LIMD2	0	0	0	0	0	0	0	0
LIME1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LIMK1	5	3	2	2	5	3	3.33333333333333	1.52752523165195
LIMK2	25	34	40	25	40	34	33	7.54983443527075
LIMS1	85	148	85	85	148	85	106	36.3730669589464
LIMS2	5	8	12	5	12	8	8.33333333333333	3.51188458428425
LIMS3	3	1	2	1	3	2	2	1
LIMS3-LOC440895	3	1	2	1	3	2	2	1
LIMS3L	2	5	1	1	5	2	2.66666666666667	2.08166599946613
LIN28A	2	6	2	2	6	2	3.33333333333333	2.3094010767585
LIN28B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LIN37	12	13	8	8	13	12	11	2.64575131106459
LIN52	3	12	11	3	12	11	8.66666666666667	4.93288286231625
LIN54	6	9	9	6	9	9	8	1.73205080756888
LIN7A	0	0	0	0	0	0	0	0
LIN7B	5	5	1	1	5	5	3.66666666666667	2.3094010767585
LIN7C	79	85	91	79	91	85	85	6
LIN9	4	3	5	3	5	4	4	1
LINC-ROR	0	0	0	0	0	0	0	0
LINC00032	0	0	0	0	0	0	0	0
LINC00035	0	0	0	0	0	0	0	0
LINC00085	6	2	4	2	6	4	4	2
LINC00087	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LINC00092	2	5	2	2	5	2	3	1.73205080756888
LINC00094	14	22	26	14	26	22	20.6666666666667	6.11010092660779
LINC00102	0	0	0	0	0	0	0	0
LINC00114	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LINC00115	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LINC00116	22	19	28	19	28	22	23	4.58257569495584
LINC00152	29	33	36	29	36	33	32.6666666666667	3.51188458428425
LINC00160	0	0	0	0	0	0	0	0
LINC00167	1	1	1	1	1	1	1	0
LINC00174	3	1	2	1	3	2	2	1
LINC00184	0	0	0	0	0	0	0	0
LINC00189	0	0	0	0	0	0	0	0
LINC00202-1	0	0	0	0	0	0	0	0
LINC00202-2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00221	1	3	1	1	3	1	1.66666666666667	1.15470053837925
LINC00222	0	0	0	0	0	0	0	0
LINC00238	0	0	0	0	0	0	0	0
LINC00239	0	0	0	0	0	0	0	0
LINC00240	0	0	0	0	0	0	0	0
LINC00242	0	0	0	0	0	0	0	0
LINC00260	0	4	0	0	4	0	1.33333333333333	2.3094010767585
LINC00261	0	0	0	0	0	0	0	0
LINC00263	7	5	8	5	8	7	6.66666666666667	1.52752523165195
LINC00264	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00265	2	2	4	2	4	2	2.66666666666667	1.15470053837925
LINC00266-1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00269	3	9	3	3	9	3	5	3.46410161513775
LINC00271	0	0	0	0	0	0	0	0
LINC00276	0	0	0	0	0	0	0	0
LINC00277	0	0	0	0	0	0	0	0
LINC00278	0	0	0	0	0	0	0	0
LINC00282	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00284	0	0	0	0	0	0	0	0
LINC00290	0	0	0	0	0	0	0	0
LINC00294	31	35	39	31	39	35	35	4
LINC00303	0	0	0	0	0	0	0	0
LINC00304	0	0	0	0	0	0	0	0
LINC00305	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00310	2	0	2	0	2	2	1.33333333333333	1.15470053837925
LINC00311	5	4	2	2	5	4	3.66666666666667	1.52752523165195
LINC00312	3	7	5	3	7	5	5	2
LINC00313	0	0	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0	0	0
LINC00319	0	0	0	0	0	0	0	0
LINC00320	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LINC00323	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00324	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LINC00327	4	4	4	4	4	4	4	0
LINC00330	11	24	18	11	24	18	17.6666666666667	6.50640709864771
LINC00336	0	0	0	0	0	0	0	0
LINC00337	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00338	10	28	16	10	28	16	18	9.16515138991168
LINC00339	15	10	15	10	15	15	13.3333333333333	2.88675134594813
LINC00340	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LINC00341	7	3	4	3	7	4	4.66666666666667	2.08166599946613
LINC00342	14	24	11	11	24	14	16.3333333333333	6.80685928555405
LINC00346	2	4	1	1	4	2	2.33333333333333	1.52752523165195
LINC00348	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LINC00353	0	0	0	0	0	0	0	0
LINC00366	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00371	0	0	0	0	0	0	0	0
LINC00398	0	0	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0	0	0
LINC00426	0	0	0	0	0	0	0	0
LINC00441	0	0	0	0	0	0	0	0
LINC00460	0	0	0	0	0	0	0	0
LINC00461	0	0	0	0	0	0	0	0
LINC00462	0	0	0	0	0	0	0	0
LINC00466	0	2	1	0	2	1	1	1
LINC00467	2	8	4	2	8	4	4.66666666666667	3.05505046330389
LINC00470	2	6	5	2	6	5	4.33333333333333	2.08166599946613
LINC00471	1	4	2	1	4	2	2.33333333333333	1.52752523165195
LINC00472	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00475	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00476	14	18	12	12	18	14	14.6666666666667	3.05505046330389
LINC00477	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00478	14	14	5	5	14	14	11	5.19615242270663
LINC00479	0	0	0	0	0	0	0	0
LINC00482	0	0	0	0	0	0	0	0
LINC00483	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LINC00485	6	5	3	3	6	5	4.66666666666667	1.52752523165195
LINC00488	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LINC00491	0	0	0	0	0	0	0	0
LINC00493	315	251	345	251	345	315	303.666666666667	48.0138868800822
LINC00511	0	0	0	0	0	0	0	0
LINC00514	14	11	15	11	15	14	13.3333333333333	2.08166599946613
LINC00515	0	0	0	0	0	0	0	0
LINC00518	0	0	0	0	0	0	0	0
LINC00520	0	0	0	0	0	0	0	0
LINC00525	0	0	0	0	0	0	0	0
LINC00526	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00528	0	0	0	0	0	0	0	0
LINC00534	0	0	0	0	0	0	0	0
LINC00535	0	0	0	0	0	0	0	0
LINC00536	0	0	0	0	0	0	0	0
LINC00540	0	0	0	0	0	0	0	0
LINC00545	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LINC00547	0	1	2	0	2	1	1	1
LINC00548	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00551	0	0	0	0	0	0	0	0
LINC00559	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00563	0	0	0	0	0	0	0	0
LINC00565	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LINC00568	0	0	0	0	0	0	0	0
LINC00570	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00571	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LINC00574	5	13	7	5	13	7	8.33333333333333	4.16333199893227
LINC00578	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LINC00581	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LINC00582	0	0	0	0	0	0	0	0
LINC00588	0	0	0	0	0	0	0	0
LINC00592	2	1	3	1	3	2	2	1
LINC00595	0	0	0	0	0	0	0	0
LINC00597	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LINC00598	10	7	11	7	11	10	9.33333333333333	2.08166599946613
LINC00601	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LINC00607	3	7	9	3	9	7	6.33333333333333	3.05505046330389
LINC00612	0	0	0	0	0	0	0	0
LINC00616	0	0	0	0	0	0	0	0
LINC00617	0	0	0	0	0	0	0	0
LINC00619	0	0	0	0	0	0	0	0
LINC00620	0	0	0	0	0	0	0	0
LINC00622	2	3	1	1	3	2	2	1
LINC00623	2	2	4	2	4	2	2.66666666666667	1.15470053837925
LINC00626	0	0	0	0	0	0	0	0
LINC00629	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LINC00630	3	2	2	2	3	2	2.33333333333333	0.577350269189626
LINC00632	0	2	3	0	3	2	1.66666666666667	1.52752523165195
LINC00637	4	2	0	0	4	2	2	2
LINC00638	2	3	4	2	4	3	3	1
LINC00639	0	0	0	0	0	0	0	0
LINC00640	0	0	0	0	0	0	0	0
LINC00641	9	12	10	9	12	10	10.3333333333333	1.52752523165195
LINC00643	0	1	3	0	3	1	1.33333333333333	1.52752523165195
LINC00645	0	0	0	0	0	0	0	0
LINC00649	8	12	3	3	12	8	7.66666666666667	4.50924975282289
LINC00652	0	0	0	0	0	0	0	0
LINC00654	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LINC00657	168	270	218	168	270	218	218.666666666667	51.0032678691604
LINC00662	9	16	7	7	16	9	10.6666666666667	4.72581562625261
LINC00663	8	20	11	8	20	11	13	6.2449979983984
LINC00664	0	0	0	0	0	0	0	0
LINC00665	12	10	11	10	12	11	11	1
LINC00667	8	12	7	7	12	8	9	2.64575131106459
LINC00668	0	0	0	0	0	0	0	0
LINC00669	0	0	0	0	0	0	0	0
LINC00670	2	8	4	2	8	4	4.66666666666667	3.05505046330389
LINC00671	4	12	8	4	12	8	8	4
LINC00672	12	11	6	6	12	11	9.66666666666667	3.21455025366432
LINC00673	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00674	55	56	54	54	56	55	55	1
LINC00678	0	0	0	0	0	0	0	0
LINC00685	0	2	2	0	2	2	1.33333333333333	1.15470053837925
LINC00689	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00691	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00693	0	0	0	0	0	0	0	0
LINC00696	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00700	9	6	7	6	9	7	7.33333333333333	1.52752523165195
LINC00704	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LINC00705	0	0	0	0	0	0	0	0
LINC00707	0	0	0	0	0	0	0	0
LINC00710	0	0	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0	0	0
LINC00839	4	2	6	2	6	4	4	2
LINC00842	12	8	12	8	12	12	10.6666666666667	2.3094010767585
LINC00847	17	13	6	6	17	13	12	5.56776436283002
LINC00852	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00853	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LINC00854	0	0	0	0	0	0	0	0
LINC00856	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00857	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LINC00858	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00861	2	3	2	2	3	2	2.33333333333333	0.577350269189626
LINC00862	1	1	1	1	1	1	1	0
LINC00864	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00865	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00869	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00870	0	0	0	0	0	0	0	0
LINC00875	4	3	2	2	4	3	3	1
LINC00880	0	0	0	0	0	0	0	0
LINC00881	4	0	1	0	4	1	1.66666666666667	2.08166599946613
LINC00882	1	2	3	1	3	2	2	1
LINC00883	14	11	19	11	19	14	14.6666666666667	4.04145188432738
LINC00884	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LINC00886	2	6	2	2	6	2	3.33333333333333	2.3094010767585
LINC00887	0	3	3	0	3	3	2	1.73205080756888
LINC00888	5	7	6	5	7	6	6	1
LINC00889	0	0	0	0	0	0	0	0
LINC00890	0	0	0	0	0	0	0	0
LINC00893	0	0	0	0	0	0	0	0
LINC00894	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00896	0	0	0	0	0	0	0	0
LINC00899	6	6	4	4	6	6	5.33333333333333	1.15470053837925
LINC00900	0	0	0	0	0	0	0	0
LINC00904	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LINC00906	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00907	9	8	5	5	9	8	7.33333333333333	2.08166599946613
LINC00908	3	6	0	0	6	3	3	3
LINC00909	20	13	13	13	20	13	15.3333333333333	4.04145188432738
LINC00910	7	9	5	5	9	7	7	2
LINC00911	0	0	0	0	0	0	0	0
LINC00918	0	0	0	0	0	0	0	0
LINC00920	0	0	0	0	0	0	0	0
LINC00921	5	7	4	4	7	5	5.33333333333333	1.52752523165195
LINC00922	0	2	1	0	2	1	1	1
LINC00923	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LINC00924	12	15	18	12	18	15	15	3
LINC00926	5	9	6	5	9	6	6.66666666666667	2.08166599946613
LINC00927	1	2	0	0	2	1	1	1
LINC00933	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LINC00934	2	5	2	2	5	2	3	1.73205080756888
LINC00935	0	0	0	0	0	0	0	0
LINC00936	2	2	5	2	5	2	3	1.73205080756888
LINC00937	0	0	0	0	0	0	0	0
LINC00938	1	1	1	1	1	1	1	0
LINC00939	1	4	0	0	4	1	1.66666666666667	2.08166599946613
LINC00941	10	7	10	7	10	10	9	1.73205080756888
LINC00942	0	3	2	0	3	2	1.66666666666667	1.52752523165195
LINC00943	0	0	0	0	0	0	0	0
LINC00948	0	0	0	0	0	0	0	0
LINC00950	2	1	0	0	2	1	1	1
LINC00954	0	0	0	0	0	0	0	0
LINC00957	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LINC00958	4	5	2	2	5	4	3.66666666666667	1.52752523165195
LINC00959	6	11	4	4	11	6	7	3.60555127546399
LINC00960	1	1	1	1	1	1	1	0
LINC00961	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LINC00963	12	11	8	8	12	11	10.3333333333333	2.08166599946613
LINC00964	1	1	2	1	2	1	1.33333333333333	0.577350269189626
LINC00965	9	9	5	5	9	9	7.66666666666667	2.3094010767585
LINC00967	0	0	0	0	0	0	0	0
LINC00968	4	2	5	2	5	4	3.66666666666667	1.52752523165195
LINC00971	5	12	4	4	12	5	7	4.35889894354067
LINC00974	0	0	0	0	0	0	0	0
LINGO1	0	0	0	0	0	0	0	0
LINS	7	5	13	5	13	7	8.33333333333333	4.16333199893227
LIPA	25	33	29	25	33	29	29	4
LIPC	0	1	3	0	3	1	1.33333333333333	1.52752523165195
LIPE	0	0	0	0	0	0	0	0
LIPE-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LIPG	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LIPH	1	3	5	1	5	3	3	2
LIPI	0	0	0	0	0	0	0	0
LIPJ	0	0	0	0	0	0	0	0
LIPM	0	0	0	0	0	0	0	0
LIPT1	21	25	19	19	25	21	21.6666666666667	3.05505046330389
LIPT2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LITAF	160	139	162	139	162	160	153.666666666667	12.7410099024109
LIX1	0	0	0	0	0	0	0	0
LIX1L	8	4	6	4	8	6	6	2
LLGL1	12	17	25	12	25	17	18	6.557438524302
LLGL2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LLPH	97	96	110	96	110	97	101	7.81024967590665
LMAN1	326	337	425	326	425	337	362.666666666667	54.2617114854787
LMAN2	23	29	32	23	32	29	28	4.58257569495584
LMAN2L	18	33	23	18	33	23	24.6666666666667	7.63762615825973
LMBR1	6	16	11	6	16	11	11	5
LMBR1L	3	2	3	2	3	3	2.66666666666667	0.577350269189626
LMBRD1	52	46	62	46	62	52	53.3333333333333	8.08290376865476
LMBRD2	8	12	8	8	12	8	9.33333333333333	2.3094010767585
LMCD1	29	69	56	29	69	56	51.3333333333333	20.4042479237372
LMCD1-AS1	1	2	3	1	3	2	2	1
LMF1	9	3	5	3	9	5	5.66666666666667	3.05505046330389
LMF2	1	6	5	1	6	5	4	2.64575131106459
LMLN	6	11	10	6	11	10	9	2.64575131106459
LMNA	63	56	79	56	79	63	66	11.7898261225516
LMNB1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LMNB2	3	4	10	3	10	4	5.66666666666667	3.78593889720018
LMO2	0	0	0	0	0	0	0	0
LMO3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LMO4	66	75	48	48	75	66	63	13.7477270848675
LMO7	251	343	224	224	343	251	272.666666666667	62.3885673287449
LMOD1	90	55	126	55	126	90	90.3333333333333	35.5011736895181
LMOD3	3	3	2	2	3	3	2.66666666666667	0.577350269189626
LMTK2	10	12	17	10	17	12	13	3.60555127546399
LMTK3	0	0	0	0	0	0	0	0
LMX1B	5	9	13	5	13	9	9	4
LNP1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
LNPEP	11	8	9	8	11	9	9.33333333333333	1.52752523165195
LNX1	8	11	14	8	14	11	11	3
LNX2	20	17	15	15	20	17	17.3333333333333	2.51661147842358
LOC100126784	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LOC100127983	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC100128164	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LOC100128176	0	0	0	0	0	0	0	0
LOC100128233	15	14	10	10	15	14	13	2.64575131106459
LOC100128239	0	0	0	0	0	0	0	0
LOC100128264	0	0	0	0	0	0	0	0
LOC100128288	10	14	3	3	14	10	9	5.56776436283002
LOC100128361	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100128398	5	8	6	5	8	6	6.33333333333333	1.52752523165195
LOC100128505	0	0	0	0	0	0	0	0
LOC100128531	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100128568	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100128573	3	3	2	2	3	3	2.66666666666667	0.577350269189626
LOC100128593	0	0	0	0	0	0	0	0
LOC100128682	2	4	1	1	4	2	2.33333333333333	1.52752523165195
LOC100128714	0	0	0	0	0	0	0	0
LOC100128770	0	0	0	0	0	0	0	0
LOC100128822	1	4	0	0	4	1	1.66666666666667	2.08166599946613
LOC100128881	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100128885	0	0	0	0	0	0	0	0
LOC100129027	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100129034	20	27	28	20	28	27	25	4.35889894354067
LOC100129046	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100129055	0	0	0	0	0	0	0	0
LOC100129138	0	1	3	0	3	1	1.33333333333333	1.52752523165195
LOC100129195	34	37	35	34	37	35	35.3333333333333	1.52752523165195
LOC100129269	6	9	4	4	9	6	6.33333333333333	2.51661147842358
LOC100129316	0	0	0	0	0	0	0	0
LOC100129361	45	57	37	37	57	45	46.3333333333333	10.0664459136943
LOC100129427	0	0	0	0	0	0	0	0
LOC100129518	1	1	1	1	1	1	1	0
LOC100129534	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100129550	11	7	6	6	11	7	8	2.64575131106459
LOC100129617	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100129726	0	0	0	0	0	0	0	0
LOC100129858	2	6	8	2	8	6	5.33333333333333	3.05505046330389
LOC100129917	3	5	2	2	5	3	3.33333333333333	1.52752523165195
LOC100129924	0	0	0	0	0	0	0	0
LOC100129931	6	5	4	4	6	5	5	1
LOC100129935	6	6	6	6	6	6	6	0
LOC100129961	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC100129973	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100130000	2	5	2	2	5	2	3	1.73205080756888
LOC100130075	0	0	0	0	0	0	0	0
LOC100130093	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC100130275	2	1	2	1	2	2	1.66666666666667	0.577350269189626
LOC100130301	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100130348	0	0	0	0	0	0	0	0
LOC100130357	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LOC100130417	0	0	0	0	0	0	0	0
LOC100130451	2	3	0	0	3	2	1.66666666666667	1.52752523165195
LOC100130476	0	0	0	0	0	0	0	0
LOC100130480	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100130539	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100130557	5	5	5	5	5	5	5	0
LOC100130691	5	4	3	3	5	4	4	1
LOC100130705	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100130744	0	0	0	0	0	0	0	0
LOC100130849	0	0	0	0	0	0	0	0
LOC100130872	2	6	2	2	6	2	3.33333333333333	2.3094010767585
LOC100130880	0	0	0	0	0	0	0	0
LOC100130899	12	17	11	11	17	12	13.3333333333333	3.21455025366432
LOC100130950	3	1	5	1	5	3	3	2
LOC100130954	15	12	8	8	15	12	11.6666666666667	3.51188458428425
LOC100130987	1	0	2	0	2	1	1	1
LOC100130992	2	0	1	0	2	1	1	1
LOC100131060	0	0	0	0	0	0	0	0
LOC100131067	16	12	10	10	16	12	12.6666666666667	3.05505046330389
LOC100131257	38	63	29	29	63	38	43.3333333333333	17.6162803489651
LOC100131347	2	2	4	2	4	2	2.66666666666667	1.15470053837925
LOC100131496	4	1	2	1	4	2	2.33333333333333	1.52752523165195
LOC100131564	29	26	27	26	29	27	27.3333333333333	1.52752523165195
LOC100131655	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC100131691	4	4	1	1	4	4	3	1.73205080756888
LOC100132077	5	9	2	2	9	5	5.33333333333333	3.51188458428425
LOC100132078	0	0	0	0	0	0	0	0
LOC100132111	0	0	0	0	0	0	0	0
LOC100132215	5	3	5	3	5	5	4.33333333333333	1.15470053837925
LOC100132352	25	18	20	18	25	20	21	3.60555127546399
LOC100132354	0	0	0	0	0	0	0	0
LOC100132356	1	5	2	1	5	2	2.66666666666667	2.08166599946613
LOC100132707	5	7	8	5	8	7	6.66666666666667	1.52752523165195
LOC100132735	0	0	0	0	0	0	0	0
LOC100132781	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100132815	11	13	8	8	13	11	10.6666666666667	2.51661147842358
LOC100132832	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC100132891	48	82	57	48	82	57	62.3333333333333	17.6162803489651
LOC100133050	0	0	0	0	0	0	0	0
LOC100133091	0	1	2	0	2	1	1	1
LOC100133286	0	0	0	0	0	0	0	0
LOC100133315	3	4	1	1	4	3	2.66666666666667	1.52752523165195
LOC100133612	5	12	4	4	12	5	7	4.35889894354067
LOC100133669	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC100133920	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC100133957	0	0	0	0	0	0	0	0
LOC100133985	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC100134229	1	3	3	1	3	3	2.33333333333333	1.15470053837925
LOC100134259	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC100134368	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LOC100134868	8	14	13	8	14	13	11.6666666666667	3.21455025366432
LOC100144595	10	10	3	3	10	10	7.66666666666667	4.04145188432738
LOC100144602	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LOC100188947	3	4	2	2	4	3	3	1
LOC100190940	0	0	0	0	0	0	0	0
LOC100190986	39	53	20	20	53	39	37.3333333333333	16.5630109984065
LOC100216479	2	8	2	2	8	2	4	3.46410161513775
LOC100216545	8	5	4	4	8	5	5.66666666666667	2.08166599946613
LOC100216546	12	9	8	8	12	9	9.66666666666667	2.08166599946613
LOC100233156	4	7	5	4	7	5	5.33333333333333	1.52752523165195
LOC100240734	0	0	0	0	0	0	0	0
LOC100240735	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC100268168	10	21	11	10	21	11	14	6.08276253029822
LOC100270746	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC100270804	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LOC100271832	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC100271836	0	0	0	0	0	0	0	0
LOC100272216	0	0	0	0	0	0	0	0
LOC100272217	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC100287015	11	19	5	5	19	11	11.6666666666667	7.02376916856849
LOC100287036	0	0	0	0	0	0	0	0
LOC100287042	3	3	2	2	3	3	2.66666666666667	0.577350269189626
LOC100287072	1	1	1	1	1	1	1	0
LOC100287177	2	3	1	1	3	2	2	1
LOC100287225	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LOC100287632	0	0	0	0	0	0	0	0
LOC100287728	0	0	0	0	0	0	0	0
LOC100287792	4	5	2	2	5	4	3.66666666666667	1.52752523165195
LOC100287846	1	1	1	1	1	1	1	0
LOC100288069	3	1	3	1	3	3	2.33333333333333	1.15470053837925
LOC100288079	0	0	0	0	0	0	0	0
LOC100288142	1	2	2	1	2	2	1.66666666666667	0.577350269189626
