Gene	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	Min	Max	Median	Mean	Std
LOC401557	0	0	0	0	0	0	0	0
LOC401980	0	0	0	0	0	0	0	0
LOC439994	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC440028	3	1	0	0	3	1	1.33333333333333	1.52752523165195
LOC440173	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC440243	1	1	2	1	2	1	1.33333333333333	0.577350269189626
LOC440300	12	8	8	8	12	8	9.33333333333333	2.3094010767585
LOC440311	0	0	0	0	0	0	0	0
LOC440434	2	1	3	1	3	2	2	1
LOC440461	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC440600	4	1	2	1	4	2	2.33333333333333	1.52752523165195
LOC440700	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC440704	0	0	0	0	0	0	0	0
LOC440894	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC440896	0	0	0	0	0	0	0	0
LOC440905	0	0	0	0	0	0	0	0
LOC440910	0	0	0	0	0	0	0	0
LOC441009	0	0	0	0	0	0	0	0
LOC441081	15	7	5	5	15	7	9	5.29150262212918
LOC441155	0	0	0	0	0	0	0	0
LOC441204	0	0	0	0	0	0	0	0
LOC441242	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC441454	5	1	7	1	7	5	4.33333333333333	3.05505046330389
LOC441455	0	0	0	0	0	0	0	0
LOC441461	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC441666	5	3	10	3	10	5	6	3.60555127546399
LOC442028	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC442132	0	0	0	0	0	0	0	0
LOC442497	0	0	0	0	0	0	0	0
LOC493754	38	18	18	18	38	18	24.6666666666667	11.5470053837925
LOC494141	5	2	3	2	5	3	3.33333333333333	1.52752523165195
LOC541471	40	67	34	34	67	40	47	17.5783958312469
LOC541473	0	0	0	0	0	0	0	0
LOC550112	16	13	18	13	18	16	15.6666666666667	2.51661147842358
LOC550643	214	260	215	214	260	215	229.666666666667	26.2741951985847
LOC553103	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LOC554206	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC554223	0	0	0	0	0	0	0	0
LOC574538	0	0	0	0	0	0	0	0
LOC595101	0	0	0	0	0	0	0	0
LOC606724	0	0	0	0	0	0	0	0
LOC613037	0	0	0	0	0	0	0	0
LOC619207	0	0	0	0	0	0	0	0
LOC641367	0	0	0	0	0	0	0	0
LOC642236	10	9	14	9	14	10	11	2.64575131106459
LOC642361	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC642366	0	0	0	0	0	0	0	0
LOC642846	0	0	0	0	0	0	0	0
LOC642852	7	7	9	7	9	7	7.66666666666667	1.15470053837925
LOC643201	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC643339	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC643355	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC643401	37	16	18	16	37	18	23.6666666666667	11.5902257671425
LOC643406	3	5	1	1	5	3	3	2
LOC643542	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC643623	1	2	2	1	2	2	1.66666666666667	0.577350269189626
LOC643648	0	0	0	0	0	0	0	0
LOC643711	0	0	0	0	0	0	0	0
LOC643723	0	0	0	0	0	0	0	0
LOC643733	2	3	1	1	3	2	2	1
LOC643770	4	2	3	2	4	3	3	1
LOC643802	0	0	0	0	0	0	0	0
LOC643837	10	14	14	10	14	14	12.6666666666667	2.3094010767585
LOC643923	0	0	0	0	0	0	0	0
LOC644172	0	0	0	0	0	0	0	0
LOC644248	0	0	0	0	0	0	0	0
LOC644554	0	0	0	0	0	0	0	0
LOC644656	5	2	4	2	5	4	3.66666666666667	1.52752523165195
LOC644669	4	2	0	0	4	2	2	2
LOC644838	0	0	0	0	0	0	0	0
LOC644936	4	1	1	1	4	1	2	1.73205080756888
LOC644961	3	3	2	2	3	3	2.66666666666667	0.577350269189626
LOC645166	12	27	25	12	27	25	21.3333333333333	8.14452781524708
LOC645434	0	0	0	0	0	0	0	0
LOC645513	0	0	0	0	0	0	0	0
LOC645638	84	92	124	84	124	92	100	21.1660104885167
LOC645752	0	0	0	0	0	0	0	0
LOC646214	2	2	3	2	3	2	2.33333333333333	0.577350269189626
LOC646268	0	0	0	0	0	0	0	0
LOC646278	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC646329	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LOC646471	2	1	5	1	5	2	2.66666666666667	2.08166599946613
LOC646626	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC646719	5	4	5	4	5	5	4.66666666666667	0.577350269189626
LOC646736	0	0	0	0	0	0	0	0
LOC646762	10	9	12	9	12	10	10.3333333333333	1.52752523165195
LOC646903	1	2	4	1	4	2	2.33333333333333	1.52752523165195
LOC646938	0	0	0	0	0	0	0	0
LOC646999	0	0	0	0	0	0	0	0
LOC648691	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC648987	26	17	22	17	26	22	21.6666666666667	4.50924975282289
LOC650226	0	0	0	0	0	0	0	0
LOC650293	0	0	0	0	0	0	0	0
LOC650368	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC652276	18	13	11	11	18	13	14	3.60555127546399
LOC653160	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC653501	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC653513	0	0	0	0	0	0	0	0
LOC653653	0	0	0	0	0	0	0	0
LOC653712	4	1	1	1	4	1	2	1.73205080756888
LOC654342	2	1	3	1	3	2	2	1
LOC654433	1	2	2	1	2	2	1.66666666666667	0.577350269189626
LOC654841	1	1	3	1	3	1	1.66666666666667	1.15470053837925
LOC727677	0	0	0	0	0	0	0	0
LOC727751	0	0	0	0	0	0	0	0
LOC727896	2	8	2	2	8	2	4	3.46410161513775
LOC727982	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LOC728024	0	0	0	0	0	0	0	0
LOC728084	0	0	0	0	0	0	0	0
LOC728175	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LOC728228	0	0	0	0	0	0	0	0
LOC728323	1	3	2	1	3	2	2	1
LOC728342	2	1	3	1	3	2	2	1
LOC728392	8	5	6	5	8	6	6.33333333333333	1.52752523165195
LOC728407	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LOC728431	2	2	2	2	2	2	2	0
LOC728463	0	0	0	0	0	0	0	0
LOC728537	2	1	0	0	2	1	1	1
LOC728606	6	6	8	6	8	6	6.66666666666667	1.15470053837925
LOC728613	1	5	3	1	5	3	3	2
LOC728730	18	26	22	18	26	22	22	4
LOC728743	0	0	0	0	0	0	0	0
LOC728752	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC728819	0	2	4	0	4	2	2	2
LOC729020	0	0	0	0	0	0	0	0
LOC729041	0	0	0	0	0	0	0	0
LOC729121	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC729176	0	0	0	0	0	0	0	0
LOC729177	0	0	0	0	0	0	0	0
LOC729444	3	2	4	2	4	3	3	1
LOC729506	0	0	0	0	0	0	0	0
LOC729603	7	4	5	4	7	5	5.33333333333333	1.52752523165195
LOC729609	0	0	0	0	0	0	0	0
LOC729683	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC729732	2	3	2	2	3	2	2.33333333333333	0.577350269189626
LOC729737	0	0	0	0	0	0	0	0
LOC729739	0	0	0	0	0	0	0	0
LOC729852	6	5	8	5	8	6	6.33333333333333	1.52752523165195
LOC729950	0	0	0	0	0	0	0	0
LOC729970	0	2	0	0	2	0	0.666666666666667	1.15470053837925
LOC729987	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LOC730101	6	5	0	0	6	5	3.66666666666667	3.21455025366432
LOC730102	4	3	2	2	4	3	3	1
LOC730183	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC730227	3	1	1	1	3	1	1.66666666666667	1.15470053837925
LOC730668	0	0	0	0	0	0	0	0
LOC731223	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LOC731275	7	3	3	3	7	3	4.33333333333333	2.3094010767585
LOC731424	7	8	7	7	8	7	7.33333333333333	0.577350269189626
LOC731779	0	0	0	0	0	0	0	0
LOC79015	25	16	16	16	25	16	19	5.19615242270663
LOC80154	0	0	0	0	0	0	0	0
LOC81691	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LOC90246	1	0	2	0	2	1	1	1
LOC90784	5	5	2	2	5	5	4	1.73205080756888
LOC90834	10	9	7	7	10	9	8.66666666666667	1.52752523165195
LOC91450	0	0	0	0	0	0	0	0
LOC92249	28	23	27	23	28	27	26	2.64575131106459
LOC93622	3	2	6	2	6	3	3.66666666666667	2.08166599946613
LOC96610	15	17	19	15	19	17	17	2
LOH12CR1	0	4	2	0	4	2	2	2
LOH12CR2	5	2	9	2	9	5	5.33333333333333	3.51188458428425
LONP1	7	11	15	7	15	11	11	4
LONP2	32	36	29	29	36	32	32.3333333333333	3.51188458428425
LONRF1	2	7	4	2	7	4	4.33333333333333	2.51661147842358
LONRF2	4	0	5	0	5	4	3	2.64575131106459
LONRF3	0	0	0	0	0	0	0	0
LOX	239	248	240	239	248	240	242.333333333333	4.93288286231625
LOXL1	28	23	30	23	30	28	27	3.60555127546399
LOXL1-AS1	13	6	13	6	13	13	10.6666666666667	4.04145188432738
LOXL2	198	211	143	143	211	198	184	36.0970912955601
LOXL3	0	3	3	0	3	3	2	1.73205080756888
LOXL4	5	7	7	5	7	7	6.33333333333333	1.15470053837925
LPAL2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LPAR1	19	14	19	14	19	19	17.3333333333333	2.88675134594813
LPAR2	0	0	0	0	0	0	0	0
LPAR3	0	0	0	0	0	0	0	0
LPAR4	0	0	0	0	0	0	0	0
LPAR5	0	0	0	0	0	0	0	0
LPAR6	15	7	18	7	18	15	13.3333333333333	5.68624070307733
LPCAT1	2	0	1	0	2	1	1	1
LPCAT2	43	47	43	43	47	43	44.3333333333333	2.3094010767585
LPCAT3	4	6	10	4	10	6	6.66666666666667	3.05505046330389
LPCAT4	5	4	8	4	8	5	5.66666666666667	2.08166599946613
LPGAT1	29	20	25	20	29	25	24.6666666666667	4.50924975282289
LPHN1	7	7	8	7	8	7	7.33333333333333	0.577350269189626
LPHN2	12	8	8	8	12	8	9.33333333333333	2.3094010767585
LPHN3	0	0	0	0	0	0	0	0
LPIN1	18	19	21	18	21	19	19.3333333333333	1.52752523165195
LPIN2	25	35	29	25	35	29	29.6666666666667	5.03322295684717
LPIN3	3	1	2	1	3	2	2	1
LPL	5	3	3	3	5	3	3.66666666666667	1.15470053837925
LPO	0	0	0	0	0	0	0	0
LPP	100	94	125	94	125	100	106.333333333333	16.4418166068514
LPP-AS2	4	2	4	2	4	4	3.33333333333333	1.15470053837925
LPPR2	4	9	5	4	9	5	6	2.64575131106459
LPPR4	0	0	0	0	0	0	0	0
LPPR5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LPXN	4	2	2	2	4	2	2.66666666666667	1.15470053837925
LRAT	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LRBA	7	8	5	5	8	7	6.66666666666667	1.52752523165195
LRCH1	8	6	6	6	8	6	6.66666666666667	1.15470053837925
LRCH2	0	2	3	0	3	2	1.66666666666667	1.52752523165195
LRCH3	1	1	3	1	3	1	1.66666666666667	1.15470053837925
LRCH4	0	0	0	0	0	0	0	0
LRFN1	0	0	0	0	0	0	0	0
LRFN3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LRFN4	3	2	0	0	3	2	1.66666666666667	1.52752523165195
LRFN5	0	0	0	0	0	0	0	0
LRG1	0	4	2	0	4	2	2	2
LRGUK	0	0	0	0	0	0	0	0
LRIF1	46	43	43	43	46	43	44	1.73205080756888
LRIG1	4	4	7	4	7	4	5	1.73205080756888
LRIG2	10	12	11	10	12	11	11	1
LRIG3	3	6	5	3	6	5	4.66666666666667	1.52752523165195
LRIT3	0	0	0	0	0	0	0	0
LRMP	3	0	1	0	3	1	1.33333333333333	1.52752523165195
LRP1	112	109	107	107	112	109	109.333333333333	2.51661147842358
LRP10	35	35	34	34	35	35	34.6666666666667	0.577350269189626
LRP11	10	4	12	4	12	10	8.66666666666667	4.16333199893227
LRP12	25	26	28	25	28	26	26.3333333333333	1.52752523165195
LRP2	0	0	0	0	0	0	0	0
LRP2BP	6	0	10	0	10	6	5.33333333333333	5.03322295684717
LRP3	1	2	3	1	3	2	2	1
LRP4	2	4	2	2	4	2	2.66666666666667	1.15470053837925
LRP4-AS1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LRP5	2	0	4	0	4	2	2	2
LRP5L	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LRP6	19	14	17	14	19	17	16.6666666666667	2.51661147842358
LRP8	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LRPAP1	78	92	89	78	92	89	86.3333333333333	7.37111479583199
LRPPRC	32	25	17	17	32	25	24.6666666666667	7.50555349946513
LRR1	19	20	15	15	20	19	18	2.64575131106459
LRRC1	1	3	3	1	3	3	2.33333333333333	1.15470053837925
LRRC10	0	0	0	0	0	0	0	0
LRRC14	0	2	1	0	2	1	1	1
LRRC15	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LRRC16A	28	19	27	19	28	27	24.6666666666667	4.93288286231625
LRRC16B	0	0	0	0	0	0	0	0
LRRC17	473	436	424	424	473	436	444.333333333333	25.5408170059874
LRRC19	5	1	0	0	5	1	2	2.64575131106459
LRRC2	10	9	11	9	11	10	10	1
LRRC20	2	1	0	0	2	1	1	1
LRRC23	4	5	3	3	5	4	4	1
LRRC25	1	1	3	1	3	1	1.66666666666667	1.15470053837925
LRRC27	9	11	11	9	11	11	10.3333333333333	1.15470053837925
LRRC28	20	22	27	20	27	22	23	3.60555127546399
LRRC29	1	0	3	0	3	1	1.33333333333333	1.52752523165195
LRRC3	3	4	8	3	8	4	5	2.64575131106459
LRRC3-AS1	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	0
LRRC32	26	24	23	23	26	24	24.3333333333333	1.52752523165195
LRRC34	0	0	0	0	0	0	0	0
LRRC36	0	0	0	0	0	0	0	0
LRRC37A11P	1	1	2	1	2	1	1.33333333333333	0.577350269189626
LRRC37A2	0	0	0	0	0	0	0	0
LRRC37A3	2	4	1	1	4	2	2.33333333333333	1.52752523165195
LRRC37A4P	5	6	7	5	7	6	6	1
LRRC37A6P	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LRRC37B	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LRRC37BP1	9	7	16	7	16	9	10.6666666666667	4.72581562625261
LRRC39	0	0	0	0	0	0	0	0
LRRC4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LRRC40	11	22	12	11	22	12	15	6.08276253029822
LRRC41	25	18	27	18	27	25	23.3333333333333	4.72581562625261
LRRC42	13	12	10	10	13	12	11.6666666666667	1.52752523165195
LRRC43	0	0	0	0	0	0	0	0
LRRC45	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LRRC46	0	0	0	0	0	0	0	0
LRRC47	9	7	10	7	10	9	8.66666666666667	1.52752523165195
LRRC48	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRRC49	18	7	17	7	18	17	14	6.08276253029822
LRRC4B	0	0	0	0	0	0	0	0
LRRC4C	0	0	0	0	0	0	0	0
LRRC56	0	1	2	0	2	1	1	1
LRRC57	19	29	20	19	29	20	22.6666666666667	5.5075705472861
LRRC58	33	35	31	31	35	33	33	2
LRRC59	36	24	22	22	36	24	27.3333333333333	7.57187779440036
LRRC6	3	2	4	2	4	3	3	1
LRRC61	0	0	0	0	0	0	0	0
LRRC66	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LRRC69	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LRRC7	0	0	0	0	0	0	0	0
LRRC70	0	0	0	0	0	0	0	0
LRRC71	0	0	0	0	0	0	0	0
LRRC73	0	0	0	0	0	0	0	0
LRRC8A	20	25	20	20	25	20	21.6666666666667	2.88675134594813
LRRC8B	1	1	1	1	1	1	1	0
LRRC8C	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LRRC8D	5	2	4	2	5	4	3.66666666666667	1.52752523165195
LRRC8E	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LRRC9	0	0	0	0	0	0	0	0
LRRCC1	3	5	3	3	5	3	3.66666666666667	1.15470053837925
LRRD1	0	0	0	0	0	0	0	0
LRRFIP1	129	142	143	129	143	142	138	7.81024967590665
LRRFIP2	23	30	26	23	30	26	26.3333333333333	3.51188458428425
LRRIQ1	1	1	1	1	1	1	1	0
LRRIQ3	2	1	1	1	2	1	1.33333333333333	0.577350269189626
LRRIQ4	0	0	0	0	0	0	0	0
LRRK1	0	2	1	0	2	1	1	1
LRRK2	0	1	4	0	4	1	1.66666666666667	2.08166599946613
LRRN1	0	0	0	0	0	0	0	0
LRRN2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LRRN3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LRRN4	0	0	0	0	0	0	0	0
LRRN4CL	10	7	8	7	10	8	8.33333333333333	1.52752523165195
LRRTM2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LRRTM4	0	0	0	0	0	0	0	0
LRSAM1	18	24	22	18	24	22	21.3333333333333	3.05505046330389
LRTM1	0	0	0	0	0	0	0	0
LRTOMT	37	39	39	37	39	39	38.3333333333333	1.15470053837925
LRWD1	1	0	2	0	2	1	1	1
LSAMP	1	1	1	1	1	1	1	0
LSG1	23	18	16	16	23	18	19	3.60555127546399
LSM1	85	80	94	80	94	85	86.3333333333333	7.09459888459759
LSM10	22	28	28	22	28	28	26	3.46410161513775
LSM11	2	0	0	0	2	0	0.666666666666667	1.15470053837925
LSM12	54	76	67	54	76	67	65.6666666666667	11.060440015358
LSM14A	50	43	43	43	50	43	45.3333333333333	4.04145188432738
LSM14B	6	7	2	2	7	6	5	2.64575131106459
LSM2	54	49	64	49	64	54	55.6666666666667	7.63762615825973
LSM3	296	342	298	296	342	298	312	26
LSM4	11	11	27	11	27	11	16.3333333333333	9.23760430703401
LSM5	276	280	250	250	280	276	268.666666666667	16.2890556304942
LSM6	73	87	100	73	100	87	86.6666666666667	13.5030860670194
LSM7	19	29	26	19	29	26	24.6666666666667	5.13160143944688
LSMD1	209	207	222	207	222	209	212.666666666667	8.14452781524708
LSMEM1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LSP1	0	0	0	0	0	0	0	0
LSR	2	4	2	2	4	2	2.66666666666667	1.15470053837925
LSS	8	9	13	8	13	9	10	2.64575131106459
LST1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LTA	0	0	0	0	0	0	0	0
LTA4H	137	145	141	137	145	141	141	4
LTB	0	0	0	0	0	0	0	0
LTB4R	1	1	1	1	1	1	1	0
LTBP1	152	146	152	146	152	152	150	3.46410161513775
LTBP2	269	290	261	261	290	269	273.333333333333	14.9777612924406
LTBP3	11	8	12	8	12	11	10.3333333333333	2.08166599946613
LTBP4	2	3	0	0	3	2	1.66666666666667	1.52752523165195
LTBR	12	10	11	10	12	11	11	1
LTC4S	0	1	2	0	2	1	1	1
LTF	0	1	2	0	2	1	1	1
LTK	0	0	0	0	0	0	0	0
LTN1	29	30	31	29	31	30	30	1
LTV1	74	85	75	74	85	75	78	6.08276253029822
LUC7L	14	14	13	13	14	14	13.6666666666667	0.577350269189626
LUC7L2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
LUC7L3	122	150	127	122	150	127	133	14.9331845230681
LUCAT1	2	1	0	0	2	1	1	1
LUM	897	1022	1047	897	1047	1022	988.666666666667	80.363756341608
LURAP1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LURAP1L	18	17	18	17	18	18	17.6666666666667	0.577350269189626
LUZP1	81	110	99	81	110	99	96.6666666666667	14.6401275039985
LUZP2	1	3	4	1	4	3	2.66666666666667	1.52752523165195
LXN	21	28	19	19	28	21	22.6666666666667	4.72581562625261
LY6E	19	21	27	19	27	21	22.3333333333333	4.16333199893227
LY6G5B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LY6G5C	0	0	0	0	0	0	0	0
LY6G6C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LY6G6D	0	0	0	0	0	0	0	0
LY6K	1	3	1	1	3	1	1.66666666666667	1.15470053837925
LY75	1	8	5	1	8	5	4.66666666666667	3.51188458428425
LY75-CD302	0	0	0	0	0	0	0	0
LY86	0	0	0	0	0	0	0	0
LY86-AS1	15	27	12	12	27	15	18	7.93725393319377
LY9	2	1	4	1	4	2	2.33333333333333	1.52752523165195
LY96	55	90	86	55	90	86	77	19.157244060668
LYAR	5	12	7	5	12	7	8	3.60555127546399
LYG1	0	0	0	0	0	0	0	0
LYG2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LYL1	0	0	0	0	0	0	0	0
LYN	7	8	4	4	8	7	6.33333333333333	2.08166599946613
LYNX1	3	1	4	1	4	3	2.66666666666667	1.52752523165195
LYPD1	0	0	0	0	0	0	0	0
LYPD3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LYPD5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LYPLA1	52	65	63	52	65	63	60	7
LYPLA2	2	5	3	2	5	3	3.33333333333333	1.52752523165195
LYPLAL1	67	70	55	55	70	67	64	7.93725393319377
LYRM1	24	33	45	24	45	33	34	10.5356537528527
LYRM2	93	123	110	93	123	110	108.666666666667	15.0443787951957
LYRM4	61	104	79	61	104	79	81.3333333333333	21.594752448994
LYRM5	54	63	71	54	71	63	62.6666666666667	8.50490054811538
LYRM7	39	35	40	35	40	39	38	2.64575131106459
LYRM9	4	4	3	3	4	4	3.66666666666667	0.577350269189626
LYSMD1	9	7	5	5	9	7	7	2
LYSMD2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LYSMD3	36	54	25	25	54	36	38.3333333333333	14.6401275039985
LYSMD4	1	2	0	0	2	1	1	1
LYST	23	22	17	17	23	22	20.6666666666667	3.21455025366432
LYVE1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LYZ	11	8	12	8	12	11	10.3333333333333	2.08166599946613
LYZL1	0	0	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0	0	0
LZIC	62	61	49	49	62	61	57.3333333333333	7.23417813807024
LZTFL1	36	26	15	15	36	26	25.6666666666667	10.5039675043925
LZTR1	6	3	0	0	6	3	3	3
LZTS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LZTS2	16	17	20	16	20	17	17.6666666666667	2.08166599946613
LZTS3	1	2	2	1	2	2	1.66666666666667	0.577350269189626
M1AP	0	0	2	0	2	0	0.666666666666667	1.15470053837925
M6PR	28	24	23	23	28	24	25	2.64575131106459
MAATS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAB21L1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MAB21L2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MAB21L3	21	19	11	11	21	19	17	5.29150262212918
MACC1	4	2	3	2	4	3	3	1
MACF1	155	165	156	155	165	156	158.666666666667	5.5075705472861
MACROD1	1	3	1	1	3	1	1.66666666666667	1.15470053837925
MACROD2	0	0	0	0	0	0	0	0
MAD1L1	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MAD2L1	7	9	8	7	9	8	8	1
MAD2L1BP	58	43	48	43	58	48	49.6666666666667	7.63762615825973
MAD2L2	5	6	5	5	6	5	5.33333333333333	0.577350269189626
MADCAM1	0	0	0	0	0	0	0	0
MADD	1	7	3	1	7	3	3.66666666666667	3.05505046330389
MAEA	109	128	133	109	133	128	123.333333333333	12.6622799421484
MAF	14	14	6	6	14	14	11.3333333333333	4.61880215351701
MAF1	11	8	12	8	12	11	10.3333333333333	2.08166599946613
MAFA	0	0	0	0	0	0	0	0
MAFB	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MAFF	10	2	5	2	10	5	5.66666666666667	4.04145188432738
MAFG	8	17	9	8	17	9	11.3333333333333	4.93288286231625
MAFG-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MAFIP	6	14	8	6	14	8	9.33333333333333	4.16333199893227
MAFK	0	3	1	0	3	1	1.33333333333333	1.52752523165195
MAGEA1	0	0	0	0	0	0	0	0
MAGEA10	3	7	1	1	7	3	3.66666666666667	3.05505046330389
MAGEA3	0	0	0	0	0	0	0	0
MAGEB10	1	4	1	1	4	1	2	1.73205080756888
MAGEB3	0	0	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0
MAGEC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAGED1	160	161	143	143	161	160	154.666666666667	10.1159939369957
MAGED2	347	396	404	347	404	396	382.333333333333	30.8598984660244
MAGED4	0	0	0	0	0	0	0	0
MAGEE1	4	2	1	1	4	2	2.33333333333333	1.52752523165195
MAGEE2	0	0	0	0	0	0	0	0
MAGEF1	11	13	11	11	13	11	11.6666666666667	1.15470053837925
MAGEH1	48	55	40	40	55	48	47.6666666666667	7.50555349946513
MAGEL2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MAGI1	24	13	21	13	24	21	19.3333333333333	5.68624070307733
MAGI1-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MAGI2	2	2	4	2	4	2	2.66666666666667	1.15470053837925
MAGI2-AS2	0	0	0	0	0	0	0	0
MAGI2-AS3	55	49	45	45	55	49	49.6666666666667	5.03322295684717
MAGI3	3	11	7	3	11	7	7	4
MAGIX	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MAGOH	45	48	58	45	58	48	50.3333333333333	6.80685928555405
MAGOH2	0	0	0	0	0	0	0	0
MAGOHB	68	83	88	68	88	83	79.6666666666667	10.4083299973307
MAGT1	84	87	86	84	87	86	85.6666666666667	1.52752523165195
MAK	13	11	2	2	13	11	8.66666666666667	5.85946527708231
MAK16	32	28	34	28	34	32	31.3333333333333	3.05505046330389
MAL	0	0	0	0	0	0	0	0
MAL2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MALAT1	27298	27438	24213	24213	27438	27298	26316.3333333333	1822.88461876591
MALL	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MALSU1	31	30	21	21	31	30	27.3333333333333	5.5075705472861
MALT1	11	10	5	5	11	10	8.66666666666667	3.21455025366432
MAMDC2	124	156	128	124	156	128	136	17.4355957741627
MAMDC2-AS1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MAMDC4	0	0	0	0	0	0	0	0
MAML1	6	6	5	5	6	6	5.66666666666667	0.577350269189626
MAML2	11	12	11	11	12	11	11.3333333333333	0.577350269189626
MAML3	3	2	5	2	5	3	3.33333333333333	1.52752523165195
MAMLD1	4	5	3	3	5	4	4	1
MAMSTR	0	0	0	0	0	0	0	0
MAN1A1	22	20	19	19	22	20	20.3333333333333	1.52752523165195
MAN1A2	30	46	36	30	46	36	37.3333333333333	8.08290376865476
MAN1B1	9	23	13	9	23	13	15	7.21110255092798
MAN1B1-AS1	1	8	4	1	8	4	4.33333333333333	3.51188458428425
MAN1C1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
MAN2A1	11	6	11	6	11	11	9.33333333333333	2.88675134594813
MAN2A2	9	7	7	7	9	7	7.66666666666667	1.15470053837925
MAN2B1	3	4	13	3	13	4	6.66666666666667	5.5075705472861
MAN2B2	14	17	16	14	17	16	15.6666666666667	1.52752523165195
MAN2C1	2	3	4	2	4	3	3	1
MANBA	37	31	33	31	37	33	33.6666666666667	3.05505046330389
MANBAL	72	83	77	72	83	77	77.3333333333333	5.5075705472861
