Gene	SOR+URS.A.5.7.1.C3	SOR+URS.A.5.8.1.C4	SOR+URS.A.5.9.1.C5	Min	Max	Median	Mean	Std
LST1	0	0	0	0	0	0	0	0
LTA	0	0	0	0	0	0	0	0
LTA4H	18	23	29	18	29	23	23.3333333333333	5.5075705472861
LTB	0	0	0	0	0	0	0	0
LTB4R	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LTBP1	32	42	66	32	66	42	46.6666666666667	17.4737898961082
LTBP2	59	73	139	59	139	73	90.3333333333333	42.7239199200323
LTBP3	1	1	4	1	4	1	2	1.73205080756888
LTBP4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LTBR	1	2	1	1	2	1	1.33333333333333	0.577350269189626
LTC4S	0	0	0	0	0	0	0	0
LTF	0	0	0	0	0	0	0	0
LTK	0	0	0	0	0	0	0	0
LTN1	2	6	17	2	17	6	8.33333333333333	7.76745346515403
LTV1	8	16	16	8	16	16	13.3333333333333	4.61880215351701
LUC7L	4	7	7	4	7	7	6	1.73205080756888
LUC7L2	0	0	0	0	0	0	0	0
LUC7L3	41	65	100	41	100	65	68.6666666666667	29.6704117486316
LUCAT1	0	0	0	0	0	0	0	0
LUM	61	76	111	61	111	76	82.6666666666667	25.6580071972344
LURAP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LURAP1L	2	3	7	2	7	3	4	2.64575131106459
LUZP1	15	23	48	15	48	23	28.6666666666667	17.2143351115671
LUZP2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
LXN	4	2	3	2	4	3	3	1
LY6E	3	8	5	3	8	5	5.33333333333333	2.51661147842358
LY6G5B	0	0	0	0	0	0	0	0
LY6G5C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LY6G6C	0	0	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0	0	0
LY6K	0	0	0	0	0	0	0	0
LY75	0	1	5	0	5	1	2	2.64575131106459
LY75-CD302	0	0	0	0	0	0	0	0
LY86	0	0	0	0	0	0	0	0
LY86-AS1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
LY9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LY96	7	6	9	6	9	7	7.33333333333333	1.52752523165195
LYAR	0	4	3	0	4	3	2.33333333333333	2.08166599946613
LYG1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LYG2	0	0	0	0	0	0	0	0
LYL1	0	0	0	0	0	0	0	0
LYN	2	0	2	0	2	2	1.33333333333333	1.15470053837925
LYNX1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LYPD1	0	0	0	0	0	0	0	0
LYPD3	0	0	0	0	0	0	0	0
LYPD5	0	0	0	0	0	0	0	0
LYPLA1	3	9	18	3	18	9	10	7.54983443527075
LYPLA2	0	0	0	0	0	0	0	0
LYPLAL1	8	7	16	7	16	8	10.3333333333333	4.93288286231625
LYRM1	8	5	4	4	8	5	5.66666666666667	2.08166599946613
LYRM2	14	7	35	7	35	14	18.6666666666667	14.5716619962629
LYRM4	11	16	22	11	22	16	16.3333333333333	5.5075705472861
LYRM5	4	7	17	4	17	7	9.33333333333333	6.80685928555405
LYRM7	5	10	14	5	14	10	9.66666666666667	4.50924975282289
LYRM9	0	1	1	0	1	1	0.666666666666667	0.577350269189626
LYSMD1	1	1	5	1	5	1	2.33333333333333	2.3094010767585
LYSMD2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LYSMD3	2	4	8	2	8	4	4.66666666666667	3.05505046330389
LYSMD4	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LYST	2	3	16	2	16	3	7	7.81024967590665
LYVE1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LYZ	3	5	12	3	12	5	6.66666666666667	4.72581562625261
LYZL1	0	0	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0	0	0
LZIC	2	3	11	2	11	3	5.33333333333333	4.93288286231625
LZTFL1	3	4	4	3	4	4	3.66666666666667	0.577350269189626
LZTR1	0	0	3	0	3	0	1	1.73205080756888
LZTS1	0	0	0	0	0	0	0	0
LZTS2	3	0	6	0	6	3	3	3
LZTS3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
M1AP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
M6PR	2	0	5	0	5	2	2.33333333333333	2.51661147842358
MAATS1	0	0	0	0	0	0	0	0
MAB21L1	0	0	0	0	0	0	0	0
MAB21L2	0	0	0	0	0	0	0	0
MAB21L3	7	6	6	6	7	6	6.33333333333333	0.577350269189626
MACC1	5	6	9	5	9	6	6.66666666666667	2.08166599946613
MACF1	47	67	103	47	103	67	72.3333333333333	28.3783955383904
MACROD1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MACROD2	0	0	0	0	0	0	0	0
MAD1L1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MAD2L1	1	0	3	0	3	1	1.33333333333333	1.52752523165195
MAD2L1BP	2	9	10	2	10	9	7	4.35889894354067
MAD2L2	0	3	4	0	4	3	2.33333333333333	2.08166599946613
MADCAM1	0	0	0	0	0	0	0	0
MADD	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MAEA	7	13	16	7	16	13	12	4.58257569495584
MAF	3	4	7	3	7	4	4.66666666666667	2.08166599946613
MAF1	1	3	4	1	4	3	2.66666666666667	1.52752523165195
MAFA	0	0	0	0	0	0	0	0
MAFB	0	1	2	0	2	1	1	1
MAFF	3	5	4	3	5	4	4	1
MAFG	1	3	3	1	3	3	2.33333333333333	1.15470053837925
MAFG-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAFIP	1	0	2	0	2	1	1	1
MAFK	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAGEA1	0	0	0	0	0	0	0	0
MAGEA10	1	1	3	1	3	1	1.66666666666667	1.15470053837925
MAGEA3	0	0	0	0	0	0	0	0
MAGEB10	0	2	1	0	2	1	1	1
MAGEB3	0	0	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0
MAGED1	26	31	63	26	63	31	40	20.0748598998847
MAGED2	24	32	57	24	57	32	37.6666666666667	17.2143351115671
MAGED4	0	0	0	0	0	0	0	0
MAGEE1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MAGEE2	0	0	0	0	0	0	0	0
MAGEF1	1	3	5	1	5	3	3	2
MAGEH1	5	7	6	5	7	6	6	1
MAGEL2	0	0	0	0	0	0	0	0
MAGI1	3	3	11	3	11	3	5.66666666666667	4.61880215351701
MAGI1-AS1	0	0	0	0	0	0	0	0
MAGI2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAGI2-AS2	0	0	0	0	0	0	0	0
MAGI2-AS3	10	13	25	10	25	13	16	7.93725393319377
MAGI3	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MAGIX	0	0	0	0	0	0	0	0
MAGOH	4	11	16	4	16	11	10.3333333333333	6.02771377334171
MAGOH2	0	0	0	0	0	0	0	0
MAGOHB	8	7	10	7	10	8	8.33333333333333	1.52752523165195
MAGT1	5	16	27	5	27	16	16	11
MAK	0	0	4	0	4	0	1.33333333333333	2.3094010767585
MAK16	5	6	6	5	6	6	5.66666666666667	0.577350269189626
MAL	0	0	0	0	0	0	0	0
MAL2	0	0	0	0	0	0	0	0
MALAT1	1916	2387	7068	1916	7068	2387	3790.33333333333	2848.2949870639
MALL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MALSU1	2	5	3	2	5	3	3.33333333333333	1.52752523165195
MALT1	7	4	7	4	7	7	6	1.73205080756888
MAMDC2	7	12	28	7	28	12	15.6666666666667	10.9696551146029
MAMDC2-AS1	0	1	2	0	2	1	1	1
MAMDC4	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MAML1	2	1	4	1	4	2	2.33333333333333	1.52752523165195
MAML2	4	6	6	4	6	6	5.33333333333333	1.15470053837925
MAML3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MAMLD1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MAMSTR	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAN1A1	1	3	10	1	10	3	4.66666666666667	4.72581562625261
MAN1A2	7	24	23	7	24	23	18	9.53939201416946
MAN1B1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
MAN1B1-AS1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
MAN1C1	0	0	0	0	0	0	0	0
MAN2A1	3	1	10	1	10	3	4.66666666666667	4.72581562625261
MAN2A2	2	2	6	2	6	2	3.33333333333333	2.3094010767585
MAN2B1	5	4	5	4	5	5	4.66666666666667	0.577350269189626
MAN2B2	3	2	12	2	12	3	5.66666666666667	5.5075705472861
MAN2C1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
MANBA	5	5	6	5	6	5	5.33333333333333	0.577350269189626
MANBAL	6	8	18	6	18	8	10.6666666666667	6.42910050732864
MANEA	4	7	7	4	7	7	6	1.73205080756888
MANEAL	1	2	5	1	5	2	2.66666666666667	2.08166599946613
MANF	6	11	17	6	17	11	11.3333333333333	5.5075705472861
MANSC1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MANSC4	0	0	0	0	0	0	0	0
MAOA	3	5	11	3	11	5	6.33333333333333	4.16333199893227
MAOB	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAP10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAP1A	48	53	78	48	78	53	59.6666666666667	16.0727512683216
MAP1B	217	394	483	217	483	394	364.666666666667	135.404332771641
MAP1LC3A	1	1	3	1	3	1	1.66666666666667	1.15470053837925
MAP1LC3B	21	21	39	21	39	21	27	10.3923048454133
MAP1LC3B2	0	0	0	0	0	0	0	0
MAP1LC3C	1	0	4	0	4	1	1.66666666666667	2.08166599946613
MAP1S	0	0	3	0	3	0	1	1.73205080756888
MAP2	1	2	4	1	4	2	2.33333333333333	1.52752523165195
MAP2K1	5	5	15	5	15	5	8.33333333333333	5.77350269189626
MAP2K2	1	1	3	1	3	1	1.66666666666667	1.15470053837925
MAP2K3	10	3	8	3	10	8	7	3.60555127546399
MAP2K4	4	6	5	4	6	5	5	1
MAP2K5	0	1	2	0	2	1	1	1
MAP2K6	0	0	0	0	0	0	0	0
MAP2K7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MAP3K1	0	1	5	0	5	1	2	2.64575131106459
MAP3K10	0	0	0	0	0	0	0	0
MAP3K11	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MAP3K12	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAP3K13	11	10	19	10	19	11	13.3333333333333	4.93288286231625
MAP3K14	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAP3K14-AS1	0	0	0	0	0	0	0	0
MAP3K15	0	0	0	0	0	0	0	0
MAP3K19	0	0	0	0	0	0	0	0
MAP3K2	10	8	24	8	24	10	14	8.71779788708135
MAP3K3	0	1	4	0	4	1	1.66666666666667	2.08166599946613
MAP3K4	7	0	11	0	11	7	6	5.56776436283002
MAP3K5	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MAP3K6	0	0	0	0	0	0	0	0
MAP3K7	5	5	19	5	19	5	9.66666666666667	8.08290376865476
MAP3K7CL	21	35	79	21	79	35	45	30.2654919008431
MAP3K8	2	5	3	2	5	3	3.33333333333333	1.52752523165195
MAP3K9	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MAP4	52	64	97	52	97	64	71	23.3023603954621
MAP4K1	0	0	0	0	0	0	0	0
MAP4K2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MAP4K3	6	12	17	6	17	12	11.6666666666667	5.5075705472861
MAP4K4	48	43	76	43	76	48	55.6666666666667	17.7857620959388
MAP4K5	3	9	30	3	30	9	14	14.1774468787578
MAP6	4	2	2	2	4	2	2.66666666666667	1.15470053837925
MAP6D1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MAP7	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAP7D1	4	1	11	1	11	4	5.33333333333333	5.13160143944688
MAP7D2	0	0	0	0	0	0	0	0
MAP7D3	8	12	21	8	21	12	13.6666666666667	6.65832811847939
MAP9	6	8	15	6	15	8	9.66666666666667	4.72581562625261
MAPK1	7	12	21	7	21	12	13.3333333333333	7.09459888459759
MAPK10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAPK11	0	0	0	0	0	0	0	0
MAPK12	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MAPK13	4	4	1	1	4	4	3	1.73205080756888
MAPK14	2	1	9	1	9	2	4	4.35889894354067
MAPK15	0	0	0	0	0	0	0	0
MAPK1IP1L	13	23	35	13	35	23	23.6666666666667	11.0151410945722
MAPK3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MAPK4	0	0	0	0	0	0	0	0
MAPK6	10	11	12	10	12	11	11	1
MAPK7	0	3	3	0	3	3	2	1.73205080756888
MAPK8	0	5	4	0	5	4	3	2.64575131106459
MAPK8IP1	0	0	0	0	0	0	0	0
MAPK8IP2	0	0	0	0	0	0	0	0
MAPK8IP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAPK9	1	5	9	1	9	5	5	4
MAPKAP1	7	6	9	6	9	7	7.33333333333333	1.52752523165195
MAPKAPK2	3	1	6	1	6	3	3.33333333333333	2.51661147842358
MAPKAPK3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MAPKAPK5	3	2	5	2	5	3	3.33333333333333	1.52752523165195
MAPKAPK5-AS1	1	2	5	1	5	2	2.66666666666667	2.08166599946613
MAPKBP1	1	3	5	1	5	3	3	2
MAPRE1	13	16	38	13	38	16	22.3333333333333	13.6503968196288
MAPRE2	3	3	9	3	9	3	5	3.46410161513775
MAPRE3	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MAPT	0	0	0	0	0	0	0	0
MAPT-IT1	0	0	0	0	0	0	0	0
MARC1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MARC2	0	0	0	0	0	0	0	0
MARCH1	0	0	0	0	0	0	0	0
MARCH2	2	5	4	2	5	4	3.66666666666667	1.52752523165195
MARCH3	1	5	5	1	5	5	3.66666666666667	2.3094010767585
MARCH4	0	0	0	0	0	0	0	0
MARCH5	2	2	6	2	6	2	3.33333333333333	2.3094010767585
MARCH6	10	8	19	8	19	10	12.3333333333333	5.85946527708231
MARCH7	9	18	28	9	28	18	18.3333333333333	9.50438495292217
MARCH8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MARCH9	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MARCKS	46	63	82	46	82	63	63.6666666666667	18.0092568789868
MARCKSL1	3	2	4	2	4	3	3	1
MARCO	0	0	0	0	0	0	0	0
MARK1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MARK2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MARK2P9	0	0	0	0	0	0	0	0
MARK3	9	7	14	7	14	9	10	3.60555127546399
MARK4	0	0	3	0	3	0	1	1.73205080756888
MARS	20	14	15	14	20	15	16.3333333333333	3.21455025366432
MARS2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MARVELD1	7	7	6	6	7	7	6.66666666666667	0.577350269189626
MARVELD2	2	1	0	0	2	1	1	1
MARVELD3	3	0	9	0	9	3	4	4.58257569495584
MAS1	0	0	0	0	0	0	0	0
MASP1	3	8	13	3	13	8	8	5
MASP2	0	0	0	0	0	0	0	0
MAST1	0	0	0	0	0	0	0	0
MAST2	4	2	5	2	5	4	3.66666666666667	1.52752523165195
MAST3	3	2	4	2	4	3	3	1
MAST4	4	3	3	3	4	3	3.33333333333333	0.577350269189626
MASTL	1	5	4	1	5	4	3.33333333333333	2.08166599946613
MAT2A	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MAT2B	7	5	7	5	7	7	6.33333333333333	1.15470053837925
MATN1	0	0	0	0	0	0	0	0
MATN1-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MATN2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MATN3	1	3	0	0	3	1	1.33333333333333	1.52752523165195
MATN4	0	0	0	0	0	0	0	0
MATR3	40	67	107	40	107	67	71.3333333333333	33.7095436535907
MAU2	4	4	7	4	7	4	5	1.73205080756888
MAVS	5	8	17	5	17	8	10	6.2449979983984
MAX	1	3	10	1	10	3	4.66666666666667	4.72581562625261
MAZ	2	2	5	2	5	2	3	1.73205080756888
MB	0	0	0	0	0	0	0	0
MB21D1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MB21D2	2	1	4	1	4	2	2.33333333333333	1.52752523165195
MBD1	4	4	2	2	4	4	3.33333333333333	1.15470053837925
MBD2	3	4	9	3	9	4	5.33333333333333	3.21455025366432
MBD3	0	1	2	0	2	1	1	1
MBD4	6	10	15	6	15	10	10.3333333333333	4.50924975282289
MBD5	3	2	0	0	3	2	1.66666666666667	1.52752523165195
MBD6	2	0	1	0	2	1	1	1
MBIP	7	4	26	4	26	7	12.3333333333333	11.9303534454489
MBL1P	0	0	0	0	0	0	0	0
MBLAC1	0	0	0	0	0	0	0	0
MBLAC2	3	1	3	1	3	3	2.33333333333333	1.15470053837925
MBNL1	21	23	75	21	75	23	39.6666666666667	30.6159000085468
MBNL1-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MBNL2	13	18	39	13	39	18	23.3333333333333	13.7961347243833
MBNL3	0	0	0	0	0	0	0	0
MBOAT1	5	5	13	5	13	5	7.66666666666667	4.61880215351701
MBOAT2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MBOAT4	0	0	0	0	0	0	0	0
MBOAT7	0	3	4	0	4	3	2.33333333333333	2.08166599946613
MBP	3	6	5	3	6	5	4.66666666666667	1.52752523165195
MBTD1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MBTPS1	5	8	14	5	14	8	9	4.58257569495584
MBTPS2	7	2	7	2	7	7	5.33333333333333	2.88675134594813
MC1R	0	0	0	0	0	0	0	0
MC2R	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0
MCAM	3	5	10	3	10	5	6	3.60555127546399
MCAT	0	0	0	0	0	0	0	0
MCC	4	4	15	4	15	4	7.66666666666667	6.35085296108588
MCCC1	0	1	8	0	8	1	3	4.35889894354067
MCCC2	2	4	1	1	4	2	2.33333333333333	1.52752523165195
MCEE	5	7	8	5	8	7	6.66666666666667	1.52752523165195
MCF2	0	0	0	0	0	0	0	0
MCF2L	0	0	0	0	0	0	0	0
MCF2L-AS1	0	0	0	0	0	0	0	0
MCF2L2	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MCFD2	14	23	52	14	52	23	29.6666666666667	19.8578280114753
MCHR1	0	0	0	0	0	0	0	0
MCHR2	0	0	0	0	0	0	0	0
MCL1	8	9	21	8	21	9	12.6666666666667	7.23417813807024
MCM10	0	0	0	0	0	0	0	0
MCM2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
MCM3	2	4	2	2	4	2	2.66666666666667	1.15470053837925
MCM3AP	3	2	5	2	5	3	3.33333333333333	1.52752523165195
MCM3AP-AS1	0	0	0	0	0	0	0	0
MCM4	6	4	5	4	6	5	5	1
MCM5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MCM6	2	2	4	2	4	2	2.66666666666667	1.15470053837925
MCM7	0	2	5	0	5	2	2.33333333333333	2.51661147842358
MCM8	0	0	0	0	0	0	0	0
MCM9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MCMBP	4	10	8	4	10	8	7.33333333333333	3.05505046330389
MCMDC2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
MCOLN1	0	0	0	0	0	0	0	0
MCOLN2	0	0	0	0	0	0	0	0
MCOLN3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MCPH1	4	1	4	1	4	4	3	1.73205080756888
MCRS1	3	5	18	3	18	5	8.66666666666667	8.14452781524708
MCTP1	0	0	0	0	0	0	0	0
MCTP2	0	0	0	0	0	0	0	0
MCTS1	8	13	20	8	20	13	13.6666666666667	6.02771377334171
MCU	2	3	7	2	7	3	4	2.64575131106459
MCUR1	3	5	11	3	11	5	6.33333333333333	4.16333199893227
MDC1	2	2	1	1	2	2	1.66666666666667	0.577350269189626
MDFI	0	0	0	0	0	0	0	0
MDFIC	9	7	11	7	11	9	9	2
MDGA1	0	0	0	0	0	0	0	0
MDGA2	0	0	0	0	0	0	0	0
MDH1	28	32	56	28	56	32	38.6666666666667	15.1437555888007
MDH1B	0	0	0	0	0	0	0	0
MDH2	27	30	47	27	47	30	34.6666666666667	10.785793124909
MDK	4	1	2	1	4	2	2.33333333333333	1.52752523165195
MDM1	2	5	6	2	6	5	4.33333333333333	2.08166599946613
MDM2	62	79	162	62	162	79	101	53.507008886687
MDM4	14	15	36	14	36	15	21.6666666666667	12.4230967690561
MDN1	13	8	18	8	18	13	13	5
MDP1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MDS2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ME1	6	3	4	3	6	4	4.33333333333333	1.52752523165195
ME2	4	1	6	1	6	4	3.66666666666667	2.51661147842358
ME3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MEA1	16	11	36	11	36	16	21	13.228756555323
MEAF6	11	19	40	11	40	19	23.3333333333333	14.9777612924406
MECOM	5	7	9	5	9	7	7	2
MECP2	3	3	5	3	5	3	3.66666666666667	1.15470053837925
MECR	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MED1	2	6	20	2	20	6	9.33333333333333	9.45163125250522
MED10	12	12	31	12	31	12	18.3333333333333	10.9696551146029
MED11	2	4	5	2	5	4	3.66666666666667	1.52752523165195
MED12	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MED12L	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MED13	18	12	19	12	19	18	16.3333333333333	3.78593889720018
MED13L	1	4	16	1	16	4	7	7.93725393319377
MED14	0	8	8	0	8	8	5.33333333333333	4.61880215351701
MED15	1	1	3	1	3	1	1.66666666666667	1.15470053837925
MED16	0	1	2	0	2	1	1	1
MED17	0	3	6	0	6	3	3	3
MED18	4	7	10	4	10	7	7	3
MED19	9	2	7	2	9	7	6	3.60555127546399
MED20	0	3	6	0	6	3	3	3
MED21	7	18	13	7	18	13	12.6666666666667	5.5075705472861
MED22	0	1	4	0	4	1	1.66666666666667	2.08166599946613
MED23	2	2	2	2	2	2	2	0
MED24	1	0	2	0	2	1	1	1
MED25	0	0	0	0	0	0	0	0
MED26	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MED27	10	4	5	4	10	5	6.33333333333333	3.21455025366432
MED28	4	8	9	4	9	8	7	2.64575131106459
MED29	1	2	8	1	8	2	3.66666666666667	3.78593889720018
MED30	4	2	8	2	8	4	4.66666666666667	3.05505046330389
MED31	2	3	10	2	10	3	5	4.35889894354067
MED4	16	13	18	13	18	16	15.6666666666667	2.51661147842358
MED4-AS1	0	0	0	0	0	0	0	0
MED6	4	9	26	4	26	9	13	11.5325625946708
MED7	3	1	5	1	5	3	3	2
MED8	12	6	15	6	15	12	11	4.58257569495584
MED9	0	0	0	0	0	0	0	0
MEDAG	5	3	14	3	14	5	7.33333333333333	5.85946527708232
MEF2A	12	12	25	12	25	12	16.3333333333333	7.50555349946513
MEF2BNB	1	0	4	0	4	1	1.66666666666667	2.08166599946613
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0
MEF2C	5	1	4	1	5	4	3.33333333333333	2.08166599946613
MEF2D	0	3	3	0	3	3	2	1.73205080756888
MEFV	7	6	5	5	7	6	6	1
MEG3	18	33	51	18	51	33	34	16.5227116418583
MEG8	0	0	0	0	0	0	0	0
MEG9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MEGF10	0	0	0	0	0	0	0	0
MEGF11	0	0	0	0	0	0	0	0
MEGF6	12	18	26	12	26	18	18.6666666666667	7.02376916856849
MEGF8	0	4	4	0	4	4	2.66666666666667	2.3094010767585
MEGF9	1	1	6	1	6	1	2.66666666666667	2.88675134594813
MEI1	0	0	0	0	0	0	0	0
MEIG1	0	0	0	0	0	0	0	0
MEIOB	0	0	0	0	0	0	0	0
MEIS1	0	1	13	0	13	1	4.66666666666667	7.23417813807023
MEIS1-AS3	0	0	0	0	0	0	0	0
MEIS2	4	7	7	4	7	7	6	1.73205080756888
MEIS3	0	0	0	0	0	0	0	0
MEIS3P1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MELK	0	1	7	0	7	1	2.66666666666667	3.78593889720018
MEMO1	0	1	2	0	2	1	1	1
MEN1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MEOX1	0	0	0	0	0	0	0	0
MEOX2	0	0	0	0	0	0	0	0
MEPCE	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MERTK	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MESDC1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MESDC2	14	26	43	14	43	26	27.6666666666667	14.5716619962629
MESP1	0	0	0	0	0	0	0	0
MESP2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MEST	24	35	43	24	43	35	34	9.53939201416946
MESTIT1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MET	3	6	8	3	8	6	5.66666666666667	2.51661147842358
METAP1	1	6	11	1	11	6	6	5
METAP1D	0	0	1	0	1	0	0.333333333333333	0.577350269189626
METAP2	35	56	93	35	93	56	61.3333333333333	29.365512652316
METRN	1	0	1	0	1	1	0.666666666666667	0.577350269189626
METRNL	0	2	1	0	2	1	1	1
METTL1	1	3	6	1	6	3	3.33333333333333	2.51661147842358
METTL10	4	4	1	1	4	4	3	1.73205080756888
METTL12	1	1	0	0	1	1	0.666666666666667	0.577350269189626
METTL13	3	1	2	1	3	2	2	1
METTL14	3	10	7	3	10	7	6.66666666666667	3.51188458428425
METTL15	2	2	5	2	5	2	3	1.73205080756888
METTL16	3	4	13	3	13	4	6.66666666666667	5.5075705472861
METTL17	8	5	11	5	11	8	8	3
METTL18	5	4	2	2	5	4	3.66666666666667	1.52752523165195
METTL20	1	1	1	1	1	1	1	0
METTL21A	4	2	4	2	4	4	3.33333333333333	1.15470053837925
METTL21B	1	2	6	1	6	2	3	2.64575131106459
METTL21C	0	0	0	0	0	0	0	0
METTL21D	1	2	3	1	3	2	2	1
METTL21EP	0	0	0	0	0	0	0	0
METTL22	3	0	10	0	10	3	4.33333333333333	5.13160143944688
METTL23	1	4	4	1	4	4	3	1.73205080756888
METTL24	0	0	0	0	0	0	0	0
METTL25	4	2	2	2	4	2	2.66666666666667	1.15470053837925
METTL2A	4	2	11	2	11	4	5.66666666666667	4.72581562625261
METTL2B	2	3	8	2	8	3	4.33333333333333	3.21455025366432
METTL3	1	0	6	0	6	1	2.33333333333333	3.21455025366432
METTL4	1	5	6	1	6	5	4	2.64575131106459
METTL5	13	13	18	13	18	13	14.6666666666667	2.88675134594813
METTL6	4	7	8	4	8	7	6.33333333333333	2.08166599946613
METTL7A	8	3	24	3	24	8	11.6666666666667	10.9696551146029
METTL7B	0	0	0	0	0	0	0	0
METTL8	4	5	8	4	8	5	5.66666666666667	2.08166599946613
METTL9	8	14	21	8	21	14	14.3333333333333	6.50640709864771
MEX3A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MEX3B	3	10	18	3	18	10	10.3333333333333	7.50555349946513
MEX3C	4	3	5	3	5	4	4	1
MEX3D	2	2	2	2	2	2	2	0
MFAP1	15	13	27	13	27	15	18.3333333333333	7.57187779440036
MFAP2	6	13	11	6	13	11	10	3.60555127546399
MFAP3	2	4	4	2	4	4	3.33333333333333	1.15470053837925
MFAP3L	1	2	3	1	3	2	2	1
MFAP4	220	263	442	220	442	263	308.333333333333	117.738410611547
MFAP5	93	124	171	93	171	124	129.333333333333	39.272551907577
